direction,entry,exit,pnl,open_time,close_time,reason
LONG,947.45,925.50,-21.95,2009-03-19T15:03:00+00:00,2009-03-24T15:23:00+00:00,REV
SHORT,925.50,890.88,34.62,2009-03-24T15:23:00+00:00,2009-04-13T15:30:00+00:00,REV
LONG,890.88,882.55,-8.33,2009-04-13T15:30:00+00:00,2009-04-16T16:38:00+00:00,REV
SHORT,882.55,894.53,-11.98,2009-04-16T16:38:00+00:00,2009-04-21T15:24:00+00:00,REV
LONG,894.53,889.90,-4.63,2009-04-21T15:24:00+00:00,2009-04-28T15:22:00+00:00,REV
SHORT,889.90,903.85,-13.95,2009-04-28T15:22:00+00:00,2009-05-04T16:36:00+00:00,REV
LONG,903.85,917.50,13.65,2009-05-04T16:36:00+00:00,2009-05-18T23:18:00+00:00,REV
SHORT,917.50,937.68,-20.18,2009-05-18T23:18:00+00:00,2009-05-20T16:34:00+00:00,REV
LONG,937.68,960.33,22.65,2009-05-20T16:34:00+00:00,2009-06-05T15:58:00+00:00,REV
SHORT,960.33,940.45,19.88,2009-06-05T15:58:00+00:00,2009-06-18T01:00:00+00:00,REV
LONG,940.45,927.25,-13.20,2009-06-18T01:00:00+00:00,2009-06-22T12:22:00+00:00,REV
SHORT,927.25,939.25,-12.00,2009-06-22T12:22:00+00:00,2009-06-24T15:45:00+00:00,REV
LONG,939.25,929.93,-9.32,2009-06-24T15:45:00+00:00,2009-06-30T17:08:00+00:00,REV
SHORT,929.93,923.50,6.43,2009-06-30T17:08:00+00:00,2009-07-14T13:15:00+00:00,REV
LONG,923.50,946.50,23.00,2009-07-14T13:15:00+00:00,2009-07-28T16:22:00+00:00,REV
SHORT,946.50,955.78,-9.28,2009-07-28T16:22:00+00:00,2009-08-03T02:35:00+00:00,REV
LONG,955.78,953.13,-2.65,2009-08-03T02:35:00+00:00,2009-08-10T03:01:00+00:00,REV
SHORT,953.13,956.98,-3.85,2009-08-10T03:01:00+00:00,2009-08-13T12:58:00+00:00,REV
LONG,956.98,939.85,-17.13,2009-08-13T12:58:00+00:00,2009-08-17T10:41:00+00:00,REV
SHORT,939.85,945.90,-6.05,2009-08-17T10:41:00+00:00,2009-08-21T13:15:00+00:00,REV
LONG,945.90,987.32,41.42,2009-08-21T13:15:00+00:00,2009-09-10T12:51:00+00:00,REV
SHORT,987.32,1007.90,-20.58,2009-09-10T12:51:00+00:00,2009-09-11T16:23:00+00:00,REV
LONG,1007.90,1004.20,-3.70,2009-09-11T16:23:00+00:00,2009-09-21T01:01:00+00:00,REV
SHORT,1004.20,999.28,4.92,2009-09-21T01:01:00+00:00,2009-09-30T11:47:00+00:00,REV
LONG,999.28,1046.98,47.70,2009-09-30T11:47:00+00:00,2009-10-15T15:07:00+00:00,REV
SHORT,1046.98,1066.03,-19.05,2009-10-15T15:07:00+00:00,2009-10-20T04:36:00+00:00,REV
LONG,1066.03,1047.60,-18.43,2009-10-20T04:36:00+00:00,2009-10-26T19:02:00+00:00,REV
SHORT,1047.60,1047.90,-0.30,2009-10-26T19:02:00+00:00,2009-10-30T07:37:00+00:00,REV
LONG,1047.90,1157.65,109.75,2009-10-30T07:37:00+00:00,2009-11-27T09:38:00+00:00,REV
SHORT,1157.65,1195.38,-37.73,2009-11-27T09:38:00+00:00,2009-12-01T11:08:00+00:00,REV
LONG,1195.38,1175.20,-20.18,2009-12-01T11:08:00+00:00,2009-12-04T18:00:00+00:00,REV
SHORT,1175.20,1141.55,33.65,2009-12-04T18:00:00+00:00,2009-12-17T02:31:00+00:00,REV
LONG,1141.55,1110.50,-31.05,2009-12-17T02:31:00+00:00,2009-12-17T18:41:00+00:00,REV
SHORT,1110.50,1108.75,1.75,2009-12-17T18:41:00+00:00,2009-12-28T01:01:00+00:00,REV
LONG,1108.75,1086.78,-21.97,2009-12-28T01:01:00+00:00,2009-12-30T16:49:00+00:00,REV
SHORT,1086.78,1108.50,-21.72,2009-12-30T16:49:00+00:00,2010-01-04T10:03:00+00:00,REV
LONG,1108.50,1124.88,16.38,2010-01-04T10:03:00+00:00,2010-01-13T17:16:00+00:00,REV
SHORT,1124.88,1102.63,22.25,2010-01-13T17:16:00+00:00,2010-02-01T20:09:00+00:00,REV
LONG,1102.63,1075.58,-27.05,2010-02-01T20:09:00+00:00,2010-02-04T17:15:00+00:00,REV
SHORT,1075.58,1083.38,-7.80,2010-02-04T17:15:00+00:00,2010-02-11T15:23:00+00:00,REV
LONG,1083.38,1099.18,15.80,2010-02-11T15:23:00+00:00,2010-02-24T11:02:00+00:00,REV
SHORT,1099.18,1119.18,-20.00,2010-02-24T11:02:00+00:00,2010-03-01T01:01:00+00:00,REV
LONG,1119.18,1125.68,6.50,2010-03-01T01:01:00+00:00,2010-03-08T17:02:00+00:00,REV
SHORT,1125.68,1119.55,6.13,2010-03-08T17:02:00+00:00,2010-03-16T16:00:00+00:00,REV
LONG,1119.55,1108.13,-11.42,2010-03-16T16:00:00+00:00,2010-03-19T17:26:00+00:00,REV
SHORT,1108.13,1108.23,-0.10,2010-03-19T17:26:00+00:00,2010-03-26T22:59:00+00:00,REV
LONG,1108.23,1144.75,36.52,2010-03-26T22:59:00+00:00,2010-04-16T17:54:00+00:00,REV
SHORT,1144.75,1150.73,-5.98,2010-04-16T17:54:00+00:00,2010-04-23T17:43:00+00:00,REV
LONG,1150.73,1166.38,15.65,2010-04-23T17:43:00+00:00,2010-05-05T04:28:00+00:00,REV
SHORT,1166.38,1192.48,-26.10,2010-05-05T04:28:00+00:00,2010-05-06T18:51:00+00:00,REV
LONG,1192.48,1217.33,24.85,2010-05-06T18:51:00+00:00,2010-05-18T10:15:00+00:00,REV
SHORT,1217.33,1198.23,19.10,2010-05-18T10:15:00+00:00,2010-05-25T17:00:00+00:00,REV
LONG,1198.23,1209.55,11.32,2010-05-25T17:00:00+00:00,2010-06-03T19:16:00+00:00,REV
SHORT,1209.55,1227.25,-17.70,2010-06-03T19:16:00+00:00,2010-06-07T17:43:00+00:00,REV
LONG,1227.25,1230.53,3.28,2010-06-07T17:43:00+00:00,2010-06-23T16:34:00+00:00,REV
SHORT,1230.53,1248.63,-18.10,2010-06-23T16:34:00+00:00,2010-06-25T14:52:00+00:00,REV
LONG,1248.63,1227.88,-20.75,2010-06-25T14:52:00+00:00,2010-06-29T16:49:00+00:00,REV
SHORT,1227.88,1213.78,14.10,2010-06-29T16:49:00+00:00,2010-07-09T17:22:00+00:00,REV
LONG,1213.78,1196.15,-17.63,2010-07-09T17:22:00+00:00,2010-07-16T15:24:00+00:00,REV
SHORT,1196.15,1194.85,1.30,2010-07-16T15:24:00+00:00,2010-07-21T13:49:00+00:00,REV
LONG,1194.85,1180.93,-13.92,2010-07-21T13:49:00+00:00,2010-07-26T17:09:00+00:00,REV
SHORT,1180.93,1183.73,-2.80,2010-07-26T17:09:00+00:00,2010-08-02T05:53:00+00:00,REV
LONG,1183.73,1221.73,38.00,2010-08-02T05:53:00+00:00,2010-08-24T03:01:00+00:00,REV
SHORT,1221.73,1236.85,-15.12,2010-08-24T03:01:00+00:00,2010-08-25T11:46:00+00:00,REV
LONG,1236.85,1231.80,-5.05,2010-08-25T11:46:00+00:00,2010-08-31T09:15:00+00:00,REV
SHORT,1231.80,1244.33,-12.53,2010-08-31T09:15:00+00:00,2010-08-31T15:47:00+00:00,REV
LONG,1244.33,1244.60,0.27,2010-08-31T15:47:00+00:00,2010-09-09T18:42:00+00:00,REV
SHORT,1244.60,1251.33,-6.73,2010-09-09T18:42:00+00:00,2010-09-14T10:02:00+00:00,REV
LONG,1251.33,1286.80,35.47,2010-09-14T10:02:00+00:00,2010-09-28T10:23:00+00:00,REV
SHORT,1286.80,1300.13,-13.33,2010-09-28T10:23:00+00:00,2010-09-28T17:25:00+00:00,REV
LONG,1300.13,1352.60,52.47,2010-09-28T17:25:00+00:00,2010-10-19T14:42:00+00:00,REV
SHORT,1352.60,1349.33,3.27,2010-10-19T14:42:00+00:00,2010-10-25T10:06:00+00:00,REV
LONG,1349.33,1335.18,-14.15,2010-10-25T10:06:00+00:00,2010-11-03T18:10:00+00:00,REV
SHORT,1335.18,1365.80,-30.62,2010-11-03T18:10:00+00:00,2010-11-04T13:01:00+00:00,REV
LONG,1365.80,1382.63,16.83,2010-11-04T13:01:00+00:00,2010-11-12T10:04:00+00:00,REV
SHORT,1382.63,1363.38,19.25,2010-11-12T10:04:00+00:00,2010-11-22T09:14:00+00:00,REV
LONG,1363.38,1356.03,-7.35,2010-11-22T09:14:00+00:00,2010-11-26T15:33:00+00:00,REV
SHORT,1356.03,1375.65,-19.62,2010-11-26T15:33:00+00:00,2010-11-30T11:45:00+00:00,REV
LONG,1375.65,1384.65,9.00,2010-11-30T11:45:00+00:00,2010-12-08T15:10:00+00:00,REV
SHORT,1384.65,1399.53,-14.88,2010-12-08T15:10:00+00:00,2010-12-14T03:26:00+00:00,REV
LONG,1399.53,1378.45,-21.08,2010-12-14T03:26:00+00:00,2010-12-16T01:00:00+00:00,REV
