direction,entry,exit,pnl,open_time,close_time,reason
SHORT,107.27,107.04,0.23,2000-06-06T08:40:00+00:00,2000-06-10T02:11:00+00:00,REV
LONG,107.04,106.24,-0.80,2000-06-10T02:11:00+00:00,2000-06-15T11:27:00+00:00,REV
SHORT,106.24,105.71,0.53,2000-06-15T11:27:00+00:00,2000-06-26T12:39:00+00:00,REV
LONG,105.71,106.69,0.98,2000-06-26T12:39:00+00:00,2000-07-11T12:22:00+00:00,REV
SHORT,106.69,108.00,-1.31,2000-07-11T12:22:00+00:00,2000-07-12T16:27:00+00:00,REV
LONG,108.00,107.49,-0.51,2000-07-12T16:27:00+00:00,2000-07-20T20:04:00+00:00,REV
SHORT,107.49,108.49,-1.00,2000-07-20T20:04:00+00:00,2000-07-21T10:17:00+00:00,REV
LONG,108.49,108.58,0.09,2000-07-21T10:17:00+00:00,2000-07-28T09:27:00+00:00,REV
SHORT,108.58,109.44,-0.86,2000-07-28T09:27:00+00:00,2000-07-28T15:33:00+00:00,REV
LONG,109.44,108.55,-0.89,2000-07-28T15:33:00+00:00,2000-08-02T04:13:00+00:00,REV
SHORT,108.55,109.18,-0.63,2000-08-02T04:13:00+00:00,2000-08-07T21:57:00+00:00,REV
LONG,109.18,108.37,-0.81,2000-08-07T21:57:00+00:00,2000-08-09T09:36:00+00:00,REV
SHORT,108.37,109.03,-0.66,2000-08-09T09:36:00+00:00,2000-08-14T13:15:00+00:00,REV
LONG,109.03,108.35,-0.68,2000-08-14T13:15:00+00:00,2000-08-17T03:07:00+00:00,REV
SHORT,108.35,106.48,1.87,2000-08-17T03:07:00+00:00,2000-09-11T07:38:00+00:00,REV
LONG,106.48,106.78,0.30,2000-09-11T07:38:00+00:00,2000-09-18T12:32:00+00:00,REV
SHORT,106.78,107.43,-0.65,2000-09-18T12:32:00+00:00,2000-09-22T15:05:00+00:00,REV
LONG,107.43,108.66,1.23,2000-09-22T15:05:00+00:00,2000-10-10T03:57:00+00:00,REV
SHORT,108.66,108.20,0.46,2000-10-10T03:57:00+00:00,2000-10-16T11:45:00+00:00,REV
LONG,108.20,107.53,-0.67,2000-10-16T11:45:00+00:00,2000-10-18T16:51:00+00:00,REV
SHORT,107.53,108.38,-0.85,2000-10-18T16:51:00+00:00,2000-10-19T15:48:00+00:00,REV
