ticker,ours,theirs,source,diff_pct,status
1F2.SI,0.465,0.4650000035762787,Yahoo 即時重抓（同來源）,-0.00,一致
5VS.SI,0.615,0.6150000095367432,Yahoo 即時重抓（同來源）,-0.00,一致
5WA.SI,0.049,0.04899999871850014,Yahoo 即時重抓（同來源）,+0.00,一致
42C.SI,0.565,0.5649999976158142,Yahoo 即時重抓（同來源）,+0.00,一致
558.SI,2.65,2.6500000953674316,Yahoo 即時重抓（同來源）,-0.00,一致
A31.SI,0.19,0.1899999976158142,Yahoo 即時重抓（同來源）,+0.00,一致
AGS.SI,2.81,2.809999942779541,Yahoo 即時重抓（同來源）,+0.00,一致
AWX.SI,9.96,9.960000038146973,Yahoo 即時重抓（同來源）,-0.00,一致
BS6.SI,5.18,5.179999828338623,Yahoo 即時重抓（同來源）,+0.00,一致
D05.SI,77.69,77.69000244140625,Yahoo 即時重抓（同來源）,-0.00,一致
DM0.SI,0.5,0.5,Yahoo 即時重抓（同來源）,+0.00,一致
EB5.SI,4.44,4.440000057220459,Yahoo 即時重抓（同來源）,-0.00,一致
H78.SI,8.74,8.739999771118164,Yahoo 即時重抓（同來源）,+0.00,一致
O39.SI,31.65,31.649999618530273,Yahoo 即時重抓（同來源）,+0.00,一致
P52.SI,1.68,1.6799999475479126,Yahoo 即時重抓（同來源）,+0.00,一致
P8Z.SI,2.1,2.0999999046325684,Yahoo 即時重抓（同來源）,+0.00,一致
PCT.SI,3.13,3.130000114440918,Yahoo 即時重抓（同來源）,-0.00,一致
QZG.SI,0.179,0.17900000512599945,Yahoo 即時重抓（同來源）,-0.00,一致
RE4.SI,0.555,0.5550000071525574,Yahoo 即時重抓（同來源）,-0.00,一致
S61.SI,3.7,3.700000047683716,Yahoo 即時重抓（同來源）,-0.00,一致
U11.SI,42.84,42.84000015258789,Yahoo 即時重抓（同來源）,-0.00,一致
