ticker,ours,theirs,source,diff_pct,status
ALD.AX,44.07,44.06999969482422,Yahoo 即時重抓（同來源）,+0.00,一致
ALK.AX,1.995,1.9950000047683716,Yahoo 即時重抓（同來源）,-0.00,一致
ALR.AX,0.047,0.04699999839067459,Yahoo 即時重抓（同來源）,+0.00,一致
AMI.AX,0.515,0.5149999856948853,Yahoo 即時重抓（同來源）,+0.00,一致
AMP.AX,2.62,2.619999885559082,Yahoo 即時重抓（同來源）,+0.00,一致
AVH.AX,3.18,3.180000066757202,Yahoo 即時重抓（同來源）,-0.00,一致
BCI.AX,0.595,0.5950000286102295,Yahoo 即時重抓（同來源）,-0.00,一致
BCM.AX,0.069,0.0689999982714653,Yahoo 即時重抓（同來源）,+0.00,一致
BHP.AX,62.07,62.06999969482422,Yahoo 即時重抓（同來源）,+0.00,一致
BNZ.AX,5.31,5.309999942779541,Yahoo 即時重抓（同來源）,+0.00,一致
BVS.AX,3.14,3.140000104904175,Yahoo 即時重抓（同來源）,-0.00,一致
CBE.AX,0.395,0.39500001072883606,Yahoo 即時重抓（同來源）,-0.00,一致
CCL.AX,6.07,6.070000171661377,Yahoo 即時重抓（同來源）,-0.00,一致
CDA.AX,53.1,53.099998474121094,Yahoo 即時重抓（同來源）,+0.00,一致
CGF.AX,10.34,10.34000015258789,Yahoo 即時重抓（同來源）,-0.00,一致
CGS.AX,3.3,3.299999952316284,Yahoo 即時重抓（同來源）,+0.00,一致
CNB.AX,0.945,0.9449999928474426,Yahoo 即時重抓（同來源）,+0.00,一致
CUP.AX,1.46,1.4600000381469727,Yahoo 即時重抓（同來源）,-0.00,一致
CXO.AX,0.42,0.41999998688697815,Yahoo 即時重抓（同來源）,+0.00,一致
DBI.AX,5.47,5.46999979019165,Yahoo 即時重抓（同來源）,+0.00,一致
DDR.AX,15.3,15.300000190734863,Yahoo 即時重抓（同來源）,-0.00,一致
EQR.AX,0.475,0.4749999940395355,Yahoo 即時重抓（同來源）,+0.00,一致
FPR.AX,4.66,4.659999847412109,Yahoo 即時重抓（同來源）,+0.00,一致
GNG.AX,7.7,7.699999809265137,Yahoo 即時重抓（同來源）,+0.00,一致
IAA.AX,205.1,205.1300048828125,Yahoo 即時重抓（同來源）,-0.01,一致
IKO.AX,265.7,265.7300109863281,Yahoo 即時重抓（同來源）,-0.01,一致
KRR.AX,0.083,0.08299999684095383,Yahoo 即時重抓（同來源）,+0.00,一致
LSF.AX,4.84,4.840000152587891,Yahoo 即時重抓（同來源）,-0.00,一致
LYL.AX,22.95,22.950000762939453,Yahoo 即時重抓（同來源）,-0.00,一致
MAH.AX,1.085,1.0850000381469727,Yahoo 即時重抓（同來源）,-0.00,一致
MGH.AX,6.43,6.429999828338623,Yahoo 即時重抓（同來源）,+0.00,一致
MI6.AX,0.945,0.9449999928474426,Yahoo 即時重抓（同來源）,+0.00,一致
MLX.AX,2.13,2.130000114440918,Yahoo 即時重抓（同來源）,-0.00,一致
MM1.AX,1.28,1.2799999713897705,Yahoo 即時重抓（同來源）,+0.00,一致
MND.AX,31.73,31.729999542236328,Yahoo 即時重抓（同來源）,+0.00,一致
MSV.AX,0.545,0.5450000166893005,Yahoo 即時重抓（同來源）,-0.00,一致
MYE.AX,0.775,0.7749999761581421,Yahoo 即時重抓（同來源）,+0.00,一致
NHC.AX,5.85,5.849999904632568,Yahoo 即時重抓（同來源）,+0.00,一致
NWH.AX,8.12,8.119999885559082,Yahoo 即時重抓（同來源）,+0.00,一致
OZR.AX,18.25,18.25,Yahoo 即時重抓（同來源）,+0.00,一致
PYC.AX,2.84,2.8399999141693115,Yahoo 即時重抓（同來源）,+0.00,一致
RHC.AX,55.41,55.40999984741211,Yahoo 即時重抓（同來源）,+0.00,一致
S32.AX,4.91,4.909999847412109,Yahoo 即時重抓（同來源）,+0.00,一致
SFR.AX,22.77,22.770000457763672,Yahoo 即時重抓（同來源）,-0.00,一致
SHA.AX,7.16,7.159999847412109,Yahoo 即時重抓（同來源）,+0.00,一致
SHN.AX,0.038,0.03799999877810478,Yahoo 即時重抓（同來源）,+0.00,一致
SKS.AX,10.24,10.239999771118164,Yahoo 即時重抓（同來源）,+0.00,一致
SLS.AX,2.64,2.640000104904175,Yahoo 即時重抓（同來源）,-0.00,一致
SMR.AX,2.7,2.700000047683716,Yahoo 即時重抓（同來源）,-0.00,一致
SNX.AX,0.11,0.10999999940395355,Yahoo 即時重抓（同來源）,+0.00,一致
SPL.AX,0.815,0.8149999976158142,Yahoo 即時重抓（同來源）,+0.00,一致
SRG.AX,4.02,4.019999980926514,Yahoo 即時重抓（同來源）,+0.00,一致
SRL.AX,21.65,21.649999618530273,Yahoo 即時重抓（同來源）,+0.00,一致
SRZ.AX,0.39,0.38999998569488525,Yahoo 即時重抓（同來源）,+0.00,一致
STO.AX,8.4,8.399999618530273,Yahoo 即時重抓（同來源）,+0.00,一致
SXE.AX,4.91,4.909999847412109,Yahoo 即時重抓（同來源）,+0.00,一致
