Date,Dividend,Split
2019-07-30,0.13,
2019-11-27,0.13,
2020-03-02,0.13,
2020-05-14,0.13,
2020-08-13,0.13,
2020-11-12,0.13,
2021-02-26,0.13,
2021-05-13,0.13,
2021-08-12,0.14,
2021-11-10,0.14,
2022-02-28,0.14,
2022-05-12,0.14,
2022-08-11,0.15,
2022-11-10,0.15,
2023-02-28,0.15,
2023-05-31,0.15,
2023-08-31,0.16,
2023-11-30,0.16,
2024-02-29,0.16,
2024-06-04,0.16,
2024-09-03,0.17,
2024-12-02,0.17,
2025-03-03,0.17,
2025-06-02,0.17,
2025-09-02,0.18,
2025-12-01,0.18,
2026-03-02,0.18,
2026-06-01,0.18,
2026-09-01,0.18,
