month_end,longs,shorts,value_EUR,value_GBP,value_AUD,value_NZD,value_JPY,value_CHF,value_CAD
2005-06-30,"['GBP', 'CHF', 'JPY']","['NZD', 'AUD', 'EUR']",-0.1697,0.0086,-0.2131,-0.2988,0.0202,0.0153,-0.1682
2005-07-29,"['GBP', 'CHF', 'JPY']","['NZD', 'AUD', 'EUR']",-0.1697,0.0086,-0.2131,-0.2988,0.0202,0.0153,-0.1682
2005-08-31,"['GBP', 'CHF', 'JPY']","['AUD', 'NZD', 'CAD']",-0.0817,0.0414,-0.2598,-0.2469,0.0956,0.0606,-0.2109
2005-09-30,"['GBP', 'CHF', 'JPY']","['NZD', 'AUD', 'CAD']",-0.0951,0.0355,-0.2757,-0.2956,0.0976,0.0499,-0.236
2005-10-31,"['GBP', 'CHF', 'JPY']","['NZD', 'CAD', 'AUD']",-0.0886,0.0399,-0.2674,-0.2833,0.0874,0.0505,-0.2691
2005-11-30,"['GBP', 'CHF', 'JPY']","['CAD', 'NZD', 'AUD']",-0.0786,0.0525,-0.2464,-0.2606,0.0913,0.0529,-0.2668
2005-12-30,"['GBP', 'CHF', 'JPY']","['CAD', 'NZD', 'AUD']",-0.0786,0.0525,-0.2464,-0.2606,0.0913,0.0529,-0.2668
2006-01-31,"['GBP', 'CHF', 'JPY']","['CAD', 'AUD', 'NZD']",-0.0509,0.0437,-0.2242,-0.2169,0.1216,0.0614,-0.2839
2006-02-28,"['GBP', 'CHF', 'JPY']","['CAD', 'AUD', 'NZD']",-0.0247,0.0386,-0.1961,-0.1461,0.1193,0.0766,-0.2659
2006-03-31,"['GBP', 'CHF', 'JPY']","['CAD', 'AUD', 'NZD']",-0.0014,0.0258,-0.1701,-0.1124,0.1299,0.0856,-0.2473
2006-04-28,"['GBP', 'CHF', 'JPY']","['CAD', 'AUD', 'NZD']",-0.0014,0.0258,-0.1701,-0.1124,0.1299,0.0856,-0.2473
2006-05-31,"['GBP', 'CHF', 'JPY']","['CAD', 'AUD', 'NZD']",-0.0154,0.0092,-0.1355,-0.0381,0.1315,0.0736,-0.2183
2006-06-30,"['EUR', 'CHF', 'JPY']","['CAD', 'AUD', 'GBP']",0.0047,-0.0378,-0.1166,-0.0174,0.1059,0.0592,-0.1915
2006-07-31,"['EUR', 'CHF', 'JPY']","['CAD', 'AUD', 'GBP']",0.005,-0.0192,-0.0705,-0.0129,0.1089,0.046,-0.1657
2006-08-31,"['NZD', 'CHF', 'JPY']","['CAD', 'AUD', 'GBP']",-0.0095,-0.0247,-0.084,0.0088,0.1233,0.0386,-0.1659
2006-09-29,"['NZD', 'CHF', 'JPY']","['CAD', 'AUD', 'GBP']",-0.0095,-0.0247,-0.084,0.0088,0.1233,0.0386,-0.1659
2006-10-31,"['EUR', 'CHF', 'JPY']","['CAD', 'AUD', 'NZD']",-0.0181,-0.0499,-0.0909,-0.0547,0.1573,0.0429,-0.1618
2006-11-30,"['EUR', 'CHF', 'JPY']","['CAD', 'NZD', 'AUD']",0.0076,-0.0392,-0.0633,-0.0657,0.1963,0.0588,-0.1274
2006-12-29,"['EUR', 'CHF', 'JPY']","['CAD', 'NZD', 'AUD']",0.0076,-0.0392,-0.0633,-0.0657,0.1963,0.0588,-0.1274
2007-01-31,"['EUR', 'CHF', 'JPY']","['CAD', 'GBP', 'NZD']",0.0222,-0.0441,-0.0255,-0.034,0.2085,0.0643,-0.0881
2007-02-28,"['EUR', 'CHF', 'JPY']","['CAD', 'NZD', 'GBP']",0.0403,-0.0295,0.0019,-0.0297,0.2272,0.0794,-0.0624
2007-03-30,"['EUR', 'CHF', 'JPY']","['CAD', 'NZD', 'GBP']",0.0403,-0.0295,0.0019,-0.0297,0.2272,0.0794,-0.0624
2007-04-30,"['EUR', 'CHF', 'JPY']","['CAD', 'NZD', 'AUD']",0.0113,0.0065,-0.0171,-0.0292,0.2049,0.0634,-0.0979
2007-05-31,"['GBP', 'CHF', 'JPY']","['CAD', 'NZD', 'AUD']",-0.0132,0.0019,-0.0599,-0.0954,0.2295,0.0716,-0.1332
2007-06-29,"['GBP', 'CHF', 'JPY']","['CAD', 'NZD', 'AUD']",-0.0132,0.0019,-0.0599,-0.0954,0.2295,0.0716,-0.1332
2007-07-31,"['GBP', 'CHF', 'JPY']","['CAD', 'AUD', 'NZD']",0.0064,0.0087,-0.1554,-0.1214,0.2509,0.1125,-0.213
2007-08-31,"['GBP', 'CHF', 'JPY']","['CAD', 'AUD', 'NZD']",0.0059,0.0072,-0.1427,-0.1236,0.2512,0.104,-0.192
2007-09-28,"['GBP', 'CHF', 'JPY']","['CAD', 'AUD', 'NZD']",0.0059,0.0072,-0.1427,-0.1236,0.2512,0.104,-0.192
2007-10-31,"['NZD', 'CHF', 'JPY']","['CAD', 'AUD', 'EUR']",0.0003,0.0013,-0.1253,0.0028,0.2039,0.0912,-0.1849
2007-11-30,"['EUR', 'CHF', 'JPY']","['CAD', 'AUD', 'NZD']",0.004,-0.0026,-0.1425,-0.0137,0.2285,0.107,-0.201
2007-12-31,"['GBP', 'CHF', 'JPY']","['CAD', 'AUD', 'NZD']",0.0011,0.0094,-0.0886,-0.0073,0.2217,0.1086,-0.1589
2008-01-31,"['GBP', 'CHF', 'JPY']","['CAD', 'AUD', 'NZD']",0.017,0.0421,-0.0792,-0.0111,0.2245,0.1103,-0.1425
2008-02-29,"['GBP', 'CHF', 'JPY']","['CAD', 'AUD', 'NZD']",-0.0002,0.0675,-0.0767,-0.012,0.2054,0.0747,-0.1286
2008-03-31,"['CHF', 'GBP', 'JPY']","['CAD', 'AUD', 'NZD']",-0.0035,0.0789,-0.0854,-0.0167,0.1936,0.0644,-0.1502
2008-04-30,"['CHF', 'GBP', 'JPY']","['CAD', 'AUD', 'EUR']",-0.0248,0.093,-0.0799,0.0114,0.1479,0.0328,-0.1166
2008-05-30,"['CHF', 'GBP', 'JPY']","['CAD', 'AUD', 'EUR']",-0.0248,0.093,-0.0799,0.0114,0.1479,0.0328,-0.1166
2008-06-30,"['CHF', 'GBP', 'JPY']","['CAD', 'AUD', 'EUR']",-0.0447,0.1105,-0.1245,0.0448,0.1736,0.0507,-0.1562
2008-07-31,"['NZD', 'GBP', 'JPY']","['CAD', 'AUD', 'EUR']",-0.0679,0.114,-0.1067,0.0632,0.1867,0.035,-0.1132
2008-08-29,"['NZD', 'GBP', 'JPY']","['CAD', 'AUD', 'EUR']",-0.0679,0.114,-0.1067,0.0632,0.1867,0.035,-0.1132
2008-09-30,"['NZD', 'GBP', 'JPY']","['AUD', 'CAD', 'EUR']",-0.0332,0.1049,-0.0563,0.0818,0.1684,0.046,-0.0529
2008-10-31,"['NZD', 'GBP', 'JPY']","['CAD', 'EUR', 'AUD']",-0.0258,0.1242,0.007,0.1075,0.1249,0.0378,-0.0365
2008-11-28,"['NZD', 'GBP', 'JPY']","['CAD', 'EUR', 'AUD']",-0.0258,0.1242,0.007,0.1075,0.1249,0.0378,-0.0365
2008-12-31,"['AUD', 'GBP', 'NZD']","['JPY', 'EUR', 'CHF']",-0.0106,0.169,0.1411,0.2,-0.0901,0.0075,0.0669
2009-01-30,"['AUD', 'GBP', 'NZD']","['JPY', 'EUR', 'CHF']",-0.0106,0.169,0.1411,0.2,-0.0901,0.0075,0.0669
2009-02-27,"['AUD', 'GBP', 'NZD']","['JPY', 'EUR', 'CHF']",-0.0613,0.2175,0.1404,0.2224,-0.1566,-0.0035,0.1002
2009-03-31,"['AUD', 'GBP', 'NZD']","['JPY', 'EUR', 'CHF']",-0.0601,0.2006,0.14,0.2337,-0.1693,-0.0327,0.1007
2009-04-30,"['CAD', 'NZD', 'GBP']","['JPY', 'EUR', 'CHF']",-0.0707,0.2138,0.0991,0.1652,-0.1006,-0.0354,0.1065
2009-05-29,"['CAD', 'NZD', 'GBP']","['JPY', 'EUR', 'CHF']",-0.0707,0.2138,0.0991,0.1652,-0.1006,-0.0354,0.1065
2009-06-30,"['CAD', 'NZD', 'GBP']","['JPY', 'EUR', 'CHF']",-0.0355,0.2044,0.026,0.071,-0.0421,-0.0141,0.0662
2009-07-31,"['NZD', 'CAD', 'GBP']","['JPY', 'EUR', 'AUD']",-0.0415,0.1684,-0.0296,0.0269,-0.048,-0.0196,0.0483
2009-08-31,"['NZD', 'CAD', 'GBP']","['JPY', 'EUR', 'CHF']",-0.033,0.1689,-0.014,0.0118,-0.0831,-0.0239,0.0367
2009-09-30,"['NZD', 'CAD', 'GBP']","['JPY', 'EUR', 'AUD']",-0.0371,0.187,-0.0351,-0.007,-0.0722,-0.0266,0.0168
2009-10-30,"['NZD', 'CAD', 'GBP']","['JPY', 'EUR', 'AUD']",-0.0371,0.187,-0.0351,-0.007,-0.0722,-0.0266,0.0168
2009-11-30,"['CAD', 'NZD', 'GBP']","['JPY', 'AUD', 'EUR']",-0.0661,0.2301,-0.1067,-0.0075,-0.1219,-0.0593,-0.0118
2009-12-31,"['CAD', 'NZD', 'GBP']","['JPY', 'AUD', 'CHF']",-0.0594,0.2163,-0.1054,0.0116,-0.1344,-0.0607,-0.0167
2010-01-29,"['CAD', 'NZD', 'GBP']","['JPY', 'AUD', 'CHF']",-0.0594,0.2163,-0.1054,0.0116,-0.1344,-0.0607,-0.0167
2010-02-26,"['EUR', 'NZD', 'GBP']","['JPY', 'AUD', 'CHF']",-0.0385,0.2296,-0.0933,0.0406,-0.1408,-0.0551,-0.0411
2010-03-31,"['EUR', 'NZD', 'GBP']","['JPY', 'AUD', 'CHF']",0.0121,0.2308,-0.0953,0.0613,-0.1903,-0.078,-0.0642
2010-04-30,"['EUR', 'NZD', 'GBP']","['JPY', 'AUD', 'CAD']",0.0235,0.2475,-0.1177,0.0605,-0.1517,-0.0762,-0.0916
2010-05-31,"['EUR', 'NZD', 'GBP']","['JPY', 'AUD', 'CHF']",0.0456,0.231,-0.0963,0.0858,-0.1364,-0.0903,-0.0858
2010-06-30,"['EUR', 'NZD', 'GBP']","['JPY', 'CHF', 'AUD']",0.0731,0.2274,-0.0527,0.0776,-0.2011,-0.0888,-0.0278
2010-07-30,"['EUR', 'NZD', 'GBP']","['JPY', 'CHF', 'AUD']",0.0731,0.2274,-0.0527,0.0776,-0.2011,-0.0888,-0.0278
2010-08-31,"['EUR', 'NZD', 'GBP']","['JPY', 'CHF', 'AUD']",0.0724,0.2096,-0.0124,0.1114,-0.2841,-0.1482,0.0091
2010-09-30,"['NZD', 'EUR', 'GBP']","['JPY', 'CHF', 'AUD']",0.0733,0.1919,-0.0745,0.0516,-0.2403,-0.1403,0.0044
2010-10-29,"['NZD', 'EUR', 'GBP']","['JPY', 'CHF', 'AUD']",0.0733,0.1919,-0.0745,0.0516,-0.2403,-0.1403,0.0044
2010-11-30,"['EUR', 'CAD', 'GBP']","['JPY', 'CHF', 'AUD']",0.0541,0.2118,-0.0612,0.0492,-0.2775,-0.1708,0.0609
2010-12-31,"['CAD', 'EUR', 'GBP']","['JPY', 'CHF', 'AUD']",0.0808,0.1864,-0.0911,0.0099,-0.2262,-0.1407,0.0577
2011-01-31,"['NZD', 'EUR', 'GBP']","['JPY', 'CHF', 'AUD']",0.0976,0.1739,-0.1343,0.0452,-0.2299,-0.1879,0.0148
2011-02-28,"['NZD', 'EUR', 'GBP']","['JPY', 'CHF', 'AUD']",0.1048,0.133,-0.1299,0.0258,-0.1898,-0.1618,-0.0105
2011-03-31,"['NZD', 'EUR', 'GBP']","['JPY', 'CHF', 'AUD']",0.0882,0.1173,-0.107,0.0571,-0.1887,-0.149,-0.0052
2011-04-29,"['NZD', 'EUR', 'GBP']","['JPY', 'CHF', 'AUD']",0.0882,0.1173,-0.107,0.0571,-0.1887,-0.149,-0.0052
2011-05-31,"['NZD', 'EUR', 'GBP']","['AUD', 'CHF', 'JPY']",0.0877,0.1082,-0.1412,0.0183,-0.1267,-0.1307,-0.0561
2011-06-30,"['NZD', 'EUR', 'GBP']","['CHF', 'JPY', 'AUD']",0.0918,0.1072,-0.1168,-0.001,-0.1613,-0.1874,-0.0257
2011-07-29,"['NZD', 'EUR', 'GBP']","['CHF', 'JPY', 'AUD']",0.0918,0.1072,-0.1168,-0.001,-0.1613,-0.1874,-0.0257
2011-08-31,"['CAD', 'EUR', 'GBP']","['CHF', 'JPY', 'AUD']",0.0976,0.1184,-0.1094,-0.0934,-0.2193,-0.2544,-0.0515
2011-09-30,"['CAD', 'EUR', 'GBP']","['CHF', 'JPY', 'AUD']",0.0698,0.0963,-0.1423,-0.1067,-0.2527,-0.338,-0.0543
2011-10-31,"['CAD', 'EUR', 'GBP']","['CHF', 'JPY', 'AUD']",0.0619,0.0833,-0.198,-0.1163,-0.2194,-0.2238,-0.0374
2011-11-30,"['JPY', 'EUR', 'GBP']","['AUD', 'CHF', 'NZD']",0.035,0.0787,-0.3758,-0.14,-0.1047,-0.1466,-0.1195
2011-12-30,"['JPY', 'EUR', 'GBP']","['AUD', 'CHF', 'NZD']",0.035,0.0787,-0.3758,-0.14,-0.1047,-0.1466,-0.1195
2012-01-31,"['GBP', 'JPY', 'EUR']","['AUD', 'NZD', 'CAD']",0.0948,-0.0603,-0.4086,-0.2075,0.0221,-0.1271,-0.1573
2012-02-29,"['GBP', 'JPY', 'EUR']","['AUD', 'NZD', 'CAD']",0.1177,-0.0828,-0.4233,-0.2643,0.0187,-0.0984,-0.1623
2012-03-30,"['GBP', 'JPY', 'EUR']","['AUD', 'NZD', 'CAD']",0.1177,-0.0828,-0.4233,-0.2643,0.0187,-0.0984,-0.1623
2012-04-30,"['GBP', 'JPY', 'EUR']","['AUD', 'NZD', 'CAD']",0.1179,-0.0726,-0.4113,-0.3005,0.0333,-0.1186,-0.1951
2012-05-31,"['GBP', 'JPY', 'EUR']","['AUD', 'NZD', 'CAD']",0.1098,-0.0697,-0.3122,-0.2398,-0.0088,-0.12,-0.1801
2012-06-29,"['GBP', 'JPY', 'EUR']","['AUD', 'NZD', 'CAD']",0.1098,-0.0697,-0.3122,-0.2398,-0.0088,-0.12,-0.1801
2012-07-31,"['CAD', 'GBP', 'EUR']","['AUD', 'NZD', 'CHF']",0.1393,-0.0034,-0.1951,-0.1318,-0.0675,-0.094,-0.067
2012-08-31,"['JPY', 'GBP', 'EUR']","['AUD', 'NZD', 'CHF']",0.1533,-0.0201,-0.2384,-0.1411,-0.0483,-0.0873,-0.0838
2012-09-28,"['JPY', 'GBP', 'EUR']","['AUD', 'NZD', 'CHF']",0.1533,-0.0201,-0.2384,-0.1411,-0.0483,-0.0873,-0.0838
2012-10-31,"['GBP', 'JPY', 'EUR']","['AUD', 'CHF', 'CAD']",0.1413,-0.0516,-0.1661,-0.0735,-0.0204,-0.08,-0.0776
2012-11-30,"['NZD', 'JPY', 'EUR']","['AUD', 'GBP', 'CHF']",0.1441,-0.0726,-0.1046,-0.0445,-0.0079,-0.0716,-0.0476
2012-12-31,"['CAD', 'JPY', 'EUR']","['AUD', 'NZD', 'CHF']",0.1491,-0.0526,-0.1105,-0.0694,0.0255,-0.067,-0.0435
2013-01-31,"['CAD', 'JPY', 'EUR']","['AUD', 'NZD', 'CHF']",0.1271,-0.0589,-0.1237,-0.0916,0.0574,-0.0741,-0.0376
2013-02-28,"['CAD', 'EUR', 'JPY']","['AUD', 'NZD', 'CHF']",0.096,-0.0333,-0.1102,-0.0874,0.1029,-0.0589,-0.0208
2013-03-29,"['CAD', 'EUR', 'JPY']","['AUD', 'NZD', 'CHF']",0.096,-0.0333,-0.1102,-0.0874,0.1029,-0.0589,-0.0208
2013-04-30,"['CAD', 'EUR', 'JPY']","['NZD', 'AUD', 'CHF']",0.0663,-0.0398,-0.0969,-0.1197,0.1643,-0.0586,0.0232
2013-05-31,"['CAD', 'EUR', 'JPY']","['NZD', 'AUD', 'CHF']",0.0529,-0.0291,-0.0837,-0.1353,0.1592,-0.0583,0.039
2013-06-28,"['CAD', 'EUR', 'JPY']","['NZD', 'AUD', 'CHF']",0.0529,-0.0291,-0.0837,-0.1353,0.1592,-0.0583,0.039
2013-07-31,"['GBP', 'CAD', 'JPY']","['NZD', 'CHF', 'AUD']",-0.0169,-0.0124,-0.0465,-0.0736,0.1964,-0.0552,0.0328
2013-08-30,"['GBP', 'CAD', 'JPY']","['NZD', 'CHF', 'AUD']",-0.0169,-0.0124,-0.0465,-0.0736,0.1964,-0.0552,0.0328
2013-09-30,"['AUD', 'CAD', 'JPY']","['NZD', 'CHF', 'EUR']",-0.0104,0.0062,0.0149,-0.084,0.223,-0.0252,0.0302
2013-10-31,"['AUD', 'CAD', 'JPY']","['NZD', 'GBP', 'EUR']",-0.0084,-0.0373,0.0182,-0.0944,0.237,0.0003,0.0279
2013-11-29,"['AUD', 'CAD', 'JPY']","['NZD', 'GBP', 'EUR']",-0.0084,-0.0373,0.0182,-0.0944,0.237,0.0003,0.0279
2013-12-31,"['AUD', 'CAD', 'JPY']","['NZD', 'GBP', 'CHF']",0.0065,-0.0536,0.0402,-0.0607,0.2417,-0.0175,0.0526
2014-01-31,"['CAD', 'AUD', 'JPY']","['NZD', 'GBP', 'EUR']",-0.0297,-0.0685,0.0879,-0.0842,0.2612,0.0048,0.0758
2014-02-28,"['AUD', 'CAD', 'JPY']","['NZD', 'GBP', 'EUR']",-0.0296,-0.0741,0.0944,-0.0869,0.2597,0.0106,0.1046
2014-03-31,"['AUD', 'CAD', 'JPY']","['NZD', 'GBP', 'EUR']",-0.0212,-0.0669,0.0901,-0.1044,0.2376,-0.006,0.1106
2014-04-30,"['AUD', 'CAD', 'JPY']","['NZD', 'GBP', 'EUR']",-0.0138,-0.0833,0.0748,-0.1741,0.2412,0.0022,0.1241
2014-05-30,"['AUD', 'CAD', 'JPY']","['NZD', 'GBP', 'EUR']",-0.0138,-0.0833,0.0748,-0.1741,0.2412,0.0022,0.1241
2014-06-30,"['AUD', 'CAD', 'JPY']","['NZD', 'GBP', 'EUR']",0.0064,-0.1005,0.0893,-0.1164,0.2106,0.0355,0.1075
2014-07-31,"['CHF', 'CAD', 'JPY']","['GBP', 'NZD', 'EUR']",0.0164,-0.125,0.0736,-0.0926,0.2174,0.0737,0.0871
2014-08-29,"['CHF', 'CAD', 'JPY']","['GBP', 'NZD', 'EUR']",0.0164,-0.125,0.0736,-0.0926,0.2174,0.0737,0.0871
2014-09-30,"['CAD', 'CHF', 'JPY']","['GBP', 'NZD', 'EUR']",0.0222,-0.1109,0.0578,-0.0519,0.2498,0.1348,0.0894
2014-10-31,"['CHF', 'CAD', 'JPY']","['GBP', 'NZD', 'EUR']",0.0312,-0.1064,0.0632,-0.0447,0.2881,0.0694,0.0826
2014-11-28,"['CHF', 'CAD', 'JPY']","['GBP', 'NZD', 'EUR']",0.0312,-0.1064,0.0632,-0.0447,0.2881,0.0694,0.0826
2014-12-31,"['AUD', 'CAD', 'JPY']","['GBP', 'NZD', 'CHF']",0.0394,-0.0836,0.0797,-0.082,0.3298,0.0385,0.085
2015-01-30,"['AUD', 'CAD', 'JPY']","['GBP', 'NZD', 'CHF']",0.0394,-0.0836,0.0797,-0.082,0.3298,0.0385,0.085
2015-02-27,"['CAD', 'AUD', 'JPY']","['NZD', 'GBP', 'EUR']",0.0189,-0.0818,0.1191,-0.0856,0.3397,0.0292,0.0978
2015-03-31,"['CAD', 'AUD', 'JPY']","['GBP', 'CHF', 'NZD']",0.0575,-0.1126,0.1822,-0.0045,0.3089,-0.0537,0.1674
2015-04-30,"['AUD', 'CAD', 'JPY']","['GBP', 'CHF', 'NZD']",0.0876,-0.1125,0.164,-0.0297,0.2767,-0.0315,0.1688
2015-05-29,"['AUD', 'CAD', 'JPY']","['GBP', 'CHF', 'NZD']",0.0876,-0.1125,0.164,-0.0297,0.2767,-0.0315,0.1688
2015-06-30,"['AUD', 'CAD', 'JPY']","['GBP', 'CHF', 'NZD']",0.0639,-0.0881,0.1179,-0.0492,0.3153,-0.0649,0.1386
2015-07-31,"['CAD', 'AUD', 'JPY']","['GBP', 'CHF', 'NZD']",0.0484,-0.1099,0.1467,0.017,0.34,-0.0718,0.1374
2015-08-31,"['CAD', 'AUD', 'JPY']","['GBP', 'CHF', 'EUR']",0.0397,-0.1098,0.2042,0.0698,0.3329,-0.0712,0.176
2015-09-30,"['CAD', 'AUD', 'JPY']","['GBP', 'CHF', 'EUR']",0.0147,-0.1165,0.2154,0.0767,0.3184,-0.0588,0.2019
2015-10-30,"['CAD', 'AUD', 'JPY']","['GBP', 'CHF', 'EUR']",0.0147,-0.1165,0.2154,0.0767,0.3184,-0.0588,0.2019
2015-11-30,"['AUD', 'CAD', 'JPY']","['GBP', 'CHF', 'EUR']",0.0336,-0.0938,0.1947,0.0575,0.2829,-0.0472,0.1954
2015-12-31,"['CAD', 'AUD', 'JPY']","['GBP', 'CHF', 'EUR']",0.0589,-0.1133,0.1999,0.0649,0.2723,-0.0354,0.1951
2016-01-29,"['CAD', 'AUD', 'JPY']","['GBP', 'CHF', 'EUR']",0.0589,-0.1133,0.1999,0.0649,0.2723,-0.0354,0.1951
2016-02-29,"['JPY', 'AUD', 'CAD']","['GBP', 'CHF', 'EUR']",0.0563,-0.0781,0.2112,0.0733,0.1452,-0.0481,0.2371
2016-03-31,"['JPY', 'AUD', 'CAD']","['GBP', 'CHF', 'EUR']",0.0547,-0.0846,0.1987,0.0804,0.0851,-0.0435,0.2105
2016-04-29,"['JPY', 'AUD', 'CAD']","['GBP', 'CHF', 'EUR']",0.0547,-0.0846,0.1987,0.0804,0.0851,-0.0435,0.2105
2016-05-31,"['NZD', 'CAD', 'AUD']","['CHF', 'GBP', 'JPY']",0.0433,-0.0511,0.1715,0.088,0.0222,-0.0534,0.151
2016-06-30,"['NZD', 'CAD', 'AUD']","['GBP', 'CHF', 'JPY']",0.0389,-0.0693,0.1674,0.0729,-0.0219,-0.0591,0.1529
2016-07-29,"['NZD', 'CAD', 'AUD']","['GBP', 'CHF', 'JPY']",0.0389,-0.0693,0.1674,0.0729,-0.0219,-0.0591,0.1529
2016-08-31,"['EUR', 'AUD', 'CAD']","['CHF', 'JPY', 'NZD']",0.0614,0.0123,0.0783,0.0051,-0.0488,-0.056,0.1413
2016-09-30,"['AUD', 'EUR', 'CAD']","['JPY', 'CHF', 'NZD']",0.0687,0.0382,0.0581,0.0033,-0.051,-0.0477,0.1409
2016-10-31,"['EUR', 'AUD', 'CAD']","['JPY', 'CHF', 'NZD']",0.0661,0.0549,0.0848,0.0109,-0.063,-0.0444,0.1507
2016-11-30,"['AUD', 'GBP', 'CAD']","['JPY', 'CHF', 'NZD']",0.0736,0.1036,0.0846,0.0338,-0.0509,-0.0363,0.1495
2016-12-30,"['AUD', 'GBP', 'CAD']","['JPY', 'CHF', 'NZD']",0.0736,0.1036,0.0846,0.0338,-0.0509,-0.0363,0.1495
2017-01-31,"['GBP', 'EUR', 'CAD']","['CHF', 'JPY', 'NZD']",0.1003,0.0763,0.0431,0.0133,-0.0132,-0.0253,0.1231
2017-02-28,"['CAD', 'EUR', 'GBP']","['CHF', 'JPY', 'NZD']",0.0962,0.1031,0.0239,0.0171,-0.0174,-0.0382,0.0896
2017-03-31,"['CAD', 'GBP', 'EUR']","['CHF', 'JPY', 'NZD']",0.1044,0.0997,0.0154,0.0101,-0.008,-0.0333,0.0814
2017-04-28,"['CAD', 'GBP', 'EUR']","['CHF', 'JPY', 'NZD']",0.1044,0.0997,0.0154,0.0101,-0.008,-0.0333,0.0814
2017-05-31,"['GBP', 'EUR', 'CAD']","['CHF', 'JPY', 'AUD']",0.1067,0.0971,0.0717,0.0765,-0.0156,-0.0211,0.1132
