month_end,longs,shorts,carry_EUR,carry_GBP,carry_AUD,carry_JPY,carry_CHF,carry_CAD,mom_EUR,mom_GBP,mom_AUD,mom_JPY,mom_CHF,mom_CAD,value_EUR,value_GBP,value_AUD,value_JPY,value_CHF,value_CAD,carry_NZD,mom_NZD,value_NZD
2011-05-31,"['GBP', 'NZD', 'AUD']","['CAD', 'JPY', 'EUR']",1.3212,0.821,4.9,0.3329,0.1395,0.965,0.1755,0.135,0.2655,0.1204,0.357,0.0775,0.0124,0.1742,-0.2658,-0.0693,-0.1456,-0.0933,2.65,0.2127,-0.0674
2011-06-30,"['EUR', 'NZD', 'AUD']","['JPY', 'CAD', 'CHF']",1.4251,0.8234,5.0025,0.3321,0.1194,0.9625,0.1838,0.071,0.2709,0.0969,0.2805,0.1024,0.0387,0.2,-0.249,-0.0576,-0.1555,-0.0585,2.66,0.2046,-0.0835
2011-07-29,"['GBP', 'NZD', 'AUD']","['CAD', 'JPY', 'EUR']",1.4251,0.8234,5.0025,0.3321,0.1194,0.9625,0.1034,0.0473,0.2167,0.1262,0.3253,0.0765,0.0387,0.2,-0.249,-0.0576,-0.1555,-0.0585,2.66,0.2101,-0.0835
2011-08-31,"['EUR', 'NZD', 'AUD']","['JPY', 'CAD', 'CHF']",1.5976,0.8289,4.955,0.3321,0.091,0.9225,0.1334,0.059,0.1982,0.096,0.2613,0.0882,0.0568,0.2079,-0.2529,-0.107,-0.2323,-0.0808,2.71,0.2173,-0.153
2011-09-30,"['GBP', 'AUD', 'NZD']","['CAD', 'CHF', 'EUR']",1.5521,0.8578,4.8575,0.3286,-0.0676,0.874,-0.018,-0.0096,0.0007,0.0838,0.0823,-0.0187,0.0508,0.2125,-0.2042,-0.1397,-0.2984,-0.0481,2.9,0.0357,-0.1203
2011-10-31,"['GBP', 'NZD', 'AUD']","['JPY', 'CAD', 'EUR']",1.5365,0.9181,4.81,0.3293,-0.0611,0.8725,-0.0062,0.0024,0.0758,0.0255,0.1196,0.0202,0.0514,0.2147,-0.2019,-0.1736,-0.206,-0.0376,2.88,0.0551,-0.065
2011-11-30,"['GBP', 'NZD', 'AUD']","['CAD', 'JPY', 'CHF']",1.5759,0.9699,4.725,0.3293,-0.0934,0.8625,0.0344,0.0084,0.0684,0.0784,0.0974,0.0075,0.0404,0.2144,-0.1949,-0.1992,-0.1794,-0.0338,2.76,0.05,-0.0222
2011-12-30,"['NZD', 'AUD', 'GBP']","['CHF', 'CAD', 'EUR']",1.5759,0.9699,4.725,0.3293,-0.0934,0.8625,-0.0324,-0.0042,-0.0017,0.0553,-0.0042,-0.0231,0.0404,0.2144,-0.1949,-0.1992,-0.1794,-0.0338,2.76,-0.0035,-0.0222
2012-01-31,"['GBP', 'AUD', 'NZD']","['CHF', 'CAD', 'EUR']",1.4261,1.0615,4.5075,0.3293,0.08,0.83,-0.0465,-0.0166,0.0635,0.0765,0.0251,-0.0031,0.0735,0.2106,-0.1951,-0.2051,-0.1562,-0.0626,2.69,0.0675,0.009
2012-02-29,"['GBP', 'AUD', 'NZD']","['JPY', 'CHF', 'CAD']",1.2222,1.0871,4.41,0.3308,0.0403,0.825,-0.0359,-0.0214,0.0546,0.0074,0.0268,-0.0174,0.0927,0.216,-0.2182,-0.247,-0.179,-0.0937,2.74,0.1093,-0.0097
2012-03-30,"['AUD', 'GBP', 'NZD']","['JPY', 'CAD', 'CHF']",1.2222,1.0871,4.41,0.3308,0.0403,0.825,-0.0578,-0.0011,0.0023,0.007,0.0205,-0.0287,0.0927,0.216,-0.2182,-0.247,-0.179,-0.0937,2.74,0.078,-0.0097
2012-04-30,"['AUD', 'GBP', 'NZD']","['CHF', 'EUR', 'CAD']",0.8585,1.0376,4.4425,0.3317,0.0513,0.915,-0.106,-0.0286,-0.0498,0.0159,-0.0462,-0.0437,0.0878,0.2007,-0.2192,-0.14,-0.1861,-0.1006,2.74,0.0104,-0.0341
2012-05-31,"['AUD', 'NZD', 'GBP']","['CHF', 'EUR', 'CAD']",0.7443,1.0179,4.2025,0.3317,0.0137,0.9825,-0.143,-0.0649,-0.0904,0.0357,-0.1233,-0.0635,0.096,0.1893,-0.1557,-0.186,-0.191,-0.0778,2.74,-0.0865,0.0035
2012-06-29,"['AUD', 'NZD', 'GBP']","['CHF', 'EUR', 'CAD']",0.7443,1.0179,4.2025,0.3317,0.0137,0.9825,-0.1252,-0.0196,-0.0428,0.0116,-0.1117,-0.0512,0.096,0.1893,-0.1557,-0.186,-0.191,-0.0778,2.74,-0.03,0.0035
2012-07-31,"['NZD', 'GBP', 'AUD']","['CHF', 'JPY', 'EUR']",0.6589,0.9498,3.4925,0.3346,-0.0573,0.8825,-0.1462,-0.046,-0.0476,-0.0174,-0.1962,-0.0479,0.1043,0.1878,-0.1255,-0.2881,-0.1931,0.0084,2.61,-0.0788,0.0505
2012-08-31,"['AUD', 'GBP', 'NZD']","['CHF', 'JPY', 'EUR']",0.497,0.8174,3.545,0.3273,-0.1734,0.8875,-0.1244,-0.0236,-0.0339,-0.0205,-0.1563,-0.0075,0.1287,0.1767,-0.1518,-0.297,-0.1805,0.0039,2.67,-0.0561,0.0521
2012-09-28,"['GBP', 'AUD', 'NZD']","['CHF', 'JPY', 'EUR']",0.497,0.8174,3.545,0.3273,-0.1734,0.8875,-0.0394,0.0372,0.074,-0.0117,-0.0341,0.0677,0.1287,0.1767,-0.1518,-0.297,-0.1805,0.0039,2.67,0.0901,0.0521
2012-10-31,"['AUD', 'GBP', 'NZD']","['CHF', 'JPY', 'EUR']",0.2463,0.648,3.49,0.3273,-0.1507,1.0075,-0.0646,0.0035,-0.0162,-0.0194,-0.0581,-0.0011,0.1118,0.1592,-0.176,-0.2147,-0.1774,-0.0013,2.64,0.0171,-0.0394
2012-11-30,"['GBP', 'AUD', 'NZD']","['JPY', 'CHF', 'EUR']",0.2079,0.544,3.1625,0.3264,-0.0634,0.976,-0.034,0.0196,0.0171,-0.0592,-0.0155,0.024,0.1129,0.1574,-0.1068,-0.2244,-0.1863,0.0465,2.65,0.0533,-0.002
2012-12-31,"['AUD', 'GBP', 'NZD']","['JPY', 'CHF', 'EUR']",0.192,0.5245,3.2425,0.3182,-0.145,0.97,0.019,0.0448,0.0182,-0.1133,0.0219,0.0291,0.1322,0.1443,-0.144,-0.1587,-0.16,0.0566,2.64,0.0659,-0.011
2013-01-31,"['GBP', 'EUR', 'NZD']","['JPY', 'CHF', 'AUD']",0.1855,0.5185,3.1125,0.3082,-0.0513,0.945,0.041,0.0069,-0.0165,-0.1684,0.0124,0.0065,0.1173,0.1301,-0.172,-0.1257,-0.1712,0.0209,2.65,0.018,-0.0047
2013-02-28,"['GBP', 'EUR', 'NZD']","['JPY', 'CHF', 'AUD']",0.2049,0.5123,3.0,0.2918,-0.1081,0.92,-0.0198,-0.0476,-0.049,-0.1221,-0.0345,-0.041,0.1123,0.1076,-0.1767,-0.0234,-0.1372,0.0081,2.66,-0.0128,-0.0253
2013-03-29,"['CAD', 'AUD', 'NZD']","['JPY', 'CHF', 'GBP']",0.2049,0.5123,3.0,0.2918,-0.1081,0.92,-0.0389,-0.0502,0.0074,-0.1206,-0.0504,-0.0185,0.1123,0.1076,-0.1767,-0.0234,-0.1372,0.0081,2.66,0.0228,-0.0253
2013-04-30,"['AUD', 'EUR', 'NZD']","['JPY', 'CHF', 'CAD']",0.2061,0.5069,3.05,0.25,-0.0596,0.9625,-0.0054,-0.0428,-0.005,-0.1782,-0.0236,-0.0189,0.1322,0.1235,-0.148,0.071,-0.0865,0.0215,2.64,0.0466,-0.0258
2013-05-31,"['GBP', 'EUR', 'NZD']","['JPY', 'CHF', 'CAD']",0.2089,0.5056,3.02,0.2282,-0.0647,0.9825,0.0512,-0.0129,-0.0152,-0.2182,0.0172,-0.004,0.1381,0.0945,-0.1503,0.0738,-0.1014,0.0044,2.65,0.0538,-0.0694
2013-06-28,"['GBP', 'NZD', 'EUR']","['JPY', 'CHF', 'AUD']",0.2089,0.5056,3.02,0.2282,-0.0647,0.9825,0.0274,-0.0314,-0.1072,-0.1952,0.0034,-0.0336,0.1381,0.0945,-0.1503,0.0738,-0.1014,0.0044,2.65,-0.034,-0.0694
2013-07-31,"['GBP', 'NZD', 'EUR']","['JPY', 'CHF', 'AUD']",0.2102,0.5079,2.8,0.2282,-0.0602,1.025,0.082,-0.0315,-0.1459,-0.2015,0.0549,-0.0242,0.111,0.0887,-0.0202,0.0303,-0.1208,0.0156,2.64,-0.0156,-0.0486
2013-08-30,"['NZD', 'GBP', 'EUR']","['JPY', 'CHF', 'CAD']",0.2102,0.5079,2.8,0.2282,-0.0602,1.025,0.0513,-0.0226,-0.1371,-0.2017,0.0264,-0.0644,0.111,0.0887,-0.0202,0.0303,-0.1208,0.0156,2.64,-0.0381,-0.0486
2013-09-30,"['NZD', 'GBP', 'EUR']","['JPY', 'CHF', 'CAD']",0.2259,0.5126,2.6,0.228,-0.0607,0.9925,0.0519,0.0017,-0.1014,-0.2076,0.0377,-0.0472,0.0794,0.0752,-0.0392,0.0238,-0.1504,-0.004,2.64,-0.0002,-0.1035
2013-10-31,"['GBP', 'NZD', 'EUR']","['JPY', 'CHF', 'AUD']",0.2232,0.5169,2.58,0.228,-0.0511,0.9875,0.0474,-0.0055,-0.0877,-0.1878,0.0265,-0.0412,0.067,0.0405,-0.1287,0.0842,-0.1402,-0.0011,2.65,0.005,-0.1518
2013-11-29,"['NZD', 'GBP', 'EUR']","['JPY', 'CHF', 'AUD']",0.2232,0.5169,2.58,0.228,-0.0511,0.9875,0.0465,0.0222,-0.1266,-0.1948,0.0243,-0.0633,0.067,0.0405,-0.1287,0.0842,-0.1402,-0.0011,2.65,-0.0108,-0.1518
2013-12-31,"['GBP', 'NZD', 'EUR']","['AUD', 'JPY', 'CAD']",0.2234,0.5234,2.58,0.22,-0.017,0.925,0.0416,0.0196,-0.1423,-0.1766,0.0277,-0.0657,0.0341,-0.0344,-0.3324,0.2306,-0.1112,-0.0936,2.66,-0.0083,-0.2776
2014-01-31,"['NZD', 'GBP', 'EUR']","['AUD', 'CAD', 'CHF']",0.2735,0.5247,2.6,0.22,0.0174,0.9175,-0.0092,0.0359,-0.1604,-0.1008,0.0035,-0.1042,0.0675,-0.1118,-0.2782,0.2956,-0.1151,-0.0941,2.73,-0.0371,-0.3148
2014-02-28,"['GBP', 'NZD', 'EUR']","['AUD', 'CAD', 'CHF']",0.292,0.5209,2.62,0.22,-0.0433,0.894,0.0567,0.1043,-0.126,-0.0904,0.065,-0.0684,0.0718,-0.15,-0.2509,0.3011,-0.0826,-0.0638,2.88,0.017,-0.3496
2014-03-31,"['GBP', 'NZD', 'EUR']","['CAD', 'AUD', 'CHF']",0.2881,0.5215,2.63,0.212,-0.048,0.87,0.0745,0.0963,-0.1104,-0.0874,0.0734,-0.0795,0.0646,-0.1177,-0.2904,0.2821,-0.0966,-0.0592,2.93,0.036,-0.4034
2014-04-30,"['JPY', 'GBP', 'EUR']","['CAD', 'AUD', 'CHF']",0.3053,0.5216,2.65,0.212,-0.04,0.8425,0.0532,0.0862,-0.105,-0.0485,0.0561,-0.0819,0.0687,-0.14,-0.2667,0.2429,-0.1118,-0.0675,3.05,0.0052,-0.396
2014-05-30,"['EUR', 'GBP', 'NZD']","['CAD', 'AUD', 'CHF']",0.3053,0.5216,2.65,0.212,-0.04,0.8425,0.0491,0.1025,-0.0274,-0.0128,0.0669,-0.0435,0.0687,-0.14,-0.2667,0.2429,-0.1118,-0.0675,3.05,0.0706,-0.396
2014-06-30,"['EUR', 'GBP', 'NZD']","['CAD', 'CHF', 'JPY']",0.3246,0.5274,2.69,0.21,-0.0316,0.925,0.0524,0.1246,0.0318,-0.0214,0.0654,-0.0144,0.0776,-0.1067,-0.1678,0.1989,-0.0989,-0.0117,3.38,0.132,-0.302
2014-07-31,"['AUD', 'GBP', 'NZD']","['CHF', 'CAD', 'JPY']",0.2414,0.5439,2.7,0.21,-0.0124,0.935,0.0067,0.1132,0.039,-0.0479,0.0193,-0.0571,0.0959,-0.0708,-0.1345,0.1921,-0.0891,0.0003,3.52,0.068,-0.2493
2014-08-29,"['GBP', 'AUD', 'NZD']","['CHF', 'CAD', 'JPY']",0.2414,0.5439,2.7,0.21,-0.0124,0.935,-0.0068,0.0705,0.0484,-0.0568,0.0126,-0.0313,0.0959,-0.0708,-0.1345,0.1921,-0.0891,0.0003,3.52,0.0818,-0.2493
2014-09-30,"['AUD', 'NZD', 'GBP']","['CHF', 'CAD', 'JPY']",0.1916,0.5612,2.63,0.21,0.038,0.95,-0.0662,0.0017,-0.0627,-0.1029,-0.0519,-0.079,0.105,-0.076,-0.0962,0.2025,-0.0943,0.0293,3.69,-0.059,-0.1702
2014-10-31,"['AUD', 'GBP', 'NZD']","['CHF', 'JPY', 'CAD']",0.0971,0.5629,2.66,0.21,0.025,0.9275,-0.0776,-0.003,-0.0704,-0.1246,-0.0574,-0.074,0.125,-0.1003,-0.0587,0.2488,-0.0734,0.0322,3.71,-0.0567,-0.1185
2014-11-28,"['CAD', 'AUD', 'NZD']","['CHF', 'JPY', 'GBP']",0.0971,0.5629,2.66,0.21,0.025,0.9275,-0.0838,-0.0442,-0.0661,-0.1365,-0.0613,-0.0701,0.125,-0.1003,-0.0587,0.2488,-0.0734,0.0322,3.71,-0.0335,-0.1185
2014-12-31,"['CAD', 'AUD', 'NZD']","['CHF', 'EUR', 'GBP']",0.0809,0.5563,2.75,0.182,0.0414,0.9025,-0.1197,-0.0592,-0.0838,-0.1209,-0.1018,-0.0858,0.1384,-0.0956,0.0141,0.2988,-0.0603,0.0628,3.67,-0.0514,-0.1001
2015-01-30,"['JPY', 'AUD', 'NZD']","['EUR', 'GBP', 'CAD']",0.0809,0.5563,2.75,0.182,0.0414,0.9025,-0.1631,-0.0837,-0.1132,-0.1321,-0.016,-0.1259,0.1384,-0.0956,0.0141,0.2988,-0.0603,0.0628,3.67,-0.1025,-0.1001
2015-02-27,"['JPY', 'AUD', 'NZD']","['EUR', 'CHF', 'GBP']",0.0809,0.5582,2.75,0.179,0.0402,0.902,-0.1888,-0.0779,-0.1254,-0.1491,-0.078,-0.1157,0.1247,-0.1085,0.0371,0.3025,-0.0638,0.0792,3.67,-0.0978,-0.1213
2015-03-31,"['CAD', 'NZD', 'JPY']","['EUR', 'CHF', 'GBP']",0.0482,0.5636,2.36,0.171,-0.675,0.5325,-0.2203,-0.1101,-0.1783,-0.1397,-0.0903,-0.1288,0.1306,-0.1392,0.0693,0.2883,-0.1643,0.1414,3.63,-0.1413,-0.1181
2015-04-30,"['AUD', 'NZD', 'CAD']","['EUR', 'GBP', 'CHF']",0.0272,0.5644,2.3,0.17,-0.7888,0.5525,-0.1915,-0.0901,-0.1492,-0.1443,-0.0573,-0.0921,0.1477,-0.1818,0.0881,0.284,-0.1368,0.1619,3.63,-0.1169,-0.1333
2015-05-29,"['NZD', 'AUD', 'CAD']","['EUR', 'GBP', 'CHF']",0.0272,0.5644,2.3,0.17,-0.7888,0.5525,-0.1941,-0.0872,-0.179,-0.1802,-0.0478,-0.1289,0.1477,-0.1818,0.0881,0.284,-0.1368,0.1619,3.63,-0.1638,-0.1333
2015-06-30,"['AUD', 'CAD', 'JPY']","['EUR', 'CHF', 'GBP']",-0.0104,0.568,2.15,0.169,-0.8154,0.6575,-0.1868,-0.0832,-0.1842,-0.1725,-0.0517,-0.1448,0.0956,-0.1647,0.0509,0.2897,-0.1683,0.1358,3.53,-0.226,-0.0917
2015-07-31,"['NZD', 'CAD', 'JPY']","['EUR', 'CHF', 'GBP']",-0.0139,0.5719,2.15,0.169,-0.7676,0.61,-0.1796,-0.0753,-0.2148,-0.1704,-0.0586,-0.1669,0.0687,-0.1448,0.0574,0.3214,-0.1515,0.1513,3.33,-0.2246,-0.0402
2015-08-31,"['CAD', 'NZD', 'JPY']","['CHF', 'GBP', 'EUR']",-0.0187,0.5808,2.14,0.169,-0.7443,0.47,-0.1453,-0.0745,-0.2385,-0.1406,-0.0487,-0.1724,0.0979,-0.1561,0.0946,0.3262,-0.1015,0.1717,3.13,-0.2404,0.0077
2015-09-30,"['AUD', 'NZD', 'JPY']","['GBP', 'CHF', 'EUR']",-0.0277,0.5867,2.14,0.169,-0.7812,0.385,-0.1154,-0.0674,-0.1979,-0.0852,-0.0197,-0.1585,0.0712,-0.1437,0.1123,0.3249,-0.0846,0.1817,2.95,-0.1819,0.0045
2015-10-30,"['AUD', 'NZD', 'JPY']","['EUR', 'CHF', 'GBP']",-0.0277,0.5867,2.14,0.169,-0.7812,0.385,-0.1213,-0.0354,-0.1886,-0.0688,-0.0255,-0.1388,0.0712,-0.1437,0.1123,0.3249,-0.0846,0.1817,2.95,-0.1304,0.0045
2015-11-30,"['NZD', 'AUD', 'JPY']","['CHF', 'EUR', 'GBP']",-0.0536,0.5801,2.15,0.169,-0.845,0.4025,-0.1512,-0.0376,-0.1498,-0.0372,-0.0619,-0.1449,0.0937,-0.1693,0.16,0.3127,-0.061,0.183,2.86,-0.1591,0.0068
2015-12-31,"['NZD', 'AUD', 'JPY']","['GBP', 'CAD', 'EUR']",-0.0876,0.5737,2.22,0.169,-0.6808,0.4525,-0.1025,-0.0539,-0.1076,-0.0039,-0.008,-0.1603,0.1115,-0.1708,0.1611,0.3124,-0.053,0.1942,2.89,-0.1238,0.0452
2016-01-29,"['EUR', 'AUD', 'JPY']","['CHF', 'GBP', 'CAD']",-0.0876,0.5737,2.22,0.169,-0.6808,0.4525,-0.0405,-0.0544,-0.0878,-0.0297,-0.0998,-0.0891,0.1115,-0.1708,0.1611,0.3124,-0.053,0.1942,2.89,-0.1067,0.0452
2016-02-29,"['CAD', 'AUD', 'JPY']","['GBP', 'CHF', 'EUR']",-0.1462,0.5898,2.3,0.169,-0.7459,0.435,-0.0277,-0.0979,-0.0858,0.0642,-0.0438,-0.0759,0.0642,-0.1098,0.1785,0.2647,-0.0258,0.2512,2.73,-0.1272,0.0247
2016-03-31,"['CAD', 'JPY', 'AUD']","['GBP', 'CHF', 'NZD']",-0.1836,0.5907,2.28,0.098,-0.8886,0.4575,0.0595,-0.0314,0.0069,0.0663,0.0113,-0.0234,0.0652,-0.0717,0.1837,0.2427,-0.0337,0.2324,2.62,-0.0711,0.0069
2016-04-29,"['CAD', 'AUD', 'JPY']","['CHF', 'GBP', 'EUR']",-0.1836,0.5907,2.28,0.098,-0.8886,0.4575,0.0213,-0.0484,-0.0369,0.1236,-0.0269,-0.0377,0.0652,-0.0717,0.1837,0.2427,-0.0337,0.2324,2.62,-0.0819,0.0069
2016-05-31,"['CAD', 'AUD', 'JPY']","['CHF', 'GBP', 'EUR']",-0.2492,0.5889,2.26,0.06,-0.7469,0.5125,0.0133,-0.0531,-0.0534,0.1222,-0.0533,-0.0477,0.0962,-0.0671,0.1649,0.1962,-0.026,0.1996,2.34,-0.0456,0.0065
2016-06-30,"['NZD', 'AUD', 'JPY']","['GBP', 'CHF', 'EUR']",-0.2572,0.5893,2.0,0.06,-0.7654,0.5075,-0.0027,-0.1501,-0.032,0.1875,-0.042,-0.0371,0.0799,-0.0889,0.2017,0.2028,0.0148,0.1944,2.38,0.0513,0.0152
2016-07-29,"['NZD', 'JPY', 'AUD']","['GBP', 'CHF', 'EUR']",-0.2572,0.5893,2.0,0.06,-0.7654,0.5075,0.0173,-0.1531,0.0409,0.2138,-0.0043,0.0039,0.0799,-0.0889,0.2017,0.2028,0.0148,0.1944,2.38,0.0932,0.0152
2016-08-31,"['NZD', 'JPY', 'AUD']","['GBP', 'CHF', 'EUR']",-0.2945,0.5136,1.93,0.058,-0.77,0.5,-0.006,-0.1451,0.0574,0.1722,-0.0188,0.0025,0.0786,-0.0118,0.1739,0.1746,0.0558,0.2007,2.37,0.1405,0.0214
2016-09-30,"['NZD', 'JPY', 'AUD']","['GBP', 'CHF', 'EUR']",-0.2982,0.4061,1.76,0.058,-0.75,0.506,0.0063,-0.1417,0.0928,0.183,0.0025,0.0145,0.0783,0.0157,0.1431,0.1809,0.0993,0.1819,2.24,0.1408,0.0062
2016-10-31,"['NZD', 'JPY', 'AUD']","['GBP', 'CHF', 'EUR']",-0.3016,0.3791,1.73,0.056,-0.75,0.505,-0.0032,-0.2069,0.0657,0.1507,-0.0014,-0.0253,0.0712,0.0108,0.1378,0.2017,0.0269,0.1804,2.23,0.0557,-0.0205
2016-11-30,"['NZD', 'AUD', 'JPY']","['GBP', 'CHF', 'EUR']",-0.309,0.3975,1.74,0.056,-0.75,0.4875,0.002,-0.1689,0.0216,0.0744,0.0118,-0.0057,0.0782,0.0642,0.1195,0.2127,0.0026,0.1748,2.15,0.073,-0.0347
2016-12-30,"['AUD', 'JPY', 'CAD']","['GBP', 'CHF', 'EUR']",-0.309,0.3975,1.74,0.056,-0.75,0.4875,-0.0313,-0.1622,-0.0116,0.028,-0.0161,0.03,0.0782,0.0642,0.1195,0.2127,0.0026,0.1748,2.15,0.0141,-0.0347
2017-01-31,"['NZD', 'JPY', 'AUD']","['GBP', 'CHF', 'EUR']",-0.3158,0.3723,1.78,0.056,-0.8,0.4775,-0.0027,-0.1163,0.0696,0.074,0.0341,0.0719,0.0732,0.0315,0.1318,0.2701,-0.0144,0.171,2.03,0.125,-0.0744
2017-02-28,"['JPY', 'NZD', 'AUD']","['CHF', 'GBP', 'EUR']",-0.3255,0.3621,1.78,0.056,-0.93,0.45,-0.0291,-0.1112,0.0704,-0.006,-0.0086,0.0169,0.0491,0.0474,0.1422,0.2754,-0.0232,0.1668,1.98,0.0864,-0.0491
2017-03-31,"['NZD', 'JPY', 'AUD']","['GBP', 'CHF', 'EUR']",-0.3286,0.3567,1.78,0.056,-0.8038,0.465,-0.0636,-0.1262,-0.0052,0.0101,-0.0415,-0.0245,0.0607,0.0384,0.1404,0.2461,-0.0194,0.1726,2.02,0.0127,-0.0242
2017-04-28,"['JPY', 'NZD', 'AUD']","['GBP', 'CHF', 'EUR']",-0.3286,0.3567,1.78,0.056,-0.8038,0.465,-0.0484,-0.1137,-0.0156,-0.0465,-0.0358,-0.0808,0.0607,0.0384,0.1404,0.2461,-0.0194,0.1726,2.02,-0.0161,-0.0242
2017-05-31,"['JPY', 'NZD', 'AUD']","['GBP', 'CHF', 'EUR']",-0.3304,0.3351,1.77,0.056,-0.7901,0.535,0.0094,-0.111,0.0262,-0.0015,0.0257,-0.0308,0.0609,0.0488,0.13,0.2027,-0.0114,0.2026,1.97,0.0441,0.0052
2017-06-30,"['NZD', 'CAD', 'AUD']","['CHF', 'GBP', 'JPY']",-0.3295,0.3108,1.73,0.056,-0.8977,0.512,0.0291,-0.023,0.0327,-0.0826,0.0191,-0.0001,0.0312,0.0534,0.1272,0.2443,-0.0172,0.2081,1.98,0.028,-0.0286
2017-07-31,"['NZD', 'CAD', 'AUD']","['CHF', 'JPY', 'GBP']",-0.33,0.2944,1.72,0.056,-0.775,0.565,0.0578,-0.0023,0.0528,-0.0751,0.002,0.0426,0.0169,0.0638,0.1351,0.2523,-0.0297,0.1841,1.95,0.0414,-0.0404
2017-08-31,"['NZD', 'CAD', 'AUD']","['CHF', 'GBP', 'EUR']",-0.3304,0.2931,1.7,0.075,-0.8058,0.73,0.0675,-0.0148,0.0562,-0.0619,0.0252,0.051,-0.0198,0.076,0.1458,0.2688,-0.0356,0.1606,1.96,-0.0091,-0.0301
2017-09-29,"['GBP', 'CAD', 'AUD']","['CHF', 'EUR', 'JPY']",-0.3304,0.2931,1.7,0.075,-0.8058,0.73,0.051,0.0323,0.0228,-0.0993,0.0038,0.053,-0.0198,0.076,0.1458,0.2688,-0.0356,0.1606,1.96,-0.011,-0.0301
2017-10-31,"['GBP', 'AUD', 'CAD']","['CHF', 'EUR', 'JPY']",-0.3294,0.3091,1.72,0.056,-0.8452,0.98,0.0621,0.0862,0.0069,-0.0777,-0.0085,0.0409,-0.0109,0.0759,0.134,0.2639,-0.0034,0.1606,1.95,-0.035,0.0079
2017-11-30,"['JPY', 'AUD', 'CAD']","['CHF', 'NZD', 'EUR']",-0.3295,0.3819,1.7,0.063,-0.9252,0.96,0.1235,0.0811,0.0237,0.0186,0.0336,0.0413,-0.0011,0.0697,0.1328,0.2605,0.0078,0.1675,1.94,-0.0349,0.0266
2017-12-29,"['JPY', 'CAD', 'AUD']","['CHF', 'NZD', 'EUR']",-0.3295,0.3819,1.7,0.063,-0.9252,0.96,0.1411,0.0941,0.0833,0.0382,0.0453,0.0687,-0.0011,0.0697,0.1328,0.2605,0.0078,0.1675,1.94,0.0252,0.0266
2018-01-31,"['GBP', 'CAD', 'AUD']","['CHF', 'NZD', 'EUR']",-0.3279,0.5187,1.77,0.063,-0.8643,0.96,0.1496,0.128,0.0636,0.0328,0.0621,0.0596,0.0061,0.0585,0.1665,0.2108,0.0218,0.1743,1.88,0.0111,0.0519
2018-02-28,"['JPY', 'CAD', 'AUD']","['CHF', 'NZD', 'EUR']",-0.3285,0.5225,1.79,0.068,-0.8715,1.164,0.1535,0.1112,0.0158,0.0606,0.0658,0.0372,0.0116,0.0382,0.1562,0.1573,0.0106,0.1545,1.88,0.0048,0.044
2018-03-30,"['GBP', 'CAD', 'AUD']","['CHF', 'EUR', 'NZD']",-0.3285,0.5225,1.79,0.068,-0.8715,1.164,0.1566,0.1165,0.0068,0.048,0.0509,0.0325,0.0116,0.0382,0.1562,0.1573,0.0106,0.1545,1.88,0.0335,0.044
2018-04-30,"['NZD', 'AUD', 'CAD']","['CHF', 'JPY', 'GBP']",-0.3279,0.6284,1.93,0.097,-0.7952,1.095,0.1088,0.0634,0.0059,0.0202,0.0044,0.064,0.0002,-0.0024,0.1832,0.0773,-0.0032,0.1703,1.93,0.0248,0.0533
2018-05-31,"['NZD', 'CAD', 'AUD']","['CHF', 'EUR', 'JPY']",-0.3285,0.7563,2.06,0.097,-0.8002,1.165,0.0403,0.0321,0.0184,0.0185,-0.0171,0.0422,-0.0016,-0.0003,0.1922,0.0617,0.0224,0.1598,2.01,-0.0107,0.0733
2018-06-29,"['JPY', 'CAD', 'AUD']","['CHF', 'EUR', 'NZD']",-0.3285,0.7563,2.06,0.097,-0.8002,1.165,0.0227,0.0143,-0.0368,0.0152,-0.0328,-0.0132,-0.0016,-0.0003,0.1922,0.0617,0.0224,0.1598,2.01,-0.076,0.0733
2018-07-31,"['JPY', 'AUD', 'CAD']","['CHF', 'NZD', 'EUR']",-0.322,0.6387,2.07,0.078,-0.7905,1.2375,-0.0111,-0.0059,-0.0729,-0.0132,-0.0232,-0.0393,0.0271,0.0278,0.1152,0.0695,0.0082,0.1638,2.01,-0.094,0.0377
2018-08-31,"['AUD', 'GBP', 'CAD']","['CHF', 'EUR', 'NZD']",-0.3207,0.7462,2.02,0.091,-0.7804,1.375,-0.0258,0.0015,-0.0942,-0.0088,-0.0095,-0.0436,0.0119,0.0183,0.0946,0.0494,0.0026,0.1516,1.94,-0.0777,0.0524
2018-09-28,"['JPY', 'AUD', 'CAD']","['CHF', 'EUR', 'NZD']",-0.3207,0.7462,2.02,0.091,-0.7804,1.375,-0.0179,-0.0275,-0.0776,-0.0106,-0.0141,-0.0341,0.0119,0.0183,0.0946,0.0494,0.0026,0.1516,1.94,-0.0816,0.0524
2018-10-31,"['AUD', 'NZD', 'CAD']","['CHF', 'EUR', 'GBP']",-0.3189,0.8009,1.93,0.05,-0.7803,1.5175,-0.029,-0.0393,-0.0753,0.0071,-0.0103,-0.0202,0.0119,0.0492,0.1205,0.0437,-0.022,0.1493,1.9,-0.055,0.0899
