Date,Shares
2015-11-16,97002400
2016-03-03,93242200
2016-03-30,93232200
2016-05-06,93175500
2016-05-11,93185500
2016-08-10,93403600
2016-11-04,93385200
2017-02-28,93423900
2017-03-03,93435000
2017-05-05,93435000
2017-08-09,93610096
2018-11-13,93754304
2018-11-14,93754304
2018-11-16,93754304
2018-11-19,93754304
2018-11-21,93754304
2018-11-22,93754304
2018-11-26,93754304
2018-11-28,93754304
2018-11-29,93754304
2018-12-05,93754304
2018-12-06,93754304
2018-12-07,93754304
2018-12-10,93754304
2018-12-11,93754304
2018-12-12,93754304
2018-12-14,93754304
2018-12-16,93754304
2018-12-17,93754304
2018-12-19,93754304
2018-12-21,93754304
2018-12-30,93754304
2019-01-05,93754304
2019-01-07,93754304
2019-01-09,93754304
2019-01-10,93754304
2019-01-12,93754304
2019-01-14,93754304
2019-01-16,93754304
2019-01-20,93754304
2019-01-24,93754304
2019-01-25,93754304
2019-01-28,93754304
2019-01-30,93754304
2019-02-04,93754304
2019-02-07,93754304
2019-02-10,93754304
2019-02-13,93754304
2019-02-15,93754304
2019-02-17,93754304
2019-02-18,93754304
2019-02-20,93754304
2019-02-28,93754304
2019-03-01,93754304
2019-03-07,93752304
2019-03-08,93752304
2019-03-10,93752304
2019-03-11,93752304
2019-03-14,93752304
2019-03-17,93752304
2019-03-26,93752304
2019-03-29,93752304
2019-04-01,93752304
2019-04-05,93752304
2019-04-09,93752304
2019-04-10,93752304
2019-04-14,93752304
2019-04-17,93752304
2019-04-18,93752304
2019-04-21,93752304
2019-04-22,93752304
2019-04-29,93752304
2019-04-30,93752304
2019-05-02,93752304
2019-05-05,93752304
2019-05-07,93752304
2019-05-09,93752304
2019-05-10,93752304
2019-05-12,93753800
2019-05-19,93753800
2019-05-22,93753800
2019-05-23,93753800
2019-05-28,93753800
2019-06-03,93753800
2019-06-04,93753800
2019-06-05,93753800
2019-06-06,93753800
2019-06-10,93753800
2019-06-11,93753800
2019-06-12,93753800
2019-06-17,93753800
2019-06-19,93753800
2019-06-21,93753800
2019-06-23,93753800
2019-06-24,93753800
2019-06-26,94494000
2019-07-03,94416600
2019-07-04,94494000
2019-07-05,92216200
2019-07-06,94494000
2019-07-10,94314400
2019-07-11,94873296
2019-07-12,93455104
2019-07-13,94494000
2019-08-05,93402096
2019-08-06,94494000
2019-08-07,96059400
2019-08-08,95518200
2019-08-09,96524896
2019-08-10,94662800
2019-08-23,94541296
2019-08-24,94662800
2019-08-30,93168304
2019-09-02,92705200
2019-09-04,94662800
2019-09-06,94709904
2019-09-09,94634600
2019-09-11,91374200
2019-09-12,98196800
2019-09-13,94662800
2019-09-20,93442000
2019-09-21,94662800
2019-10-04,94542704
2019-10-08,94662800
2019-10-21,96273000
2019-10-22,94662800
2019-11-05,93089504
2019-11-06,92466496
2019-11-07,94029296
2019-11-08,94911296
2019-11-09,94657904
2019-11-14,93875400
2019-11-15,94783800
2019-11-16,94657904
2019-12-18,96637000
2019-12-19,94657904
2020-01-08,98900896
2020-01-09,93657504
2020-01-10,94434600
2020-01-11,95443400
2020-01-12,94657904
2020-01-13,94622096
2020-01-14,94657904
2020-02-07,95132096
2020-02-08,94657904
2020-02-12,96568600
2020-02-13,93873696
2020-02-14,94657904
2020-02-28,94652800
2020-03-24,94850000
2020-05-08,94842800
2020-05-21,92284896
2020-05-22,94842800
2020-08-10,94835000
2020-08-28,94835000
2020-09-05,95900200
2020-09-06,94835000
2020-09-21,94684096
2020-09-22,94835000
2020-10-28,94835000
2020-11-07,94835000
2020-11-09,94830800
2020-11-26,94830800
2021-02-26,94828200
2021-03-17,95709000
2021-03-23,94995504
2021-04-23,96048800
2021-04-24,94942096
2021-04-27,94995504
2021-05-07,94994096
2021-06-18,98408800
2021-06-22,94994096
2021-07-15,95222600
2021-08-09,94992200
2021-08-24,94992200
2021-10-23,95531000
2021-10-26,94992200
2021-11-02,94992200
2021-11-09,94990800
2021-11-16,94990800
2022-02-12,94990800
2022-02-28,93533800
2022-03-29,93703800
2022-05-10,93701200
2022-05-11,93701200
2022-05-19,93701200
2022-05-24,93701200
2022-05-26,93701200
2022-05-28,93701200
2022-06-01,93701200
2022-06-02,93701200
2022-06-12,93701200
2022-06-15,93701200
2022-06-29,93701200
2022-07-06,93701200
2022-07-09,93701200
2022-07-12,93701200
2022-07-13,93701200
2022-07-15,93701200
2022-07-20,93701200
2022-07-22,93701200
2022-07-23,93701200
2022-07-27,93701200
2022-07-29,94259400
2022-07-30,93701200
2022-08-02,93701200
2022-08-05,94660400
2022-08-07,93739904
2022-08-10,93739904
2022-09-14,93739904
2022-10-21,95010600
2022-10-23,93739904
2022-11-09,92534496
2023-02-25,89693400
2023-03-08,90013600
2023-03-09,89693400
2023-03-18,90996704
2023-03-22,89693400
2023-03-25,89883600
2023-03-28,89883600
2023-03-30,91320200
2023-03-31,89883600
2023-04-21,90496000
2023-04-22,89883600
2023-05-05,89932200
2023-05-11,89979400
2023-05-12,90618496
2023-05-13,90516200
2023-05-17,89932200
2023-07-06,91405400
2023-07-07,89932200
2023-07-12,90327600
2023-07-13,89932200
2023-08-21,89915104
2023-08-23,90020400
2023-08-26,89915104
2023-10-25,89915104
2023-10-27,89915104
2023-11-01,89915104
2023-11-02,89915104
2023-11-03,89915104
2023-11-07,89624304
2023-11-08,89984800
2023-11-09,89624304
2023-11-11,89624304
2023-11-14,89624304
2023-11-15,89624304
2023-11-16,89624304
2023-11-18,89624304
2023-11-21,89624304
2023-11-23,89624304
2023-11-25,89624304
2023-11-30,89624304
2023-12-01,89624304
2023-12-06,89624304
2023-12-13,89624304
