Date,Dividend,Split
2003-09-19,0.15425,
2003-12-19,0.095,
2004-03-19,0.0835,
2004-06-18,0.08925,
2004-09-17,0.08725,
2004-12-17,0.10825,
2005-03-18,0.0885,
2005-06-17,0.09475,
2005-09-16,0.10725,
2005-12-16,0.14525,
2006-03-17,0.10575,
2006-04-27,,4
2006-06-16,0.127,
2006-09-15,0.121,
2006-12-15,0.169,
2007-03-16,0.096,
2007-06-15,0.161,
2007-09-21,0.158,
2007-12-21,0.196,
2008-03-20,0.165,
2008-06-20,0.156,
2008-09-19,0.182,
2008-12-19,0.143,
2009-03-20,0.164,
2009-06-19,0.115,
2009-09-18,0.12,
2009-12-18,0.126,
2010-03-19,0.125,
2010-06-18,0.139,
2010-09-17,0.203,
2010-12-17,0.131,
2011-03-18,0.2,
2011-06-17,0.16,
2011-09-16,0.17,
2011-12-16,0.186,
2012-03-16,0.181,
2012-06-15,0.202,
2012-09-21,0.208,
2012-12-21,0.281,
2013-03-15,0.202,
2013-06-21,0.24,
2013-09-20,0.217,
2013-12-20,0.249,
2014-03-21,0.282,
2014-06-20,0.28,
2014-09-19,0.268,
2014-12-19,0.335,
2015-03-20,0.326,
2015-06-19,0.318,
2015-09-18,0.322,
2015-12-18,0.337,
2016-03-18,0.402,
2016-06-17,0.187,
2016-09-16,0.3,
2016-12-16,0.147,
2017-03-17,0.35,
2017-06-16,0.321,
2017-09-15,0.41,
2017-12-15,0.458,
2018-03-16,0.429,
2018-06-15,0.402,
2018-09-24,0.486,
2018-12-24,0.532,
2019-03-18,0.479,
2019-06-24,0.49,
2019-09-23,0.52,
2019-12-23,0.469,
2020-03-23,0.73,
2020-06-22,0.425,
2020-09-21,0.497,
2020-12-21,0.442,
2021-03-22,0.646,
2021-06-21,0.42,
2021-09-20,0.557,
2021-12-20,0.454,
2022-03-21,0.654,
2022-06-21,0.703,
2022-09-19,0.63,
2022-12-19,0.578,
2023-03-20,0.691,
2023-06-20,0.642,
2023-09-18,0.638,
2023-12-18,0.609,
2024-03-18,0.68,
2024-06-24,0.663,
2024-09-23,0.695,
2024-12-23,0.62,
2025-03-24,0.831,
2025-06-23,0.722,
2025-09-22,0.82,
2025-12-22,0.764,
2026-03-23,0.812,
2026-06-22,0.81,
2026-09-21,0.795,
