Date,Shares
2015-11-04,229469000
2015-12-14,228069000
2015-12-21,227808000
2016-02-29,227311000
2016-04-07,226918000
2016-05-10,227007000
2016-08-09,227115000
2016-11-09,227180000
2017-02-27,227324000
2017-04-13,227900000
2017-05-01,227911008
2017-05-10,227911008
2017-08-09,224688992
2018-11-13,221659008
2018-11-14,221659008
2018-11-15,221659008
2018-11-19,221659008
2018-11-21,221659008
2018-11-22,221659008
2018-11-26,221659008
2018-11-28,221659008
2018-11-29,221659008
2018-12-02,221659008
2018-12-03,221659008
2018-12-04,221659008
2018-12-06,221659008
2018-12-07,219976000
2018-12-09,219976000
2018-12-10,219976000
2018-12-11,219976000
2018-12-12,219976000
2018-12-14,219976000
2018-12-16,219976000
2018-12-17,219976000
2018-12-19,219976000
2018-12-21,219976000
2018-12-30,219976000
2019-01-05,219976000
2019-01-07,219976000
2019-01-09,219976000
2019-01-10,219976000
2019-01-12,219976000
2019-01-14,219976000
2019-01-16,219976000
2019-01-17,219976000
2019-01-20,219976000
2019-01-22,219976000
2019-01-24,219976000
2019-01-25,219976000
2019-01-26,219976000
2019-01-28,219976000
2019-01-30,219976000
2019-02-04,219976000
2019-02-07,219976000
2019-02-10,219976000
2019-02-11,219976000
2019-02-13,219976000
2019-02-14,219976000
2019-02-15,219976000
2019-02-17,219976000
2019-02-18,219976000
2019-02-20,219976000
2019-02-28,217651008
2019-03-01,217651008
2019-03-07,217728000
2019-03-09,217728000
2019-03-10,217728000
2019-03-11,217728000
2019-03-14,217728000
2019-03-15,217728000
2019-03-17,217728000
2019-03-18,217728000
2019-03-26,217728000
2019-03-27,217728000
2019-03-29,217728000
2019-03-30,217728000
2019-04-01,217728000
2019-04-02,217728000
2019-04-05,217728000
2019-04-11,217728000
2019-04-14,215387008
2019-04-15,215387008
2019-04-17,215387008
2019-04-19,215387008
2019-04-21,215387008
2019-04-29,215387008
2019-05-01,215387008
2019-05-02,215387008
2019-05-03,215387008
2019-05-05,215387008
2019-05-07,215387008
2019-05-09,215387008
2019-05-11,215387008
2019-05-12,215387008
2019-05-13,215387008
2019-05-20,215395008
2019-05-22,215395008
2019-05-23,215395008
2019-05-28,215395008
2019-06-01,215395008
2019-06-03,215395008
2019-06-04,215395008
2019-06-05,215395008
2019-06-06,215395008
2019-06-10,215395008
2019-06-11,215395008
2019-06-12,215395008
2019-06-17,215395008
2019-06-19,215395008
2019-06-21,215395008
2019-06-23,215395008
2019-06-24,215395008
2019-06-26,215268000
2019-06-27,215395008
2019-07-04,219355008
2019-07-06,215395008
2019-07-10,205148000
2019-07-11,210684992
2019-07-12,215264992
2019-07-13,215395008
2019-08-07,221944000
2019-08-08,222832992
2019-08-09,219736000
2019-08-10,215395008
2019-08-12,215596992
2019-08-30,212764000
2019-09-04,215596992
2019-09-06,209168000
2019-09-09,209930000
2019-09-11,200138000
2019-09-12,215596992
2019-09-20,215156992
2019-09-21,215596992
2019-10-04,220076000
2019-10-08,215596992
2019-10-21,217460000
2019-10-22,215596992
2019-11-05,213203008
2019-11-07,215596992
2019-11-08,215308992
2019-11-09,215596992
2019-11-14,216327008
2019-11-15,213940992
2019-11-16,212758000
2019-12-18,212950000
2019-12-19,212758000
2020-01-07,217300992
2020-01-08,220360992
2020-01-09,215642000
2020-01-12,212758000
2020-02-07,212719008
2020-02-08,212758000
2020-02-12,218972992
2020-02-13,212758000
2020-02-24,213082000
2020-03-02,213203008
2020-03-09,202091008
2020-03-10,213203008
2020-04-28,213203008
2020-04-30,214524992
2020-05-12,256343008
2020-05-13,256343008
2020-05-19,256347008
2020-06-02,256347008
2020-07-10,256347008
2020-07-23,275513984
2020-08-12,275619008
2020-08-28,275619008
2020-09-05,275619008
2020-09-06,275619008
2020-09-21,292750016
2020-09-22,275619008
2020-11-11,275636000
2020-11-24,315636000
2020-11-26,315636000
2021-03-02,315742016
2021-03-10,363320000
2021-03-17,363320000
2021-04-23,374796992
2021-04-24,364612992
2021-04-27,368320000
2021-05-11,369932992
2021-05-12,369932992
2021-08-10,369936000
2021-08-11,370030016
2021-09-15,377948000
2021-11-05,376928992
2021-11-06,370032000
2021-11-10,375888992
2021-11-11,370032992
2021-11-12,370032992
2021-11-23,416892000
2022-02-11,416892000
2022-03-03,417086016
2022-03-04,428321984
2022-03-06,417086016
2022-03-12,417086016
2022-03-15,427599008
2022-03-17,417086016
2022-03-19,417086016
2022-03-22,417086016
2022-03-28,417086016
2022-03-31,417086016
2022-04-02,417086016
2022-04-05,417086016
2022-04-08,417086016
2022-04-12,417086016
2022-04-13,417086016
2022-04-19,417086016
2022-04-26,417086016
2022-04-30,419100992
2022-05-05,419100992
2022-05-12,419100992
2022-05-17,419100992
2022-07-23,436958016
2022-07-24,419100992
2022-08-02,425048000
2022-08-03,419100992
2022-08-05,419424000
2022-08-06,419100992
2022-08-13,421388992
2022-09-14,421388992
2022-10-12,431534016
2022-10-13,421388992
2022-11-08,428214016
2022-11-10,421396000
2022-11-11,421396000
2022-12-06,429975008
2022-12-08,421396000
2023-03-02,421929984
2023-03-25,423615008
2023-03-30,445992000
2023-04-01,421929984
2023-04-04,425089984
2023-04-05,421929984
2023-04-06,432380000
2023-04-07,427091008
2023-04-25,422252992
2023-04-27,421929984
2023-05-02,424159008
2023-05-03,429176992
2023-05-04,431057984
2023-05-06,424159008
2023-05-10,424164992
2023-05-11,425068992
2023-05-14,451076000
2023-05-16,424164992
2023-06-23,428833984
2023-06-25,424164992
2023-07-19,432134016
2023-07-21,424164992
2023-08-22,425424000
2023-09-26,438876000
2023-10-03,426459008
2023-10-23,425424000
2023-10-28,425424000
2023-10-31,425424000
2023-11-02,425424992
2023-11-03,425424992
2023-11-04,425424992
2023-11-08,425424992
2023-11-09,425424992
2023-11-11,425424992
2023-11-18,425424992
2023-11-21,425424992
2023-11-25,425424992
2023-11-29,425424992
2023-12-19,425424992
2023-12-20,425424992
2023-12-21,425424992
2023-12-22,425424992
2023-12-27,425424992
2023-12-30,425424992
2024-01-03,425424992
2024-01-05,425424992
2024-01-06,425424992
2024-01-09,425424992
2024-01-11,425424992
2024-01-13,425424992
2024-01-19,425424992
2024-01-20,425424992
2024-01-23,425424992
2024-01-24,425424992
2024-01-25,425424992
2024-01-26,425424992
2024-01-27,425424992
2024-01-30,425424992
2024-01-31,425424992
2024-02-02,425424992
2024-02-03,425424992
2024-02-06,425424992
2024-02-08,425424992
2024-02-10,453407008
2024-02-13,425424992
2024-02-16,425424992
2024-02-17,425424992
2024-02-21,425424992
2024-02-23,425424992
2024-02-28,425547008
2024-02-29,425547008
2024-03-02,425656992
2024-03-05,425656992
2024-03-07,425656992
2024-03-08,425656992
2024-03-09,425656992
2024-03-12,429742016
2024-03-20,425656992
2024-03-21,425656992
2024-03-22,425656992
2024-03-26,433680992
2024-03-27,425656992
2024-03-28,425656992
2024-04-12,425656992
2024-04-13,425656992
2024-04-16,425656992
2024-04-17,425656992
2024-04-18,425656992
2024-04-19,425656992
2024-04-25,426536992
2024-04-26,425656992
2024-04-30,425656992
2024-05-01,429025984
2024-05-02,429025984
2024-05-03,429025984
2024-05-04,429025984
2024-05-06,429025984
2024-05-09,429040992
2024-05-10,429040992
2024-05-11,429040992
2024-05-15,435083008
2024-05-16,429040992
2024-05-21,429040992
2024-05-22,429040992
2024-05-23,429040992
2024-05-24,429040992
2024-05-25,429040992
2024-05-30,429040992
2024-05-31,429040992
2024-06-01,429040992
2024-06-04,429040992
2024-06-07,429040992
2024-06-08,429040992
2024-06-12,429040992
2024-06-14,429040992
2024-06-15,429040992
2024-06-18,429040992
2024-06-19,429040992
2024-06-22,429040992
2024-06-27,429040992
2024-06-29,429040992
2024-07-02,429040992
2024-07-03,429040992
2024-07-10,429040992
2024-07-11,429040992
2024-07-13,429040992
2024-07-18,429040992
2024-07-19,429040992
2024-07-20,429040992
2024-07-24,429040992
2024-07-25,429040992
2024-07-26,429040992
2024-07-27,429040992
2024-07-30,429040992
2024-07-31,429040992
2024-08-02,439687008
2024-08-03,439687008
2024-08-10,439691008
2024-08-13,439691008
2024-08-15,439691008
2024-08-16,439691008
2024-08-17,445430016
2024-08-20,439691008
2024-08-21,439691008
2024-08-27,440951008
2024-08-29,441646016
2024-08-30,439691008
2024-08-31,439691008
2024-09-04,439691008
2024-09-05,439691008
2024-09-06,444316992
2024-09-07,443841984
2024-09-11,439691008
2024-09-13,439691008
2024-09-16,439691008
2024-09-17,439691008
2024-09-18,439691008
2024-09-21,439691008
2024-09-27,439691008
2024-09-28,442420000
2024-10-02,439691008
2024-10-03,439691008
2024-10-04,449191008
2024-10-05,439691008
2024-10-08,446256992
2024-10-09,439691008
2024-10-11,439691008
2024-10-12,439691008
2024-10-15,439691008
2024-10-16,439691008
2024-10-17,439691008
2024-10-22,439691008
2024-10-25,443100000
2024-10-29,439691008
2024-10-31,444671008
2024-11-01,439702016
2024-11-02,439702016
2024-11-05,439702016
2024-11-06,439702016
2024-11-07,439702016
2024-11-08,439708000
2024-11-09,439708000
2024-11-14,439708000
2024-11-16,439708000
2024-11-19,445099008
2024-11-20,439708000
2024-11-21,439708000
2024-11-26,439708000
2024-11-27,439708000
2024-11-28,439708000
2024-11-30,440199008
2024-12-03,439708000
2024-12-04,439708000
2024-12-05,439708000
2024-12-06,440663008
2024-12-07,439708000
2024-12-11,439708000
2024-12-13,451024992
2024-12-14,439708000
2024-12-19,439708000
2024-12-21,439708000
2024-12-24,439708000
2024-12-25,439708000
2025-01-07,439708000
2025-01-11,439708000
2025-01-14,439708000
2025-01-16,439708000
2025-01-17,439708000
2025-01-24,439708000
2025-01-25,439708000
2025-01-30,439708000
2025-01-31,439708000
2025-02-07,439708000
2025-02-08,439708000
2025-02-11,439708000
2025-02-12,439708000
2025-02-15,439708000
2025-02-20,439708000
2025-02-22,439708000
2025-02-25,439708000
2025-02-27,439708000
2025-02-28,439860992
2025-03-01,439944992
2025-03-04,455377984
2025-03-07,439944992
2025-03-11,439944992
2025-03-12,439944992
2025-03-13,439944992
2025-03-14,439944992
2025-03-15,439944992
2025-03-18,439944992
2025-03-20,439944992
2025-03-21,439944992
2025-03-22,439944992
2025-03-25,439944992
2025-03-26,444672992
2025-03-27,445384000
2025-03-28,447244000
2025-03-29,439944992
2025-04-01,444353984
2025-04-04,439944992
2025-04-05,439944992
2025-04-09,443303008
2025-04-10,488456992
2025-04-11,443303008
2025-04-12,443303008
2025-04-17,443303008
2025-04-18,443303008
2025-04-22,452417984
2025-04-23,443303008
2025-04-25,443303008
2025-04-26,443303008
2025-04-29,443303008
2025-04-30,444832992
2025-05-01,443303008
2025-05-07,446807008
2025-05-09,446807008
2025-05-10,446807008
2025-05-13,446807008
2025-05-15,446807008
2025-05-16,446807008
2025-05-20,446807008
2025-05-27,446807008
2025-05-29,446807008
2025-05-31,446807008
2025-06-03,446807008
2025-06-04,446807008
2025-06-05,446807008
2025-06-06,446807008
2025-06-10,446807008
