Date,Dividend,Split
2002-12-31,,0.03125
2014-10-23,7.57,
2015-03-09,1.69,
2015-05-22,1.69,
2015-08-24,1.69,
2015-10-06,10.95,
2015-12-07,1.69,
2016-03-07,1.75,
2016-05-23,1.75,
2016-08-22,1.75,
2016-11-14,1.75,
2017-02-23,2,
2017-05-22,2,
2017-08-21,2,
2017-11-14,2,
2018-02-23,2.28,
2018-05-22,2.28,
2018-08-21,2.28,
2018-11-13,2.28,
2019-02-26,2.46,
2019-05-21,2.46,
2019-08-20,2.46,
2019-11-19,2.46,
2020-02-25,2.66,
2020-05-19,2.66,
2020-08-18,2.66,
2020-11-17,2.66,
2021-02-23,2.87,
2021-05-18,2.87,
2021-08-17,2.87,
2021-11-16,2.87,
2022-03-04,3.1,
2022-05-17,3.1,
2022-08-16,3.1,
2022-11-15,3.1,
2023-03-06,3.41,
2023-05-23,3.41,
2023-08-22,3.41,
2023-11-14,4.26,
2024-02-27,4.26,
2024-05-21,4.26,
2024-08-21,4.26,
2024-11-13,4.26,
2025-02-26,4.69,
2025-05-21,4.69,
2025-08-20,4.69,
2025-11-19,4.69,
2026-02-25,5.16,
2026-05-20,5.16,
2026-08-19,5.16,
