direction,entry,exit,pnl,open_time,close_time,reason
SHORT,1.473800,1.466300,0.007500,2002-03-11T02:26:00+00:00,2002-04-08T23:43:00+00:00,REV
LONG,1.466300,1.465600,-0.000700,2002-04-08T23:43:00+00:00,2002-04-24T15:10:00+00:00,REV
SHORT,1.465600,1.457500,0.008100,2002-04-24T15:10:00+00:00,2002-05-27T02:22:00+00:00,REV
LONG,1.457500,1.471300,0.013800,2002-05-27T02:22:00+00:00,2002-06-19T19:16:00+00:00,REV
SHORT,1.471300,1.471900,-0.000600,2002-06-19T19:16:00+00:00,2002-07-09T10:34:00+00:00,REV
LONG,1.471900,1.465700,-0.006200,2002-07-09T10:34:00+00:00,2002-07-17T13:50:00+00:00,REV
SHORT,1.465700,1.459300,0.006400,2002-07-17T13:50:00+00:00,2002-07-30T12:48:00+00:00,REV
LONG,1.459300,1.466500,0.007200,2002-07-30T12:48:00+00:00,2002-08-27T20:37:00+00:00,REV
SHORT,1.466500,1.473100,-0.006600,2002-08-27T20:37:00+00:00,2002-09-03T08:52:00+00:00,REV
LONG,1.473100,1.466000,-0.007100,2002-09-03T08:52:00+00:00,2002-09-04T00:37:00+00:00,REV
SHORT,1.466000,1.466700,-0.000700,2002-09-04T00:37:00+00:00,2002-09-11T21:06:00+00:00,REV
LONG,1.466700,1.463300,-0.003400,2002-09-11T21:06:00+00:00,2002-09-19T20:22:00+00:00,REV
SHORT,1.463300,1.464600,-0.001300,2002-09-19T20:22:00+00:00,2002-10-08T10:45:00+00:00,REV
LONG,1.464600,1.461000,-0.003600,2002-10-08T10:45:00+00:00,2002-10-14T02:12:00+00:00,REV
SHORT,1.461000,1.468500,-0.007500,2002-10-14T02:12:00+00:00,2002-10-16T10:32:00+00:00,REV
LONG,1.468500,1.466100,-0.002400,2002-10-16T10:32:00+00:00,2002-10-25T15:30:00+00:00,REV
SHORT,1.466100,1.465400,0.000700,2002-10-25T15:30:00+00:00,2002-11-07T11:21:00+00:00,REV
LONG,1.465400,1.472100,0.006700,2002-11-07T11:21:00+00:00,2002-12-02T21:32:00+00:00,REV
SHORT,1.472100,1.475100,-0.003000,2002-12-02T21:32:00+00:00,2002-12-11T10:27:00+00:00,REV
LONG,1.475100,1.472600,-0.002500,2002-12-11T10:27:00+00:00,2002-12-17T17:06:00+00:00,REV
SHORT,1.472600,1.457800,0.014800,2002-12-17T17:06:00+00:00,2003-01-03T22:42:00+00:00,REV
LONG,1.457800,1.458600,0.000800,2003-01-03T22:42:00+00:00,2003-01-17T18:25:00+00:00,REV
