direction,entry,exit,pnl,open_time,close_time,reason
LONG,1.514880,1.508000,-0.006880,2000-06-05T14:24:00+00:00,2000-06-08T16:49:00+00:00,REV
SHORT,1.508000,1.514780,-0.006780,2000-06-08T16:49:00+00:00,2000-06-13T03:29:00+00:00,REV
LONG,1.514780,1.503900,-0.010880,2000-06-13T03:29:00+00:00,2000-06-14T12:55:00+00:00,REV
SHORT,1.503900,1.517680,-0.013780,2000-06-14T12:55:00+00:00,2000-06-20T21:13:00+00:00,REV
LONG,1.517680,1.505300,-0.012380,2000-06-20T21:13:00+00:00,2000-06-21T14:46:00+00:00,REV
SHORT,1.505300,1.513780,-0.008480,2000-06-21T14:46:00+00:00,2000-06-28T20:21:00+00:00,REV
LONG,1.513780,1.509800,-0.003980,2000-06-28T20:21:00+00:00,2000-07-05T19:55:00+00:00,REV
SHORT,1.509800,1.517080,-0.007280,2000-07-05T19:55:00+00:00,2000-07-07T16:15:00+00:00,REV
LONG,1.517080,1.506400,-0.010680,2000-07-07T16:15:00+00:00,2000-07-13T02:37:00+00:00,REV
SHORT,1.506400,1.501480,0.004920,2000-07-13T02:37:00+00:00,2000-07-20T15:57:00+00:00,REV
LONG,1.501480,1.513200,0.011720,2000-07-20T15:57:00+00:00,2000-07-27T18:15:00+00:00,REV
SHORT,1.513200,1.504380,0.008820,2000-07-27T18:15:00+00:00,2000-08-04T15:28:00+00:00,REV
LONG,1.504380,1.500600,-0.003780,2000-08-04T15:28:00+00:00,2000-08-09T12:53:00+00:00,REV
SHORT,1.500600,1.508280,-0.007680,2000-08-09T12:53:00+00:00,2000-08-14T16:17:00+00:00,REV
LONG,1.508280,1.498000,-0.010280,2000-08-14T16:17:00+00:00,2000-08-17T14:34:00+00:00,REV
SHORT,1.498000,1.463080,0.034920,2000-08-17T14:34:00+00:00,2000-09-04T02:35:00+00:00,REV
LONG,1.463080,1.447000,-0.016080,2000-09-04T02:35:00+00:00,2000-09-06T18:42:00+00:00,REV
SHORT,1.447000,1.414680,0.032320,2000-09-06T18:42:00+00:00,2000-09-20T14:56:00+00:00,REV
LONG,1.414680,1.461400,0.046720,2000-09-20T14:56:00+00:00,2000-10-03T15:07:00+00:00,REV
SHORT,1.461400,1.458480,0.002920,2000-10-03T15:07:00+00:00,2000-10-11T04:45:00+00:00,REV
LONG,1.458480,1.449900,-0.008580,2000-10-11T04:45:00+00:00,2000-10-16T09:49:00+00:00,REV
SHORT,1.449900,1.456180,-0.006280,2000-10-16T09:49:00+00:00,2000-10-27T23:18:00+00:00,REV
LONG,1.456180,1.442300,-0.013880,2000-10-27T23:18:00+00:00,2000-11-03T10:15:00+00:00,REV
SHORT,1.442300,1.436780,0.005520,2000-11-03T10:15:00+00:00,2000-11-13T17:11:00+00:00,REV
LONG,1.436780,1.424300,-0.012480,2000-11-13T17:11:00+00:00,2000-11-15T14:27:00+00:00,REV
SHORT,1.424300,1.428580,-0.004280,2000-11-15T14:27:00+00:00,2000-11-21T10:48:00+00:00,REV
LONG,1.428580,1.420100,-0.008480,2000-11-21T10:48:00+00:00,2000-11-21T14:55:00+00:00,REV
SHORT,1.420100,1.419780,0.000320,2000-11-21T14:55:00+00:00,2000-11-28T08:31:00+00:00,REV
LONG,1.419780,1.488600,0.068820,2000-11-28T08:31:00+00:00,2001-01-09T12:31:00+00:00,REV
SHORT,1.488600,1.465280,0.023320,2001-01-09T12:31:00+00:00,2001-02-01T03:39:00+00:00,REV
LONG,1.465280,1.463800,-0.001480,2001-02-01T03:39:00+00:00,2001-02-06T15:07:00+00:00,REV
SHORT,1.463800,1.455580,0.008220,2001-02-06T15:07:00+00:00,2001-02-13T12:43:00+00:00,REV
LONG,1.455580,1.445400,-0.010180,2001-02-13T12:43:00+00:00,2001-02-19T17:55:00+00:00,REV
SHORT,1.445400,1.452380,-0.006980,2001-02-19T17:55:00+00:00,2001-02-23T20:27:00+00:00,REV
LONG,1.452380,1.459800,0.007420,2001-02-23T20:27:00+00:00,2001-03-13T10:51:00+00:00,REV
SHORT,1.459800,1.438680,0.021120,2001-03-13T10:51:00+00:00,2001-03-21T00:53:00+00:00,REV
LONG,1.438680,1.421800,-0.016880,2001-03-21T00:53:00+00:00,2001-03-22T11:16:00+00:00,REV
SHORT,1.421800,1.435780,-0.013980,2001-03-22T11:16:00+00:00,2001-03-27T04:03:00+00:00,REV
LONG,1.435780,1.426400,-0.009380,2001-03-27T04:03:00+00:00,2001-03-30T00:12:00+00:00,REV
SHORT,1.426400,1.434180,-0.007780,2001-03-30T00:12:00+00:00,2001-04-04T12:04:00+00:00,REV
LONG,1.434180,1.432600,-0.001580,2001-04-04T12:04:00+00:00,2001-04-17T13:25:00+00:00,REV
SHORT,1.432600,1.442980,-0.010380,2001-04-17T13:25:00+00:00,2001-04-19T21:36:00+00:00,REV
LONG,1.442980,1.434100,-0.008880,2001-04-19T21:36:00+00:00,2001-04-25T00:18:00+00:00,REV
SHORT,1.434100,1.444180,-0.010080,2001-04-25T00:18:00+00:00,2001-04-27T15:29:00+00:00,REV
LONG,1.444180,1.431700,-0.012480,2001-04-27T15:29:00+00:00,2001-04-30T14:34:00+00:00,REV
SHORT,1.431700,1.438480,-0.006780,2001-04-30T14:34:00+00:00,2001-05-04T15:30:00+00:00,REV
LONG,1.438480,1.430500,-0.007980,2001-05-04T15:30:00+00:00,2001-05-08T16:05:00+00:00,REV
SHORT,1.430500,1.425580,0.004920,2001-05-08T16:05:00+00:00,2001-05-16T10:43:00+00:00,REV
LONG,1.425580,1.426300,0.000720,2001-05-16T10:43:00+00:00,2001-05-22T17:23:00+00:00,REV
SHORT,1.426300,1.424280,0.002020,2001-05-22T17:23:00+00:00,2001-05-30T04:09:00+00:00,REV
LONG,1.424280,1.415300,-0.008980,2001-05-30T04:09:00+00:00,2001-06-01T15:36:00+00:00,REV
SHORT,1.415300,1.392780,0.022520,2001-06-01T15:36:00+00:00,2001-06-14T10:40:00+00:00,REV
LONG,1.392780,1.394400,0.001620,2001-06-14T10:40:00+00:00,2001-06-20T14:06:00+00:00,REV
SHORT,1.394400,1.408180,-0.013780,2001-06-20T14:06:00+00:00,2001-06-21T13:55:00+00:00,REV
LONG,1.408180,1.410600,0.002420,2001-06-21T13:55:00+00:00,2001-06-28T13:52:00+00:00,REV
SHORT,1.410600,1.413080,-0.002480,2001-06-28T13:52:00+00:00,2001-07-09T09:36:00+00:00,REV
LONG,1.413080,1.405500,-0.007580,2001-07-09T09:36:00+00:00,2001-07-12T15:42:00+00:00,REV
SHORT,1.405500,1.408280,-0.002780,2001-07-12T15:42:00+00:00,2001-07-18T13:44:00+00:00,REV
LONG,1.408280,1.424500,0.016220,2001-07-18T13:44:00+00:00,2001-08-06T13:58:00+00:00,REV
SHORT,1.424500,1.428580,-0.004080,2001-08-06T13:58:00+00:00,2001-08-09T19:47:00+00:00,REV
LONG,1.428580,1.443800,0.015220,2001-08-09T19:47:00+00:00,2001-08-24T13:25:00+00:00,REV
SHORT,1.443800,1.450180,-0.006380,2001-08-24T13:25:00+00:00,2001-08-28T18:36:00+00:00,REV
LONG,1.450180,1.448400,-0.001780,2001-08-28T18:36:00+00:00,2001-09-04T09:02:00+00:00,REV
SHORT,1.448400,1.459080,-0.010680,2001-09-04T09:02:00+00:00,2001-09-07T09:54:00+00:00,REV
LONG,1.459080,1.463000,0.003920,2001-09-07T09:54:00+00:00,2001-09-18T08:22:00+00:00,REV
SHORT,1.463000,1.469580,-0.006580,2001-09-18T08:22:00+00:00,2001-09-25T17:01:00+00:00,REV
LONG,1.469580,1.465800,-0.003780,2001-09-25T17:01:00+00:00,2001-10-02T18:38:00+00:00,REV
SHORT,1.465800,1.483580,-0.017780,2001-10-02T18:38:00+00:00,2001-10-08T02:03:00+00:00,REV
LONG,1.483580,1.457900,-0.025680,2001-10-08T02:03:00+00:00,2001-10-09T07:18:00+00:00,REV
SHORT,1.457900,1.437680,0.020220,2001-10-09T07:18:00+00:00,2001-10-29T01:59:00+00:00,REV
LONG,1.437680,1.456300,0.018620,2001-10-29T01:59:00+00:00,2001-11-12T12:24:00+00:00,REV
SHORT,1.456300,1.420780,0.035520,2001-11-12T12:24:00+00:00,2001-11-28T16:28:00+00:00,REV
LONG,1.420780,1.419200,-0.001580,2001-11-28T16:28:00+00:00,2001-12-05T17:03:00+00:00,REV
SHORT,1.419200,1.432780,-0.013580,2001-12-05T17:03:00+00:00,2001-12-10T02:01:00+00:00,REV
LONG,1.432780,1.439900,0.007120,2001-12-10T02:01:00+00:00,2001-12-24T02:02:00+00:00,REV
SHORT,1.439900,1.464480,-0.024580,2001-12-24T02:02:00+00:00,2001-12-27T02:28:00+00:00,REV
LONG,1.464480,1.442700,-0.021780,2001-12-27T02:28:00+00:00,2002-01-07T12:00:00+00:00,REV
SHORT,1.442700,1.450180,-0.007480,2002-01-07T12:00:00+00:00,2002-01-14T05:22:00+00:00,REV
LONG,1.450180,1.437300,-0.012880,2002-01-14T05:22:00+00:00,2002-01-16T10:45:00+00:00,REV
SHORT,1.437300,1.422380,0.014920,2002-01-16T10:45:00+00:00,2002-01-31T00:02:00+00:00,REV
LONG,1.422380,1.413100,-0.009280,2002-01-31T00:02:00+00:00,2002-02-06T08:50:00+00:00,REV
SHORT,1.413100,1.432280,-0.019180,2002-02-06T08:50:00+00:00,2002-02-18T02:00:00+00:00,REV
LONG,1.432280,1.423800,-0.008480,2002-02-18T02:00:00+00:00,2002-02-26T16:18:00+00:00,REV
SHORT,1.423800,1.425080,-0.001280,2002-02-26T16:18:00+00:00,2002-03-05T23:05:00+00:00,REV
LONG,1.425080,1.418600,-0.006480,2002-03-05T23:05:00+00:00,2002-03-12T09:30:00+00:00,REV
SHORT,1.418600,1.423780,-0.005180,2002-03-12T09:30:00+00:00,2002-03-18T02:00:00+00:00,REV
LONG,1.423780,1.422800,-0.000980,2002-03-18T02:00:00+00:00,2002-03-27T17:49:00+00:00,REV
