direction,entry,exit,pnl,open_time,close_time,reason
LONG,2.299280,2.301800,0.002520,2002-08-22T12:14:00+00:00,2002-08-27T03:55:00+00:00,REV
SHORT,2.301800,2.305580,-0.003780,2002-08-27T03:55:00+00:00,2002-08-28T17:35:00+00:00,REV
LONG,2.305580,2.317700,0.012120,2002-08-28T17:35:00+00:00,2002-09-03T03:30:00+00:00,REV
SHORT,2.317700,2.311280,0.006420,2002-09-03T03:30:00+00:00,2002-09-06T15:32:00+00:00,REV
LONG,2.311280,2.311800,0.000520,2002-09-06T15:32:00+00:00,2002-09-10T04:56:00+00:00,REV
SHORT,2.311800,2.325780,-0.013980,2002-09-10T04:56:00+00:00,2002-09-10T11:52:00+00:00,REV
LONG,2.325780,2.331200,0.005420,2002-09-10T11:52:00+00:00,2002-09-17T17:12:00+00:00,REV
SHORT,2.331200,2.324480,0.006720,2002-09-17T17:12:00+00:00,2002-09-23T18:15:00+00:00,REV
LONG,2.324480,2.330600,0.006120,2002-09-23T18:15:00+00:00,2002-09-27T12:34:00+00:00,REV
SHORT,2.330600,2.332080,-0.001480,2002-09-27T12:34:00+00:00,2002-10-02T08:00:00+00:00,REV
LONG,2.332080,2.318500,-0.013580,2002-10-02T08:00:00+00:00,2002-10-03T03:44:00+00:00,REV
SHORT,2.318500,2.325780,-0.007280,2002-10-03T03:44:00+00:00,2002-10-04T09:44:00+00:00,REV
LONG,2.325780,2.328400,0.002620,2002-10-04T09:44:00+00:00,2002-10-08T20:26:00+00:00,REV
SHORT,2.328400,2.314180,0.014220,2002-10-08T20:26:00+00:00,2002-10-15T12:32:00+00:00,REV
LONG,2.314180,2.335400,0.021220,2002-10-15T12:32:00+00:00,2002-10-21T11:40:00+00:00,REV
SHORT,2.335400,2.330480,0.004920,2002-10-21T11:40:00+00:00,2002-10-24T00:28:00+00:00,REV
LONG,2.330480,2.327500,-0.002980,2002-10-24T00:28:00+00:00,2002-10-28T04:27:00+00:00,REV
SHORT,2.327500,2.289480,0.038020,2002-10-28T04:27:00+00:00,2002-11-06T08:34:00+00:00,REV
LONG,2.289480,2.278800,-0.010680,2002-11-06T08:34:00+00:00,2002-11-07T00:39:00+00:00,REV
SHORT,2.278800,2.293580,-0.014780,2002-11-07T00:39:00+00:00,2002-11-07T14:45:00+00:00,REV
LONG,2.293580,2.304700,0.011120,2002-11-07T14:45:00+00:00,2002-11-15T10:20:00+00:00,REV
SHORT,2.304700,2.304480,0.000220,2002-11-15T10:20:00+00:00,2002-11-19T13:32:00+00:00,REV
LONG,2.304480,2.319000,0.014520,2002-11-19T13:32:00+00:00,2002-11-26T13:10:00+00:00,REV
SHORT,2.319000,2.307280,0.011720,2002-11-26T13:10:00+00:00,2002-11-28T11:14:00+00:00,REV
LONG,2.307280,2.300900,-0.006380,2002-11-28T11:14:00+00:00,2002-11-29T01:59:00+00:00,REV
SHORT,2.300900,2.310380,-0.009480,2002-11-29T01:59:00+00:00,2002-11-29T18:18:00+00:00,REV
LONG,2.310380,2.308800,-0.001580,2002-11-29T18:18:00+00:00,2002-12-06T00:15:00+00:00,REV
SHORT,2.308800,2.308480,0.000320,2002-12-06T00:15:00+00:00,2002-12-10T09:53:00+00:00,REV
LONG,2.308480,2.296100,-0.012380,2002-12-10T09:53:00+00:00,2002-12-10T14:13:00+00:00,REV
SHORT,2.296100,2.291380,0.004720,2002-12-10T14:13:00+00:00,2002-12-19T10:03:00+00:00,REV
LONG,2.291380,2.280500,-0.010880,2002-12-19T10:03:00+00:00,2002-12-20T02:38:00+00:00,REV
SHORT,2.280500,2.248580,0.031920,2002-12-20T02:38:00+00:00,2002-12-27T15:47:00+00:00,REV
LONG,2.248580,2.241400,-0.007180,2002-12-27T15:47:00+00:00,2002-12-27T16:48:00+00:00,REV
SHORT,2.241400,2.237080,0.004320,2002-12-27T16:48:00+00:00,2003-01-03T00:24:00+00:00,REV
LONG,2.237080,2.238900,0.001820,2003-01-03T00:24:00+00:00,2003-01-08T19:07:00+00:00,REV
SHORT,2.238900,2.226380,0.012520,2003-01-08T19:07:00+00:00,2003-01-14T18:17:00+00:00,REV
LONG,2.226380,2.214200,-0.012180,2003-01-14T18:17:00+00:00,2003-01-16T21:44:00+00:00,REV
