direction,entry,exit,pnl,open_time,close_time,reason
LONG,13.15,13.75,0.60,2009-05-05T14:24:00+00:00,2009-05-11T14:25:00+00:00,REV
SHORT,13.75,14.04,-0.28,2009-05-11T14:25:00+00:00,2009-05-12T11:03:00+00:00,REV
LONG,14.04,13.86,-0.17,2009-05-12T11:03:00+00:00,2009-05-14T09:46:00+00:00,REV
SHORT,13.86,14.08,-0.22,2009-05-14T09:46:00+00:00,2009-05-15T08:08:00+00:00,REV
LONG,14.08,13.83,-0.25,2009-05-15T08:08:00+00:00,2009-05-18T14:01:00+00:00,REV
SHORT,13.83,14.07,-0.25,2009-05-18T14:01:00+00:00,2009-05-19T17:25:00+00:00,REV
LONG,14.07,14.06,-0.01,2009-05-19T17:25:00+00:00,2009-05-21T17:37:00+00:00,REV
SHORT,14.06,14.38,-0.32,2009-05-21T17:37:00+00:00,2009-05-21T19:42:00+00:00,REV
LONG,14.38,14.52,0.13,2009-05-21T19:42:00+00:00,2009-05-26T09:58:00+00:00,REV
SHORT,14.52,14.72,-0.21,2009-05-26T09:58:00+00:00,2009-05-27T17:47:00+00:00,REV
LONG,14.72,15.49,0.77,2009-05-27T17:47:00+00:00,2009-06-02T01:23:00+00:00,REV
SHORT,15.49,15.94,-0.45,2009-06-02T01:23:00+00:00,2009-06-02T17:40:00+00:00,REV
LONG,15.94,15.41,-0.53,2009-06-02T17:40:00+00:00,2009-06-03T19:11:00+00:00,REV
SHORT,15.41,15.92,-0.51,2009-06-03T19:11:00+00:00,2009-06-05T01:51:00+00:00,REV
LONG,15.92,15.12,-0.80,2009-06-05T01:51:00+00:00,2009-06-08T09:36:00+00:00,REV
SHORT,15.12,15.32,-0.20,2009-06-08T09:36:00+00:00,2009-06-10T09:35:00+00:00,REV
LONG,15.32,14.98,-0.34,2009-06-10T09:35:00+00:00,2009-06-11T15:25:00+00:00,REV
SHORT,14.98,15.47,-0.49,2009-06-11T15:25:00+00:00,2009-06-11T18:51:00+00:00,REV
LONG,15.47,14.89,-0.58,2009-06-11T18:51:00+00:00,2009-06-12T15:24:00+00:00,REV
SHORT,14.89,14.34,0.55,2009-06-12T15:24:00+00:00,2009-06-18T01:03:00+00:00,REV
LONG,14.34,14.10,-0.25,2009-06-18T01:03:00+00:00,2009-06-19T20:00:00+00:00,REV
SHORT,14.10,13.88,0.22,2009-06-19T20:00:00+00:00,2009-06-24T01:27:00+00:00,REV
LONG,13.88,13.96,0.09,2009-06-24T01:27:00+00:00,2009-06-29T01:47:00+00:00,REV
SHORT,13.96,14.10,-0.13,2009-06-29T01:47:00+00:00,2009-06-30T09:17:00+00:00,REV
LONG,14.10,13.79,-0.30,2009-06-30T09:17:00+00:00,2009-06-30T17:08:00+00:00,REV
SHORT,13.79,12.83,0.96,2009-06-30T17:08:00+00:00,2009-07-14T00:12:00+00:00,REV
LONG,12.83,13.11,0.27,2009-07-14T00:12:00+00:00,2009-07-17T14:00:00+00:00,REV
SHORT,13.11,13.32,-0.21,2009-07-17T14:00:00+00:00,2009-07-17T16:17:00+00:00,REV
LONG,13.32,13.46,0.14,2009-07-17T16:17:00+00:00,2009-07-22T10:37:00+00:00,REV
SHORT,13.46,13.73,-0.27,2009-07-22T10:37:00+00:00,2009-07-22T19:44:00+00:00,REV
LONG,13.73,13.75,0.02,2009-07-22T19:44:00+00:00,2009-07-28T17:44:00+00:00,REV
SHORT,13.75,13.62,0.13,2009-07-28T17:44:00+00:00,2009-07-31T04:20:00+00:00,REV
LONG,13.62,14.55,0.93,2009-07-31T04:20:00+00:00,2009-08-06T21:09:00+00:00,REV
SHORT,14.55,14.51,0.04,2009-08-06T21:09:00+00:00,2009-08-12T17:26:00+00:00,REV
LONG,14.51,14.59,0.08,2009-08-12T17:26:00+00:00,2009-08-17T03:22:00+00:00,REV
SHORT,14.59,14.10,0.49,2009-08-17T03:22:00+00:00,2009-08-21T15:09:00+00:00,REV
LONG,14.10,14.12,0.01,2009-08-21T15:09:00+00:00,2009-08-25T01:01:00+00:00,REV
SHORT,14.12,14.46,-0.34,2009-08-25T01:01:00+00:00,2009-08-26T08:51:00+00:00,REV
LONG,14.46,14.17,-0.29,2009-08-26T08:51:00+00:00,2009-08-27T16:50:00+00:00,REV
SHORT,14.17,14.38,-0.21,2009-08-27T16:50:00+00:00,2009-08-28T03:18:00+00:00,REV
LONG,14.38,16.30,1.92,2009-08-28T03:18:00+00:00,2009-09-09T12:13:00+00:00,REV
SHORT,16.30,16.73,-0.43,2009-09-09T12:13:00+00:00,2009-09-11T00:13:00+00:00,REV
LONG,16.73,16.61,-0.12,2009-09-11T00:13:00+00:00,2009-09-14T05:20:00+00:00,REV
SHORT,16.61,16.84,-0.22,2009-09-14T05:20:00+00:00,2009-09-15T18:00:00+00:00,REV
LONG,16.84,17.18,0.34,2009-09-15T18:00:00+00:00,2009-09-18T04:17:00+00:00,REV
SHORT,17.18,16.96,0.21,2009-09-18T04:17:00+00:00,2009-09-22T06:30:00+00:00,REV
LONG,16.96,16.77,-0.19,2009-09-22T06:30:00+00:00,2009-09-23T17:37:00+00:00,REV
SHORT,16.77,16.29,0.48,2009-09-23T17:37:00+00:00,2009-09-30T05:05:00+00:00,REV
LONG,16.29,16.31,0.02,2009-09-30T05:05:00+00:00,2009-10-02T01:17:00+00:00,REV
SHORT,16.31,16.48,-0.17,2009-10-02T01:17:00+00:00,2009-10-05T19:40:00+00:00,REV
LONG,16.48,17.67,1.19,2009-10-05T19:40:00+00:00,2009-10-13T16:30:00+00:00,REV
SHORT,17.67,18.05,-0.38,2009-10-13T16:30:00+00:00,2009-10-14T09:09:00+00:00,REV
LONG,18.05,17.69,-0.36,2009-10-14T09:09:00+00:00,2009-10-15T12:28:00+00:00,REV
SHORT,17.69,17.57,0.12,2009-10-15T12:28:00+00:00,2009-10-19T10:05:00+00:00,REV
LONG,17.57,17.40,-0.17,2009-10-19T10:05:00+00:00,2009-10-21T03:41:00+00:00,REV
SHORT,17.40,17.78,-0.38,2009-10-21T03:41:00+00:00,2009-10-23T15:34:00+00:00,REV
LONG,17.78,17.46,-0.32,2009-10-23T15:34:00+00:00,2009-10-26T18:58:00+00:00,REV
SHORT,17.46,16.71,0.75,2009-10-26T18:58:00+00:00,2009-10-30T02:47:00+00:00,REV
LONG,16.71,16.25,-0.46,2009-10-30T02:47:00+00:00,2009-11-03T16:22:00+00:00,REV
SHORT,16.25,16.73,-0.47,2009-11-03T16:22:00+00:00,2009-11-03T17:40:00+00:00,REV
LONG,16.73,17.40,0.67,2009-11-03T17:40:00+00:00,2009-11-10T07:59:00+00:00,REV
SHORT,17.40,17.66,-0.26,2009-11-10T07:59:00+00:00,2009-11-11T12:51:00+00:00,REV
LONG,17.66,17.30,-0.35,2009-11-11T12:51:00+00:00,2009-11-12T18:13:00+00:00,REV
SHORT,17.30,17.51,-0.20,2009-11-12T18:13:00+00:00,2009-11-16T01:00:00+00:00,REV
LONG,17.51,18.30,0.80,2009-11-16T01:00:00+00:00,2009-11-19T10:22:00+00:00,REV
SHORT,18.30,18.63,-0.33,2009-11-19T10:22:00+00:00,2009-11-23T01:44:00+00:00,REV
LONG,18.63,18.52,-0.11,2009-11-23T01:44:00+00:00,2009-11-24T02:01:00+00:00,REV
SHORT,18.52,18.69,-0.17,2009-11-24T02:01:00+00:00,2009-11-25T04:19:00+00:00,REV
LONG,18.69,18.47,-0.22,2009-11-25T04:19:00+00:00,2009-11-26T11:06:00+00:00,REV
SHORT,18.47,18.52,-0.05,2009-11-26T11:06:00+00:00,2009-12-01T01:48:00+00:00,REV
LONG,18.52,19.05,0.53,2009-12-01T01:48:00+00:00,2009-12-03T15:56:00+00:00,REV
SHORT,19.05,17.56,1.49,2009-12-03T15:56:00+00:00,2009-12-11T12:17:00+00:00,REV
LONG,17.56,17.11,-0.45,2009-12-11T12:17:00+00:00,2009-12-11T17:16:00+00:00,REV
