direction,entry,exit,pnl,open_time,close_time,reason
SHORT,1.560500,1.548890,0.011610,2007-03-20T14:00:00+00:00,2007-03-22T02:30:00+00:00,REV
LONG,1.548890,1.541700,-0.007190,2007-03-22T02:30:00+00:00,2007-03-23T05:56:00+00:00,REV
SHORT,1.541700,1.545590,-0.003890,2007-03-23T05:56:00+00:00,2007-03-26T17:00:00+00:00,REV
LONG,1.545590,1.542900,-0.002690,2007-03-26T17:00:00+00:00,2007-03-29T02:10:00+00:00,REV
SHORT,1.542900,1.547090,-0.004190,2007-03-29T02:10:00+00:00,2007-04-02T15:07:00+00:00,REV
LONG,1.547090,1.543800,-0.003290,2007-04-02T15:07:00+00:00,2007-04-04T02:33:00+00:00,REV
SHORT,1.543800,1.548890,-0.005090,2007-04-04T02:33:00+00:00,2007-04-04T18:55:00+00:00,REV
LONG,1.548890,1.542000,-0.006890,2007-04-04T18:55:00+00:00,2007-04-05T14:02:00+00:00,REV
SHORT,1.542000,1.541490,0.000510,2007-04-05T14:02:00+00:00,2007-04-10T03:58:00+00:00,REV
LONG,1.541490,1.539100,-0.002390,2007-04-10T03:58:00+00:00,2007-04-11T10:28:00+00:00,REV
SHORT,1.539100,1.538590,0.000510,2007-04-11T10:28:00+00:00,2007-04-13T15:30:00+00:00,REV
LONG,1.538590,1.531300,-0.007290,2007-04-13T15:30:00+00:00,2007-04-17T00:15:00+00:00,REV
SHORT,1.531300,1.536990,-0.005690,2007-04-17T00:15:00+00:00,2007-04-18T03:36:00+00:00,REV
LONG,1.536990,1.531100,-0.005890,2007-04-18T03:36:00+00:00,2007-04-18T17:10:00+00:00,REV
SHORT,1.531100,1.539290,-0.008190,2007-04-18T17:10:00+00:00,2007-04-20T01:06:00+00:00,REV
LONG,1.539290,1.525600,-0.013690,2007-04-20T01:06:00+00:00,2007-04-20T21:50:00+00:00,REV
SHORT,1.525600,1.528990,-0.003390,2007-04-20T21:50:00+00:00,2007-04-24T17:00:00+00:00,REV
LONG,1.528990,1.520400,-0.008590,2007-04-24T17:00:00+00:00,2007-04-27T18:05:00+00:00,REV
SHORT,1.520400,1.506290,0.014110,2007-04-27T18:05:00+00:00,2007-05-07T00:42:00+00:00,REV
LONG,1.506290,1.498600,-0.007690,2007-05-07T00:42:00+00:00,2007-05-08T00:14:00+00:00,REV
SHORT,1.498600,1.500790,-0.002190,2007-05-08T00:14:00+00:00,2007-05-09T10:47:00+00:00,REV
LONG,1.500790,1.495000,-0.005790,2007-05-09T10:47:00+00:00,2007-05-10T00:00:00+00:00,REV
SHORT,1.495000,1.502690,-0.007690,2007-05-10T00:00:00+00:00,2007-05-11T14:00:00+00:00,REV
LONG,1.502690,1.497700,-0.004990,2007-05-11T14:00:00+00:00,2007-05-15T00:01:00+00:00,REV
SHORT,1.497700,1.463690,0.034010,2007-05-15T00:01:00+00:00,2007-05-23T02:03:00+00:00,REV
LONG,1.463690,1.457800,-0.005890,2007-05-23T02:03:00+00:00,2007-05-23T20:33:00+00:00,REV
SHORT,1.457800,1.459190,-0.001390,2007-05-23T20:33:00+00:00,2007-05-25T11:14:00+00:00,REV
LONG,1.459190,1.451600,-0.007590,2007-05-25T11:14:00+00:00,2007-05-25T21:59:00+00:00,REV
SHORT,1.451600,1.455690,-0.004090,2007-05-25T21:59:00+00:00,2007-05-29T08:41:00+00:00,REV
LONG,1.455690,1.451600,-0.004090,2007-05-29T08:41:00+00:00,2007-05-29T16:17:00+00:00,REV
SHORT,1.451600,1.428890,0.022710,2007-05-29T16:17:00+00:00,2007-06-05T00:24:00+00:00,REV
LONG,1.428890,1.427100,-0.001790,2007-06-05T00:24:00+00:00,2007-06-07T04:42:00+00:00,REV
SHORT,1.427100,1.431390,-0.004290,2007-06-07T04:42:00+00:00,2007-06-08T00:00:00+00:00,REV
LONG,1.431390,1.424300,-0.007090,2007-06-08T00:00:00+00:00,2007-06-08T06:00:00+00:00,REV
SHORT,1.424300,1.420290,0.004010,2007-06-08T06:00:00+00:00,2007-06-12T22:18:00+00:00,REV
LONG,1.420290,1.417300,-0.002990,2007-06-12T22:18:00+00:00,2007-06-15T13:04:00+00:00,REV
SHORT,1.417300,1.423690,-0.006390,2007-06-15T13:04:00+00:00,2007-06-15T18:21:00+00:00,REV
LONG,1.423690,1.427100,0.003410,2007-06-15T18:21:00+00:00,2007-06-19T17:46:00+00:00,REV
SHORT,1.427100,1.435690,-0.008590,2007-06-19T17:46:00+00:00,2007-06-21T15:30:00+00:00,REV
LONG,1.435690,1.438000,0.002310,2007-06-21T15:30:00+00:00,2007-06-26T13:12:00+00:00,REV
SHORT,1.438000,1.441990,-0.003990,2007-06-26T13:12:00+00:00,2007-06-29T22:58:00+00:00,REV
LONG,1.441990,1.438100,-0.003890,2007-06-29T22:58:00+00:00,2007-07-05T17:20:00+00:00,REV
SHORT,1.438100,1.431690,0.006410,2007-07-05T17:20:00+00:00,2007-07-10T00:14:00+00:00,REV
LONG,1.431690,1.448200,0.016510,2007-07-10T00:14:00+00:00,2007-07-12T10:15:00+00:00,REV
SHORT,1.448200,1.441290,0.006910,2007-07-12T10:15:00+00:00,2007-07-18T03:16:00+00:00,REV
LONG,1.441290,1.436800,-0.004490,2007-07-18T03:16:00+00:00,2007-07-18T10:16:00+00:00,REV
SHORT,1.436800,1.444990,-0.008190,2007-07-18T10:16:00+00:00,2007-07-19T10:07:00+00:00,REV
LONG,1.444990,1.439200,-0.005790,2007-07-19T10:07:00+00:00,2007-07-20T05:10:00+00:00,REV
SHORT,1.439200,1.445490,-0.006290,2007-07-20T05:10:00+00:00,2007-07-20T19:32:00+00:00,REV
LONG,1.445490,1.439500,-0.005990,2007-07-20T19:32:00+00:00,2007-07-24T15:30:00+00:00,REV
SHORT,1.439500,1.435190,0.004310,2007-07-24T15:30:00+00:00,2007-07-26T14:10:00+00:00,REV
LONG,1.435190,1.451100,0.015910,2007-07-26T14:10:00+00:00,2007-08-01T17:46:00+00:00,REV
SHORT,1.451100,1.448890,0.002210,2007-08-01T17:46:00+00:00,2007-08-03T11:51:00+00:00,REV
LONG,1.448890,1.448300,-0.000590,2007-08-03T11:51:00+00:00,2007-08-07T00:44:00+00:00,REV
SHORT,1.448300,1.452390,-0.004090,2007-08-07T00:44:00+00:00,2007-08-09T16:04:00+00:00,REV
LONG,1.452390,1.445300,-0.007090,2007-08-09T16:04:00+00:00,2007-08-09T16:50:00+00:00,REV
SHORT,1.445300,1.446390,-0.001090,2007-08-09T16:50:00+00:00,2007-08-14T17:43:00+00:00,REV
LONG,1.446390,1.444600,-0.001790,2007-08-14T17:43:00+00:00,2007-08-16T15:18:00+00:00,REV
SHORT,1.444600,1.434390,0.010210,2007-08-16T15:18:00+00:00,2007-08-21T14:10:00+00:00,REV
LONG,1.434390,1.427000,-0.007390,2007-08-21T14:10:00+00:00,2007-08-23T12:51:00+00:00,REV
SHORT,1.427000,1.440190,-0.013190,2007-08-23T12:51:00+00:00,2007-08-27T23:46:00+00:00,REV
LONG,1.440190,1.441900,0.001710,2007-08-27T23:46:00+00:00,2007-08-30T17:51:00+00:00,REV
SHORT,1.441900,1.437890,0.004010,2007-08-30T17:51:00+00:00,2007-09-05T17:22:00+00:00,REV
LONG,1.437890,1.451700,0.013810,2007-09-05T17:22:00+00:00,2007-09-11T00:11:00+00:00,REV
SHORT,1.451700,1.422290,0.029410,2007-09-11T00:11:00+00:00,2007-09-20T10:45:00+00:00,REV
LONG,1.422290,1.409600,-0.012690,2007-09-20T10:45:00+00:00,2007-09-20T14:11:00+00:00,REV
SHORT,1.409600,1.414390,-0.004790,2007-09-20T14:11:00+00:00,2007-09-24T13:24:00+00:00,REV
LONG,1.414390,1.417300,0.002910,2007-09-24T13:24:00+00:00,2007-09-27T09:01:00+00:00,REV
SHORT,1.417300,1.419990,-0.002690,2007-09-27T09:01:00+00:00,2007-10-01T04:39:00+00:00,REV
LONG,1.419990,1.410800,-0.009190,2007-10-01T04:39:00+00:00,2007-10-01T23:11:00+00:00,REV
