direction,entry,exit,pnl,open_time,close_time,reason
LONG,2.311870,2.282100,-0.029770,2007-10-22T00:00:00+00:00,2007-10-24T00:26:00+00:00,REV
SHORT,2.282100,2.255370,0.026730,2007-10-24T00:26:00+00:00,2007-11-01T15:49:00+00:00,REV
LONG,2.255370,2.246700,-0.008670,2007-11-01T15:49:00+00:00,2007-11-07T00:32:00+00:00,REV
SHORT,2.246700,2.275870,-0.029170,2007-11-07T00:32:00+00:00,2007-11-08T00:28:00+00:00,REV
LONG,2.275870,2.332400,0.056530,2007-11-08T00:28:00+00:00,2007-11-29T12:11:00+00:00,REV
SHORT,2.332400,2.358570,-0.026170,2007-11-29T12:11:00+00:00,2007-12-04T02:42:00+00:00,REV
LONG,2.358570,2.321500,-0.037070,2007-12-04T02:42:00+00:00,2007-12-06T03:11:00+00:00,REV
SHORT,2.321500,2.333370,-0.011870,2007-12-06T03:11:00+00:00,2007-12-11T22:18:00+00:00,REV
LONG,2.333370,2.323200,-0.010170,2007-12-11T22:18:00+00:00,2007-12-19T21:15:00+00:00,REV
SHORT,2.323200,2.288770,0.034430,2007-12-19T21:15:00+00:00,2007-12-28T04:20:00+00:00,REV
LONG,2.288770,2.266100,-0.022670,2007-12-28T04:20:00+00:00,2007-12-31T07:19:00+00:00,REV
SHORT,2.266100,2.267570,-0.001470,2007-12-31T07:19:00+00:00,2008-01-07T00:44:00+00:00,REV
LONG,2.267570,2.230900,-0.036670,2008-01-07T00:44:00+00:00,2008-01-09T09:30:00+00:00,REV
SHORT,2.230900,2.228070,0.002830,2008-01-09T09:30:00+00:00,2008-01-15T23:45:00+00:00,REV
LONG,2.228070,2.233900,0.005830,2008-01-15T23:45:00+00:00,2008-01-28T21:35:00+00:00,REV
SHORT,2.233900,2.199670,0.034230,2008-01-28T21:35:00+00:00,2008-02-07T02:41:00+00:00,REV
LONG,2.199670,2.168300,-0.031370,2008-02-07T02:41:00+00:00,2008-02-07T19:09:00+00:00,REV
SHORT,2.168300,2.185370,-0.017070,2008-02-07T19:09:00+00:00,2008-02-13T12:24:00+00:00,REV
LONG,2.185370,2.155500,-0.029870,2008-02-13T12:24:00+00:00,2008-02-18T00:00:00+00:00,REV
SHORT,2.155500,2.138270,0.017230,2008-02-18T00:00:00+00:00,2008-02-22T00:08:00+00:00,REV
LONG,2.138270,2.114900,-0.023370,2008-02-22T00:08:00+00:00,2008-02-27T13:58:00+00:00,REV
SHORT,2.114900,2.133670,-0.018770,2008-02-27T13:58:00+00:00,2008-02-29T17:53:00+00:00,REV
LONG,2.133670,2.156300,0.022630,2008-02-29T17:53:00+00:00,2008-03-13T19:12:00+00:00,REV
SHORT,2.156300,2.180070,-0.023770,2008-03-13T19:12:00+00:00,2008-03-17T05:18:00+00:00,REV
LONG,2.180070,2.176700,-0.003370,2008-03-17T05:18:00+00:00,2008-03-26T13:13:00+00:00,REV
SHORT,2.176700,2.190770,-0.014070,2008-03-26T13:13:00+00:00,2008-04-04T03:40:00+00:00,REV
LONG,2.190770,2.158000,-0.032770,2008-04-04T03:40:00+00:00,2008-04-07T09:03:00+00:00,REV
SHORT,2.158000,2.132570,0.025430,2008-04-07T09:03:00+00:00,2008-04-14T03:17:00+00:00,REV
LONG,2.132570,2.113000,-0.019570,2008-04-14T03:17:00+00:00,2008-04-16T15:43:00+00:00,REV
SHORT,2.113000,2.137470,-0.024470,2008-04-16T15:43:00+00:00,2008-04-18T14:57:00+00:00,REV
LONG,2.137470,2.098500,-0.038970,2008-04-18T14:57:00+00:00,2008-04-22T10:56:00+00:00,REV
SHORT,2.098500,2.114970,-0.016470,2008-04-22T10:56:00+00:00,2008-04-25T10:56:00+00:00,REV
LONG,2.114970,2.096500,-0.018470,2008-04-25T10:56:00+00:00,2008-04-30T15:53:00+00:00,REV
SHORT,2.096500,2.133170,-0.036670,2008-04-30T15:53:00+00:00,2008-05-02T10:36:00+00:00,REV
LONG,2.133170,2.095700,-0.037470,2008-05-02T10:36:00+00:00,2008-05-05T11:33:00+00:00,REV
SHORT,2.095700,2.082370,0.013330,2008-05-05T11:33:00+00:00,2008-05-14T10:25:00+00:00,REV
LONG,2.082370,2.059800,-0.022570,2008-05-14T10:25:00+00:00,2008-05-16T07:56:00+00:00,REV
SHORT,2.059800,2.059870,-0.000070,2008-05-16T07:56:00+00:00,2008-05-22T11:31:00+00:00,REV
LONG,2.059870,2.053200,-0.006670,2008-05-22T11:31:00+00:00,2008-05-29T08:57:00+00:00,REV
SHORT,2.053200,2.068370,-0.015170,2008-05-29T08:57:00+00:00,2008-05-29T16:48:00+00:00,REV
LONG,2.068370,2.050600,-0.017770,2008-05-29T16:48:00+00:00,2008-06-02T15:29:00+00:00,REV
SHORT,2.050600,2.069070,-0.018470,2008-06-02T15:29:00+00:00,2008-06-09T16:44:00+00:00,REV
LONG,2.069070,2.069600,0.000530,2008-06-09T16:44:00+00:00,2008-06-17T18:19:00+00:00,REV
SHORT,2.069600,2.073670,-0.004070,2008-06-17T18:19:00+00:00,2008-06-26T15:41:00+00:00,REV
LONG,2.073670,2.063900,-0.009770,2008-06-26T15:41:00+00:00,2008-07-03T11:30:00+00:00,REV
SHORT,2.063900,2.073570,-0.009670,2008-07-03T11:30:00+00:00,2008-07-08T09:32:00+00:00,REV
LONG,2.073570,2.054900,-0.018670,2008-07-08T09:32:00+00:00,2008-07-10T14:18:00+00:00,REV
