direction,entry,exit,pnl,open_time,close_time,reason
SHORT,1.680500,1.647590,0.032910,2000-06-01T06:57:00+00:00,2000-06-08T18:04:00+00:00,REV
LONG,1.647590,1.637800,-0.009790,2000-06-08T18:04:00+00:00,2000-06-12T12:41:00+00:00,REV
SHORT,1.637800,1.634490,0.003310,2000-06-12T12:41:00+00:00,2000-06-15T10:03:00+00:00,REV
LONG,1.634490,1.627800,-0.006690,2000-06-15T10:03:00+00:00,2000-06-16T16:55:00+00:00,REV
SHORT,1.627800,1.617790,0.010010,2000-06-16T16:55:00+00:00,2000-06-19T01:59:00+00:00,REV
LONG,1.617790,1.648500,0.030710,2000-06-19T01:59:00+00:00,2000-06-27T07:41:00+00:00,REV
SHORT,1.648500,1.649690,-0.001190,2000-06-27T07:41:00+00:00,2000-06-29T09:42:00+00:00,REV
LONG,1.649690,1.633400,-0.016290,2000-06-29T09:42:00+00:00,2000-06-29T15:38:00+00:00,REV
SHORT,1.633400,1.638590,-0.005190,2000-06-29T15:38:00+00:00,2000-07-03T13:21:00+00:00,REV
LONG,1.638590,1.633600,-0.004990,2000-07-03T13:21:00+00:00,2000-07-05T01:58:00+00:00,REV
SHORT,1.633600,1.628390,0.005210,2000-07-05T01:58:00+00:00,2000-07-07T01:53:00+00:00,REV
LONG,1.628390,1.622900,-0.005490,2000-07-07T01:53:00+00:00,2000-07-10T07:31:00+00:00,REV
SHORT,1.622900,1.629290,-0.006390,2000-07-10T07:31:00+00:00,2000-07-11T14:48:00+00:00,REV
LONG,1.629290,1.651600,0.022310,2000-07-11T14:48:00+00:00,2000-07-14T21:54:00+00:00,REV
SHORT,1.651600,1.659290,-0.007690,2000-07-14T21:54:00+00:00,2000-07-18T13:35:00+00:00,REV
LONG,1.659290,1.672200,0.012910,2000-07-18T13:35:00+00:00,2000-07-20T02:16:00+00:00,REV
SHORT,1.672200,1.667290,0.004910,2000-07-20T02:16:00+00:00,2000-07-24T15:11:00+00:00,REV
LONG,1.667290,1.658800,-0.008490,2000-07-24T15:11:00+00:00,2000-07-25T10:10:00+00:00,REV
SHORT,1.658800,1.654790,0.004010,2000-07-25T10:10:00+00:00,2000-07-27T10:55:00+00:00,REV
LONG,1.654790,1.665700,0.010910,2000-07-27T10:55:00+00:00,2000-08-01T17:07:00+00:00,REV
SHORT,1.665700,1.679390,-0.013690,2000-08-01T17:07:00+00:00,2000-08-01T20:53:00+00:00,REV
LONG,1.679390,1.710000,0.030610,2000-08-01T20:53:00+00:00,2000-08-10T09:36:00+00:00,REV
SHORT,1.710000,1.715190,-0.005190,2000-08-10T09:36:00+00:00,2000-08-11T17:13:00+00:00,REV
LONG,1.715190,1.715900,0.000710,2000-08-11T17:13:00+00:00,2000-08-15T09:30:00+00:00,REV
SHORT,1.715900,1.720290,-0.004390,2000-08-15T09:30:00+00:00,2000-08-16T14:09:00+00:00,REV
LONG,1.720290,1.707600,-0.012690,2000-08-16T14:09:00+00:00,2000-08-16T19:36:00+00:00,REV
SHORT,1.707600,1.714890,-0.007290,2000-08-16T19:36:00+00:00,2000-08-18T15:27:00+00:00,REV
LONG,1.714890,1.728000,0.013110,2000-08-18T15:27:00+00:00,2000-08-23T18:46:00+00:00,REV
SHORT,1.728000,1.724990,0.003010,2000-08-23T18:46:00+00:00,2000-08-25T08:15:00+00:00,REV
LONG,1.724990,1.709500,-0.015490,2000-08-25T08:15:00+00:00,2000-08-25T12:09:00+00:00,REV
