direction,entry,exit,pnl,open_time,close_time,reason
SHORT,74.99,75.82,-0.83,2006-09-06T00:04:00+00:00,2006-09-07T00:38:00+00:00,REV
LONG,75.82,74.97,-0.85,2006-09-07T00:38:00+00:00,2006-09-07T12:16:00+00:00,REV
SHORT,74.97,75.43,-0.46,2006-09-07T12:16:00+00:00,2006-09-12T08:47:00+00:00,REV
LONG,75.43,77.49,2.06,2006-09-12T08:47:00+00:00,2006-09-20T00:11:00+00:00,REV
SHORT,77.49,78.02,-0.53,2006-09-20T00:11:00+00:00,2006-09-25T11:20:00+00:00,REV
LONG,78.02,76.95,-1.07,2006-09-25T11:20:00+00:00,2006-09-27T09:08:00+00:00,REV
SHORT,76.95,77.60,-0.65,2006-09-27T09:08:00+00:00,2006-09-29T01:37:00+00:00,REV
LONG,77.60,76.80,-0.80,2006-09-29T01:37:00+00:00,2006-09-29T03:39:00+00:00,REV
SHORT,76.80,77.69,-0.89,2006-09-29T03:39:00+00:00,2006-10-03T00:59:00+00:00,REV
LONG,77.69,77.92,0.23,2006-10-03T00:59:00+00:00,2006-10-09T04:16:00+00:00,REV
SHORT,77.92,78.57,-0.65,2006-10-09T04:16:00+00:00,2006-10-10T00:28:00+00:00,REV
LONG,78.57,78.56,-0.01,2006-10-10T00:28:00+00:00,2006-10-13T01:12:00+00:00,REV
SHORT,78.56,79.07,-0.51,2006-10-13T01:12:00+00:00,2006-10-17T19:01:00+00:00,REV
LONG,79.07,78.98,-0.09,2006-10-17T19:01:00+00:00,2006-10-25T00:46:00+00:00,REV
SHORT,78.98,78.27,0.71,2006-10-25T00:46:00+00:00,2006-10-30T20:14:00+00:00,REV
LONG,78.27,78.67,0.40,2006-10-30T20:14:00+00:00,2006-11-08T08:57:00+00:00,REV
SHORT,78.67,78.14,0.53,2006-11-08T08:57:00+00:00,2006-11-16T09:40:00+00:00,REV
LONG,78.14,78.35,0.21,2006-11-16T09:40:00+00:00,2006-11-22T13:21:00+00:00,REV
SHORT,78.35,78.24,0.11,2006-11-22T13:21:00+00:00,2006-11-28T11:45:00+00:00,REV
LONG,78.24,78.83,0.59,2006-11-28T11:45:00+00:00,2006-12-05T11:56:00+00:00,REV
SHORT,78.83,79.69,-0.86,2006-12-05T11:56:00+00:00,2006-12-07T19:37:00+00:00,REV
LONG,79.69,83.72,4.03,2006-12-07T19:37:00+00:00,2007-01-04T10:35:00+00:00,REV
SHORT,83.72,82.75,0.97,2007-01-04T10:35:00+00:00,2007-01-11T10:14:00+00:00,REV
LONG,82.75,84.25,1.50,2007-01-11T10:14:00+00:00,2007-01-24T08:49:00+00:00,REV
SHORT,84.25,85.07,-0.82,2007-01-24T08:49:00+00:00,2007-01-29T18:23:00+00:00,REV
LONG,85.07,84.16,-0.91,2007-01-29T18:23:00+00:00,2007-01-30T16:04:00+00:00,REV
SHORT,84.16,82.99,1.17,2007-01-30T16:04:00+00:00,2007-02-07T23:45:00+00:00,REV
LONG,82.99,82.95,-0.04,2007-02-07T23:45:00+00:00,2007-02-15T18:15:00+00:00,REV
SHORT,82.95,83.89,-0.94,2007-02-15T18:15:00+00:00,2007-02-19T04:42:00+00:00,REV
LONG,83.89,85.26,1.37,2007-02-19T04:42:00+00:00,2007-02-27T08:24:00+00:00,REV
SHORT,85.26,80.09,5.17,2007-02-27T08:24:00+00:00,2007-03-08T11:44:00+00:00,REV
LONG,80.09,80.22,0.13,2007-03-08T11:44:00+00:00,2007-03-13T23:05:00+00:00,REV
SHORT,80.22,81.99,-1.77,2007-03-13T23:05:00+00:00,2007-03-19T04:18:00+00:00,REV
LONG,81.99,83.60,1.61,2007-03-19T04:18:00+00:00,2007-03-28T09:04:00+00:00,REV
SHORT,83.60,84.67,-1.07,2007-03-28T09:04:00+00:00,2007-04-02T10:35:00+00:00,REV
LONG,84.67,85.83,1.16,2007-04-02T10:35:00+00:00,2007-04-10T01:01:00+00:00,REV
SHORT,85.83,86.46,-0.63,2007-04-10T01:01:00+00:00,2007-04-10T07:07:00+00:00,REV
