direction,entry,exit,pnl,open_time,close_time,reason
LONG,1.471120,1.490800,0.019680,2000-06-13T06:01:00+00:00,2001-01-03T11:17:00+00:00,REV
SHORT,1.490800,1.501620,-0.010820,2001-01-03T11:17:00+00:00,2001-01-04T17:47:00+00:00,REV
LONG,1.501620,1.496800,-0.004820,2001-01-04T17:47:00+00:00,2001-01-08T15:45:00+00:00,REV
SHORT,1.496800,1.499520,-0.002720,2001-01-08T15:45:00+00:00,2001-01-09T18:57:00+00:00,REV
LONG,1.499520,1.502400,0.002880,2001-01-09T18:57:00+00:00,2001-01-23T00:05:00+00:00,REV
SHORT,1.502400,1.512220,-0.009820,2001-01-23T00:05:00+00:00,2001-01-24T14:24:00+00:00,REV
LONG,1.512220,1.509500,-0.002720,2001-01-24T14:24:00+00:00,2001-01-25T18:00:00+00:00,REV
SHORT,1.509500,1.498320,0.011180,2001-01-25T18:00:00+00:00,2001-02-05T07:38:00+00:00,REV
LONG,1.498320,1.508400,0.010080,2001-02-05T07:38:00+00:00,2001-02-08T03:54:00+00:00,REV
SHORT,1.508400,1.512320,-0.003920,2001-02-08T03:54:00+00:00,2001-02-12T02:05:00+00:00,REV
LONG,1.512320,1.520600,0.008280,2001-02-12T02:05:00+00:00,2001-02-14T11:22:00+00:00,REV
SHORT,1.520600,1.527020,-0.006420,2001-02-14T11:22:00+00:00,2001-02-14T17:42:00+00:00,REV
LONG,1.527020,1.534500,0.007480,2001-02-14T17:42:00+00:00,2001-02-20T02:00:00+00:00,REV
SHORT,1.534500,1.541420,-0.006920,2001-02-20T02:00:00+00:00,2001-02-21T11:42:00+00:00,REV
LONG,1.541420,1.534900,-0.006520,2001-02-21T11:42:00+00:00,2001-02-22T14:49:00+00:00,REV
SHORT,1.534900,1.532320,0.002580,2001-02-22T14:49:00+00:00,2001-02-28T18:41:00+00:00,REV
LONG,1.532320,1.542700,0.010380,2001-02-28T18:41:00+00:00,2001-03-05T12:53:00+00:00,REV
SHORT,1.542700,1.546820,-0.004120,2001-03-05T12:53:00+00:00,2001-03-07T15:06:00+00:00,REV
LONG,1.546820,1.546000,-0.000820,2001-03-07T15:06:00+00:00,2001-03-09T03:07:00+00:00,REV
SHORT,1.546000,1.549920,-0.003920,2001-03-09T03:07:00+00:00,2001-03-12T12:42:00+00:00,REV
LONG,1.549920,1.545900,-0.004020,2001-03-12T12:42:00+00:00,2001-03-13T20:04:00+00:00,REV
SHORT,1.545900,1.553920,-0.008020,2001-03-13T20:04:00+00:00,2001-03-14T18:58:00+00:00,REV
LONG,1.553920,1.564000,0.010080,2001-03-14T18:58:00+00:00,2001-03-20T08:17:00+00:00,REV
SHORT,1.564000,1.567620,-0.003620,2001-03-20T08:17:00+00:00,2001-03-21T00:03:00+00:00,REV
LONG,1.567620,1.569100,0.001480,2001-03-21T00:03:00+00:00,2001-03-23T02:04:00+00:00,REV
SHORT,1.569100,1.567620,0.001480,2001-03-23T02:04:00+00:00,2001-03-27T18:19:00+00:00,REV
LONG,1.567620,1.577500,0.009880,2001-03-27T18:19:00+00:00,2001-04-04T00:16:00+00:00,REV
SHORT,1.577500,1.578620,-0.001120,2001-04-04T00:16:00+00:00,2001-04-05T13:40:00+00:00,REV
LONG,1.578620,1.571800,-0.006820,2001-04-05T13:40:00+00:00,2001-04-06T10:28:00+00:00,REV
SHORT,1.571800,1.563820,0.007980,2001-04-06T10:28:00+00:00,2001-04-16T15:44:00+00:00,REV
LONG,1.563820,1.561900,-0.001920,2001-04-16T15:44:00+00:00,2001-04-16T19:57:00+00:00,REV
SHORT,1.561900,1.565320,-0.003420,2001-04-16T19:57:00+00:00,2001-04-18T00:01:00+00:00,REV
LONG,1.565320,1.562500,-0.002820,2001-04-18T00:01:00+00:00,2001-04-19T09:36:00+00:00,REV
SHORT,1.562500,1.550620,0.011880,2001-04-19T09:36:00+00:00,2001-04-24T12:03:00+00:00,REV
LONG,1.550620,1.546000,-0.004620,2001-04-24T12:03:00+00:00,2001-04-25T02:06:00+00:00,REV
SHORT,1.546000,1.534320,0.011680,2001-04-25T02:06:00+00:00,2001-05-03T11:42:00+00:00,REV
LONG,1.534320,1.530800,-0.003520,2001-05-03T11:42:00+00:00,2001-05-04T15:30:00+00:00,REV
SHORT,1.530800,1.535720,-0.004920,2001-05-04T15:30:00+00:00,2001-05-04T18:41:00+00:00,REV
LONG,1.535720,1.541500,0.005780,2001-05-04T18:41:00+00:00,2001-05-09T14:56:00+00:00,REV
