direction,entry,exit,pnl,open_time,close_time,reason
LONG,187.06,186.27,-0.79,2002-05-06T15:36:00+00:00,2002-05-07T04:15:00+00:00,REV
SHORT,186.27,187.17,-0.90,2002-05-07T04:15:00+00:00,2002-05-07T11:34:00+00:00,REV
LONG,187.17,186.82,-0.35,2002-05-07T11:34:00+00:00,2002-05-13T01:59:00+00:00,REV
SHORT,186.82,182.26,4.56,2002-05-13T01:59:00+00:00,2002-05-28T17:28:00+00:00,REV
LONG,182.26,181.58,-0.68,2002-05-28T17:28:00+00:00,2002-05-29T05:36:00+00:00,REV
SHORT,181.58,181.43,0.15,2002-05-29T05:36:00+00:00,2002-06-05T11:28:00+00:00,REV
LONG,181.43,183.57,2.14,2002-06-05T11:28:00+00:00,2002-06-17T04:17:00+00:00,REV
SHORT,183.57,185.17,-1.60,2002-06-17T04:17:00+00:00,2002-06-18T17:33:00+00:00,REV
LONG,185.17,182.09,-3.08,2002-06-18T17:33:00+00:00,2002-06-24T01:58:00+00:00,REV
SHORT,182.09,183.80,-1.71,2002-06-24T01:58:00+00:00,2002-06-26T03:34:00+00:00,REV
LONG,183.80,182.94,-0.86,2002-06-26T03:34:00+00:00,2002-07-03T14:53:00+00:00,REV
SHORT,182.94,182.94,0.00,2002-07-03T14:53:00+00:00,2002-07-16T04:01:00+00:00,REV
LONG,182.94,182.62,-0.32,2002-07-16T04:01:00+00:00,2002-07-24T15:23:00+00:00,REV
SHORT,182.62,186.13,-3.51,2002-07-24T15:23:00+00:00,2002-07-29T01:57:00+00:00,REV
LONG,186.13,186.49,0.36,2002-07-29T01:57:00+00:00,2002-08-01T10:50:00+00:00,REV
SHORT,186.49,181.35,5.14,2002-08-01T10:50:00+00:00,2002-08-19T02:47:00+00:00,REV
LONG,181.35,180.75,-0.60,2002-08-19T02:47:00+00:00,2002-08-21T09:15:00+00:00,REV
SHORT,180.75,182.29,-1.54,2002-08-21T09:15:00+00:00,2002-08-22T15:52:00+00:00,REV
LONG,182.29,181.73,-0.56,2002-08-22T15:52:00+00:00,2002-08-27T04:46:00+00:00,REV
SHORT,181.73,182.36,-0.63,2002-08-27T04:46:00+00:00,2002-08-29T00:23:00+00:00,REV
LONG,182.36,187.64,5.28,2002-08-29T00:23:00+00:00,2002-09-18T10:37:00+00:00,REV
SHORT,187.64,189.25,-1.61,2002-09-18T10:37:00+00:00,2002-09-19T11:26:00+00:00,REV
LONG,189.25,190.98,1.73,2002-09-19T11:26:00+00:00,2002-09-25T09:39:00+00:00,REV
SHORT,190.98,191.90,-0.92,2002-09-25T09:39:00+00:00,2002-10-01T03:55:00+00:00,REV
LONG,191.90,192.45,0.55,2002-10-01T03:55:00+00:00,2002-10-09T09:56:00+00:00,REV
SHORT,192.45,193.73,-1.28,2002-10-09T09:56:00+00:00,2002-10-11T05:02:00+00:00,REV
LONG,193.73,192.99,-0.74,2002-10-11T05:02:00+00:00,2002-10-15T10:55:00+00:00,REV
SHORT,192.99,194.29,-1.30,2002-10-15T10:55:00+00:00,2002-10-15T14:57:00+00:00,REV
LONG,194.29,192.80,-1.49,2002-10-15T14:57:00+00:00,2002-10-16T11:05:00+00:00,REV
SHORT,192.80,194.28,-1.48,2002-10-16T11:05:00+00:00,2002-10-18T02:30:00+00:00,REV
LONG,194.28,192.52,-1.76,2002-10-18T02:30:00+00:00,2002-10-21T18:14:00+00:00,REV
SHORT,192.52,193.64,-1.12,2002-10-21T18:14:00+00:00,2002-10-25T01:49:00+00:00,REV
LONG,193.64,191.94,-1.70,2002-10-25T01:49:00+00:00,2002-10-29T16:54:00+00:00,REV
SHORT,191.94,192.04,-0.10,2002-10-29T16:54:00+00:00,2002-11-01T02:54:00+00:00,REV
LONG,192.04,190.81,-1.23,2002-11-01T02:54:00+00:00,2002-11-01T15:02:00+00:00,REV
SHORT,190.81,191.08,-0.27,2002-11-01T15:02:00+00:00,2002-11-07T14:33:00+00:00,REV
LONG,191.08,190.17,-0.91,2002-11-07T14:33:00+00:00,2002-11-11T12:00:00+00:00,REV
SHORT,190.17,191.01,-0.84,2002-11-11T12:00:00+00:00,2002-11-13T13:36:00+00:00,REV
LONG,191.01,189.87,-1.14,2002-11-13T13:36:00+00:00,2002-11-15T18:50:00+00:00,REV
SHORT,189.87,191.21,-1.34,2002-11-15T18:50:00+00:00,2002-11-18T06:33:00+00:00,REV
LONG,191.21,191.98,0.77,2002-11-18T06:33:00+00:00,2002-11-25T17:11:00+00:00,REV
SHORT,191.98,190.00,1.98,2002-11-25T17:11:00+00:00,2002-11-29T08:46:00+00:00,REV
LONG,190.00,194.90,4.90,2002-11-29T08:46:00+00:00,2002-12-06T16:04:00+00:00,REV
SHORT,194.90,194.10,0.80,2002-12-06T16:04:00+00:00,2002-12-18T00:15:00+00:00,REV
LONG,194.10,192.92,-1.18,2002-12-18T00:15:00+00:00,2002-12-20T19:35:00+00:00,REV
SHORT,192.92,192.17,0.75,2002-12-20T19:35:00+00:00,2002-12-27T01:53:00+00:00,REV
LONG,192.17,191.64,-0.53,2002-12-27T01:53:00+00:00,2002-12-30T09:55:00+00:00,REV
SHORT,191.64,191.70,-0.06,2002-12-30T09:55:00+00:00,2003-01-03T02:00:00+00:00,REV
LONG,191.70,191.46,-0.24,2003-01-03T02:00:00+00:00,2003-01-09T10:55:00+00:00,REV
SHORT,191.46,190.77,0.69,2003-01-09T10:55:00+00:00,2003-01-17T17:41:00+00:00,REV
LONG,190.77,196.92,6.15,2003-01-17T17:41:00+00:00,2003-02-05T12:29:00+00:00,REV
SHORT,196.92,197.63,-0.71,2003-02-05T12:29:00+00:00,2003-02-10T19:38:00+00:00,REV
LONG,197.63,195.68,-1.95,2003-02-10T19:38:00+00:00,2003-02-12T05:51:00+00:00,REV
SHORT,195.68,186.06,9.62,2003-02-12T05:51:00+00:00,2003-02-28T01:28:00+00:00,REV
LONG,186.06,186.47,0.41,2003-02-28T01:28:00+00:00,2003-03-10T09:40:00+00:00,REV
SHORT,186.47,188.39,-1.92,2003-03-10T09:40:00+00:00,2003-03-12T05:03:00+00:00,REV
LONG,188.39,188.10,-0.29,2003-03-12T05:03:00+00:00,2003-03-14T17:59:00+00:00,REV
SHORT,188.10,187.78,0.32,2003-03-14T17:59:00+00:00,2003-03-19T18:51:00+00:00,REV
LONG,187.78,188.23,0.45,2003-03-19T18:51:00+00:00,2003-03-27T17:11:00+00:00,REV
SHORT,188.23,187.33,0.90,2003-03-27T17:11:00+00:00,2003-04-03T16:04:00+00:00,REV
LONG,187.33,186.04,-1.29,2003-04-03T16:04:00+00:00,2003-04-08T08:09:00+00:00,REV
SHORT,186.04,188.14,-2.10,2003-04-08T08:09:00+00:00,2003-04-10T02:19:00+00:00,REV
LONG,188.14,188.61,0.47,2003-04-10T02:19:00+00:00,2003-04-16T20:09:00+00:00,REV
SHORT,188.61,189.16,-0.55,2003-04-16T20:09:00+00:00,2003-04-21T15:06:00+00:00,REV
LONG,189.16,190.54,1.38,2003-04-21T15:06:00+00:00,2003-04-29T08:04:00+00:00,REV
SHORT,190.54,191.38,-0.84,2003-04-29T08:04:00+00:00,2003-05-02T10:47:00+00:00,REV
LONG,191.38,190.34,-1.04,2003-05-02T10:47:00+00:00,2003-05-06T00:49:00+00:00,REV
SHORT,190.34,188.90,1.44,2003-05-06T00:49:00+00:00,2003-05-13T04:02:00+00:00,REV
LONG,188.90,187.53,-1.37,2003-05-13T04:02:00+00:00,2003-05-13T07:28:00+00:00,REV
SHORT,187.53,188.91,-1.38,2003-05-13T07:28:00+00:00,2003-05-15T21:23:00+00:00,REV
LONG,188.91,191.24,2.33,2003-05-15T21:23:00+00:00,2003-05-23T19:07:00+00:00,REV
SHORT,191.24,192.55,-1.31,2003-05-23T19:07:00+00:00,2003-05-28T09:37:00+00:00,REV
LONG,192.55,194.01,1.46,2003-05-28T09:37:00+00:00,2003-06-02T03:16:00+00:00,REV
SHORT,194.01,194.94,-0.93,2003-06-02T03:16:00+00:00,2003-06-05T14:45:00+00:00,REV
LONG,194.94,194.11,-0.83,2003-06-05T14:45:00+00:00,2003-06-10T03:06:00+00:00,REV
SHORT,194.11,196.77,-2.66,2003-06-10T03:06:00+00:00,2003-06-12T04:34:00+00:00,REV
LONG,196.77,197.74,0.97,2003-06-12T04:34:00+00:00,2003-06-20T15:37:00+00:00,REV
SHORT,197.74,197.33,0.41,2003-06-20T15:37:00+00:00,2003-06-25T18:57:00+00:00,REV
LONG,197.33,197.34,0.01,2003-06-25T18:57:00+00:00,2003-07-02T19:44:00+00:00,REV
SHORT,197.34,191.41,5.93,2003-07-02T19:44:00+00:00,2003-07-23T21:01:00+00:00,REV
LONG,191.41,193.85,2.44,2003-07-23T21:01:00+00:00,2003-07-31T08:23:00+00:00,REV
SHORT,193.85,194.49,-0.64,2003-07-31T08:23:00+00:00,2003-08-05T10:01:00+00:00,REV
LONG,194.49,192.50,-1.99,2003-08-05T10:01:00+00:00,2003-08-05T19:32:00+00:00,REV
SHORT,192.50,191.26,1.24,2003-08-05T19:32:00+00:00,2003-08-13T15:40:00+00:00,REV
LONG,191.26,189.86,-1.40,2003-08-13T15:40:00+00:00,2003-08-18T18:42:00+00:00,REV
SHORT,189.86,185.60,4.26,2003-08-18T18:42:00+00:00,2003-08-27T16:52:00+00:00,REV
LONG,185.60,183.70,-1.90,2003-08-27T16:52:00+00:00,2003-08-29T15:20:00+00:00,REV
SHORT,183.70,183.86,-0.16,2003-08-29T15:20:00+00:00,2003-09-04T10:04:00+00:00,REV
LONG,183.86,184.38,0.52,2003-09-04T10:04:00+00:00,2003-09-09T10:17:00+00:00,REV
SHORT,184.38,186.56,-2.18,2003-09-09T10:17:00+00:00,2003-09-11T01:18:00+00:00,REV
LONG,186.56,186.22,-0.34,2003-09-11T01:18:00+00:00,2003-09-16T12:28:00+00:00,REV
SHORT,186.22,187.50,-1.28,2003-09-16T12:28:00+00:00,2003-09-19T12:58:00+00:00,REV
LONG,187.50,185.33,-2.17,2003-09-19T12:58:00+00:00,2003-09-22T01:00:00+00:00,REV
SHORT,185.33,185.63,-0.30,2003-09-22T01:00:00+00:00,2003-09-25T00:29:00+00:00,REV
LONG,185.63,184.76,-0.87,2003-09-25T00:29:00+00:00,2003-09-29T04:04:00+00:00,REV
SHORT,184.76,186.27,-1.51,2003-09-29T04:04:00+00:00,2003-09-30T02:26:00+00:00,REV
LONG,186.27,183.55,-2.72,2003-09-30T02:26:00+00:00,2003-10-01T15:35:00+00:00,REV
SHORT,183.55,185.64,-2.09,2003-10-01T15:35:00+00:00,2003-10-06T15:53:00+00:00,REV
LONG,185.64,184.00,-1.64,2003-10-06T15:53:00+00:00,2003-10-07T15:48:00+00:00,REV
SHORT,184.00,182.01,1.99,2003-10-07T15:48:00+00:00,2003-10-14T10:47:00+00:00,REV
LONG,182.01,184.26,2.25,2003-10-14T10:47:00+00:00,2003-10-27T05:16:00+00:00,REV
SHORT,184.26,184.43,-0.17,2003-10-27T05:16:00+00:00,2003-10-30T14:21:00+00:00,REV
LONG,184.43,184.14,-0.29,2003-10-30T14:21:00+00:00,2003-11-04T05:05:00+00:00,REV
SHORT,184.14,182.79,1.35,2003-11-04T05:05:00+00:00,2003-11-13T16:08:00+00:00,REV
LONG,182.79,182.90,0.11,2003-11-13T16:08:00+00:00,2003-11-19T11:44:00+00:00,REV
SHORT,182.90,185.19,-2.29,2003-11-19T11:44:00+00:00,2003-11-19T12:32:00+00:00,REV
LONG,185.19,184.89,-0.30,2003-11-19T12:32:00+00:00,2003-11-24T12:01:00+00:00,REV
SHORT,184.89,186.18,-1.29,2003-11-24T12:01:00+00:00,2003-11-25T10:09:00+00:00,REV
LONG,186.18,187.63,1.45,2003-11-25T10:09:00+00:00,2003-12-03T10:30:00+00:00,REV
SHORT,187.63,186.84,0.79,2003-12-03T10:30:00+00:00,2003-12-09T11:10:00+00:00,REV
LONG,186.84,187.86,1.02,2003-12-09T11:10:00+00:00,2003-12-15T01:17:00+00:00,REV
SHORT,187.86,188.83,-0.97,2003-12-15T01:17:00+00:00,2003-12-17T00:48:00+00:00,REV
