direction,entry,exit,pnl,open_time,close_time,reason
LONG,101.15,101.42,0.27,2007-03-21T10:04:00+00:00,2007-03-26T04:03:00+00:00,REV
SHORT,101.42,102.26,-0.84,2007-03-26T04:03:00+00:00,2007-03-27T14:19:00+00:00,REV
LONG,102.26,101.32,-0.94,2007-03-27T14:19:00+00:00,2007-03-28T07:40:00+00:00,REV
SHORT,101.32,102.10,-0.78,2007-03-28T07:40:00+00:00,2007-03-30T10:08:00+00:00,REV
LONG,102.10,104.81,2.71,2007-03-30T10:08:00+00:00,2007-04-18T14:37:00+00:00,REV
SHORT,104.81,105.37,-0.56,2007-04-18T14:37:00+00:00,2007-04-20T09:20:00+00:00,REV
LONG,105.37,108.34,2.97,2007-04-20T09:20:00+00:00,2007-05-08T15:33:00+00:00,REV
SHORT,108.34,108.92,-0.58,2007-05-08T15:33:00+00:00,2007-05-15T00:01:00+00:00,REV
LONG,108.92,111.79,2.87,2007-05-15T00:01:00+00:00,2007-05-25T02:38:00+00:00,REV
SHORT,111.79,112.56,-0.77,2007-05-25T02:38:00+00:00,2007-05-25T16:36:00+00:00,REV
LONG,112.56,114.07,1.51,2007-05-25T16:36:00+00:00,2007-06-06T13:22:00+00:00,REV
SHORT,114.07,114.89,-0.82,2007-06-06T13:22:00+00:00,2007-06-08T20:54:00+00:00,REV
LONG,114.89,113.98,-0.91,2007-06-08T20:54:00+00:00,2007-06-13T00:00:00+00:00,REV
SHORT,113.98,115.04,-1.06,2007-06-13T00:00:00+00:00,2007-06-13T22:38:00+00:00,REV
LONG,115.04,115.28,0.24,2007-06-13T22:38:00+00:00,2007-06-21T16:39:00+00:00,REV
SHORT,115.28,115.71,-0.43,2007-06-21T16:39:00+00:00,2007-06-28T11:32:00+00:00,REV
LONG,115.71,115.43,-0.28,2007-06-28T11:32:00+00:00,2007-07-03T17:18:00+00:00,REV
SHORT,115.43,116.38,-0.95,2007-07-03T17:18:00+00:00,2007-07-05T22:26:00+00:00,REV
LONG,116.38,116.32,-0.06,2007-07-05T22:26:00+00:00,2007-07-10T16:23:00+00:00,REV
SHORT,116.32,117.26,-0.94,2007-07-10T16:23:00+00:00,2007-07-13T03:11:00+00:00,REV
LONG,117.26,116.57,-0.69,2007-07-13T03:11:00+00:00,2007-07-19T09:32:00+00:00,REV
SHORT,116.57,117.32,-0.75,2007-07-19T09:32:00+00:00,2007-07-20T10:31:00+00:00,REV
LONG,117.32,116.43,-0.89,2007-07-20T10:31:00+00:00,2007-07-20T17:19:00+00:00,REV
SHORT,116.43,112.87,3.56,2007-07-20T17:19:00+00:00,2007-08-02T01:14:00+00:00,REV
LONG,112.87,111.28,-1.59,2007-08-02T01:14:00+00:00,2007-08-06T00:00:00+00:00,REV
SHORT,111.28,113.37,-2.09,2007-08-06T00:00:00+00:00,2007-08-07T00:49:00+00:00,REV
LONG,113.37,111.74,-1.63,2007-08-07T00:49:00+00:00,2007-08-09T15:56:00+00:00,REV
SHORT,111.74,108.56,3.18,2007-08-09T15:56:00+00:00,2007-08-20T09:29:00+00:00,REV
LONG,108.56,107.15,-1.41,2007-08-20T09:29:00+00:00,2007-08-22T01:32:00+00:00,REV
SHORT,107.15,109.15,-2.00,2007-08-22T01:32:00+00:00,2007-08-23T02:05:00+00:00,REV
LONG,109.15,109.38,0.23,2007-08-23T02:05:00+00:00,2007-08-28T03:54:00+00:00,REV
SHORT,109.38,109.92,-0.54,2007-08-28T03:54:00+00:00,2007-08-30T00:39:00+00:00,REV
