direction,entry,exit,pnl,open_time,close_time,reason
LONG,1.177700,1.165700,-0.012000,2007-10-08T00:00:00+00:00,2007-10-15T00:00:00+00:00,REV
SHORT,1.165700,1.189900,-0.024200,2007-10-15T00:00:00+00:00,2007-10-17T01:24:00+00:00,REV
LONG,1.189900,1.185700,-0.004200,2007-10-17T01:24:00+00:00,2007-10-22T18:45:00+00:00,REV
SHORT,1.185700,1.189800,-0.004100,2007-10-22T18:45:00+00:00,2007-10-24T02:50:00+00:00,REV
LONG,1.189800,1.195600,0.005800,2007-10-24T02:50:00+00:00,2007-10-30T08:00:00+00:00,REV
SHORT,1.195600,1.201500,-0.005900,2007-10-30T08:00:00+00:00,2007-10-30T19:28:00+00:00,REV
LONG,1.201500,1.201100,-0.000400,2007-10-30T19:28:00+00:00,2007-11-01T17:37:00+00:00,REV
SHORT,1.201100,1.197300,0.003800,2007-11-01T17:37:00+00:00,2007-11-07T19:23:00+00:00,REV
LONG,1.197300,1.189000,-0.008300,2007-11-07T19:23:00+00:00,2007-11-09T16:59:00+00:00,REV
SHORT,1.189000,1.183000,0.006000,2007-11-09T16:59:00+00:00,2007-11-14T08:44:00+00:00,REV
LONG,1.183000,1.174500,-0.008500,2007-11-14T08:44:00+00:00,2007-11-14T22:43:00+00:00,REV
SHORT,1.174500,1.179800,-0.005300,2007-11-14T22:43:00+00:00,2007-11-16T18:18:00+00:00,REV
LONG,1.179800,1.169600,-0.010200,2007-11-16T18:18:00+00:00,2007-11-19T19:13:00+00:00,REV
SHORT,1.169600,1.162300,0.007300,2007-11-19T19:13:00+00:00,2007-11-26T06:07:00+00:00,REV
LONG,1.162300,1.155200,-0.007100,2007-11-26T06:07:00+00:00,2007-11-27T09:00:00+00:00,REV
SHORT,1.155200,1.151400,0.003800,2007-11-27T09:00:00+00:00,2007-11-30T16:57:00+00:00,REV
LONG,1.151400,1.150600,-0.000800,2007-11-30T16:57:00+00:00,2007-12-04T02:14:00+00:00,REV
SHORT,1.150600,1.132700,0.017900,2007-12-04T02:14:00+00:00,2007-12-10T02:58:00+00:00,REV
LONG,1.132700,1.129000,-0.003700,2007-12-10T02:58:00+00:00,2007-12-11T14:44:00+00:00,REV
SHORT,1.129000,1.126400,0.002600,2007-12-11T14:44:00+00:00,2007-12-17T02:32:00+00:00,REV
LONG,1.126400,1.135400,0.009000,2007-12-17T02:32:00+00:00,2007-12-19T18:00:00+00:00,REV
SHORT,1.135400,1.137700,-0.002300,2007-12-19T18:00:00+00:00,2007-12-24T00:11:00+00:00,REV
LONG,1.137700,1.135300,-0.002400,2007-12-24T00:11:00+00:00,2007-12-27T11:36:00+00:00,REV
SHORT,1.135300,1.141900,-0.006600,2007-12-27T11:36:00+00:00,2007-12-27T16:17:00+00:00,REV
LONG,1.141900,1.133400,-0.008500,2007-12-27T16:17:00+00:00,2007-12-28T04:21:00+00:00,REV
SHORT,1.133400,1.139700,-0.006300,2007-12-28T04:21:00+00:00,2007-12-31T15:43:00+00:00,REV
LONG,1.139700,1.136600,-0.003100,2007-12-31T15:43:00+00:00,2008-01-03T09:47:00+00:00,REV
SHORT,1.136600,1.144400,-0.007800,2008-01-03T09:47:00+00:00,2008-01-04T02:55:00+00:00,REV
LONG,1.144400,1.135500,-0.008900,2008-01-04T02:55:00+00:00,2008-01-07T20:50:00+00:00,REV
SHORT,1.135500,1.144500,-0.009000,2008-01-07T20:50:00+00:00,2008-01-08T17:23:00+00:00,REV
LONG,1.144500,1.140600,-0.003900,2008-01-08T17:23:00+00:00,2008-01-10T02:09:00+00:00,REV
SHORT,1.140600,1.140900,-0.000300,2008-01-10T02:09:00+00:00,2008-01-16T11:43:00+00:00,REV
LONG,1.140900,1.151300,0.010400,2008-01-16T11:43:00+00:00,2008-01-22T09:55:00+00:00,REV
SHORT,1.151300,1.144800,0.006500,2008-01-22T09:55:00+00:00,2008-01-24T01:04:00+00:00,REV
LONG,1.144800,1.139000,-0.005800,2008-01-24T01:04:00+00:00,2008-01-28T12:19:00+00:00,REV
SHORT,1.139000,1.141600,-0.002600,2008-01-28T12:19:00+00:00,2008-02-01T15:27:00+00:00,REV
LONG,1.141600,1.141600,0.000000,2008-02-01T15:27:00+00:00,2008-02-06T13:32:00+00:00,REV
SHORT,1.141600,1.139400,0.002200,2008-02-06T13:32:00+00:00,2008-02-08T12:32:00+00:00,REV
LONG,1.139400,1.147500,0.008100,2008-02-08T12:32:00+00:00,2008-02-19T00:15:00+00:00,REV
SHORT,1.147500,1.153500,-0.006000,2008-02-19T00:15:00+00:00,2008-02-19T02:48:00+00:00,REV
LONG,1.153500,1.148300,-0.005200,2008-02-19T02:48:00+00:00,2008-02-21T15:25:00+00:00,REV
