direction,entry,exit,pnl,open_time,close_time,reason
SHORT,0.879900,0.871990,0.007910,2007-10-15T00:00:00+00:00,2007-10-24T04:31:00+00:00,REV
LONG,0.871990,0.875100,0.003110,2007-10-24T04:31:00+00:00,2007-10-30T07:33:00+00:00,REV
SHORT,0.875100,0.863890,0.011210,2007-10-30T07:33:00+00:00,2007-11-07T22:14:00+00:00,REV
LONG,0.863890,0.855500,-0.008390,2007-11-07T22:14:00+00:00,2007-11-12T00:03:00+00:00,REV
SHORT,0.855500,0.864290,-0.008790,2007-11-12T00:03:00+00:00,2007-11-14T04:25:00+00:00,REV
LONG,0.864290,0.864700,0.000410,2007-11-14T04:25:00+00:00,2007-11-20T04:06:00+00:00,REV
SHORT,0.864700,0.876690,-0.011990,2007-11-20T04:06:00+00:00,2007-11-20T16:34:00+00:00,REV
LONG,0.876690,0.863300,-0.013390,2007-11-20T16:34:00+00:00,2007-11-21T10:36:00+00:00,REV
SHORT,0.863300,0.869890,-0.006590,2007-11-21T10:36:00+00:00,2007-11-26T00:00:00+00:00,REV
LONG,0.869890,0.878900,0.009010,2007-11-26T00:00:00+00:00,2007-12-04T02:30:00+00:00,REV
SHORT,0.878900,0.888790,-0.009890,2007-12-04T02:30:00+00:00,2007-12-04T16:17:00+00:00,REV
LONG,0.888790,0.879100,-0.009690,2007-12-04T16:17:00+00:00,2007-12-07T14:02:00+00:00,REV
SHORT,0.879100,0.888690,-0.009590,2007-12-07T14:02:00+00:00,2007-12-10T17:08:00+00:00,REV
LONG,0.888690,0.883900,-0.004790,2007-12-10T17:08:00+00:00,2007-12-14T16:12:00+00:00,REV
SHORT,0.883900,0.862790,0.021110,2007-12-14T16:12:00+00:00,2007-12-31T02:47:00+00:00,REV
LONG,0.862790,0.868900,0.006110,2007-12-31T02:47:00+00:00,2008-01-04T03:41:00+00:00,REV
SHORT,0.868900,0.880290,-0.011390,2008-01-04T03:41:00+00:00,2008-01-08T04:14:00+00:00,REV
LONG,0.880290,0.901100,0.020810,2008-01-08T04:14:00+00:00,2008-01-15T22:03:00+00:00,REV
SHORT,0.901100,0.893790,0.007310,2008-01-15T22:03:00+00:00,2008-01-29T02:10:00+00:00,REV
LONG,0.893790,0.883600,-0.010190,2008-01-29T02:10:00+00:00,2008-01-29T15:45:00+00:00,REV
SHORT,0.883600,0.893790,-0.010190,2008-01-29T15:45:00+00:00,2008-01-31T15:37:00+00:00,REV
LONG,0.893790,0.898300,0.004510,2008-01-31T15:37:00+00:00,2008-02-07T01:45:00+00:00,REV
SHORT,0.898300,0.906890,-0.008590,2008-02-07T01:45:00+00:00,2008-02-11T17:47:00+00:00,REV
