direction,entry,exit,pnl,open_time,close_time,reason
LONG,0.612780,0.618500,0.005720,2002-03-06T09:36:00+00:00,2002-03-18T09:12:00+00:00,REV
SHORT,0.618500,0.620280,-0.001780,2002-03-18T09:12:00+00:00,2002-03-19T17:19:00+00:00,REV
LONG,0.620280,0.616000,-0.004280,2002-03-19T17:19:00+00:00,2002-03-25T02:00:00+00:00,REV
SHORT,0.616000,0.613380,0.002620,2002-03-25T02:00:00+00:00,2002-04-02T00:07:00+00:00,REV
LONG,0.613380,0.610800,-0.002580,2002-04-02T00:07:00+00:00,2002-04-02T01:26:00+00:00,REV
SHORT,0.610800,0.614080,-0.003280,2002-04-02T01:26:00+00:00,2002-04-17T10:21:00+00:00,REV
LONG,0.614080,0.612800,-0.001280,2002-04-17T10:21:00+00:00,2002-04-23T00:17:00+00:00,REV
SHORT,0.612800,0.618880,-0.006080,2002-04-23T00:17:00+00:00,2002-04-29T02:02:00+00:00,REV
LONG,0.618880,0.617500,-0.001380,2002-04-29T02:02:00+00:00,2002-05-01T04:19:00+00:00,REV
SHORT,0.617500,0.624780,-0.007280,2002-05-01T04:19:00+00:00,2002-05-06T02:03:00+00:00,REV
LONG,0.624780,0.622700,-0.002080,2002-05-06T02:03:00+00:00,2002-05-08T01:31:00+00:00,REV
SHORT,0.622700,0.624280,-0.001580,2002-05-08T01:31:00+00:00,2002-05-13T01:59:00+00:00,REV
LONG,0.624280,0.622300,-0.001980,2002-05-13T01:59:00+00:00,2002-05-15T04:01:00+00:00,REV
SHORT,0.622300,0.631480,-0.009180,2002-05-15T04:01:00+00:00,2002-05-20T01:59:00+00:00,REV
LONG,0.631480,0.643500,0.012020,2002-05-20T01:59:00+00:00,2002-06-11T15:04:00+00:00,REV
SHORT,0.643500,0.641580,0.001920,2002-06-11T15:04:00+00:00,2002-06-19T14:09:00+00:00,REV
LONG,0.641580,0.645100,0.003520,2002-06-19T14:09:00+00:00,2002-06-26T21:53:00+00:00,REV
SHORT,0.645100,0.644280,0.000820,2002-06-26T21:53:00+00:00,2002-07-08T10:08:00+00:00,REV
LONG,0.644280,0.639500,-0.004780,2002-07-08T10:08:00+00:00,2002-07-10T15:16:00+00:00,REV
SHORT,0.639500,0.642580,-0.003080,2002-07-10T15:16:00+00:00,2002-07-15T16:35:00+00:00,REV
LONG,0.642580,0.641000,-0.001580,2002-07-15T16:35:00+00:00,2002-07-19T23:28:00+00:00,REV
