direction,entry,exit,pnl,open_time,close_time,reason
LONG,0.960330,0.949900,-0.010430,2000-06-07T17:11:00+00:00,2000-06-21T13:14:00+00:00,REV
SHORT,0.949900,0.947730,0.002170,2000-06-21T13:14:00+00:00,2000-06-29T11:59:00+00:00,REV
LONG,0.947730,0.946700,-0.001030,2000-06-29T11:59:00+00:00,2000-07-07T15:47:00+00:00,REV
SHORT,0.946700,0.938430,0.008270,2000-07-07T15:47:00+00:00,2000-07-25T10:12:00+00:00,REV
LONG,0.938430,0.931300,-0.007130,2000-07-25T10:12:00+00:00,2000-07-28T10:15:00+00:00,REV
SHORT,0.931300,0.911630,0.019670,2000-07-28T10:15:00+00:00,2000-08-11T10:08:00+00:00,REV
LONG,0.911630,0.901300,-0.010330,2000-08-11T10:08:00+00:00,2000-08-22T09:57:00+00:00,REV
SHORT,0.901300,0.870530,0.030770,2000-08-22T09:57:00+00:00,2000-09-22T13:54:00+00:00,REV
LONG,0.870530,0.875200,0.004670,2000-09-22T13:54:00+00:00,2000-10-03T17:44:00+00:00,REV
SHORT,0.875200,0.844630,0.030570,2000-10-03T17:44:00+00:00,2000-10-30T10:52:00+00:00,REV
LONG,0.844630,0.852200,0.007570,2000-10-30T10:52:00+00:00,2000-11-09T13:55:00+00:00,REV
SHORT,0.852200,0.853630,-0.001430,2000-11-09T13:55:00+00:00,2000-11-28T00:08:00+00:00,REV
LONG,0.853630,0.875900,0.022270,2000-11-28T00:08:00+00:00,2000-12-11T20:06:00+00:00,REV
SHORT,0.875900,0.893030,-0.017130,2000-12-11T20:06:00+00:00,2000-12-15T00:02:00+00:00,REV
LONG,0.893030,0.935400,0.042370,2000-12-15T00:02:00+00:00,2001-01-22T02:00:00+00:00,REV
SHORT,0.935400,0.937430,-0.002030,2001-01-22T02:00:00+00:00,2001-01-31T23:53:00+00:00,REV
LONG,0.937430,0.926100,-0.011330,2001-01-31T23:53:00+00:00,2001-02-08T10:11:00+00:00,REV
SHORT,0.926100,0.921330,0.004770,2001-02-08T10:11:00+00:00,2001-02-28T09:05:00+00:00,REV
LONG,0.921330,0.925400,0.004070,2001-02-28T09:05:00+00:00,2001-03-13T10:18:00+00:00,REV
SHORT,0.925400,0.898330,0.027070,2001-03-13T10:18:00+00:00,2001-04-04T00:15:00+00:00,REV
LONG,0.898330,0.885600,-0.012730,2001-04-04T00:15:00+00:00,2001-04-11T14:47:00+00:00,REV
SHORT,0.885600,0.894630,-0.009030,2001-04-11T14:47:00+00:00,2001-04-19T21:25:00+00:00,REV
LONG,0.894630,0.891000,-0.003630,2001-04-19T21:25:00+00:00,2001-04-27T17:06:00+00:00,REV
SHORT,0.891000,0.857030,0.033970,2001-04-27T17:06:00+00:00,2001-06-13T16:24:00+00:00,REV
LONG,0.857030,0.851300,-0.005730,2001-06-13T16:24:00+00:00,2001-06-28T14:34:00+00:00,REV
SHORT,0.851300,0.850830,0.000470,2001-06-28T14:34:00+00:00,2001-07-09T17:50:00+00:00,REV
LONG,0.850830,0.849300,-0.001530,2001-07-09T17:50:00+00:00,2001-07-17T09:38:00+00:00,REV
SHORT,0.849300,0.864530,-0.015230,2001-07-17T09:38:00+00:00,2001-07-18T13:45:00+00:00,REV
LONG,0.864530,0.875400,0.010870,2001-07-18T13:45:00+00:00,2001-08-08T10:48:00+00:00,REV
SHORT,0.875400,0.887530,-0.012130,2001-08-08T10:48:00+00:00,2001-08-09T15:37:00+00:00,REV
LONG,0.887530,0.908200,0.020670,2001-08-09T15:37:00+00:00,2001-08-24T18:37:00+00:00,REV
SHORT,0.908200,0.917030,-0.008830,2001-08-24T18:37:00+00:00,2001-08-30T18:39:00+00:00,REV
LONG,0.917030,0.903100,-0.013930,2001-08-30T18:39:00+00:00,2001-09-04T07:57:00+00:00,REV
SHORT,0.903100,0.908030,-0.004930,2001-09-04T07:57:00+00:00,2001-09-11T17:44:00+00:00,REV
LONG,0.908030,0.909000,0.000970,2001-09-11T17:44:00+00:00,2001-09-21T18:49:00+00:00,REV
SHORT,0.909000,0.923530,-0.014530,2001-09-21T18:49:00+00:00,2001-10-08T10:45:00+00:00,REV
LONG,0.923530,0.912600,-0.010930,2001-10-08T10:45:00+00:00,2001-10-10T10:41:00+00:00,REV
SHORT,0.912600,0.904130,0.008470,2001-10-10T10:41:00+00:00,2001-10-29T16:38:00+00:00,REV
LONG,0.904130,0.894300,-0.009830,2001-10-29T16:38:00+00:00,2001-11-07T01:35:00+00:00,REV
SHORT,0.894300,0.884630,0.009670,2001-11-07T01:35:00+00:00,2001-11-28T06:47:00+00:00,REV
LONG,0.884630,0.884800,0.000170,2001-11-28T06:47:00+00:00,2001-12-10T15:32:00+00:00,REV
SHORT,0.884800,0.909730,-0.024930,2001-12-10T15:32:00+00:00,2001-12-17T09:02:00+00:00,REV
