Date,Dividend,Split,DividendRaw
1995-01-25,0.061285,,
1995-04-24,0.061285,,
1995-07-27,0.061285,,
1995-10-27,0.063474,,
1996-01-29,0.063474,,
1996-04-26,0.065663,,
1996-07-29,0.065663,,
1996-10-29,0.065663,,
1997-01-29,0.065663,,
1997-04-28,0.065663,,
1997-07-29,0.065663,,
1997-10-29,0.065663,,
1998-01-28,0.065663,,
1998-04-28,0.065663,,
1998-07-29,0.065663,,
1998-10-28,0.067852,,
1999-01-27,0.067852,,
1999-04-28,0.067852,,
1999-07-28,0.067852,,
1999-10-27,0.067852,,
2000-01-27,0.067852,,
2000-04-26,0.067852,,
2000-07-27,0.067852,,
2000-10-27,0.067852,,
2001-01-29,0.067852,,
2001-04-26,0.067852,,
2001-06-12,,2,
2001-07-27,0.067852,,
2001-10-29,0.067852,,
2002-01-29,0.067852,,
2002-04-26,0.067852,,
2002-07-29,0.067852,,
2002-10-29,0.067852,,
2003-01-30,0.074418,,
2003-04-28,0.074418,,
2003-07-29,0.074418,,
2003-10-29,0.078795,,
2004-01-28,0.083173,,
2004-04-28,0.091928,,
2004-07-28,0.100683,,
2004-10-27,0.109438,,
2005-01-27,0.109438,,
2005-04-28,0.12257,,
2005-07-27,0.12257,,
2005-10-27,0.12257,,
2006-01-27,0.12257,,
2006-04-27,0.131326,,
2006-07-27,0.140081,,
2006-10-27,0.140081,,
2007-01-29,0.148836,,
2007-04-26,0.148836,,
2007-07-27,0.157591,,
2007-10-29,0.157591,,
2008-01-29,0.166346,,
2008-04-28,0.166346,,
2008-07-29,0.175101,,
2008-10-29,0.175101,,
2009-01-28,0.175101,,
2009-04-28,0.175101,,
2009-07-29,0.183856,,
2009-10-28,0.183856,,
2010-01-27,0.192611,,
2010-04-28,0.192611,,
2010-07-28,0.201366,,
2010-10-27,0.210121,,
2011-01-27,0.227631,,
2011-04-27,0.227631,,
2011-07-28,0.245141,,
2011-11-03,0.245141,,
2012-01-27,0.267029,,
2012-04-26,0.267029,,
2012-06-04,,2,
2012-08-02,0.288916,,
2012-11-01,0.288916,,
2013-01-29,0.315181,,
2013-04-26,0.315181,,
2013-08-01,0.332691,,
2013-10-31,0.332691,,
2014-02-03,,1.1422,
2014-02-06,0.4,,
2014-04-28,0.56,,
2014-07-31,0.575,,
2014-10-30,0.59,,
2015-01-28,0.605,,
2015-04-28,0.605,,
2015-07-30,0.605,,
2015-10-29,0.615,,
2016-01-28,0.615,,
2016-04-28,0.615,,
2016-08-04,0.615,,
2016-10-27,0.615,,
2017-01-26,0.615,,
2017-04-27,0.615,,
2017-08-03,0.745,,
2017-11-03,0.745,,
2018-01-26,0.77,,
2018-04-27,0.795,,
2018-08-03,0.825,,
2018-11-02,0.855,,
2019-01-25,0.86,,
2019-04-26,0.865,,
2019-08-05,0.89,,
2019-11-01,0.915,,
2020-01-24,0.935,,
2020-04-24,0.935,,
2020-07-31,0.935,,
2020-10-30,0.935,,
2021-01-29,0.935,,
2021-04-23,0.935,,
2021-07-30,0.935,,
2021-10-29,0.935,,
2022-01-28,0.935,,
2022-04-29,0.935,,
2022-07-29,0.935,,
2022-10-31,0.935,,
2023-01-27,0.955,,
2023-04-28,0.955,,
2023-07-31,0.955,,
2023-10-31,0.955,,
2024-01-29,0.99,,
2024-04-30,0.99,,
2024-08-01,0.99,,
2024-11-01,0.99,,
2025-02-03,1.03,,
2025-05-05,1.03,,
2025-08-01,1.03,,
2025-11-03,1.03,,
2026-02-02,1.07,,
2026-05-04,1.07,,
2026-08-03,1.07,,
