Date,Shares
2015-12-09,413790000
2016-09-07,413790000
2016-12-07,394120000
2017-03-28,392000000
2017-04-05,392000000
2017-06-07,389182016
2017-09-06,385592000
2018-11-13,373366016
2018-11-14,373366016
2018-11-15,373366016
2018-11-19,373366016
2018-11-21,373366016
2018-11-22,373366016
2018-11-26,373366016
2018-11-28,373366016
2018-11-29,373366016
2018-12-02,373366016
2018-12-03,373366016
2018-12-04,373366016
2018-12-06,373366016
2018-12-07,373366016
2018-12-10,373366016
2018-12-11,373366016
2018-12-12,373366016
2018-12-14,373366016
2018-12-16,373366016
2018-12-17,370588992
2018-12-19,370588992
2018-12-21,370588992
2018-12-30,370588992
2019-01-05,370588992
2019-01-07,370588992
2019-01-09,370588992
2019-01-10,370588992
2019-01-12,370588992
2019-01-14,370588992
2019-01-16,370588992
2019-01-20,370588992
2019-01-24,370588992
2019-01-25,370588992
2019-01-26,370588992
2019-01-29,370588992
2019-01-30,370588992
2019-02-04,370588992
2019-02-07,370588992
2019-02-12,370588992
2019-02-13,370588992
2019-02-15,370588992
2019-02-16,370588992
2019-02-17,370588992
2019-02-18,370588992
2019-02-20,370588992
2019-02-27,370588992
2019-02-28,370588992
2019-03-01,370588992
2019-03-07,370588992
2019-03-08,370588992
2019-03-10,370588992
2019-03-14,370588992
2019-03-17,370588992
2019-03-19,370588992
2019-03-26,370588992
2019-03-29,370588992
2019-04-01,370588992
2019-04-05,368247008
2019-04-07,368247008
2019-04-09,368247008
2019-04-14,367440992
2019-04-16,367440992
2019-04-17,367440992
2019-04-18,367440992
2019-04-21,367440992
2019-04-22,367440992
2019-04-29,367440992
2019-04-30,367440992
2019-05-02,367440992
2019-05-04,367440992
2019-05-05,367440992
2019-05-08,367440992
2019-05-09,367440992
2019-05-10,367440992
2019-05-12,367440992
2019-05-14,367440992
2019-05-19,367440992
2019-05-21,367440992
2019-05-22,367440992
2019-05-28,367440992
2019-06-03,367440992
2019-06-05,367440992
2019-06-06,367440992
2019-06-10,367440992
2019-06-11,367440992
2019-06-17,364696000
2019-06-19,364696000
2019-06-21,364696000
2019-06-23,364696000
2019-06-30,364696000
2019-07-15,375752992
2019-07-16,364696000
2019-07-24,365280992
2019-07-26,364696000
2019-08-29,364696000
2019-09-24,361729984
2019-10-10,361729984
2019-11-15,363099008
2019-11-16,361729984
2019-11-19,361729984
2019-12-13,358881984
2019-12-18,357063008
2019-12-19,358881984
2020-01-08,357048992
2020-01-09,363068992
2020-01-10,364139008
2020-01-11,359940000
2020-01-12,358881984
2020-02-06,366254016
2020-02-07,357220000
2020-02-08,358881984
2020-02-12,363252000
2020-02-13,359961984
2020-02-14,358881984
2020-04-02,355896992
2020-04-09,355387008
2020-05-21,351476992
2020-05-22,355387008
2020-06-12,355921984
2020-08-28,355921984
2020-09-05,358844000
2020-09-06,355921984
2020-09-11,356006016
2020-09-21,362217984
2020-09-22,356006016
2020-11-26,356006016
2020-12-11,356463008
2021-03-17,356463008
2021-03-31,356523008
2021-04-07,356611008
2021-04-23,355300000
