Date,Dividend,Split
1995-03-03,0.14313,
1995-06-02,0.14313,
1995-09-05,0.162214,
1995-12-06,0.162214,
1996-03-06,0.162214,
1996-06-06,0.162214,
1996-09-04,0.19084,
1996-12-05,0.19084,
1997-03-05,0.200382,
1997-06-05,0.200382,
1997-09-03,0.214695,
1997-12-03,0.214695,
1998-03-04,0.214695,
1998-06-03,0.214695,
1998-09-02,0.257634,
1998-12-02,0.257634,
1999-02-17,,2
1999-03-03,0.257634,
1999-06-02,0.257634,
1999-09-01,0.276718,
1999-12-01,0.276718,
2000-03-01,0.276718,
2000-05-31,0.276718,
2000-08-30,0.324427,
2000-12-06,0.324427,
2001-03-07,0.324427,
2001-05-31,0.324427,
2001-08-30,0.333969,
2001-12-05,0.333969,
2002-03-06,0.333969,
2002-06-05,0.333969,
2002-09-04,0.343511,
2002-12-04,0.343511,
2003-03-05,0.343511,
2003-06-04,0.343511,
2003-08-20,2.744275,
2003-09-03,0.353053,
2003-12-03,0.353053,
2004-03-03,0.353053,
2004-06-02,0.353053,
2004-09-01,0.362595,
2004-12-01,0.362595,
2005-03-02,0.362595,
2005-06-01,0.362595,
2005-08-31,0.362595,
2005-11-30,0.362595,
2006-03-08,0.362595,
2006-05-31,0.362595,
2006-08-30,0.362595,
2006-12-06,0.362595,
2007-03-07,0.362595,
2007-06-06,0.362595,
2007-09-05,0.362595,
2007-12-05,0.362595,
2008-03-05,0.362595,
2008-06-04,0.362595,
2008-09-03,0.362595,
2008-12-03,0.362595,
2009-03-04,0.362595,
2009-06-04,0.362595,
2009-09-02,0.362595,
2009-12-11,0.362595,
2010-03-11,0.362595,
2010-06-11,0.362595,
2010-09-13,0.362595,
2010-12-13,0.362595,
2011-03-11,0.362595,
2011-06-13,0.362595,
2011-09-13,0.362595,
2011-12-13,0.400763,
2012-03-13,0.400763,
2012-06-13,0.400763,
2012-09-13,0.400763,
2012-12-13,0.410305,
2013-03-13,0.410305,
2013-06-13,0.410305,
2013-09-12,0.410305,
2013-12-12,0.419847,
2014-03-13,0.419847,
2014-06-12,0.419847,
2014-09-11,0.419847,
2014-12-11,0.429389,
2015-03-12,0.429389,
2015-06-11,0.429389,
2015-09-11,0.429389,
2015-12-11,0.438931,
2016-03-11,0.438931,
2016-06-13,0.438931,
2016-09-13,0.438931,
2016-12-13,0.448473,
2017-03-13,0.448473,
2017-06-13,0.448473,
2017-09-14,0.448473,
2017-12-14,0.458015,
2018-03-14,0.458015,
2018-06-14,0.458015,
2018-09-14,0.458015,
2018-12-14,0.524809,
2019-03-14,0.524809,
2019-06-14,0.524809,
2019-09-13,0.524809,
2019-12-13,0.582061,
2020-03-13,0.582061,
2020-06-12,0.582061,
2020-09-14,0.582061,
2020-12-14,0.620229,
2021-03-12,0.620229,
2021-06-03,,1.048
2021-06-14,0.65,
2021-09-14,0.65,
2021-12-14,0.69,
2022-03-14,0.69,
2022-06-14,0.69,
2022-09-14,0.69,
2022-12-14,0.73,
2023-03-14,0.73,
2023-06-14,0.73,
2023-09-14,0.73,
2023-12-14,0.77,
2024-03-14,0.77,
2024-06-17,0.77,
2024-09-16,0.77,
2024-12-16,0.81,
2025-03-17,0.81,
2025-06-16,0.81,
2025-09-15,0.81,
2025-12-15,0.85,
2026-03-16,0.85,
2026-06-15,0.85,
2026-09-15,0.85,
