Date,Dividend,Split
1995-03-03,0.026453,
1995-06-06,0.026453,
1995-08-31,0.026453,
1995-11-30,0.027733,
1996-03-05,0.027733,
1996-06-06,0.027733,
1996-08-30,0.027733,
1996-12-05,0.0288,
1997-03-03,0.0288,
1997-06-04,0.0288,
1997-08-29,0.0288,
1997-12-03,0.029867,
1998-03-02,0.029867,
1998-06-09,0.029867,
1998-08-31,0.029867,
1998-12-02,0.031467,
1999-03-05,0.031467,
1999-06-03,0.031467,
1999-09-02,0.031467,
1999-12-01,0.033067,
2000-03-08,0.033067,
2000-06-07,0.033067,
2000-09-01,0.033067,
2000-12-04,0.0352,
2001-03-06,0.0352,
2001-06-05,0.0352,
2001-08-29,0.0352,
2001-12-03,0.037333,
2002-03-01,0.037333,
2002-06-04,0.037333,
2002-08-30,0.037333,
2002-12-04,0.04,
2003-02-28,0.04,
2003-06-05,0.04,
2003-08-29,0.04,
2003-12-03,0.045333,
2004-01-21,,2
2004-03-04,0.04544,
2004-06-03,0.04544,
2004-09-02,0.04544,
2004-12-02,0.052267,
2005-03-08,0.052267,
2005-06-02,0.052267,
2005-09-06,0.052267,
2005-12-01,0.059733,
2006-03-06,0.059733,
2006-06-05,0.059733,
2006-09-05,0.059733,
2006-11-30,0.06464,
2007-03-02,0.06464,
2007-04-09,0.35264,
2007-06-04,0.06464,
2007-08-30,0.06464,
2007-12-03,0.072533,
2008-03-03,0.072533,
2008-06-02,0.072533,
2008-09-04,0.072533,
2008-10-28,,1.25
2008-12-04,0.0768,
2009-03-04,0.0768,
2009-06-04,0.0768,
2009-09-03,0.0768,
2009-12-03,0.08,
2010-03-04,0.08,
2010-06-03,0.08,
2010-09-02,0.08,
2010-12-03,0.085333,
2010-12-08,0.266667,
2011-03-07,0.085333,
2011-06-06,0.085333,
2011-09-01,0.085333,
2011-12-02,0.093333,
2012-03-01,0.093333,
2012-06-04,0.093333,
2012-08-13,,1.5
2012-09-05,0.0932,
2012-12-03,0.102,
2013-03-06,0.102,
2013-06-03,0.102,
2013-09-03,0.102,
2013-12-02,0.116,
2014-03-05,0.116,
2014-06-02,0.116,
2014-09-04,0.116,
2014-12-02,0.126,
2015-03-06,0.126,
2015-06-01,0.126,
2015-09-03,0.126,
2015-12-01,0.136,
2016-03-07,0.136,
2016-06-02,0.136,
2016-08-19,,2
2016-08-30,0.136,
2016-11-30,0.1464,
2017-03-02,0.1464,
2017-06-01,0.1464,
2017-09-06,0.1464,
2017-12-06,0.1584,
2018-03-01,,1.25
2018-03-02,0.158,
2018-03-29,1,
2018-06-05,0.158,
2018-09-05,0.158,
2018-12-06,0.166,
2019-03-01,0.166,
2019-06-05,0.166,
2019-09-05,0.166,
2019-12-04,0.174,
2020-03-06,0.174,
2020-06-05,0.174,
2020-09-03,0.174,
2020-12-03,0.18,
2021-03-05,0.18,
2021-06-07,0.18,
2021-09-02,0.18,
2021-12-02,0.189,
2021-12-08,1,
2022-03-07,0.189,
2022-06-07,0.189,
2022-09-02,0.189,
2022-12-01,0.206,
2023-03-07,0.206,
2023-06-07,0.206,
2023-09-01,0.206,
2023-11-30,0.218,
2024-03-07,0.218,
2024-06-07,0.218,
2024-09-03,0.218,
2024-12-06,0.227,
2025-03-07,0.227,
2025-06-09,0.227,
2025-09-03,0.227,
2025-12-05,0.231,
2026-03-09,0.231,
2026-06-10,0.231,
2026-09-03,0.231,
