Date,Dividend,Split,DividendRaw
1995-04-03,0.062222,,
1995-07-05,0.062222,,
1995-10-04,0.064444,,
1996-01-03,0.064444,,
1996-04-02,0.064444,,
1996-07-02,0.064444,,
1996-10-02,0.064444,,
1996-12-31,0.064444,,
1997-04-02,0.064444,,
1997-06-27,0.064444,,
1997-08-04,,2,
1997-10-01,0.066667,,
1997-12-30,0.066667,,
1998-04-07,0.066667,,
1998-07-08,0.066667,,
1998-10-21,0.057778,,
1998-11-09,2.760889,,
1999-01-06,0.04,,
1999-04-07,0.04,,
1999-07-07,0.04,,
1999-10-06,0.04,,
2000-01-05,0.04,,
2000-04-05,0.04,,
2000-07-05,0.04,,
2000-10-06,0.04,,
2001-01-05,0.04,,
2001-04-04,0.04,,
2001-07-03,0.04,,
2001-10-03,0.017778,,
2002-01-08,0.04,,
2002-04-03,0.04,,
2002-07-02,0.04,,
2002-10-02,0.04,,
2003-01-06,0.04,,
2003-04-01,0.04,,
2003-07-01,0.04,,
2003-10-01,0.048889,,
2004-01-05,0.048889,,
2004-03-31,0.048889,,
2004-06-30,0.048889,,
2004-10-04,0.048889,,
2005-01-03,0.048889,,
2005-03-30,0.048889,,
2005-07-01,0.048889,,
2005-10-03,0.048889,,
2006-01-03,0.048889,,
2006-04-05,0.048889,,
2006-07-05,0.057778,,
2006-10-04,0.057778,,
2007-01-03,0.057778,,
2007-04-03,0.057778,,
2007-07-03,0.057778,,
2007-10-03,0.057778,,
2008-01-02,0.057778,,
2008-04-02,0.062222,,
2008-07-02,0.062222,,
2008-10-01,0.062222,,
2008-12-30,0.062222,,
2009-04-01,0.062222,,
2009-07-01,0.062222,,
2009-09-30,0.062222,,
2010-01-04,0.066667,,
2010-03-30,0.066667,,
2010-06-30,0.066667,,
2010-09-29,0.071111,,
2011-01-04,0.071111,,
2011-03-30,0.071111,,
2011-05-27,0.073333,,
2011-07-05,,1.5,
2011-10-05,0.08,,
2012-01-04,0.08,,
2012-04-03,0.1,,
2012-07-03,0.1,,
2012-10-03,0.1,,
2013-01-02,0.1,,
2013-04-03,0.113333,,
2013-07-02,0.113333,,
2013-10-02,0.113333,,
2013-12-31,0.113333,,
2014-04-01,0.126667,,
2014-05-29,0.126667,,
2014-07-02,,1.5,
2014-10-01,0.127,,
2014-12-31,0.127,,
2015-03-31,0.135,,
2015-06-30,0.135,,
2015-09-30,0.135,,
2016-01-04,0.135,,
2016-03-31,0.14,,
2016-06-29,0.14,,
2016-10-05,0.14,,
2017-01-04,0.14,,
2017-03-30,0.15,,
2017-06-30,0.15,,
2017-10-05,0.15,,
2018-01-04,0.15,,
2018-04-02,0.16,,
2018-07-03,0.16,,
2018-10-04,0.16,,
2019-01-03,0.16,,
2019-04-04,0.173,,
2019-07-03,0.173,,
2019-10-03,0.173,,
2020-01-02,0.173,,
2020-04-02,0.188,,
2020-07-02,0.188,,
2020-10-02,0.188,,
2021-01-07,0.188,,
2021-04-01,0.198,,
2021-07-01,0.198,,
2021-10-01,0.198,,
2022-01-06,0.198,,
2022-04-01,0.208,,
2022-07-01,0.208,,
2022-10-06,0.208,,
2023-01-05,0.208,,
2023-03-31,0.225,,
2023-07-03,0.225,,
2023-10-05,0.225,,
2024-01-04,0.225,,
2024-04-04,0.24,,
2024-07-05,0.24,,
2024-10-04,0.24,,
2025-01-06,0.24,,
2025-04-03,0.27,,
2025-07-03,0.27,,
2025-10-03,0.27,,
2026-01-05,0.27,,
2026-04-02,0.33,,
2026-07-06,0.33,,
