Date,Dividend,Split
1995-02-23,0.0625,
1995-05-25,0.0625,
1995-08-30,0.0625,
1995-11-29,0.0625,
1996-02-28,0.0625,
1996-05-29,0.0625,
1996-08-29,0.0625,
1996-11-27,0.0625,
1997-02-26,0.0625,
1997-05-29,0.06875,
1997-08-28,0.06875,
1997-11-26,0.06875,
1998-02-26,0.06875,
1998-05-28,0.06875,
1998-08-28,0.06875,
1998-11-27,0.06875,
1999-02-25,0.06875,
1999-05-27,0.06875,
1999-08-30,0.06875,
1999-11-29,0.075,
2000-02-28,0.075,
2000-05-30,0.075,
2000-08-30,0.075,
2000-11-29,0.075,
2001-02-27,0.075,
2001-05-30,0.075,
2001-08-29,0.075,
2001-11-28,0.075,
2002-02-27,0.075,
2002-05-29,0.075,
2002-08-28,0.075,
2002-11-26,0.075,
2003-02-12,0.01875,
2003-05-13,0.075,
2003-08-13,0.075,
2003-11-12,0.075,
2004-02-13,0.075,
2004-05-12,0.075,
2004-08-16,0.075,
2004-11-12,0.075,
2005-02-17,0.075,
2005-05-13,0.075,
2005-08-16,0.075,
2005-11-14,0.075,
2006-02-17,0.075,
2006-05-16,0.075,
2006-08-16,0.09,
2006-11-14,0.09,
2007-02-14,0.09,
2007-04-10,,2
2007-05-16,0.09,
2007-08-15,0.125,
2007-11-14,0.125,
2008-01-03,,2
2008-02-20,0.125,
2008-05-21,0.125,
2008-08-20,0.175,
2008-11-19,0.175,
2009-02-18,0.175,
2009-05-20,0.175,
2009-08-19,0.175,
2009-11-18,0.175,
2010-02-17,0.175,
2010-05-19,0.175,
2010-08-19,0.263,
2010-11-18,0.263,
2011-02-16,0.263,
2011-05-18,0.263,
2011-08-18,0.4,
2011-11-17,0.4,
2012-02-22,0.4,
2012-05-16,0.4,
2012-08-20,0.5,
2012-11-20,0.5,
2013-02-20,0.5,
2013-05-22,0.5,
2013-08-20,0.625,
2013-11-19,0.625,
2014-02-19,0.625,
2014-05-21,0.625,
2014-08-20,0.78,
2014-11-18,0.78,
2015-02-13,0.78,
2015-05-19,0.78,
2015-08-19,0.975,
2015-11-18,0.975,
2016-02-17,0.975,
2016-05-18,0.975,
2016-08-18,1.025,
2016-11-17,1.025,
2017-02-22,1.025,
2017-05-17,1.025,
2017-08-16,1.08,
2017-11-16,1.08,
2018-02-22,1.08,
2018-05-17,1.08,
2018-08-21,1.14,
2018-11-14,1.14,
2019-02-21,1.14,
2019-05-23,1.14,
2019-08-20,1.311,
2019-11-13,1.311,
2020-02-20,1.311,
2020-05-21,1.311,
2020-08-20,1.311,
2020-11-19,1.35,
2021-02-18,1.35,
2021-05-20,1.35,
2021-08-19,1.45,
2021-11-18,1.45,
2022-02-17,1.45,
2022-05-19,1.45,
2022-08-18,1.57,
2022-11-17,1.57,
2023-02-23,1.57,
2023-05-18,1.57,
2023-08-24,1.68,
2023-11-22,1.68,
2024-02-22,1.68,
2024-05-23,1.68,
2024-08-23,1.82,
2024-11-22,1.82,
2025-02-21,1.82,
2025-05-23,1.82,
2025-08-22,2,
2025-11-21,2,
2026-02-20,2,
2026-05-22,2,
2026-08-21,2.2,
