Date,Dividend,Split
2014-02-25,0.88,
2014-09-02,1.095,
2015-09-08,0.985,
2016-02-23,0.965,
2016-09-06,1.1,
2017-02-24,0.99,
2017-09-01,0.238,
2017-09-05,1.19,
2018-02-27,1.03,
2018-09-07,1.175,
2019-03-04,1.055,
2019-04-26,0.59,
2019-09-10,0.6,
2019-11-26,0.575,
2020-03-03,0.575,
2020-05-27,0.575,
2020-09-02,0.575,
2020-11-23,0.59,
2021-02-23,0.59,
2021-05-25,0.59,
2021-09-07,0.59,
2021-11-23,0.6,
2022-02-22,0.6,
2022-05-24,0.6,
2022-09-07,0.6,
2022-11-22,0.615,
2023-02-28,0.615,
2023-05-23,0.615,
2023-09-06,0.615,
2023-11-21,0.625,
2024-02-27,0.625,
2024-05-21,0.625,
2024-09-06,0.625,
2024-11-21,0.64,
2025-02-26,0.64,
2025-05-22,0.64,
2025-09-05,0.64,
2025-11-28,0.65,
2026-01-15,,0.2
2026-02-25,0.65,
2026-05-28,0.65,
2026-09-04,0.65,
