Date,Dividend,Split
1995-02-06,0.008194,
1995-05-04,0.008194,
1995-08-08,0.008194,
1995-11-08,0.008194,
1996-02-07,0.008487,
1996-05-08,0.008487,
1996-08-07,0.008487,
1996-11-06,0.008487,
1997-02-06,0.008779,
1997-05-07,0.008779,
1997-08-06,0.008779,
1997-11-06,0.008779,
1998-02-06,0.008779,
1998-05-06,0.008779,
1998-08-06,0.008779,
1998-11-06,0.002926,
1999-02-08,0.002926,
1999-05-06,0.002926,
1999-08-06,0.002926,
1999-11-08,0.002926,
2000-02-08,0.002926,
2000-05-08,0.002926,
2000-08-08,0.002926,
2000-11-08,0.002926,
2001-02-07,0.002926,
2001-05-08,0.002926,
2001-08-08,0.002926,
2002-02-07,0.002926,
2002-05-08,0.002926,
2002-08-07,0.002926,
2002-11-06,0.002926,
2003-02-06,0.00439,
2003-03-11,,1.5
2003-05-07,0.00439,
2003-08-07,0.00439,
2003-11-06,0.00439,
2004-02-06,0.005267,
2004-05-06,0.005267,
2004-08-06,0.005267,
2004-11-08,0.005267,
2005-02-08,0.006584,
2005-03-11,,1.5
2005-05-06,0.006584,
2005-08-10,0.006584,
2005-11-08,0.006584,
2006-02-08,0.008296,
2006-05-05,0.008296,
2006-08-09,0.008296,
2006-11-08,0.008296,
2007-02-08,0.009877,
2007-05-09,0.009877,
2007-08-08,0.009877,
2007-11-07,0.009877,
2007-12-11,,1.5
2008-02-06,0.012444,
2008-05-07,0.012444,
2008-08-06,0.012444,
2008-11-06,0.012444,
2009-02-06,0.013827,
2009-05-06,0.013827,
2009-08-06,0.013827,
2009-11-06,0.013827,
2010-02-08,0.017778,
2010-05-06,0.017778,
2010-08-06,0.017778,
2010-11-08,0.017778,
2010-12-13,,1.5
2011-02-08,0.020741,
2011-05-06,0.020741,
2011-08-08,0.020741,
2011-11-08,0.020741,
2012-02-08,0.023704,
2012-05-08,0.023704,
2012-08-08,0.023704,
2012-11-07,0.059259,
2013-02-06,0.026667,
2013-05-08,0.026667,
2013-08-07,0.026667,
2013-11-06,0.053333,
2014-02-06,0.031111,
2014-05-07,0.031111,
2014-08-06,0.031111,
2014-11-06,0.060741,
2015-02-06,0.035556,
2015-03-11,,1.5
2015-05-06,0.035556,
2015-08-06,0.035556,
2015-11-06,0.08,
2016-02-08,0.044444,
2016-05-06,0.044444,
2016-08-08,0.044444,
2016-11-08,0.088889,
2017-02-08,0.051111,
2017-05-08,0.051111,
2017-08-08,0.051111,
2017-11-09,0.095556,
2018-02-08,0.062222,
2018-05-09,0.062222,
2018-08-09,0.062222,
2018-11-08,0.083111,
2018-12-11,,1.5
2019-02-08,0.07,
2019-05-09,0.07,
2019-08-08,0.07,
2019-11-07,0.103333,
2020-02-07,0.08,
2020-05-08,0.053333,
2020-08-07,0.053333,
2020-11-09,0.14,
2020-12-11,,1.5
2021-02-09,0.08,
2021-05-07,0.08,
2021-08-09,0.08,
2021-11-09,0.18,
2022-02-09,0.1,
2022-05-09,0.1,
2022-08-09,0.1,
2022-11-09,0.13,
2023-02-09,0.13,
2023-05-09,0.13,
2023-08-09,0.13,
2023-11-09,0.15,
2024-02-20,0.15,
2024-05-09,0.15,
2024-08-12,0.15,
2024-11-12,0.165,
2025-02-25,0.165,
2025-05-12,0.165,
2025-08-11,0.165,
2025-11-10,0.183,
2026-02-25,0.183,
2026-05-11,0.183,
2026-08-10,0.183,
