Date,Shares
2020-10-11,168447008
2020-11-04,168379008
2020-11-19,165410000
2020-11-20,168379008
2020-11-26,168379008
2021-01-09,168487008
2021-01-11,168487008
2021-01-16,168496992
2021-01-18,168496992
2021-02-03,164418000
2021-02-04,168496992
2021-03-02,168547008
2021-03-17,168547008
2021-03-18,168547008
2021-04-10,168760000
2021-04-12,168760000
2021-04-23,164828000
2021-04-24,164880000
2021-04-27,168760000
2021-05-06,169186000
2021-05-11,168762000
2021-05-12,168798000
2021-08-10,168924992
2021-09-30,168924992
2021-10-05,170478000
2021-10-06,169040992
2021-10-07,169040992
2021-10-19,169888000
2021-10-20,169040992
2021-10-23,169040992
2021-10-26,169732992
2021-10-27,169040992
2021-11-09,169060000
2022-02-11,169060000
2022-02-19,169168000
2022-02-22,169168000
2022-02-28,161196992
2022-03-15,163184000
2022-03-17,164780000
2022-03-20,161196992
2022-04-12,161002000
2022-05-07,161002000
2022-05-10,161007008
2022-06-03,163622000
2022-06-04,161007008
2022-06-11,168640000
2022-06-12,161007008
2022-06-24,161007008
2022-06-29,161774000
2022-06-30,161007008
2022-08-08,158674000
2022-08-11,157943008
2022-09-02,157943008
2022-09-10,155480992
2022-09-12,157943008
2022-09-17,162391008
2022-09-18,157943008
2022-11-05,157992992
2022-11-08,157943008
2022-11-09,157992992
2022-11-12,162494000
2023-02-21,155244000
2023-03-18,158319008
2023-03-21,155244000
2023-03-30,157644000
2023-04-01,155244000
2023-04-04,155928000
2023-04-05,155244000
2023-04-10,155602000
2023-04-11,155602000
2023-04-21,156116992
2023-04-22,155602000
2023-05-09,155619008
2023-05-11,155787008
2023-05-12,155619008
2023-07-12,156244992
2023-07-13,155619008
2023-07-19,156144000
2023-07-21,155619008
2023-08-21,155619008
2023-09-08,154738000
2023-10-25,154738000
2023-10-28,154738000
2023-11-01,154738000
2023-11-04,154328000
2023-11-08,155378000
2023-11-09,154328000
2023-11-15,154328000
2023-11-21,154328000
2023-11-22,154328000
2023-11-23,154328000
2023-11-25,154328000
2023-11-29,154328000
2023-12-01,154328000
2023-12-06,154328000
2023-12-07,154328000
2023-12-08,154328000
2023-12-15,154328000
2023-12-20,154328000
2023-12-22,154328000
2023-12-23,154507008
2023-12-26,154328000
2023-12-30,154328000
2024-01-03,154328000
2024-01-05,154466000
2024-01-06,155436000
2024-01-09,154328000
2024-01-10,154328000
2024-01-11,154328000
2024-01-12,154328000
2024-01-13,154328000
2024-01-24,154328000
2024-01-25,154328000
2024-01-26,154328000
2024-01-27,154328000
2024-01-30,154328000
2024-02-01,154328000
2024-02-02,154328000
2024-02-08,154328000
2024-02-09,154328000
2024-02-10,154328000
2024-02-14,154328000
2024-02-16,154328000
2024-02-17,153900000
2024-03-12,153900000
2024-03-26,154804992
2024-03-27,153900000
2024-04-12,155714000
2024-04-13,153900000
2024-04-16,154652000
2024-04-17,154652000
2024-04-18,154652000
2024-04-25,154652000
2024-04-27,154652000
2024-04-30,154652000
2024-05-04,157962000
2024-05-15,154630000
2024-05-16,154400000
2024-05-18,155875008
2024-05-24,157411008
2024-06-05,154400000
2024-06-12,157444000
2024-06-15,156870000
2024-06-28,155534000
2024-07-12,154828992
2024-07-13,154400000
2024-07-18,154400000
2024-07-19,155138000
2024-07-20,154400000
2024-07-24,154830000
2024-07-25,154600000
2024-07-26,154400000
2024-07-31,156184992
2024-08-01,154400000
2024-08-02,171832992
2024-08-03,153700000
2024-08-06,153700000
2024-08-07,153700000
2024-08-17,153700000
2024-08-20,153700000
2024-08-27,154008000
2024-08-29,155075008
2024-09-04,159388000
2024-09-06,155046000
2024-09-07,156344000
2024-09-13,153700000
2024-09-21,153700000
2024-10-01,154338000
2024-10-08,154480000
2024-10-09,153700000
2024-10-15,153700000
2024-10-18,157491008
2024-10-23,155990000
2024-10-24,153700000
2024-10-26,154603008
2024-10-29,153700000
2024-10-30,156236992
2024-11-02,150200000
2024-11-13,150200000
2024-11-19,152036992
2024-11-20,150200000
2024-12-04,151666000
2024-12-18,150200000
2025-01-11,150200000
2025-01-14,150200000
2025-02-01,152226000
2025-02-13,150598000
2025-02-15,148700000
2025-03-04,148700000
2025-03-11,148700000
2025-03-22,149494000
2025-03-28,148700000
2025-04-02,148700000
2025-04-03,148700000
2025-04-11,148700000
2025-04-12,148320000
2025-04-22,151962000
2025-04-23,148320000
2025-05-03,147900000
2025-05-14,149062000
2025-05-15,147900000
2025-05-16,147900000
2025-05-31,147900000
2025-06-06,148230000
2025-06-12,148995008
2025-06-13,147900000
2025-06-18,147900000
2025-07-01,147900000
2025-07-11,147900000
2025-07-21,149298000
2025-07-22,147900000
2025-08-02,146700000
2025-08-25,148672992
2025-08-26,146700000
2025-09-15,147043008
2025-09-16,146700000
2025-09-26,146700000
2025-09-30,148105172
2025-10-01,147364117
2025-10-02,148034275
2025-10-06,148152475
2025-10-07,146700000
2025-10-25,146700000
2025-10-28,147799134
2025-10-29,146700000
2025-11-01,145100000
2025-11-15,146595460
2025-11-17,146700000
2026-02-14,145100000
2026-04-14,141600000
2026-05-09,140800000
2026-08-08,135200000
