Date,Dividend,Split
1995-01-05,0.120833,
1995-04-05,0.120833,
1995-07-07,0.120833,
1995-10-06,0.133333,
1996-01-09,0.133333,
1996-04-09,0.133333,
1996-07-09,0.133333,
1996-10-09,0.15,
1997-01-08,0.15,
1997-04-09,0.15,
1997-06-30,,2
1997-07-09,0.166667,
1997-10-08,0.166667,
1998-01-07,0.166667,
1998-04-07,0.166667,
1998-06-29,,1.5
1998-07-08,0.2,
1998-10-07,0.2,
1999-01-07,0.2,
1999-04-08,0.2,
1999-07-08,0.225,
1999-10-07,0.225,
2000-01-06,0.225,
2000-04-06,0.225,
2000-07-06,0.25,
2000-10-12,0.25,
2001-01-04,0.25,
2001-04-05,0.25,
2001-07-05,0.265,
2001-10-11,0.265,
2002-01-03,0.265,
2002-04-05,0.265,
2002-07-01,,2
2002-07-05,0.28,
2002-10-10,0.28,
2003-01-02,0.28,
2003-04-07,0.28,
2003-07-07,0.31,
2003-10-10,0.31,
2003-12-31,0.31,
2004-04-06,0.31,
2004-07-02,0.34,
2004-10-13,0.34,
2005-03-11,0.17,
2005-04-05,0.17,
2005-07-05,0.17,
2005-10-13,0.17,
2006-01-05,0.17,
2006-04-05,0.17,
2006-07-05,0.17,
2006-10-12,0.17,
2007-01-22,0.19,
2007-04-03,0.19,
2007-07-03,0.19,
2007-10-11,0.19,
2008-01-24,0.2,
2008-04-04,0.2,
2008-07-03,0.2,
2008-10-14,0.2,
2009-01-28,0.2,
2009-04-07,0.2,
2009-07-08,0.2,
2009-10-07,0.2,
2010-01-27,0.2,
2010-04-07,0.2,
2010-07-07,0.2,
2010-10-06,0.21,
2011-01-26,0.21,
2011-04-06,0.21,
2011-07-07,0.22,
2011-10-06,0.22,
2012-01-26,0.22,
2012-04-05,0.22,
2012-07-09,0.23,
2012-10-09,0.23,
2013-01-24,0.23,
2013-04-08,0.23,
2013-07-09,0.25,
2013-10-09,0.25,
2014-01-27,0.25,
2014-04-08,0.25,
2014-07-09,0.28,
2014-10-08,0.28,
2015-01-22,0.28,
2015-04-08,0.28,
2015-07-08,0.31,
2015-10-07,0.31,
2016-01-21,0.31,
2016-04-06,0.31,
2016-07-07,0.34,
2016-10-06,0.34,
2017-01-23,0.34,
2017-04-05,0.34,
2017-07-07,0.375,
2017-10-06,0.375,
2018-01-30,0.375,
2018-04-09,0.375,
2018-07-10,0.415,
2018-10-10,0.415,
2019-01-29,0.415,
2019-04-09,0.415,
2019-07-10,0.455,
2019-10-10,0.455,
2020-01-28,0.455,
2020-04-07,0.455,
2020-07-24,0.465,
2020-10-08,0.465,
2021-01-29,0.465,
2021-04-06,0.465,
2021-07-28,0.535,
2021-10-07,0.535,
2022-01-26,0.535,
2022-04-05,0.535,
2022-07-27,0.59,
2022-10-06,0.59,
2023-01-25,0.59,
2023-04-04,0.59,
2023-07-26,0.71,
2023-10-05,0.71,
2024-01-24,0.71,
2024-04-03,0.71,
2024-07-25,0.815,
2024-10-04,0.815,
2025-01-30,0.815,
2025-04-03,0.815,
2025-07-24,0.9,
2025-10-02,0.9,
2026-01-29,0.9,
2026-04-09,0.9,
2026-07-23,0.99,
