Date,Dividend,Split,DividendRaw
1995-01-04,0.310266,,
1995-04-04,0.314763,,
1995-07-06,0.314763,,
1995-10-05,0.314763,,
1996-01-08,0.314763,,
1996-04-08,0.323756,,
1996-07-08,0.323756,,
1996-10-08,0.323756,,
1997-01-08,0.323756,,
1997-04-08,0.332749,,
1997-10-08,0.346239,,
1998-01-07,0.346239,,
1998-04-07,0.346239,,
1998-06-30,,2,
1998-07-08,0.346239,,
1998-10-07,0.346239,,
1999-01-06,0.346239,,
1999-04-07,0.346239,,
1999-07-07,0.347139,,
1999-10-06,0.346239,,
2000-01-06,0.346239,,
2000-04-06,0.346239,,
2000-07-03,0.346239,,
2000-07-06,0.042268,,
2000-10-05,0.346239,,
2001-01-08,0.346239,,
2001-04-06,0.346239,,
2001-07-06,0.346239,,
2001-10-05,0.346239,,
2002-01-08,0.346239,,
2002-04-08,0.346239,,
2002-07-08,0.346239,,
2002-10-08,0.346239,,
2003-01-08,0.346239,,
2003-04-08,0.346239,,
2003-07-08,0.346239,,
2003-10-08,0.346239,,
2004-01-07,0.346239,,
2004-04-06,0.346239,,
2004-07-07,0.346239,,
2004-10-06,0.346239,,
2005-01-06,0.346239,,
2005-04-06,0.364226,,
2005-07-06,0.364226,,
2005-10-05,0.364226,,
2006-01-06,0.364226,,
2006-04-06,0.364226,,
2006-07-06,0.364226,,
2006-10-05,0.364226,,
2006-11-20,,1.03806,
2007-01-08,0.378086,,
2007-04-05,0.378086,,
2007-07-06,0.378086,,
2007-10-05,0.401425,,
2008-01-08,0.401425,,
2008-04-01,,1.00465,
2008-04-08,0.403292,,
2008-07-08,0.403292,,
2008-10-08,0.431429,,
2009-01-07,0.431429,,
2009-04-07,0.431429,,
2009-07-08,0.431429,,
2009-10-07,0.445497,,
2010-01-06,0.445497,,
2010-04-07,0.445497,,
2010-07-02,,1.06622,
2010-07-07,0.475,,
2010-10-06,0.488,,
2011-01-06,0.488,,
2011-04-06,0.488,,
2011-07-06,0.488,,
2011-10-05,0.5,,
2012-01-06,0.5,,
2012-04-05,0.5,,
2012-07-06,0.5,,
2012-10-05,0.515,,
2013-01-08,0.515,,
2013-04-08,0.515,,
2013-07-08,0.515,,
2013-10-08,0.53,,
2014-01-08,0.53,,
2014-04-08,0.53,,
2014-07-08,0.53,,
2014-10-08,0.55,,
2015-01-07,0.55,,
2015-04-08,0.55,,
2015-07-08,0.55,,
2015-10-07,0.565,,
2016-01-06,0.565,,
2016-04-06,0.565,,
2016-07-06,0.565,,
2016-10-05,0.578,,
2017-01-06,0.578,,
2017-04-06,0.578,,
2017-07-06,0.578,,
2017-10-06,0.59,,
2018-01-09,0.59,,
2018-04-09,0.59,,
2018-07-09,0.59,,
2018-10-09,0.603,,
2019-01-09,0.603,,
2019-04-09,0.603,,
2019-07-09,0.603,,
2019-10-09,0.615,,
2020-01-09,0.615,,
2020-04-09,0.615,,
2020-07-09,0.615,,
2020-10-08,0.628,,
2021-01-07,0.628,,
2021-04-08,0.628,,
2021-07-08,0.628,,
2021-10-07,0.64,,
2022-01-07,0.64,,
2022-04-07,0.64,,
2022-07-07,0.64,,
2022-10-06,0.653,,
2023-01-09,0.653,,
2023-04-06,0.653,,
2023-07-07,0.653,,
2023-10-06,0.665,,
2024-01-09,0.665,,
2024-04-09,0.665,,
2024-07-10,0.665,,
2024-10-10,0.678,,
2025-01-10,0.678,,
2025-04-10,0.678,,
2025-07-10,0.678,,
2025-10-10,0.69,,
2026-01-12,0.69,,
2026-04-10,0.708,,
2026-07-10,0.708,,
