Date,Dividend,Split
1995-03-27,0.387082,
1995-06-28,0.446633,
1995-09-27,0.446633,
1995-12-27,0.446633,
1996-03-27,0.446633,
1996-06-26,0.446633,
1996-09-26,0.446633,
1996-12-27,0.446633,
1997-03-26,0.446633,
1997-06-26,0.518094,
1997-09-26,0.518094,
1997-12-29,0.518094,
1998-03-27,0.518094,
1998-06-26,0.518094,
1998-09-28,0.518094,
1998-12-29,0.518094,
1999-03-29,0.518094,
1999-06-28,0.518094,
1999-09-28,0.518094,
1999-12-29,0.518094,
2000-03-29,0.518094,
2000-06-19,,3
2000-06-28,0.518094,
2000-09-27,0.518094,
2000-12-27,0.518094,
2001-02-07,0.21617,
2001-03-28,0.301924,
2001-06-27,0.598488,
2001-09-26,0.598488,
2001-12-27,0.598488,
2002-03-26,0.598488,
2002-06-26,0.598488,
2002-09-26,0.598488,
2002-12-27,0.598488,
2003-03-26,0.598488,
2003-06-26,0.598488,
2003-09-26,0.598488,
2003-12-29,0.598488,
2004-03-29,0.598488,
2004-06-28,0.598488,
2004-09-28,0.598488,
2004-12-29,0.598488,
2005-03-29,0.598488,
2005-06-28,0.598488,
2005-09-28,0.598488,
2005-12-28,0.598488,
2006-03-29,0.669949,
2006-06-28,0.669949,
2006-09-27,0.669949,
2006-12-27,0.669949,
2007-03-28,0.669949,
2007-06-27,0.750343,
2007-09-26,0.750343,
2007-12-27,0.750343,
2008-03-27,0.750343,
2008-06-26,0.750343,
2008-09-26,0.750343,
2008-12-29,0.750343,
2009-03-27,0.26798,
2009-06-26,0.26798,
2009-09-28,0.26798,
2009-12-29,0.26798,
2010-03-29,0.26798,
2010-06-28,0.26798,
2010-09-28,0.26798,
2010-12-29,0.26798,
2011-03-29,0.26798,
2011-06-28,0.446633,
2011-09-28,0.446633,
2011-12-28,0.446633,
2012-03-28,0.446633,
2012-06-27,0.57169,
2012-09-26,0.57169,
2012-12-20,0.57169,
2013-03-26,0.57169,
2013-06-26,0.57169,
2013-09-26,0.57169,
2013-12-27,0.57169,
2014-03-27,0.661016,
2014-06-26,0.661016,
2014-09-26,0.661016,
2014-12-29,0.750343,
2015-03-27,0.750343,
2015-06-26,0.750343,
2015-09-28,0.750343,
2015-12-29,0.821804,
2016-03-29,0.821804,
2016-06-28,0.821804,
2016-09-28,0.821804,
2016-12-23,0.821804,
2017-03-29,0.821804,
2017-06-28,0.821804,
2017-07-27,0.821804,
2017-11-14,0.678882,
2018-02-27,0.678882,
2018-05-30,0.678882,
2018-08-30,0.678882,
2018-11-29,0.678882,
2019-02-27,0.678882,
2019-04-02,,1.487
2019-05-02,0.37192,
2019-06-03,,0.4725
2019-07-30,0.376569,
2019-11-27,0.376569,
2020-02-27,0.376569,
2020-05-28,0.376569,
2020-07-30,0.376569,
2020-11-27,0.376569,
2021-02-26,0.376569,
2021-05-27,0.376569,
2021-07-29,0.376569,
2021-11-29,0.376569,
2022-02-25,0.414226,
2022-05-27,0.414226,
2022-07-28,0.414226,
2022-11-29,0.414226,
2023-02-27,0.451883,
2023-05-30,0.451883,
2023-07-28,0.451883,
2023-11-29,0.451883,
2024-02-28,0.476987,
2024-05-31,0.476987,
2024-08-30,0.476987,
2024-11-29,0.476987,
2025-03-03,0.514644,
2025-05-30,0.514644,
2025-08-29,0.514644,
2025-11-03,,2.39
2025-11-28,0.6,
2026-03-02,0.6,
2026-05-15,0.6,
2026-06-24,,0.333333
2026-08-31,0.6,
