month_end,n,k,longs,shorts,cot_EUR,cot_JPY,cot_CHF,cot_CAD,cot_AUD,cot_GBP,cot_NZD
2007-08-10,7,2,"['NZD', 'AUD']","['CHF', 'JPY']",0.6788,-2.1479,-2.2093,-1.3688,2.5337,0.0789,1.5081
2007-08-17,7,2,"['NZD', 'AUD']","['JPY', 'CHF']",1.2542,-2.4559,-1.5863,-1.2612,2.7584,0.8712,2.0465
2007-08-24,7,2,"['NZD', 'AUD']","['JPY', 'CHF']",2.4698,-2.8833,-1.3844,-1.1121,3.5802,1.6715,3.0359
2007-08-31,7,2,"['AUD', 'NZD']","['JPY', 'CHF']",2.1411,-2.8146,-1.3871,-1.1805,2.756,1.3325,3.7617
2007-09-07,7,2,"['EUR', 'NZD']","['JPY', 'CAD']",1.8481,-2.1955,-0.7555,-1.2816,1.7575,1.4625,2.8349
2007-09-14,7,2,"['AUD', 'NZD']","['JPY', 'CHF']",1.3949,-2.3285,-2.2116,-1.3212,1.5376,1.1845,2.216
2007-09-21,7,2,"['AUD', 'GBP']","['CHF', 'CAD']",-0.429,-1.2967,-2.3673,-1.4683,0.858,2.0925,0.2796
2007-09-28,7,2,"['NZD', 'GBP']","['CHF', 'JPY']",-0.1624,-1.9208,-2.23,-1.396,-0.0609,1.07,0.1709
2007-10-05,7,2,"['AUD', 'GBP']","['CHF', 'CAD']",-0.5905,-1.0517,-1.5232,-1.3844,-0.2515,1.1851,-0.568
2007-10-12,7,2,"['AUD', 'GBP']","['CAD', 'CHF']",-0.4241,-0.6286,-1.3831,-1.4527,0.0409,1.1316,-0.5662
2007-10-19,7,2,"['EUR', 'GBP']","['CAD', 'CHF']",-0.2699,-0.8215,-1.1096,-1.3796,-0.3425,0.7281,-0.6183
2007-10-26,7,2,"['GBP', 'EUR']","['CHF', 'CAD']",0.5086,-1.2516,-1.7214,-1.2924,0.0433,0.4297,-0.0379
2007-11-02,7,2,"['NZD', 'EUR']","['CHF', 'JPY']",0.5864,-1.5126,-2.1172,-1.2198,-0.0224,0.2827,0.4588
2007-11-09,7,2,"['EUR', 'NZD']","['CHF', 'JPY']",0.5279,-1.4738,-1.4927,-1.076,-0.1837,0.0317,0.6264
2007-11-16,7,2,"['EUR', 'NZD']","['JPY', 'CHF']",0.9093,-2.2395,-2.1309,-0.8562,0.5974,0.4896,1.2032
2007-11-23,7,2,"['GBP', 'NZD']","['JPY', 'CHF']",0.9775,-2.3334,-1.8645,-0.6031,0.4762,1.0574,1.9032
2007-11-30,7,2,"['EUR', 'NZD']","['JPY', 'CHF']",1.0495,-2.2171,-1.7661,-0.4855,0.7045,0.9482,1.8035
2007-12-07,7,2,"['EUR', 'GBP']","['JPY', 'CHF']",1.0759,-2.1606,-1.4399,-0.1486,1.0122,1.0823,0.6068
2007-12-14,7,2,"['NZD', 'EUR']","['JPY', 'CHF']",1.5563,-1.8915,-1.1443,-0.185,0.4087,0.2968,1.0811
2007-12-21,7,2,"['EUR', 'AUD']","['JPY', 'CHF']",1.8629,-1.4998,-0.5826,-0.2535,1.8799,1.7717,0.5092
2007-12-28,7,2,"['EUR', 'GBP']","['JPY', 'CHF']",1.911,-1.2148,-0.2859,-0.2467,1.586,2.0804,0.0056
2008-01-04,7,2,"['EUR', 'GBP']","['JPY', 'CHF']",1.5641,-1.0903,-0.7319,-0.4479,1.1454,2.986,-0.4203
2008-01-11,7,2,"['AUD', 'GBP']","['JPY', 'CHF']",0.8058,-1.8571,-0.8468,-0.1757,1.0983,2.6937,-0.3373
2008-01-18,7,2,"['EUR', 'GBP']","['JPY', 'CHF']",1.138,-1.7243,-1.2388,0.1612,0.9757,2.261,-0.749
2008-01-25,7,2,"['EUR', 'AUD']","['JPY', 'CHF']",2.2423,-1.7829,-1.7021,0.2217,2.2713,2.1981,0.3475
2008-02-01,7,2,"['GBP', 'EUR']","['JPY', 'CHF']",2.1761,-1.868,-1.3249,0.3965,1.2074,1.6991,0.425
2008-02-08,7,2,"['GBP', 'EUR']","['JPY', 'CHF']",2.5133,-1.7183,-0.9462,0.2488,0.0037,2.404,-0.3615
2008-02-15,7,2,"['EUR', 'GBP']","['JPY', 'CHF']",2.4238,-1.4245,-0.957,-0.0247,0.1897,2.5313,-0.5
2008-02-22,7,2,"['EUR', 'GBP']","['JPY', 'CHF']",2.1169,-1.4632,-0.7647,0.3012,0.0752,2.2686,-0.1989
2008-02-29,7,2,"['GBP', 'EUR']","['JPY', 'CHF']",1.4529,-1.1332,-1.112,-0.0753,0.3015,1.328,-0.1782
2008-03-07,7,2,"['GBP', 'EUR']","['JPY', 'CHF']",1.4248,-1.3898,-0.6491,-0.3171,0.1848,0.7039,0.1391
2008-03-14,7,2,"['AUD', 'EUR']","['JPY', 'CHF']",1.5283,-1.3088,-0.4334,0.0067,0.6272,0.5165,0.5897
2008-03-21,7,2,"['CAD', 'EUR']","['JPY', 'CHF']",1.1457,-1.5348,-1.3935,0.4642,-0.3291,-0.3054,-0.0952
2008-03-28,7,2,"['EUR', 'CAD']","['JPY', 'CHF']",0.3709,-1.6389,-1.2677,1.2834,-0.3985,0.1947,0.3242
2008-04-04,7,2,"['CAD', 'GBP']","['JPY', 'CHF']",1.0004,-1.3506,-1.1027,1.5118,-0.5143,1.5942,1.2189
2008-04-11,7,2,"['CAD', 'GBP']","['JPY', 'AUD']",1.0146,-1.1488,-0.5272,1.2734,-1.0265,1.9763,1.0271
2008-04-18,7,2,"['NZD', 'GBP']","['JPY', 'CHF']",1.3895,-1.2289,-0.7713,1.4142,-0.4445,1.9379,1.6822
2008-04-25,7,2,"['NZD', 'EUR']","['AUD', 'JPY']",1.4037,-0.9376,-0.6114,0.7496,-1.0088,1.0156,1.3431
2008-05-02,7,2,"['GBP', 'EUR']","['JPY', 'CHF']",2.8418,-1.3764,-0.8419,1.3309,-0.6575,2.0013,1.9653
2008-05-09,7,2,"['GBP', 'EUR']","['AUD', 'JPY']",2.3138,-1.1657,-0.0903,0.0418,-1.3058,1.9734,1.6602
2008-05-16,7,2,"['EUR', 'NZD']","['AUD', 'JPY']",2.0959,-0.7729,0.6887,0.0799,-0.989,1.6171,2.4775
2008-05-23,7,2,"['GBP', 'NZD']","['JPY', 'AUD']",1.4832,-0.9317,0.0235,0.0815,-0.8729,1.5783,2.1198
2008-05-30,7,2,"['EUR', 'NZD']","['JPY', 'AUD']",1.7343,-0.71,0.3563,-0.7001,-0.707,1.4806,1.952
2008-06-06,7,2,"['NZD', 'EUR']","['CAD', 'JPY']",1.9491,-0.4652,0.2751,-0.5482,-0.4426,1.5228,1.6563
2008-06-13,7,2,"['EUR', 'NZD']","['AUD', 'JPY']",1.6464,0.0092,0.0417,0.9391,-0.153,1.2256,2.1293
2008-06-20,7,2,"['GBP', 'NZD']","['AUD', 'JPY']",1.8117,0.0685,0.9693,1.8155,-0.6065,2.0699,2.1184
2008-06-27,7,2,"['NZD', 'CAD']","['AUD', 'CHF']",1.2512,0.6917,0.1726,1.9912,-0.9395,1.2871,1.7893
2008-07-04,7,2,"['NZD', 'CAD']","['CHF', 'AUD']",0.3164,-0.1119,-0.9095,2.2014,-0.7809,0.692,1.6359
2008-07-11,7,2,"['NZD', 'CAD']","['AUD', 'JPY']",0.3997,0.2815,0.5626,1.8271,-0.615,0.9549,1.7799
2008-07-18,7,2,"['CAD', 'NZD']","['CHF', 'JPY']",0.4402,-0.9036,-1.7427,0.654,-0.782,0.2403,1.1704
2008-07-25,7,2,"['EUR', 'NZD']","['AUD', 'CAD']",1.0888,0.2895,0.2991,0.1163,-0.5626,0.3348,1.1479
2008-08-01,7,2,"['NZD', 'EUR']","['GBP', 'AUD']",1.8869,0.9607,0.71,1.4934,0.6017,0.3809,1.6693
2008-08-08,7,2,"['NZD', 'CAD']","['JPY', 'CHF']",1.4918,1.1622,1.2272,2.1519,1.6889,1.7177,2.0027
2008-08-15,7,2,"['AUD', 'CAD']","['CHF', 'JPY']",1.8719,1.1913,1.1544,2.2524,2.0613,1.8671,1.9009
2008-08-22,7,2,"['CAD', 'AUD']","['JPY', 'CHF']",1.7742,1.4723,1.6883,2.1616,2.3867,2.051,1.7151
2008-08-29,7,2,"['EUR', 'AUD']","['JPY', 'CHF']",2.1547,1.3404,1.5589,1.6372,2.7028,1.9115,1.6581
2008-09-05,7,2,"['EUR', 'AUD']","['JPY', 'CAD']",2.1107,0.8497,1.6284,1.5996,2.5234,1.8141,1.7937
2008-09-12,7,2,"['NZD', 'AUD']","['JPY', 'CAD']",1.7982,0.1939,1.5919,1.1891,2.3676,1.6489,1.8477
2008-09-19,7,2,"['CHF', 'AUD']","['JPY', 'CAD']",2.1546,-0.6746,2.3949,1.1501,3.6846,1.9261,2.0937
2008-09-26,7,2,"['NZD', 'AUD']","['JPY', 'CHF']",1.6452,-0.813,1.2469,1.728,3.3543,1.8929,1.9848
2008-10-03,7,2,"['NZD', 'AUD']","['JPY', 'GBP']",1.4018,-1.0883,1.865,1.6181,2.6962,1.2056,2.0438
2008-10-10,7,2,"['NZD', 'AUD']","['JPY', 'EUR']",1.0257,-0.9463,1.7848,1.5196,2.0604,1.2542,1.885
2008-10-17,7,2,"['AUD', 'CHF']","['JPY', 'GBP']",1.3634,-0.7169,1.9887,1.4827,1.9183,1.0656,1.8391
2008-10-24,7,2,"['AUD', 'CHF']","['JPY', 'GBP']",1.2916,-0.6259,2.1959,1.0942,1.736,1.0495,1.6964
2008-10-31,7,2,"['AUD', 'CHF']","['JPY', 'GBP']",1.159,-0.641,1.8823,0.9651,1.6857,0.7639,1.3086
2008-11-07,7,2,"['EUR', 'AUD']","['JPY', 'CHF']",0.9897,-0.4619,0.7212,0.8199,1.42,0.956,0.9856
2008-11-14,7,2,"['GBP', 'AUD']","['JPY', 'CAD']",0.926,-0.3103,1.1572,0.583,1.5301,1.1662,1.0198
2008-11-21,7,2,"['AUD', 'CHF']","['JPY', 'EUR']",0.7985,-0.2856,1.4261,0.8112,1.3285,1.2008,1.0357
2008-11-28,7,2,"['AUD', 'CHF']","['JPY', 'CAD']",0.8882,-1.0843,1.784,0.7635,1.3866,1.019,1.1216
2008-12-05,7,2,"['AUD', 'CHF']","['JPY', 'EUR']",0.8086,-1.2572,1.9545,0.9371,1.3773,0.9654,1.1108
2008-12-12,7,2,"['AUD', 'CHF']","['JPY', 'EUR']",0.6243,-0.8316,1.4745,0.8581,1.0798,0.7871,1.0076
2008-12-19,7,2,"['AUD', 'GBP']","['JPY', 'EUR']",0.3482,-1.6856,0.9061,0.6947,1.3133,1.5652,1.138
2008-12-26,7,2,"['GBP', 'CAD']","['JPY', 'EUR']",0.1543,-1.6546,0.3758,1.5175,0.9389,1.4047,0.9903
2009-01-02,7,2,"['CAD', 'GBP']","['JPY', 'EUR']",0.0954,-1.8284,0.2875,1.397,0.8105,1.4332,0.8815
2009-01-09,7,2,"['GBP', 'CAD']","['JPY', 'EUR']",0.0012,-1.7885,0.6935,1.57,0.691,1.2504,0.3852
2009-01-16,7,2,"['GBP', 'CAD']","['JPY', 'EUR']",0.4176,-1.6728,0.7819,1.2892,1.0819,1.2393,0.511
2009-01-23,7,2,"['GBP', 'CAD']","['JPY', 'EUR']",0.2233,-1.5976,0.7947,1.249,1.1263,1.1619,1.1275
2009-01-30,7,2,"['CHF', 'NZD']","['JPY', 'EUR']",0.1846,-1.6051,1.3305,1.2422,0.9066,1.0165,1.7787
2009-02-06,7,2,"['CHF', 'NZD']","['JPY', 'EUR']",0.2187,-1.5797,1.3944,0.9688,0.9655,0.8702,1.9382
2009-02-13,7,2,"['CHF', 'NZD']","['JPY', 'EUR']",0.2286,-1.3668,1.2051,0.8328,1.0134,0.822,1.4683
2009-02-20,7,2,"['AUD', 'NZD']","['JPY', 'EUR']",0.4625,-0.8403,0.9627,0.854,1.0319,0.6594,1.4926
2009-02-27,7,2,"['CHF', 'NZD']","['JPY', 'EUR']",0.1333,-0.3631,0.9682,0.7963,0.905,0.4463,1.7442
2009-03-06,7,2,"['CAD', 'NZD']","['GBP', 'JPY']",0.477,0.1728,1.0422,1.0632,0.6695,0.1254,1.6757
2009-03-13,7,2,"['CAD', 'NZD']","['EUR', 'GBP']",0.038,0.2746,0.6598,1.0524,0.6465,0.0865,1.691
2009-03-20,7,2,"['NZD', 'JPY']","['EUR', 'AUD']",0.2163,1.7248,0.5338,1.1479,0.4637,0.9777,1.4646
2009-03-27,7,2,"['CAD', 'JPY']","['CHF', 'EUR']",-0.1419,1.8907,-0.4748,1.7052,-0.0525,0.8054,0.5868
2009-04-03,7,2,"['CAD', 'JPY']","['EUR', 'CHF']",-0.8917,1.8668,-0.2257,1.795,-0.1896,0.7281,-0.0045
2009-04-10,7,2,"['JPY', 'CAD']","['NZD', 'EUR']",-1.096,1.5478,-0.4068,1.7141,-0.4825,0.9436,-1.3825
2009-04-17,7,2,"['CAD', 'JPY']","['NZD', 'EUR']",-1.3232,1.4302,-0.1239,1.0894,-0.5795,0.1266,-1.7237
2009-04-24,7,2,"['CHF', 'JPY']","['NZD', 'EUR']",-0.9714,1.9505,1.0698,0.5674,-0.5061,-0.1108,-1.5924
2009-05-01,7,2,"['CAD', 'JPY']","['NZD', 'EUR']",-0.5681,1.2066,-0.2589,0.0679,-0.5055,-0.2656,-1.611
2009-05-08,7,2,"['GBP', 'JPY']","['NZD', 'CHF']",-1.0906,1.2948,-1.4051,-0.7659,-0.7366,-0.451,-1.6735
2009-05-15,7,2,"['GBP', 'JPY']","['NZD', 'CHF']",-1.6109,0.6472,-1.8809,-1.0573,-0.9366,-0.4665,-2.0502
2009-05-22,7,2,"['GBP', 'JPY']","['CHF', 'NZD']",-1.7152,0.4172,-2.3073,-1.1019,-1.0104,-0.2427,-1.9054
2009-05-29,7,2,"['GBP', 'JPY']","['NZD', 'CHF']",-1.785,0.316,-2.3983,-1.6783,-1.107,-0.3685,-2.4344
2009-06-05,7,2,"['GBP', 'JPY']","['CHF', 'NZD']",-1.0642,0.2213,-2.4327,-1.4818,-1.0172,-0.8512,-2.3468
2009-06-12,7,2,"['AUD', 'JPY']","['CHF', 'CAD']",-1.5574,0.8893,-2.1404,-1.9352,-0.9025,-1.2596,-1.8722
2009-06-19,7,2,"['AUD', 'JPY']","['NZD', 'CHF']",-1.6488,1.4519,-2.4343,-1.8483,-1.5093,-1.5518,-2.8514
2009-06-26,7,2,"['GBP', 'JPY']","['CHF', 'NZD']",-1.8561,1.0197,-2.7415,-1.913,-1.304,-1.2406,-2.6195
2009-07-03,7,2,"['AUD', 'JPY']","['CHF', 'NZD']",-1.8808,0.7891,-2.4348,-1.5771,-1.3591,-2.0017,-2.4121
2009-07-10,7,2,"['EUR', 'JPY']","['CHF', 'NZD']",-1.2849,-0.2876,-2.2952,-1.3066,-1.3328,-1.5484,-2.1488
2009-07-17,7,2,"['AUD', 'JPY']","['CHF', 'NZD']",-1.6313,-0.8886,-2.1939,-1.2442,-1.0491,-1.3983,-1.954
2009-07-24,7,2,"['AUD', 'JPY']","['EUR', 'CHF']",-2.5876,-0.9726,-2.1296,-2.0546,-1.549,-2.1294,-2.0127
2009-07-31,7,2,"['AUD', 'JPY']","['CAD', 'CHF']",-1.6657,-0.6327,-2.186,-2.7117,-1.6472,-2.0007,-1.997
2009-08-07,7,2,"['AUD', 'JPY']","['CAD', 'GBP']",-1.955,0.1083,-1.9202,-2.6481,-1.652,-2.39,-1.8555
2009-08-14,7,2,"['CHF', 'JPY']","['CAD', 'GBP']",-1.3377,0.7719,-0.5183,-2.4646,-1.6703,-2.0537,-1.734
2009-08-21,7,2,"['EUR', 'JPY']","['CAD', 'GBP']",-0.617,0.6851,-1.3608,-2.5061,-1.5149,-2.1214,-1.5395
2009-08-28,7,2,"['EUR', 'JPY']","['CAD', 'CHF']",-1.365,0.1494,-1.8124,-2.3302,-1.5126,-1.632,-1.5211
2009-09-04,7,2,"['JPY', 'EUR']","['CAD', 'CHF']",-0.7463,-0.7522,-1.5673,-2.032,-1.2757,-0.807,-1.3494
2009-09-11,7,2,"['EUR', 'JPY']","['CAD', 'GBP']",-1.1338,-1.0144,-1.5902,-1.8305,-1.2916,-1.6275,-1.1353
2009-09-18,7,2,"['JPY', 'GBP']","['EUR', 'CHF']",-2.1229,-0.9271,-1.7093,-1.5514,-1.4103,-0.6686,-1.5475
2009-09-25,7,2,"['JPY', 'GBP']","['EUR', 'CAD']",-1.9662,-1.116,-1.7949,-1.8189,-1.383,0.9317,-1.4297
2009-10-02,7,2,"['JPY', 'GBP']","['EUR', 'CHF']",-1.9326,-1.0629,-1.4825,-1.1938,-1.2934,1.497,-1.2545
2009-10-09,7,2,"['JPY', 'GBP']","['EUR', 'CAD']",-2.26,-1.0137,-1.6896,-1.7467,-1.2329,1.906,-1.1878
2009-10-16,7,2,"['JPY', 'GBP']","['EUR', 'CAD']",-1.8618,-0.5164,-1.5154,-1.7495,-1.1289,1.8357,-1.1319
2009-10-23,7,2,"['JPY', 'GBP']","['CAD', 'CHF']",-1.412,-0.3958,-1.4346,-1.5208,-1.1186,0.8664,-1.0172
2009-10-30,7,2,"['JPY', 'GBP']","['CAD', 'EUR']",-1.2679,0.1682,-1.1181,-1.3217,-1.1218,0.2421,-0.8268
2009-11-06,7,2,"['GBP', 'JPY']","['CHF', 'AUD']",-0.727,0.0151,-1.2313,-0.993,-1.0046,-0.6344,-0.7698
2009-11-13,7,2,"['NZD', 'JPY']","['CHF', 'AUD']",-0.8445,-0.0181,-1.3096,-0.8757,-0.9276,-0.8948,-0.5933
2009-11-20,7,2,"['JPY', 'EUR']","['GBP', 'CHF']",-0.086,-0.5227,-1.1599,-0.8133,-0.6755,-1.3775,-0.6671
2009-11-27,7,2,"['NZD', 'EUR']","['CHF', 'JPY']",-0.3758,-1.0904,-1.1107,-0.8834,-0.5974,-0.9551,-0.5274
2009-12-04,7,2,"['EUR', 'NZD']","['CHF', 'JPY']",-0.5262,-1.087,-1.1614,-0.9985,-0.7596,-0.9767,-0.0969
2009-12-11,7,2,"['NZD', 'EUR']","['CAD', 'GBP']",0.6765,-0.5043,-0.5873,-0.8486,-0.5605,-0.6738,-0.0347
2009-12-18,7,2,"['JPY', 'EUR']","['AUD', 'CAD']",1.7579,0.4722,0.281,-0.6252,-0.6672,0.3833,-0.404
2009-12-25,7,2,"['JPY', 'EUR']","['CAD', 'NZD']",1.554,0.993,0.7797,-0.794,-0.3649,0.4488,-0.3702
2010-01-01,7,2,"['JPY', 'EUR']","['CAD', 'AUD']",2.5068,1.6861,0.9502,-1.1694,-0.4661,0.5772,-0.2584
2010-01-08,7,2,"['JPY', 'EUR']","['CAD', 'AUD']",2.3069,1.6372,0.6079,-1.0473,-0.7407,0.6862,-0.4685
2010-01-15,7,2,"['EUR', 'JPY']","['CAD', 'AUD']",1.3501,1.4612,-0.8613,-1.163,-0.8835,0.9468,-0.5555
2010-01-22,7,2,"['JPY', 'EUR']","['CAD', 'AUD']",1.6421,1.4102,-0.8469,-1.0236,-0.8857,-0.0866,-0.5224
2010-01-29,7,2,"['JPY', 'EUR']","['CAD', 'AUD']",2.0155,0.8424,-0.1168,-0.5771,-0.4769,0.4298,0.0435
2010-02-05,7,2,"['GBP', 'EUR']","['CAD', 'AUD']",2.066,0.2981,0.6937,-0.1663,-0.0791,0.7256,0.4699
2010-02-12,7,2,"['GBP', 'EUR']","['JPY', 'CAD']",2.3184,-0.4106,1.1475,0.1839,0.3554,1.3963,0.5736
2010-02-19,7,2,"['GBP', 'EUR']","['CAD', 'JPY']",2.2808,-0.0446,1.0021,-0.3897,0.472,1.4805,0.2181
2010-02-26,7,2,"['GBP', 'EUR']","['CAD', 'AUD']",2.3767,0.5049,1.3389,-0.4915,-0.0802,1.6337,0.4778
2010-03-05,7,2,"['GBP', 'EUR']","['JPY', 'CAD']",2.0394,-0.7821,1.2106,-0.7473,-0.5306,1.688,0.784
2010-03-12,7,2,"['NZD', 'EUR']","['CAD', 'AUD']",1.9444,-0.4842,1.0788,-1.1145,-1.0449,1.0351,1.3129
2010-03-19,7,2,"['GBP', 'EUR']","['AUD', 'CAD']",1.7389,-0.2772,1.3281,-0.8421,-1.5356,1.634,1.3805
2010-03-26,7,2,"['GBP', 'EUR']","['AUD', 'CAD']",2.1668,0.0498,0.8155,-1.2565,-1.7892,1.7146,0.932
2010-04-02,7,2,"['EUR', 'JPY']","['AUD', 'CAD']",2.0259,2.189,1.6058,-1.1978,-1.3114,1.4144,0.9049
2010-04-09,7,2,"['EUR', 'JPY']","['AUD', 'CAD']",1.6358,2.3761,1.1874,-1.2166,-1.2392,1.1337,0.9277
2010-04-16,7,2,"['EUR', 'JPY']","['AUD', 'CAD']",1.335,2.6032,1.2675,-1.2648,-1.756,1.1649,0.5959
2010-04-23,7,2,"['EUR', 'JPY']","['AUD', 'CAD']",1.6039,2.2655,1.3834,-1.3374,-1.5421,0.7618,0.2045
2010-04-30,7,2,"['CHF', 'JPY']","['CAD', 'AUD']",1.67,2.0876,1.8394,-0.935,-0.9263,1.0258,-0.3141
2010-05-07,7,2,"['CHF', 'JPY']","['CAD', 'NZD']",1.6876,2.3256,1.9474,-0.6645,-0.0717,1.1803,-0.5551
2010-05-14,7,2,"['EUR', 'CHF']","['CAD', 'NZD']",1.6064,1.3587,1.9382,-0.9099,-0.194,1.2276,-0.8241
2010-05-21,7,2,"['EUR', 'CHF']","['CAD', 'NZD']",1.3707,1.3243,1.6815,-0.4321,1.2423,1.1735,-0.1997
2010-05-28,7,2,"['CHF', 'AUD']","['JPY', 'NZD']",1.4037,0.5976,1.467,1.0105,3.3177,1.0947,0.6564
2010-06-04,7,2,"['NZD', 'AUD']","['JPY', 'GBP']",1.1871,0.4825,1.5176,1.1182,3.4885,0.9247,2.1166
2010-06-11,7,2,"['NZD', 'AUD']","['JPY', 'GBP']",1.2532,0.6679,1.1048,1.1722,3.6567,0.7547,2.8244
2010-06-18,7,2,"['AUD', 'NZD']","['JPY', 'GBP']",0.8305,0.4688,1.6692,0.9451,1.9838,0.4862,3.2604
2010-06-25,7,2,"['NZD', 'AUD']","['JPY', 'CAD']",0.972,0.1192,1.1421,0.1248,2.0634,0.2726,1.8017
2010-07-02,7,2,"['CAD', 'AUD']","['JPY', 'GBP']",0.9739,-0.6563,1.3089,1.3606,1.7681,-0.2274,1.2625
2010-07-09,7,2,"['CAD', 'AUD']","['JPY', 'GBP']",0.301,-0.8688,0.8161,2.266,2.569,-0.1301,1.1894
2010-07-16,7,2,"['NZD', 'CAD']","['JPY', 'CHF']",0.0693,-1.1696,-0.7013,0.7329,0.4276,-0.4117,0.6341
2010-07-23,7,2,"['EUR', 'CAD']","['JPY', 'GBP']",-0.021,-1.0289,-0.708,1.3104,-0.1944,-0.7379,-0.0493
2010-07-30,7,2,"['EUR', 'CAD']","['GBP', 'JPY']",-0.101,-0.6957,-0.1628,0.4371,-0.5984,-1.1706,-0.5625
2010-08-06,7,2,"['EUR', 'CAD']","['GBP', 'JPY']",-0.3953,-1.1594,-0.7574,-0.2271,-0.9359,-2.0496,-0.6717
2010-08-13,7,2,"['EUR', 'NZD']","['GBP', 'JPY']",-0.4797,-1.214,-0.4885,-0.6923,-0.7948,-2.2249,-0.1869
2010-08-20,7,2,"['NZD', 'CAD']","['GBP', 'JPY']",-0.2977,-1.0934,-0.5171,0.109,-0.8088,-1.8311,-0.2628
2010-08-27,7,2,"['EUR', 'CAD']","['GBP', 'JPY']",-0.1862,-1.0692,-0.6227,1.5046,-0.4264,-1.8118,-0.3441
2010-09-03,7,2,"['NZD', 'CAD']","['GBP', 'JPY']",-0.1198,-1.0379,-0.6081,3.2268,-0.3304,-1.3438,0.456
2010-09-10,7,2,"['NZD', 'CAD']","['GBP', 'JPY']",-0.2071,-0.9908,-0.5748,2.5455,-0.4756,-1.3362,0.4811
2010-09-17,7,2,"['EUR', 'CAD']","['GBP', 'NZD']",-0.4136,-1.0203,-0.8244,1.1789,-0.7244,-1.2491,-1.0217
2010-09-24,7,2,"['JPY', 'CAD']","['NZD', 'GBP']",-0.8782,-0.4392,-0.8521,0.0341,-0.9445,-1.1785,-1.2008
2010-10-01,7,2,"['JPY', 'CAD']","['EUR', 'GBP']",-1.6759,-0.6102,-1.161,0.1935,-1.014,-1.6672,-1.1154
2010-10-08,7,2,"['AUD', 'CAD']","['GBP', 'EUR']",-1.9986,-1.0322,-1.2667,-0.498,-0.9103,-2.2957,-0.9529
2010-10-15,7,2,"['AUD', 'CAD']","['GBP', 'EUR']",-1.8459,-0.9604,-1.0867,-0.4986,-0.8388,-2.0565,-0.9711
2010-10-22,7,2,"['AUD', 'CAD']","['EUR', 'GBP']",-1.8603,-0.9478,-0.6032,0.1804,-0.439,-1.8288,-0.6967
2010-10-29,7,2,"['AUD', 'CAD']","['EUR', 'GBP']",-1.7648,-0.848,-0.7747,0.8281,-0.3089,-1.709,-0.8311
2010-11-05,7,2,"['AUD', 'CAD']","['GBP', 'EUR']",-1.7096,-0.9227,-0.8288,0.5697,-0.1099,-2.1195,-1.2264
2010-11-12,7,2,"['CAD', 'AUD']","['GBP', 'EUR']",-1.3493,-0.6335,-0.8117,-0.0028,0.2467,-2.2388,-1.3433
2010-11-19,7,2,"['CAD', 'AUD']","['GBP', 'NZD']",-0.9954,-0.2969,-0.5571,-0.1522,0.831,-2.2063,-1.2932
2010-11-26,7,2,"['CAD', 'AUD']","['GBP', 'NZD']",-0.563,-0.4605,-0.7333,0.6551,1.3047,-1.5666,-1.1643
2010-12-03,7,2,"['CAD', 'AUD']","['NZD', 'GBP']",-0.6362,-0.5433,-0.6346,0.8207,1.3725,-0.8387,-1.0702
2010-12-10,7,2,"['CAD', 'AUD']","['NZD', 'CHF']",-0.4241,-0.3522,-0.7669,-0.0497,0.3773,-0.4347,-0.9992
2010-12-17,7,2,"['JPY', 'CAD']","['CHF', 'AUD']",-0.4551,-0.1705,-0.9856,0.4501,-0.7502,-0.5425,-0.2907
2010-12-24,7,2,"['CAD', 'NZD']","['AUD', 'CHF']",-0.3461,-0.1859,-0.9927,0.1189,-1.162,-0.5803,0.7062
2010-12-31,7,2,"['EUR', 'NZD']","['AUD', 'CHF']",0.0504,-0.6977,-1.0412,-0.1869,-1.0594,-0.3391,0.5528
2011-01-07,7,2,"['EUR', 'NZD']","['AUD', 'CHF']",-0.0209,-0.8012,-0.8957,-0.2864,-1.0003,-0.2892,0.1555
2011-01-14,7,2,"['EUR', 'NZD']","['CHF', 'CAD']",0.3711,-0.4722,-0.823,-0.7429,-0.6278,-0.7313,0.3873
2011-01-21,7,2,"['JPY', 'NZD']","['GBP', 'EUR']",-0.9165,-0.2608,-0.4958,-0.5344,-0.6161,-1.219,0.1102
2011-01-28,7,2,"['CAD', 'NZD']","['EUR', 'GBP']",-1.3522,-0.6177,-0.4788,0.1171,-0.0511,-1.2441,0.4703
2011-02-04,7,2,"['CAD', 'NZD']","['GBP', 'EUR']",-1.6521,-0.5752,-0.7063,0.0114,-0.8242,-1.6882,0.2715
2011-02-11,7,2,"['CAD', 'NZD']","['GBP', 'EUR']",-1.4908,-0.7369,-0.4645,0.0604,-1.0748,-1.6515,0.2161
2011-02-18,7,2,"['NZD', 'JPY']","['GBP', 'CAD']",-1.414,1.2026,-0.7687,-1.9123,-1.0587,-2.207,0.3833
2011-02-25,7,2,"['NZD', 'JPY']","['GBP', 'CAD']",-1.5926,1.4263,-0.8555,-1.6095,-0.9595,-1.7171,0.6794
2011-03-04,7,2,"['JPY', 'NZD']","['EUR', 'CAD']",-1.5975,-0.7066,-0.9617,-1.5875,-0.9584,-1.335,0.7602
2011-03-11,7,2,"['JPY', 'NZD']","['EUR', 'GBP']",-1.5258,-0.0004,-1.1733,-1.1979,-0.5642,-1.3864,1.3264
