month_end,n,k,longs,shorts,cot_EUR,cot_AUD,cot_JPY,cot_CHF,cot_CAD,cot_GBP,cot_NZD
2019-04-30,7,2,"['CAD', 'AUD']","['GBP', 'NZD']",1.1439,1.3439,0.9467,1.0009,1.174,-0.9143,0.225
2019-05-31,7,2,"['EUR', 'AUD']","['GBP', 'JPY']",0.9859,1.3076,0.429,0.9839,0.9739,-0.0673,0.672
2019-06-28,7,2,"['NZD', 'AUD']","['JPY', 'CAD']",0.5663,1.3701,-0.6153,0.2961,0.1899,0.7369,1.0851
2019-07-31,7,2,"['GBP', 'AUD']","['CAD', 'JPY']",0.4028,1.0377,-0.7035,-0.0728,-1.0011,0.9313,0.4801
2019-08-30,7,2,"['NZD', 'AUD']","['JPY', 'CHF']",0.4562,1.1304,-2.0325,-1.451,-0.5926,0.997,1.0525
2019-09-30,7,2,"['GBP', 'NZD']","['JPY', 'CHF']",0.7652,0.8397,-1.6067,-0.6516,-0.4596,1.095,1.4134
2019-10-31,7,2,"['AUD', 'NZD']","['CAD', 'JPY']",0.6555,0.7538,-0.7303,-0.6631,-1.1263,0.4191,1.4012
2019-11-29,7,2,"['EUR', 'NZD']","['CAD', 'JPY']",0.788,0.5949,-0.3548,0.0602,-0.7362,0.0652,1.1899
2019-12-31,7,2,"['AUD', 'EUR']","['GBP', 'CHF']",1.0044,0.7343,-0.3883,-0.854,-0.4202,-1.1771,0.0931
2020-01-31,7,2,"['AUD', 'EUR']","['CHF', 'GBP']",0.7811,0.3062,-0.3478,-2.4976,-0.9543,-1.3456,-0.5627
2020-02-28,7,2,"['NZD', 'EUR']","['CHF', 'GBP']",1.322,0.3743,-0.0192,-1.8682,-0.5442,-1.5832,0.4049
2020-03-31,7,2,"['CAD', 'NZD']","['CHF', 'JPY']",-0.5611,0.2671,-2.2807,-2.6859,0.8306,-1.0405,0.9144
2020-04-30,7,2,"['CAD', 'NZD']","['CHF', 'JPY']",-0.8659,0.5439,-2.1714,-2.294,0.6747,-0.5752,0.7147
2020-05-29,7,2,"['NZD', 'CAD']","['CHF', 'JPY']",-0.6934,0.5771,-2.0513,-2.4809,1.0022,0.1277,0.5886
2020-06-30,7,2,"['GBP', 'CAD']","['JPY', 'CHF']",-1.1207,-0.3624,-1.7855,-1.3072,0.7601,0.0757,-0.4966
2020-07-31,7,2,"['CAD', 'GBP']","['CHF', 'JPY']",-1.3131,-0.4701,-1.5733,-1.9275,0.2479,0.2914,-0.5332
2020-08-31,7,2,"['AUD', 'CAD']","['CHF', 'EUR']",-1.7075,-0.6081,-1.448,-2.0841,0.8345,-0.7817,-1.1585
2020-09-30,7,2,"['GBP', 'CAD']","['CHF', 'EUR']",-1.5694,-1.4141,-1.4261,-2.344,0.4906,-0.678,-1.2846
2020-10-30,7,2,"['GBP', 'CAD']","['CHF', 'NZD']",-1.2739,-1.4014,-1.0418,-2.0722,0.3742,-0.2788,-1.4116
2020-11-30,7,2,"['GBP', 'CAD']","['CHF', 'JPY']",-1.0833,-0.9654,-1.4811,-1.9292,0.1716,0.1664,-1.2596
2020-12-31,7,2,"['CAD', 'GBP']","['NZD', 'CHF']",-1.0925,-1.0802,-1.4477,-1.4709,-0.9507,-0.8772,-1.6736
2021-01-29,7,2,"['CAD', 'GBP']","['NZD', 'CHF']",-1.2614,-1.3438,-1.351,-1.3548,-1.0881,-0.9751,-1.6662
2021-02-26,7,2,"['JPY', 'CAD']","['GBP', 'NZD']",-0.9932,-1.2903,-0.9749,-1.3112,-0.9723,-1.7616,-1.5672
2021-03-31,7,2,"['EUR', 'JPY']","['AUD', 'GBP']",-0.6974,-1.6712,1.0995,-0.6989,-0.8338,-1.5496,-0.9298
2021-04-30,7,2,"['CHF', 'JPY']","['GBP', 'AUD']",-0.5929,-1.2778,0.9483,-0.3104,-1.1223,-1.7911,-1.1434
2021-05-31,7,2,"['CHF', 'JPY']","['CAD', 'GBP']",-0.746,-1.2526,0.9686,-0.2399,-1.7722,-1.7297,-1.2508
2021-06-30,7,2,"['AUD', 'JPY']","['CAD', 'CHF']",-0.655,-0.5191,0.7643,-1.5843,-1.682,-1.1838,-0.8215
2021-07-30,7,2,"['AUD', 'JPY']","['CHF', 'NZD']",-0.1801,0.2338,0.8529,-0.989,-0.5415,-0.2976,-0.581
2021-08-31,7,2,"['AUD', 'JPY']","['CHF', 'CAD']",-0.0347,0.5801,0.9998,-0.5501,-0.5319,0.082,-0.3958
2021-09-30,7,2,"['CAD', 'AUD']","['NZD', 'GBP']",0.0785,1.6623,0.7999,0.5906,1.0621,-0.4134,-1.2307
2021-10-29,7,2,"['CHF', 'AUD']","['NZD', 'GBP']",0.3108,1.6918,1.2897,1.4253,-0.4442,-1.0036,-1.113
2021-11-30,7,2,"['AUD', 'JPY']","['NZD', 'CAD']",0.3695,0.8657,1.2284,0.8105,-0.1915,0.7028,-1.46
2021-12-31,7,2,"['GBP', 'AUD']","['CAD', 'EUR']",0.3041,1.4953,0.742,1.044,0.1371,1.2679,0.5992
2022-01-31,7,2,"['JPY', 'AUD']","['CAD', 'GBP']",-0.0507,1.3719,1.0749,0.8564,-0.776,-0.0543,0.5892
2022-02-28,7,2,"['JPY', 'AUD']","['CAD', 'EUR']",-0.2827,1.313,0.9682,0.9219,-0.6173,-0.1079,0.5765
2022-03-31,7,2,"['GBP', 'AUD']","['NZD', 'EUR']",0.0875,1.0856,0.9358,0.7493,0.1049,0.9829,-0.5257
2022-04-29,7,2,"['JPY', 'GBP']","['CAD', 'NZD']",0.1784,-0.1178,1.3,1.1661,-0.9906,1.358,-0.2384
2022-05-31,7,2,"['GBP', 'CHF']","['EUR', 'AUD']",0.0561,0.477,1.3581,1.7649,0.6227,1.6772,1.0538
2022-06-30,7,2,"['CHF', 'GBP']","['CAD', 'NZD']",0.7062,0.5485,0.7042,0.8272,-0.2056,1.4029,0.2781
2022-07-29,7,2,"['CHF', 'GBP']","['CAD', 'NZD']",1.0107,0.5978,0.6727,1.1343,-0.8103,1.1938,0.1642
2022-08-31,7,2,"['AUD', 'EUR']","['CAD', 'NZD']",1.0314,0.9061,0.1987,0.2011,-1.1043,0.4141,-0.0324
2022-09-30,7,2,"['CAD', 'NZD']","['AUD', 'EUR']",0.1612,0.151,0.8983,0.5404,0.9217,0.8425,0.9658
2022-10-31,7,2,"['NZD', 'CHF']","['EUR', 'AUD']",-0.3038,0.637,1.0236,1.0772,0.8792,1.0116,1.0391
2022-11-30,7,2,"['GBP', 'CHF']","['EUR', 'NZD']",-0.8465,0.4183,0.6237,1.5386,0.5439,0.8398,0.4057
2022-12-30,7,2,"['CHF', 'CAD']","['NZD', 'EUR']",-0.9778,0.4864,0.334,0.556,1.4278,0.0581,-1.0483
2023-01-31,7,2,"['CHF', 'CAD']","['EUR', 'NZD']",-0.6833,0.2997,-0.0574,1.1214,1.4324,0.5115,-0.3401
2023-02-28,7,2,"['CHF', 'CAD']","['NZD', 'EUR']",-1.0035,-0.0315,0.1854,0.6255,1.522,0.3106,-1.3583
2023-03-31,7,2,"['NZD', 'CAD']","['EUR', 'AUD']",-0.8537,0.1647,0.7008,0.6221,1.9919,0.4244,1.1024
2023-04-28,7,2,"['JPY', 'CAD']","['EUR', 'GBP']",-1.0444,0.0957,0.8963,0.1945,1.679,-0.6961,0.5753
2023-05-31,7,2,"['JPY', 'CAD']","['EUR', 'GBP']",-1.0382,0.4029,0.7841,-0.1476,1.7815,-0.8471,0.214
2023-06-30,7,2,"['AUD', 'JPY']","['GBP', 'EUR']",-0.7846,0.477,1.1373,0.3515,-0.2018,-2.0825,0.3138
2023-07-31,7,2,"['JPY', 'AUD']","['GBP', 'EUR']",-1.0888,0.803,0.6243,0.593,-0.5406,-2.069,0.315
2023-08-31,7,2,"['JPY', 'NZD']","['GBP', 'EUR']",-0.9502,0.3529,0.7703,0.0601,0.2492,-2.005,0.8583
2023-09-29,7,2,"['AUD', 'NZD']","['GBP', 'EUR']",-0.2841,1.1113,0.7097,0.4129,1.0487,-0.6723,1.66
2023-10-31,7,2,"['NZD', 'CAD']","['EUR', 'GBP']",-0.1215,1.1852,0.6643,0.8046,1.5435,0.2964,1.2266
2023-11-30,7,2,"['NZD', 'CAD']","['EUR', 'GBP']",-0.8137,0.9446,0.7194,1.133,1.85,0.5934,1.779
2023-12-29,7,2,"['AUD', 'CAD']","['GBP', 'EUR']",-0.6614,0.4886,0.0211,-0.3367,0.9413,-0.7347,0.4507
2024-01-31,7,2,"['NZD', 'AUD']","['GBP', 'CHF']",-0.1898,0.4466,-0.1238,-0.1949,-0.0089,-1.2853,0.1135
2024-02-29,7,2,"['JPY', 'AUD']","['GBP', 'NZD']",0.0953,0.8862,0.8766,0.1167,-0.3487,-1.647,-1.0606
2024-03-29,7,2,"['CAD', 'AUD']","['GBP', 'NZD']",0.618,1.5726,1.2701,0.795,1.3156,-1.2426,0.4283
2024-04-30,7,2,"['CHF', 'JPY']","['GBP', 'AUD']",1.3053,0.863,2.5549,1.915,1.7039,0.4914,0.9083
2024-05-31,7,2,"['JPY', 'CHF']","['GBP', 'AUD']",0.0925,-0.6917,1.7247,1.7514,1.5412,-0.8285,-0.512
2024-06-28,7,2,"['JPY', 'CAD']","['NZD', 'AUD']",1.2008,-2.246,1.9929,1.5816,2.1655,-1.551,-2.6999
2024-07-31,7,2,"['CHF', 'CAD']","['GBP', 'AUD']",0.4205,-2.877,0.0458,1.8522,2.4443,-2.9667,-0.595
2024-08-30,7,2,"['CHF', 'CAD']","['JPY', 'AUD']",-0.4164,-2.2073,-3.8253,1.102,1.3558,-1.8526,0.4135
2024-09-30,7,2,"['CHF', 'CAD']","['JPY', 'AUD']",-0.1389,-2.3336,-4.552,0.7205,0.955,-1.8196,-0.145
2024-10-31,7,2,"['CAD', 'CHF']","['AUD', 'JPY']",1.6038,-3.6449,-2.2903,1.8298,1.732,-1.5954,-0.2887
2024-11-29,7,2,"['CHF', 'EUR']","['AUD', 'JPY']",2.008,-3.0955,-1.2987,1.8108,1.6771,-0.3756,1.3481
2024-12-31,7,2,"['EUR', 'NZD']","['JPY', 'GBP']",2.2276,0.7995,-1.7726,0.6923,1.755,-0.4001,2.5367
2025-01-31,7,2,"['EUR', 'NZD']","['JPY', 'GBP']",1.9828,0.7694,-1.5898,1.5272,1.31,0.6671,2.333
2025-02-28,7,2,"['EUR', 'NZD']","['JPY', 'AUD']",1.1958,-0.1048,-2.9319,1.1824,1.1734,0.0225,2.2993
2025-03-31,7,2,"['CHF', 'NZD']","['JPY', 'GBP']",-0.1412,1.2108,-3.0654,1.3794,1.2717,-1.0072,1.7603
2025-04-30,7,2,"['CHF', 'NZD']","['JPY', 'GBP']",-0.0619,0.1712,-3.0262,0.6488,0.2112,-0.3722,1.3119
2025-05-30,7,2,"['CAD', 'NZD']","['JPY', 'GBP']",-0.1794,0.5522,-2.3582,0.622,0.8469,-0.645,1.205
2025-06-30,7,2,"['CHF', 'AUD']","['JPY', 'NZD']",-0.5613,1.4921,-2.1117,0.2685,0.0913,-0.695,-0.8353
2025-07-31,7,2,"['CHF', 'AUD']","['JPY', 'EUR']",-0.5539,1.5714,-1.7034,0.5875,0.5351,0.4465,-0.2372
2025-08-29,7,2,"['GBP', 'AUD']","['JPY', 'EUR']",-0.4781,1.6314,-1.2763,0.5306,1.1898,1.3199,-0.0623
2025-09-30,7,2,"['NZD', 'CAD']","['JPY', 'EUR']",-0.3094,0.5994,-1.2804,0.3221,1.6716,0.5523,1.035
2025-10-31,7,2,"['NZD', 'CAD']","['JPY', 'EUR']",-0.2333,0.9304,-1.0719,0.698,1.5429,1.0578,1.1109
2025-11-28,7,2,"['CAD', 'GBP']","['JPY', 'EUR']",-0.1013,0.9644,-0.6076,1.3481,1.451,2.3065,1.4192
2025-12-31,7,2,"['CHF', 'GBP']","['AUD', 'EUR']",-0.885,-1.1585,-0.3549,1.6186,-0.229,1.7008,1.5498
2026-01-30,7,2,"['CHF', 'NZD']","['AUD', 'CAD']",-0.4518,-1.8626,0.0263,1.1311,-1.573,0.8947,1.5427
2026-02-27,7,2,"['CHF', 'GBP']","['AUD', 'CAD']",-0.7738,-2.6957,-0.4144,0.9175,-2.5704,1.8111,0.9036
2026-03-31,7,2,"['EUR', 'GBP']","['AUD', 'CAD']",0.9601,-2.7194,0.3124,0.3289,-1.6542,1.8024,0.8771
2026-04-30,7,2,"['GBP', 'NZD']","['AUD', 'CAD']",0.4661,-2.2585,0.5689,0.3678,-0.3878,1.4624,1.532
2026-05-29,7,2,"['EUR', 'GBP']","['AUD', 'CAD']",0.6051,-1.8476,0.5844,0.0408,-0.3544,1.4762,0.587
2026-06-30,7,2,"['NZD', 'GBP']","['AUD', 'CHF']",0.536,-0.6725,0.8334,0.4171,0.719,2.0934,1.2037
2026-07-31,7,2,"['GBP', 'EUR']","['CHF', 'AUD']",1.9499,-0.1628,0.9725,-0.3872,0.9242,1.3877,0.8145
2026-08-31,7,2,"['GBP', 'EUR']","['CHF', 'NZD']",1.341,-0.3234,0.2949,-1.6496,0.2606,0.8175,-0.4094
