ticker,ib_symbol,exchange,currency,con_id,signal_date,ib_close,next_date,ib_next_open,ib_next_close,status,note
0019.HK,19,SEHK,HKD,1616413,2026-09-23,102.8,2026-09-24,102.8,103.8,ok,
0023.HK,23,SEHK,HKD,1616510,2026-09-23,19.23,2026-09-24,19.18,19.26,ok,
0081.HK,81,SEHK,HKD,76717476,2026-09-23,2.86,2026-09-24,2.815,2.785,ok,
0087.HK,87,SEHK,HKD,42452073,2026-09-23,14.95,2026-09-24,14.99,15.0,ok,
0144.HK,144,SEHK,HKD,12973796,2026-09-23,16.78,2026-09-24,16.49,16.74,ok,
0270.HK,270,SEHK,HKD,1616485,2026-09-23,8.67,2026-09-24,8.67,8.705,ok,
0293.HK,293,SEHK,HKD,1616420,2026-09-23,14.35,2026-09-24,14.12,14.39,ok,
0400.HK,400,SEHK,HKD,160680819,2026-09-23,4.75,2026-09-24,4.75,4.8,ok,
0622.HK,622,SEHK,HKD,383273432,2026-09-23,3.09,2026-09-24,3.105,3.105,ok,
0805.HK,805,SEHK,HKD,752095890,2026-09-23,9.47,2026-09-24,9.48,9.075,ok,
0939.HK,939,SEHK,HKD,46636696,2026-09-23,9.66,2026-09-24,9.6,9.68,ok,
0992.HK,992,SEHK,HKD,4116507,2026-09-23,36.92,2026-09-24,36.4,36.02,ok,
0998.HK,998,SEHK,HKD,46636715,2026-09-23,8.465,2026-09-24,8.465,8.495,ok,
1038.HK,1038,SEHK,HKD,280529561,2026-09-23,65.26,2026-09-24,65.6,65.7,ok,
1070.HK,1070,SEHK,HKD,57524355,2026-09-23,16.58,2026-09-24,16.75,16.8,ok,
1112.HK,1112,SEHK,HKD,278539567,2026-09-23,18.0,2026-09-24,17.5,18.44,ok,
1288.HK,1288,SEHK,HKD,76788432,2026-09-23,6.495,2026-09-24,6.445,6.61,ok,
1308.HK,1308,SEHK,HKD,79710542,2026-09-23,47.8,2026-09-24,49.0,48.6,ok,
1398.HK,1398,SEHK,HKD,46652361,2026-09-23,7.54,2026-09-24,7.51,7.66,ok,
1548.HK,1548,SEHK,HKD,217632040,2026-09-23,41.76,2026-09-24,41.5,39.74,ok,
1801.HK,1801,SEHK,HKD,337868855,2026-09-23,103.4,2026-09-24,102.6,99.8,ok,
1919.HK,1919,SEHK,HKD,46636761,2026-09-23,16.3,2026-09-24,16.3,16.57,ok,
1997.HK,1997,SEHK,HKD,295731907,2026-09-23,31.04,2026-09-24,30.6,30.78,ok,
2099.HK,2099,SEHK,HKD,81506181,2026-09-23,227.8,2026-09-24,226.2,223.2,ok,
2218.HK,2218,SEHK,HKD,46654264,2026-09-23,21.7,2026-09-24,21.74,21.7,ok,
2225.HK,2225,SEHK,HKD,751476879,2026-09-23,5.83,2026-09-24,5.715,5.73,ok,
2269.HK,2269,SEHK,HKD,455575398,2026-09-23,52.8,2026-09-24,52.4,51.9,ok,
2315.HK,2315,SEHK,HKD,581229302,2026-09-23,70.3,2026-09-24,71.16,67.66,ok,
2343.HK,2343,SEHK,HKD,42446339,2026-09-23,4.095,2026-09-24,4.095,4.115,ok,
2356.HK,2356,SEHK,HKD,42445828,2026-09-23,14.42,2026-09-24,14.4,14.49,ok,
2359.HK,2359,SEHK,HKD,344422817,2026-09-23,207.6,2026-09-24,207.0,205.0,ok,
2388.HK,2388,SEHK,HKD,16511977,2026-09-23,51.3,2026-09-24,51.26,51.26,ok,
2436.HK,2436,SEHK,HKD,597873164,2026-09-23,20.9,2026-09-24,20.9,20.4,ok,
2451.HK,2451,SEHK,HKD,657342265,2026-09-23,16.54,2026-09-24,16.19,14.31,ok,
2510.HK,2510,SEHK,HKD,738087045,2026-09-23,13.3,2026-09-24,13.31,13.7,ok,
2888.HK,2888,SEHK,HKD,42453515,2026-09-23,240.0,2026-09-24,237.4,236.0,ok,
3328.HK,3328,SEHK,HKD,46636720,2026-09-23,8.21,2026-09-24,8.21,8.285,ok,
3396.HK,3396,SEHK,HKD,198437740,2026-09-23,25.64,2026-09-24,25.68,25.8,ok,
3759.HK,3759,SEHK,HKD,391530588,2026-09-23,30.6,2026-09-24,30.52,30.34,ok,
3866.HK,3866,SEHK,HKD,214126498,2026-09-23,4.995,2026-09-24,4.985,5.025,ok,
3939.HK,3939,SEHK,HKD,837451480,2026-09-23,14.24,2026-09-24,13.9,13.72,ok,
3988.HK,3988,SEHK,HKD,46639425,2026-09-23,6.0,2026-09-24,5.96,6.04,ok,
6699.HK,6699,SEHK,HKD,495449835,2026-09-23,86.2,2026-09-24,86.9,84.7,ok,
6821.HK,6821,SEHK,HKD,530222098,2026-09-23,157.3,2026-09-24,154.0,149.7,ok,
8279.HK,8279,SEHK,HKD,55829050,2026-09-23,1.21,2026-09-24,1.21,1.22,ok,
