ticker,ib_symbol,exchange,currency,con_id,signal_date,ib_close,next_date,ib_next_open,ib_next_close,status,note
1303.TW,1303,TWSE,TWD,37928724,2026-09-23,227.5,2026-09-24,225.5,238.0,ok,
1326.TW,1326,TWSE,TWD,37928761,2026-09-23,65.4,2026-09-24,65.0,67.0,ok,
1560.TW,1560,TWSE,TWD,39130096,2026-09-23,955.0,2026-09-24,950.0,971.0,ok,
1709.TW,1709,TWSE,TWD,39130179,2026-09-23,48.3,2026-09-24,45.85,43.5,ok,
1727.TW,1727,TWSE,TWD,39130234,2026-09-23,116.5,2026-09-24,114.0,115.5,ok,
2059.TW,2059,TWSE,TWD,53048375,2026-09-23,12390.0,2026-09-24,12400.0,12350.0,ok,
2302.TW,2302,TWSE,TWD,39130451,2026-09-23,45.75,2026-09-24,45.1,46.05,ok,
2303.TW,2303,TWSE,TWD,37928719,2026-09-23,160.0,2026-09-24,157.0,154.0,ok,
2305.TW,2305,TWSE,TWD,39130454,2026-09-23,63.6,2026-09-24,63.3,62.9,ok,
2344.TW,2344,TWSE,TWD,38768820,2026-09-23,172.5,2026-09-24,169.0,171.5,ok,
2351.TW,2351,TWSE,TWD,39130497,2026-09-23,226.0,2026-09-24,224.0,219.5,ok,
2360.TW,2360,TWSE,TWD,39130512,2026-09-23,2325.0,2026-09-24,2285.0,2295.0,ok,
2399.TW,2399,TWSE,TWD,39130605,2026-09-23,47.1,2026-09-24,47.05,47.3,ok,
2408.TW,2408,TWSE,TWD,39130634,2026-09-23,515.0,2026-09-24,509.0,503.0,ok,
2409.TW,2409,TWSE,TWD,38768895,2026-09-23,34.7,2026-09-24,34.75,34.2,ok,
2426.TW,2426,TWSE,TWD,39130681,2026-09-23,97.8,2026-09-24,97.8,96.9,ok,
2451.TW,2451,TWSE,TWD,39130765,2026-09-23,284.5,2026-09-24,285.5,284.5,ok,
2454.TW,2454,TWSE,TWD,37928734,2026-09-23,5185.0,2026-09-24,5105.0,5285.0,ok,
2455.TW,2455,TWSE,TWD,39130777,2026-09-23,552.0,2026-09-24,547.0,554.0,ok,
2464.TW,2464,TWSE,TWD,39130814,2026-09-23,195.0,2026-09-24,196.0,195.5,ok,
2481.TW,2481,TWSE,TWD,39130874,2026-09-23,173.0,2026-09-24,173.0,174.5,ok,
2484.TW,2484,TWSE,TWD,39130884,2026-09-23,72.9,2026-09-24,73.2,72.8,ok,
2855.TW,2855,TWSE,TWD,39131177,2026-09-23,57.7,2026-09-24,57.4,57.8,ok,
2883.TW,2883,TWSE,TWD,38768952,2026-09-23,39.35,2026-09-24,38.9,38.95,ok,
2887.TW,2887,TWSE,TWD,38768965,2026-09-23,42.95,2026-09-24,42.55,42.5,ok,
3006.TW,3006,TWSE,TWD,39131234,2026-09-23,274.0,2026-09-24,272.0,275.0,ok,
3008.TW,3008,TWSE,TWD,38768990,2026-09-23,6190.0,2026-09-24,6105.0,6245.0,ok,
3016.TW,3016,TWSE,TWD,39131260,2026-09-23,145.5,2026-09-24,147.5,160.0,ok,
3017.TW,3017,TWSE,TWD,39131267,2026-09-23,3470.0,2026-09-24,3460.0,3555.0,ok,
3026.TW,3026,TWSE,TWD,39131293,2026-09-23,768.0,2026-09-24,768.0,810.0,ok,
3037.TW,3037,TWSE,TWD,39131336,2026-09-23,1160.0,2026-09-24,1155.0,1185.0,ok,
3042.TW,3042,TWSE,TWD,39131353,2026-09-23,198.0,2026-09-24,196.0,203.0,ok,
3055.TW,3055,TWSE,TWD,39131390,2026-09-23,203.5,2026-09-24,201.5,199.0,ok,
3081.TWO,3081,TWSE,TWD,,2026-09-23,,,,,no_contract,
3167.TW,3167,TWSE,TWD,142020548,2026-09-23,890.0,2026-09-24,889.0,949.0,ok,
3189.TW,3189,TWSE,TWD,39131431,2026-09-23,906.0,2026-09-24,938.0,962.0,ok,
3221.TWO,3221,TWSE,TWD,,2026-09-23,,,,,no_contract,
3234.TWO,3234,TWSE,TWD,,2026-09-23,,,,,no_contract,
3260.TWO,3260,TWSE,TWD,,2026-09-23,,,,,no_contract,
3264.TWO,3264,TWSE,TWD,,2026-09-23,,,,,no_contract,
3374.TWO,3374,TWSE,TWD,,2026-09-23,,,,,no_contract,
3441.TWO,3441,TWSE,TWD,,2026-09-23,,,,,no_contract,
3443.TW,3443,TWSE,TWD,43600747,2026-09-23,8385.0,2026-09-24,8300.0,8525.0,ok,
3450.TW,3450,TWSE,TWD,43600750,2026-09-23,520.0,2026-09-24,516.0,513.0,ok,
3455.TWO,3455,TWSE,TWD,,2026-09-23,,,,,no_contract,
3498.TWO,3498,TWSE,TWD,,2026-09-23,,,,,no_contract,
3532.TW,3532,TWSE,TWD,48955832,2026-09-23,445.0,2026-09-24,445.0,452.5,ok,
3605.TW,3605,TWSE,TWD,60178174,2026-09-23,180.0,2026-09-24,179.5,183.5,ok,
3624.TWO,3624,TWSE,TWD,,2026-09-23,,,,,no_contract,
3653.TW,3653,TWSE,TWD,73164521,2026-09-23,6410.0,2026-09-24,6560.0,6920.0,ok,
3693.TWO,3693,TWSE,TWD,,2026-09-23,,,,,no_contract,
3711.TW,3711,TWSE,TWD,316261614,2026-09-23,693.0,2026-09-24,685.0,699.0,ok,
4939.TWO,4939,TWSE,TWD,,2026-09-23,,,,,no_contract,
4967.TW,4967,TWSE,TWD,637690735,2026-09-23,272.0,2026-09-24,271.0,272.5,ok,
4979.TWO,4979,TWSE,TWD,,2026-09-23,,,,,no_contract,
5274.TWO,5274,TWSE,TWD,,2026-09-23,,,,,no_contract,
5351.TWO,5351,TWSE,TWD,,2026-09-23,,,,,no_contract,
5864.TWO,5864,TWSE,TWD,,2026-09-23,,,,,no_contract,
6141.TW,6141,TWSE,TWD,39131596,2026-09-23,51.8,2026-09-24,51.7,51.8,ok,
6173.TWO,6173,TWSE,TWD,,2026-09-23,,,,,no_contract,
6187.TWO,6187,TWSE,TWD,,2026-09-23,,,,,no_contract,
6213.TW,6213,TWSE,TWD,48955855,2026-09-23,541.0,2026-09-24,595.0,595.0,ok,
6226.TW,6226,TWSE,TWD,57809901,2026-09-23,42.7,2026-09-24,42.95,44.0,ok,
6239.TW,6239,TWSE,TWD,39131672,2026-09-23,286.5,2026-09-24,285.5,287.0,ok,
6257.TW,6257,TWSE,TWD,39131677,2026-09-23,247.0,2026-09-24,246.0,243.0,ok,
6274.TWO,6274,TWSE,TWD,,2026-09-23,,,,,no_contract,
6426.TW,6426,TWSE,TWD,637690150,2026-09-23,391.5,2026-09-24,412.0,389.0,ok,
6505.TW,6505,TWSE,TWD,39131714,2026-09-23,87.3,2026-09-24,88.0,87.2,ok,
6531.TW,6531,TWSE,TWD,637692299,2026-09-23,987.0,2026-09-24,990.0,993.0,ok,
6538.TWO,6538,TWSE,TWD,,2026-09-23,,,,,no_contract,
6672.TW,6672,TWSE,TWD,637693160,2026-09-23,307.0,2026-09-24,315.0,337.5,ok,
6770.TW,6770,TWSE,TWD,637689327,2026-09-23,73.1,2026-09-24,72.0,72.0,ok,
6805.TW,6805,TWSE,TWD,665145374,2026-09-23,2600.0,2026-09-24,2570.0,2530.0,ok,
6834.TW,6834,TWSE,TWD,637690444,2026-09-23,113.5,2026-09-24,112.0,116.0,ok,
7828.TWO,7828,TWSE,TWD,,2026-09-23,,,,,no_contract,
8021.TW,8021,TWSE,TWD,48955860,2026-09-23,478.0,2026-09-24,480.5,480.0,ok,
8046.TW,8046,TWSE,TWD,40714745,2026-09-23,1210.0,2026-09-24,1210.0,1240.0,ok,
8064.TWO,8064,TWSE,TWD,,2026-09-23,,,,,no_contract,
8150.TW,8150,TWSE,TWD,174264331,2026-09-23,107.0,2026-09-24,106.0,112.0,ok,
8996.TW,8996,TWSE,TWD,145904181,2026-09-23,1540.0,2026-09-24,1555.0,1530.0,ok,
