Date,Dividend,Split,DividendRaw
1995-06-27,0.078753,,
1995-12-01,0.088772,,
1996-06-14,0.038445,,
1996-11-29,0.115334,,
1997-06-11,0.116033,,
1997-11-25,0.133275,,
1998-06-10,0.13444,,
1998-11-24,0.15075,,
1999-06-16,0.134207,,
1999-09-28,0.123489,,
1999-10-04,,5,
1999-11-23,0.137469,,
2000-06-07,0.131644,,
2000-11-21,0.126984,,
2001-06-06,0.118829,,
2001-11-20,0.135139,,
2002-06-05,0.142129,,
2002-11-20,0.163099,,
2003-06-04,0.171254,,
2003-11-25,0.188729,,
2004-06-02,0.215524,,
2004-11-23,0.412407,,
2005-06-01,0.460172,,
2005-11-22,0.445027,,
2006-07-31,,0.875,
2006-11-21,0.454638,,
2007-06-06,0.888889,,
2007-11-20,0.524975,,
2008-06-04,1.011213,,
2008-11-19,0.391437,,
2009-06-03,0.804281,,
2009-11-18,0.456677,,
2010-06-02,0.827727,,
2010-11-17,0.472987,,
2011-06-01,0.998981,,
2011-11-16,1.14475,,
2012-06-06,1.034659,,
2012-11-20,0.529052,,
2013-06-12,1.069317,,
2013-11-20,0.572885,,
2014-02-24,,0.981,
2014-06-11,1.257,,
2014-11-20,0.564,,
2015-06-10,1.185,,
2015-11-18,0.556,,
2016-06-08,1.134,,
2016-11-22,0.504,,
2017-06-07,1.123,,
2017-11-22,0.564,,
2018-06-07,1.224,,
2018-11-21,0.545,,
2019-06-06,0.464,,
2019-11-27,0.497,,
2020-06-11,0.487,,
2020-12-17,0.532,,
2021-06-24,0.549,,
2021-11-24,0.514,,
2022-06-03,0.472,,
2022-11-23,0.466,,
2023-06-08,0.488,,
2023-11-22,0.481,,
2024-06-07,0.469,,
2024-11-22,0.242,,
2025-06-06,0.253,,
2025-11-24,0.257,,
2026-06-05,0.277,,
