Date,Shares
2015-11-19,584500000
2016-01-28,583600000
2016-02-18,584300000
2016-02-29,584328000
2016-03-17,583100000
2016-03-28,582998000
2016-04-15,583000000
2016-05-05,582997000
2016-05-19,583000000
2016-06-16,582700000
2016-08-03,581916000
2016-11-03,580300000
2016-11-17,580300000
2016-12-15,579900000
2017-02-16,580800000
2017-03-01,580803000
2017-03-21,580902000
2017-04-03,580902000
2017-04-19,580902016
2017-05-03,580902016
2017-05-18,580899968
2017-06-15,581000000
2017-08-02,581048000
2017-08-17,582376000
2018-11-13,583145024
2018-11-14,583145024
2018-11-16,583145024
2018-11-21,583100032
2018-11-22,583100032
2018-11-28,583100032
2018-12-05,583100032
2018-12-06,583100032
2018-12-07,583100032
2018-12-11,583100032
2018-12-12,583100032
2018-12-16,583100032
2018-12-19,583200000
2019-01-07,583200000
2019-01-09,583200000
2019-01-12,583200000
2019-01-16,583200000
2019-01-25,583200000
2019-01-30,583200000
2019-02-07,583200000
2019-02-15,583900032
2019-02-17,583900032
2019-02-20,583900032
2019-02-28,583900032
2019-03-07,583896000
2019-03-08,583896000
2019-03-10,583896000
2019-03-11,583896000
2019-03-14,584000000
2019-03-17,584000000
2019-03-26,584000000
2019-03-29,584000000
2019-04-01,584000000
2019-04-05,583985984
2019-04-09,583985984
2019-04-10,583985984
2019-04-14,583985984
2019-04-17,584000000
2019-04-21,584000000
2019-04-29,584000000
2019-05-02,583985984
2019-05-05,583985984
2019-05-07,583985984
2019-05-09,583985984
2019-05-10,583985984
2019-05-12,583985984
2019-05-19,583985984
2019-05-22,583985984
2019-05-23,583985984
2019-05-28,583985984
2019-06-03,583985984
2019-06-04,583985984
2019-06-05,583985984
2019-06-06,583985984
2019-06-10,583985984
2019-06-11,583985984
2019-06-12,583985984
2019-06-17,583985984
2019-06-19,583985984
2019-06-21,583985984
2019-06-23,583985984
2019-06-24,583985984
2019-06-26,583985984
2019-07-03,590344000
2019-07-04,583985984
2019-07-05,576934976
2019-07-06,583985984
2019-07-10,586358976
2019-07-11,583635968
2019-07-12,586225984
2019-07-13,583985984
2019-08-05,586622016
2019-08-06,583985984
2019-08-07,602259008
2019-08-08,592518016
2019-08-09,586705024
2019-08-10,584648000
2019-08-23,582908032
2019-08-24,584648000
2019-08-30,577473024
2019-09-02,577396992
2019-09-04,584648000
2019-09-06,579070976
2019-09-09,572636032
2019-09-11,582113024
2019-09-12,585798976
2019-09-13,584648000
2019-09-20,589313984
2019-09-21,584648000
2019-10-04,581545984
2019-10-08,584648000
2019-10-21,574257984
2019-10-22,584648000
2019-11-05,583977024
2019-11-06,592123008
2019-11-07,592803008
2019-11-08,602572992
2019-11-09,584630016
2019-11-14,562723968
2019-11-15,595070976
2019-11-16,584630016
2019-12-18,592030016
2019-12-19,584630016
2020-01-08,574276992
2020-01-09,562147008
2020-01-10,565470016
2020-01-11,588084992
2020-01-12,584630016
2020-02-06,599657984
2020-02-07,585052992
2020-02-08,584630016
2020-02-12,585120000
2020-02-13,581694976
2020-02-14,584630016
2020-03-04,585254016
2020-03-19,585254016
2020-04-01,585297984
2020-05-21,592958016
2020-05-22,585297984
2020-08-06,585396992
