date,market,market_zh,window_months,sector,ticker,name,close,prior_high,pct_above_ma200,longest_months,streak_window,streak_longest,yahoo_ticker
2026-09-18,hk,港股,12,科技,0992.HK,聯想集團,37.58,36.16,126.8,12,1,1,0992.HK
2026-09-18,hk,港股,9,科技,0992.HK,聯想集團,37.58,36.16,126.8,12,1,1,0992.HK
2026-09-18,hk,港股,6,科技,0992.HK,聯想集團,37.58,36.16,126.8,12,1,1,0992.HK
2026-09-18,hk,港股,3,科技,0992.HK,聯想集團,37.58,36.16,126.8,12,1,1,0992.HK
2026-09-18,jp,日股,12,原材料,5301.JP,東海カーボン,2127.5,2100,59.1,12,1,1,5301.T
2026-09-18,jp,日股,9,原材料,5301.JP,東海カーボン,2127.5,2100,59.1,12,1,1,5301.T
2026-09-18,jp,日股,6,原材料,5301.JP,東海カーボン,2127.5,2100,59.1,12,1,1,5301.T
2026-09-18,jp,日股,3,工業,1721.JP,コムシスホールディングス,5868,5648,13.6,3,2,2,1721.T
2026-09-18,jp,日股,3,工業,6594.JP,ニデック,2856,2847,17.7,3,1,1,6594.T
2026-09-18,jp,日股,3,原材料,5301.JP,東海カーボン,2127.5,2100,59.1,12,1,1,5301.T
2026-09-18,jp,日股,3,醫療,4502.JP,武田薬品工業,5968,5947,12.6,3,2,2,4502.T
2026-09-18,us,美股,12,能源,MPC,Marathon Petroleum,424.89,423.83,70.0,12,4,4,MPC
2026-09-18,us,美股,9,能源,MPC,Marathon Petroleum,424.89,423.83,70.0,12,4,4,MPC
2026-09-18,us,美股,6,能源,MPC,Marathon Petroleum,424.89,423.83,70.0,12,4,4,MPC
2026-09-18,us,美股,3,能源,MPC,Marathon Petroleum,424.89,423.83,70.0,12,4,4,MPC
