date,market,market_zh,window_months,sector,ticker,name,close,prior_high,pct_above_ma200,longest_months,streak_window,streak_longest,yahoo_ticker
2026-09-10,jp,日股,12,原材料,5301.JP,東海カーボン,2000,1980,53.2,12,2,2,5301.T
2026-09-10,jp,日股,12,通訊/互聯網,9434.JP,ソフトバンク,243.2,242.6,12.0,12,1,1,9434.T
2026-09-10,jp,日股,9,原材料,5301.JP,東海カーボン,2000,1980,53.2,12,2,2,5301.T
2026-09-10,jp,日股,9,通訊/互聯網,9434.JP,ソフトバンク,243.2,242.6,12.0,12,1,1,9434.T
2026-09-10,jp,日股,6,原材料,5301.JP,東海カーボン,2000,1980,53.2,12,2,2,5301.T
2026-09-10,jp,日股,6,通訊/互聯網,9434.JP,ソフトバンク,243.2,242.6,12.0,12,1,1,9434.T
2026-09-10,jp,日股,3,原材料,5301.JP,東海カーボン,2000,1980,53.2,12,2,2,5301.T
2026-09-10,jp,日股,3,能源,5020.JP,ＥＮＥＯＳホールディングス,1472,1465.5,15.4,3,2,2,5020.T
2026-09-10,jp,日股,3,通訊/互聯網,9434.JP,ソフトバンク,243.2,242.6,12.0,12,1,1,9434.T
2026-09-10,us,美股,3,科技,SWKS,Skyworks Solutions,84.03,79.2,32.2,3,1,1,SWKS
2026-09-10,us,美股,3,能源,DVN,Devon Energy,50.02,49.72,15.2,3,1,1,DVN
