date,market,market_zh,window_months,sector,ticker,name,close,prior_high,pct_above_ma200,longest_months,streak_window,streak_longest,yahoo_ticker
2026-09-09,hk,港股,3,能源,0386.HK,中國石油化工股份,4.92,4.915,8.9,3,2,2,0386.HK
2026-09-09,jp,日股,12,原材料,5301.JP,東海カーボン,1980,1943,52.2,12,1,1,5301.T
2026-09-09,jp,日股,12,工業,8001.JP,伊藤忠商事,2299,2296.5,16.0,12,1,1,8001.T
2026-09-09,jp,日股,9,原材料,5301.JP,東海カーボン,1980,1943,52.2,12,1,1,5301.T
2026-09-09,jp,日股,9,工業,8001.JP,伊藤忠商事,2299,2296.5,16.0,12,1,1,8001.T
2026-09-09,jp,日股,6,工業,8001.JP,伊藤忠商事,2299,2296.5,16.0,12,1,1,8001.T
2026-09-09,jp,日股,6,工業,9009.JP,京成電鉄,1396,1389.5,14.3,6,2,2,9009.T
2026-09-09,jp,日股,6,原材料,5301.JP,東海カーボン,1980,1943,52.2,12,1,1,5301.T
2026-09-09,jp,日股,3,工業,8001.JP,伊藤忠商事,2299,2296.5,16.0,12,1,1,8001.T
2026-09-09,jp,日股,3,工業,9009.JP,京成電鉄,1396,1389.5,14.3,6,2,2,9009.T
2026-09-09,jp,日股,3,能源,5019.JP,出光興産,1660,1552,25.2,3,2,2,5019.T
2026-09-09,jp,日股,3,能源,5020.JP,ＥＮＥＯＳホールディングス,1459,1408.5,14.6,3,1,1,5020.T
2026-09-09,jp,日股,3,公用,9532.JP,大阪瓦斯,5945,5907,3.9,3,1,1,9532.T
2026-09-09,jp,日股,3,原材料,5301.JP,東海カーボン,1980,1943,52.2,12,1,1,5301.T
2026-09-09,us,美股,12,能源,VLO,Valero Energy,388.95,384.26,62.0,12,2,2,VLO
2026-09-09,us,美股,9,能源,VLO,Valero Energy,388.95,384.26,62.0,12,2,2,VLO
2026-09-09,us,美股,6,能源,VLO,Valero Energy,388.95,384.26,62.0,12,2,2,VLO
2026-09-09,us,美股,3,能源,CVX,Chevron,213.81,213.31,19.5,3,1,1,CVX
2026-09-09,us,美股,3,能源,VLO,Valero Energy,388.95,384.26,62.0,12,2,2,VLO
