Date,Value
1997-01-01,4.36
1997-02-01,4.19
1997-03-01,4.2
1997-04-01,4.26
1997-05-01,4.18
1997-06-01,4.03
1997-07-01,3.89
1997-08-01,3.78
1997-09-01,3.85
1997-10-01,3.87
1997-11-01,4.01
1997-12-01,4.16
1998-01-01,4.55
1998-02-01,4.81
1998-03-01,4.95
1998-04-01,4.87
1998-05-01,5.01
1998-06-01,5.24
1998-07-01,5.25
1998-08-01,4.69
1998-09-01,4.7
1998-10-01,4.8
1998-11-01,5.04
1998-12-01,5.19
1999-01-01,5.29
1999-02-01,5.29
1999-03-01,5.05
1999-04-01,5.08
1999-05-01,5.05
1999-06-01,5.15
1999-07-01,5.21
1999-08-01,5.19
1999-09-01,5.25
1999-10-01,5.33
1999-11-01,5.31
1999-12-01,5.19
2000-01-01,5.33
2000-02-01,5.33
2000-03-01,5.2
2000-04-01,5.16
2000-05-01,5.19
2000-06-01,5.34
2000-07-01,5.51
2000-08-01,5.71
2000-09-01,5.81
2000-10-01,5.64
2000-11-01,5.67
2000-12-01,5.82
2001-01-01,5.64
2001-02-01,5.35
2001-03-01,5.2
2001-04-01,5.08
2001-05-01,6.48875
2001-06-01,6.39
2001-07-01,6.627727
2001-08-01,7.293182
2001-09-01,8.064375
2001-10-01,7.454118
2001-11-01,6.881429
2001-12-01,6.648182
2002-01-01,6.546522
2002-02-01,6.699474
2002-03-01,6.991579
2002-04-01,8.099444
2002-05-01,9.06619
2002-06-01,10.356667
2002-07-01,9.334545
2002-08-01,9.31619
2002-09-01,10.447895
2002-10-01,11.673043
2002-11-01,11.4755
2002-12-01,10.79
2003-01-01,11.43619
2003-02-01,11.688
2003-03-01,10.677619
2003-04-01,9.451765
2003-05-01,8.492353
2003-06-01,7.91619
2003-07-01,7.995217
2003-08-01,8.579
2003-09-01,8.277143
2003-10-01,7.6415
2003-11-01,7.331429
2003-12-01,7.125
2004-01-01,7.0
2004-02-01,7.37
2004-03-01,7.37
2004-04-01,7.64
2004-05-01,7.87
2004-06-01,7.81
2004-07-01,7.77
2004-08-01,7.94
2004-09-01,7.72
2004-10-01,7.59
2004-11-01,7.42
2004-12-01,7.24
2005-01-01,6.93
2005-02-01,6.66
2005-03-01,6.59
2005-04-01,6.6
2005-05-01,6.25
2005-06-01,6.23
2005-07-01,6.26
2005-08-01,6.14
2005-09-01,6.01
2005-10-01,6.09
2005-11-01,6.34
2005-12-01,6.24
2006-01-01,6.17
2006-02-01,6.42
2006-03-01,6.53
2006-04-01,6.58
2006-05-01,6.49
2006-06-01,6.5
2006-07-01,6.52
2006-08-01,6.46
2006-09-01,6.45
2006-10-01,6.1
2006-11-01,5.88
2006-12-01,5.67
2007-01-01,5.58
2007-02-01,5.36
2007-03-01,5.33
2007-04-01,5.07
2007-05-01,4.88
2007-06-01,5.37
2007-07-01,5.71
2007-08-01,6.12
2007-09-01,5.97
2007-10-01,5.67
2007-11-01,5.58
2007-12-01,6.01
2008-01-01,6.01
2008-02-01,5.75
2008-03-01,5.69
2008-04-01,5.79
2008-05-01,5.93
2008-06-01,6.05
2008-07-01,6.16
2008-08-01,5.95
2008-09-01,5.97
2008-10-01,6.14
2008-11-01,6.37
2008-12-01,5.27
2009-01-01,5.06
2009-02-01,4.73
2009-03-01,4.71
2009-04-01,4.74
2009-05-01,5.27
2009-06-01,5.53
2009-07-01,5.3
2009-08-01,5.3
2009-09-01,5.08
2009-10-01,4.96
2009-11-01,4.95
2009-12-01,5.13
2010-01-01,5.12
2010-02-01,4.97
2010-03-01,4.91
2010-04-01,4.97
2010-05-01,4.87
2010-06-01,4.69
2010-07-01,4.58
2010-08-01,4.25
2010-09-01,4.39
2010-10-01,4.32
2010-11-01,4.46
2010-12-01,4.68
2011-01-01,4.77
2011-02-01,5.04
2011-03-01,5.23
2011-04-01,5.36
2011-05-01,5.33
2011-06-01,5.3
2011-07-01,5.21
2011-08-01,4.87
2011-09-01,4.73
2011-10-01,4.64
2011-11-01,4.65
2011-12-01,4.63
2012-01-01,4.51
2012-02-01,4.58
2012-03-01,4.73
2012-04-01,4.66
2012-05-01,4.53
2012-06-01,4.38
2012-07-01,4.13
2012-08-01,4.29
2012-09-01,4.5
2012-10-01,4.35
2012-11-01,4.16
2012-12-01,3.97
2013-01-01,4.02
2013-02-01,4.05
2013-03-01,3.98
2013-04-01,3.73
2013-05-01,3.56
2013-06-01,3.8
2013-07-01,3.75
2013-08-01,3.87
2013-09-01,3.94
2013-10-01,3.67
2013-11-01,3.6
2013-12-01,3.58
2014-01-01,3.67
2014-02-01,3.63
2014-03-01,3.4
2014-04-01,3.39
2014-05-01,3.08
2014-06-01,2.89
2014-07-01,2.82
2014-08-01,2.63
2014-09-01,2.45
2014-10-01,2.17
2014-11-01,2.15
2014-12-01,2.35
2015-01-01,1.96
2015-02-01,1.77
2015-03-01,1.61
2015-04-01,1.45
2015-05-01,2.02
2015-06-01,2.44
2015-07-01,2.47
2015-08-01,2.28
2015-09-01,2.32
2015-10-01,2.13
2015-11-01,2.19
2015-12-01,2.2
2016-01-01,2.04
