Date,Dividend,Split,DividendRaw
1995-03-01,0.07,,
1995-05-31,0.07,,
1995-08-31,0.07,,
1995-11-29,0.07,,
1996-03-01,0.07,,
1996-05-31,0.07,,
1996-08-29,0.07,,
1996-11-29,0.075,,
1997-02-28,0.075,,
1997-05-30,0.08,,
1997-08-28,0.08,,
1997-11-28,0.085,,
1998-02-27,0.085,,
1998-06-15,0.095,,
1998-07-02,,2,
1998-08-28,0.095,,
1998-11-27,0.095,,
1999-02-25,0.095,,
1999-05-27,0.105,,
1999-08-30,0.105,,
1999-11-29,0.105,,
2000-02-28,0.105,,
2000-05-30,0.115,,
2000-08-30,0.115,,
2000-11-29,0.115,,
2001-02-27,0.115,,
2001-05-30,0.125,,
2001-08-30,0.125,,
2001-11-29,0.125,,
2002-02-27,0.125,,
2002-05-30,0.135,,
2002-08-30,0.135,,
2002-11-27,0.135,,
2003-02-27,0.125,,
2003-05-29,0.145,,
2003-08-28,0.145,,
2003-11-26,0.145,,
2004-02-26,0.145,,
2004-05-27,0.155,,
2004-08-30,0.155,,
2004-11-29,0.155,,
2005-02-25,0.155,,
2005-05-27,0.165,,
2005-08-30,0.165,,
2005-11-29,0.165,,
2006-02-27,0.165,,
2006-05-30,0.175,,
2006-08-30,0.175,,
2006-11-29,0.175,,
2007-02-27,0.175,,
2007-05-30,0.23,,
2007-08-30,0.23,,
2007-11-29,0.23,,
2008-02-28,0.23,,
2008-05-29,0.23,,
2008-08-28,0.23,,
2008-11-26,0.06,,
2013-10-07,0.04,,
2014-01-13,0.04,,
2014-04-07,0.04,,
2014-07-15,0.04,,
2014-10-06,0.04,,
2015-01-12,0.04,,
2015-04-06,0.04,,
2015-07-13,0.04,,
2015-10-05,0.04,,
2016-01-11,0.04,,
2016-04-04,0.04,,
2016-07-11,0.04,,
2016-10-03,0.04,,
2017-01-09,0.04,,
2017-04-03,0.04,,
2017-07-10,0.04,,
2017-10-03,0.04,,
2018-01-09,0.04,,
2018-04-03,0.04,,
2018-07-10,0.04,,
2018-10-02,0.04,,
2019-01-08,0.04,,
2019-04-02,0.05,,
2019-07-09,0.05,,
2019-10-01,0.05,,
2020-01-07,0.05,,
2020-04-07,0.06,,
2020-07-09,0.06,,
2020-10-06,0.06,,
2021-01-05,0.06,,
2021-04-06,0.07,,
2021-07-09,0.07,,
2021-10-07,0.07,,
2022-01-04,0.07,,
2022-04-05,0.09,,
2022-07-08,0.09,,
2022-10-06,0.09,,
2023-01-03,0.09,,
2023-04-04,0.11,,
2023-07-10,0.11,,
2023-10-06,0.11,,
2024-01-02,0.11,,
2024-04-01,0.13,,
2024-07-09,0.13,,
2024-10-09,0.13,,
2025-01-10,0.13,,
2025-04-01,0.18,,
2025-07-09,0.18,,
2025-10-08,0.18,,
2026-01-06,0.18,,
2026-04-01,0.23,,
2026-07-08,0.23,,
