Date,Dividend,Split
1995-02-13,0.427109,
1995-05-08,0.427109,
1995-08-16,0.444542,
1995-11-15,0.444542,
1996-02-14,0.444542,
1996-05-15,0.444542,
1996-08-14,0.461975,
1996-11-13,0.461975,
1997-02-12,0.461975,
1997-05-14,0.461975,
1997-08-13,0.479408,
1997-11-12,0.479408,
1998-02-11,0.479408,
1998-05-13,0.479408,
1998-08-12,0.479408,
1998-11-10,0.479408,
1999-02-10,0.479408,
1999-05-12,0.479408,
1999-08-11,0.479408,
1999-11-09,0.479408,
2000-02-09,0.479408,
2000-05-10,0.479408,
2000-08-09,0.479408,
2000-11-15,0.479408,
2001-01-29,,2
2001-02-14,0.479408,
2001-05-09,0.479408,
2001-08-15,0.479408,
2001-11-14,0.479408,
2002-02-13,0.479408,
2002-05-15,0.479408,
2002-08-14,0.479408,
2002-11-13,0.479408,
2003-02-12,0.479408,
2003-05-14,0.479408,
2003-08-13,0.479408,
2003-11-12,0.479408,
2004-02-11,0.479408,
2004-05-12,0.479408,
2004-08-11,0.479408,
2004-11-09,0.479408,
2005-02-09,0.479408,
2005-05-11,0.479408,
2005-08-10,1.621269,
2005-11-09,0.540423,
2006-02-15,0.540423,
2006-05-10,0.540423,
2006-08-09,0.557856,
2006-11-15,0.557856,
2007-01-03,,1.72087
2007-02-14,0.63,
2007-05-09,0.63,
2007-08-15,0.66,
2007-11-14,0.66,
2008-02-13,0.66,
2008-05-15,0.66,
2008-08-13,0.69,
2008-11-12,0.69,
2009-02-11,0.69,
2009-05-14,0.69,
2009-08-12,0.72,
2009-11-10,0.72,
2010-02-10,0.72,
2010-05-19,0.72,
2010-08-11,0.735,
2010-11-09,0.735,
2011-02-09,0.735,
2011-05-18,0.735,
2011-08-10,0.75,
2011-11-16,0.75,
2012-02-15,0.75,
2012-05-16,0.75,
2012-07-03,,0.333333
2012-08-15,0.765,
2012-11-14,0.765,
2013-02-13,0.765,
2013-05-15,0.765,
2013-08-14,0.78,
2013-11-13,0.78,
2014-02-12,0.78,
2014-05-14,0.78,
2014-08-13,0.795,
2014-11-12,0.795,
2015-02-11,0.795,
2015-05-13,0.795,
2015-08-12,0.825,
2015-11-10,0.825,
2016-02-10,0.825,
2016-05-18,0.825,
2016-08-10,0.855,
2016-11-16,0.855,
2017-02-15,0.855,
2017-05-17,0.855,
2017-08-16,0.89,
2017-11-16,0.89,
2018-02-15,0.89,
2018-05-17,0.89,
2018-08-16,0.928,
2018-11-15,0.928,
2019-02-14,0.928,
2019-05-16,0.928,
2019-08-15,0.945,
2019-11-14,0.945,
2020-02-13,0.945,
2020-05-14,0.945,
2020-08-13,0.965,
2020-11-12,0.965,
2021-02-11,0.965,
2021-05-13,0.965,
2021-08-12,0.985,
2021-11-10,0.985,
2022-02-17,0.985,
2022-05-12,0.985,
2022-08-11,1.005,
2022-11-17,1.005,
2023-02-16,1.005,
2023-05-11,1.005,
2023-08-17,1.025,
2023-11-16,1.025,
2024-02-15,1.025,
2024-05-16,1.025,
2024-08-16,1.045,
2024-11-15,1.045,
2025-02-14,1.045,
2025-05-16,1.045,
2025-08-15,1.065,
2025-11-14,1.065,
2026-02-13,1.065,
2026-05-15,1.065,
2026-08-14,1.085,
