Date,Shares
2015-11-25,168274000
2016-02-25,167740000
2016-03-22,165938000
2016-05-05,165609000
2016-08-04,163314000
2016-11-03,160507000
2017-03-01,159367008
2017-05-04,157088992
2017-08-04,152943008
2017-10-16,149984992
2018-11-14,149984992
2018-11-15,149984992
2018-11-19,149984992
2018-11-21,149984992
2018-11-22,149984992
2018-11-26,149984992
2018-11-28,149984992
2018-11-29,149984992
2018-12-02,149984992
2018-12-03,149984992
2018-12-04,149984992
2018-12-06,149984992
2018-12-07,149984992
2018-12-09,149984992
2018-12-10,149984992
2018-12-11,149984992
2018-12-12,149984992
2018-12-14,149984992
2018-12-16,149984992
2018-12-17,149984992
2018-12-19,149984992
2018-12-21,149984992
2018-12-30,149984992
2019-01-05,149984992
2019-01-07,149984992
2019-01-09,149984992
2019-01-10,149984992
2019-01-12,149984992
2019-01-14,149984992
2019-01-16,149984992
2019-01-17,149984992
2019-01-20,149984992
2019-01-22,149984992
2019-01-24,149984992
2019-01-25,149984992
2019-01-26,149984992
2019-01-28,149984992
2019-01-29,149984992
2019-01-30,149984992
2019-02-04,149984992
2019-02-07,149984992
2019-02-10,149984992
2019-02-11,149984992
2019-02-13,149984992
2019-02-14,149984992
2019-02-15,149984992
2019-02-16,149984992
2019-02-19,149984992
2019-02-20,149984992
2019-02-26,149984992
2019-02-28,149984992
2019-03-02,149984992
2019-03-07,147059008
2019-03-08,147059008
2019-03-10,147059008
2019-03-12,147059008
2019-03-15,147059008
2019-03-18,147059008
2019-03-27,147059008
2019-03-29,147059008
2019-03-30,147059008
2019-04-01,147059008
2019-04-05,147059008
2019-04-06,147059008
2019-04-09,147059008
2019-04-14,146302000
2019-04-15,146302000
2019-04-17,146302000
2019-04-19,146302000
2019-04-21,146302000
2019-04-29,146302000
2019-05-02,146302000
2019-05-03,146302000
2019-05-05,146022000
2019-05-09,146022000
2019-05-12,146022000
2019-05-20,146022000
2019-05-22,146022000
2019-06-03,146022000
2019-06-05,146022000
2019-06-10,146022000
2019-06-11,146022000
2019-06-17,146022000
2019-06-19,146022000
2019-06-21,146022000
2019-06-23,146022000
2019-06-27,146022000
2019-07-04,144980000
2019-07-06,146022000
2019-08-02,144715008
2019-08-09,150538000
2019-08-10,144715008
2019-08-15,140450000
2019-08-22,147450000
2019-08-23,144715008
2019-08-30,140967008
2019-09-02,139991008
2019-09-03,144715008
2019-09-07,141087008
2019-09-09,141182000
2019-09-11,152515008
2019-09-12,144715008
2019-09-13,146652000
2019-09-14,144715008
2019-09-20,146422000
2019-09-21,144715008
2019-09-25,143890000
2019-09-26,144715008
2019-09-27,146952992
2019-09-28,144715008
2019-10-05,144715008
2019-10-10,143320000
2019-10-23,142790000
2019-11-05,141086000
2019-11-07,143680992
2019-11-08,144912992
2019-11-09,143680992
2019-11-14,145463008
2019-11-15,140860000
2019-11-16,143680992
2019-11-21,143680992
2019-12-06,142714000
2019-12-07,143680992
2019-12-11,145188992
2019-12-13,143680992
2019-12-18,142322000
2019-12-19,143680992
2020-01-08,145428992
2020-01-09,144770000
2020-01-10,143304000
2020-01-13,143680992
2020-02-07,142202000
2020-02-08,143680992
2020-02-12,145804000
2020-02-14,143680992
2020-03-03,142772000
2020-03-06,145030000
2020-04-14,142258000
2020-05-08,142318000
2020-08-07,142670000
2020-08-28,142670000
2020-09-05,142670000
2020-10-05,142658000
2020-11-04,142988000
2020-11-26,142988000
2021-03-02,140991008
2021-03-17,140991008
2021-04-09,140524000
2021-04-23,141270000
2021-04-24,139924000
2021-04-28,140524000
2021-05-07,140204000
2021-08-10,137495008
2021-09-11,137495008
2021-11-05,137896992
2021-11-06,135723008
2021-12-02,139064992
2021-12-03,135723008
2021-12-04,135723008
2022-02-11,135723008
2022-03-02,134944000
2022-03-03,134944000
2022-03-04,134944000
2022-03-08,134944000
2022-03-15,137698000
2022-03-16,134944000
2022-03-20,134944000
2022-03-23,135428992
2022-03-24,134944000
2022-04-02,134944000
2022-04-06,134944000
2022-04-09,135056992
2022-04-11,135056992
2022-04-12,137676992
2022-04-13,135056992
2022-04-28,135056992
2022-05-06,135116000
2022-05-09,135116000
2022-05-14,135116000
2022-05-17,135116000
2022-05-19,135116000
2022-05-21,135116000
2022-06-03,138998000
2022-06-15,135116000
2022-06-22,135116000
2022-06-24,136406000
2022-07-10,135116000
2022-07-14,135116000
2022-07-31,135116000
2022-08-05,135243008
2022-08-08,135243008
2022-09-01,135243008
2022-09-03,136856992
2022-09-10,134311008
2022-09-12,135243008
2022-09-24,137552000
2022-09-25,135243008
2022-10-04,132004000
2022-10-05,135243008
2022-10-08,139802000
2022-10-09,135243008
2022-10-12,140410000
2022-10-17,135243008
2022-10-18,130844000
2022-10-19,135243008
2022-10-21,136140000
2022-10-22,135243008
2022-11-05,135391008
2022-11-08,135470000
2022-11-09,135391008
2023-02-28,135592000
2023-03-01,135592000
2023-03-08,138080992
2023-03-11,135592000
2023-04-01,139030000
2023-04-04,136432000
2023-04-05,135592000
2023-04-11,135136000
2023-05-06,134787008
2023-05-12,135720000
2023-05-13,134787008
2023-06-14,136444000
2023-07-12,135332992
2023-07-13,134787008
2023-08-22,134048000
2023-09-20,134061000
2023-10-20,134048000
