month_end,n,k,longs,shorts,ratemom_EUR,ratemom_GBP,ratemom_AUD,ratemom_NZD,ratemom_JPY,ratemom_CHF,ratemom_CAD
2006-11-30,7,3,"['CHF', 'GBP', 'EUR']","['CAD', 'JPY', 'NZD']",0.3998,0.3985,0.23,0.18,0.007,0.3197,-0.0425
2006-12-29,7,3,"['CHF', 'GBP', 'EUR']","['CAD', 'JPY', 'NZD']",0.3998,0.3985,0.23,0.18,0.007,0.3197,-0.0425
2007-01-31,7,3,"['CHF', 'GBP', 'EUR']","['CAD', 'NZD', 'JPY']",0.3488,0.2667,0.18,0.1,0.104,0.265,0.01
2007-02-28,7,3,"['EUR', 'CHF', 'GBP']","['CAD', 'NZD', 'JPY']",0.2499,0.3545,0.15,0.04,0.093,0.3031,-0.0015
2007-03-30,7,3,"['EUR', 'CHF', 'GBP']","['CAD', 'NZD', 'JPY']",0.2499,0.3545,0.15,0.04,0.093,0.3031,-0.0015
2007-04-30,7,3,"['NZD', 'CHF', 'GBP']","['CAD', 'AUD', 'JPY']",0.2067,0.2578,0.04,0.22,0.12,0.2515,0.0075
2007-05-31,7,3,"['CHF', 'EUR', 'NZD']","['CAD', 'AUD', 'JPY']",0.2234,0.1628,0.05,0.28,0.11,0.1734,0.0065
2007-06-29,7,3,"['CHF', 'EUR', 'NZD']","['CAD', 'AUD', 'JPY']",0.2234,0.1628,0.05,0.28,0.11,0.1734,0.0065
2007-07-31,7,3,"['CHF', 'GBP', 'NZD']","['AUD', 'JPY', 'CAD']",0.2569,0.3307,-0.01,0.44,0.07,0.2838,0.1925
2007-08-31,7,3,"['GBP', 'CHF', 'NZD']","['AUD', 'JPY', 'EUR']",0.2409,0.375,-0.01,0.46,0.12,0.3879,0.335
2007-09-28,7,3,"['GBP', 'CHF', 'NZD']","['AUD', 'JPY', 'EUR']",0.2409,0.375,-0.01,0.46,0.12,0.3879,0.335
2007-10-31,7,3,"['AUD', 'EUR', 'GBP']","['CAD', 'CHF', 'JPY']",0.5939,0.7668,0.52,0.49,0.12,0.0497,-0.3625
2007-11-30,7,3,"['GBP', 'AUD', 'EUR']","['CAD', 'CHF', 'JPY']",0.4712,0.2462,0.44,0.24,0.08,-0.155,-0.5615
2007-12-31,7,3,"['JPY', 'EUR', 'AUD']","['CHF', 'CAD', 'GBP']",0.0949,-0.0109,0.4,0.01,0.03,-0.3117,-0.2995
2008-01-31,7,3,"['NZD', 'EUR', 'AUD']","['GBP', 'CAD', 'CHF']",0.1067,-0.2875,0.35,0.09,0.01,-0.1491,-0.165
2008-02-29,7,3,"['JPY', 'NZD', 'AUD']","['GBP', 'CAD', 'EUR']",-0.2058,-0.6105,0.27,0.07,0.0,-0.1692,-0.354
2008-03-31,7,3,"['NZD', 'CHF', 'AUD']","['GBP', 'CAD', 'EUR']",-0.2765,-0.7666,0.54,0.09,-0.02,0.1224,-0.6975
2008-04-30,7,3,"['JPY', 'NZD', 'AUD']","['CAD', 'GBP', 'EUR']",-0.252,-0.4601,0.61,0.01,-0.02,-0.0562,-1.6475
2008-05-30,7,3,"['JPY', 'NZD', 'AUD']","['CAD', 'GBP', 'EUR']",-0.252,-0.4601,0.61,0.01,-0.02,-0.0562,-1.6475
2008-06-30,7,3,"['AUD', 'GBP', 'EUR']","['CAD', 'CHF', 'NZD']",0.4953,0.1844,0.06,-0.11,-0.01,-0.3746,-0.615
2008-07-31,7,3,"['GBP', 'EUR', 'CAD']","['NZD', 'CHF', 'AUD']",0.3442,0.0301,-0.09,-0.23,0.02,-0.1444,0.4275
2008-08-29,7,3,"['GBP', 'EUR', 'CAD']","['NZD', 'CHF', 'AUD']",0.3442,0.0301,-0.09,-0.23,0.02,-0.1444,0.4275
2008-09-30,7,3,"['JPY', 'EUR', 'CHF']","['NZD', 'AUD', 'CAD']",0.1078,-0.0602,-0.44,-0.51,0.01,0.1406,-0.18
2008-10-31,7,3,"['GBP', 'JPY', 'EUR']","['NZD', 'AUD', 'CAD']",0.0787,-0.0188,-0.54,-0.73,0.01,-0.0191,-0.495
2008-11-28,7,3,"['GBP', 'JPY', 'EUR']","['NZD', 'AUD', 'CAD']",0.0787,-0.0188,-0.54,-0.73,0.01,-0.0191,-0.495
2008-12-31,7,3,"['EUR', 'CAD', 'JPY']","['AUD', 'NZD', 'CHF']",-0.7269,-1.3194,-2.55,-1.95,0.03,-1.4831,-0.6875
2009-01-30,7,3,"['EUR', 'CAD', 'JPY']","['AUD', 'NZD', 'CHF']",-0.7269,-1.3194,-2.55,-1.95,0.03,-1.4831,-0.6875
2009-02-27,7,3,"['EUR', 'CAD', 'JPY']","['AUD', 'GBP', 'NZD']",-1.7266,-2.7381,-2.88,-2.72,-0.13,-2.0171,-1.0675
2009-03-31,7,3,"['CAD', 'CHF', 'JPY']","['NZD', 'GBP', 'EUR']",-2.2952,-2.3565,-1.6,-2.85,-0.17,-0.5903,-1.055
2009-04-30,7,3,"['CAD', 'JPY', 'CHF']","['NZD', 'EUR', 'GBP']",-1.6572,-1.3411,-1.23,-1.99,-0.09,0.0055,-0.6425
2009-05-29,7,3,"['CAD', 'JPY', 'CHF']","['NZD', 'EUR', 'GBP']",-1.6572,-1.3411,-1.23,-1.99,-0.09,0.0055,-0.6425
2009-06-30,7,3,"['JPY', 'AUD', 'CHF']","['GBP', 'EUR', 'NZD']",-0.6613,-0.7324,-0.03,-0.58,-0.14,-0.0187,-0.5475
2009-07-31,7,3,"['JPY', 'CHF', 'AUD']","['GBP', 'NZD', 'EUR']",-0.4075,-0.5902,0.09,-0.46,-0.09,-0.0259,-0.1825
2009-08-31,7,3,"['JPY', 'CHF', 'AUD']","['GBP', 'EUR', 'NZD']",-0.4473,-0.533,0.04,-0.33,-0.05,-0.0185,-0.09
2009-09-30,7,3,"['CHF', 'CAD', 'AUD']","['GBP', 'EUR', 'NZD']",-0.4212,-0.5843,0.17,-0.06,-0.03,-0.0174,0.05
2009-10-30,7,3,"['CHF', 'CAD', 'AUD']","['GBP', 'EUR', 'NZD']",-0.4212,-0.5843,0.17,-0.06,-0.03,-0.0174,0.05
2009-11-30,7,3,"['NZD', 'CHF', 'AUD']","['GBP', 'EUR', 'JPY']",-0.2375,-0.4303,0.64,0.0,-0.02,0.0132,-0.019
2009-12-31,7,3,"['NZD', 'CHF', 'AUD']","['GBP', 'EUR', 'JPY']",-0.1443,-0.1643,0.65,0.04,-0.03,0.0447,-0.015
2010-01-29,7,3,"['NZD', 'CHF', 'AUD']","['GBP', 'EUR', 'JPY']",-0.1443,-0.1643,0.65,0.04,-0.03,0.0447,-0.015
2010-02-26,7,3,"['NZD', 'CHF', 'AUD']","['JPY', 'EUR', 'CAD']",-0.06,-0.0002,0.759,0.01,-0.08,0.0422,-0.022
2010-03-31,7,3,"['CHF', 'GBP', 'AUD']","['JPY', 'NZD', 'EUR']",-0.0545,0.0237,0.21,-0.07,-0.07,-0.0198,-0.05
2010-04-30,7,3,"['CAD', 'GBP', 'AUD']","['NZD', 'EUR', 'JPY']",-0.0671,0.0401,0.1985,-0.11,-0.03,-0.0198,0.03
2010-05-31,7,3,"['GBP', 'CAD', 'AUD']","['NZD', 'JPY', 'EUR']",-0.035,0.0433,0.3425,-0.09,-0.05,-0.0024,0.165
2010-06-30,7,3,"['NZD', 'CAD', 'AUD']","['JPY', 'CHF', 'EUR']",0.0248,0.064,0.645,0.16,-0.05,-0.0168,0.225
2010-07-30,7,3,"['NZD', 'CAD', 'AUD']","['JPY', 'CHF', 'EUR']",0.0248,0.064,0.645,0.16,-0.05,-0.0168,0.225
2010-08-31,7,3,"['CAD', 'AUD', 'NZD']","['JPY', 'GBP', 'CHF']",0.2041,0.0801,0.295,0.54,-0.03,0.0949,0.2375
2010-09-30,7,3,"['EUR', 'CAD', 'NZD']","['AUD', 'JPY', 'GBP']",0.209,0.0358,-0.0625,0.36,-0.03,0.1247,0.27
2010-10-29,7,3,"['EUR', 'CAD', 'NZD']","['AUD', 'JPY', 'GBP']",0.209,0.0358,-0.0625,0.36,-0.03,0.1247,0.27
2010-11-30,7,3,"['CHF', 'EUR', 'CAD']","['NZD', 'AUD', 'JPY']",0.1488,0.0024,-0.03,-0.05,-0.03,0.0651,0.32
2010-12-31,7,3,"['EUR', 'AUD', 'CAD']","['NZD', 'CHF', 'JPY']",0.1465,0.006,0.2725,-0.08,-0.02,-0.0206,0.2925
2011-01-31,7,3,"['EUR', 'CAD', 'AUD']","['CHF', 'JPY', 'NZD']",0.1412,0.021,0.21,-0.01,-0.02,-0.0224,0.144
2011-02-28,7,3,"['GBP', 'CAD', 'AUD']","['CHF', 'JPY', 'NZD']",0.0196,0.0303,0.145,0.01,0.0,-0.0971,0.0675
2011-03-31,7,3,"['CAD', 'EUR', 'GBP']","['AUD', 'CHF', 'NZD']",0.0447,0.0606,-0.0975,-0.04,0.0,-0.0465,0.0
2011-04-29,7,3,"['CAD', 'EUR', 'GBP']","['AUD', 'CHF', 'NZD']",0.0447,0.0606,-0.0975,-0.04,0.0,-0.0465,0.0
2011-05-31,7,3,"['CAD', 'GBP', 'EUR']","['NZD', 'AUD', 'CHF']",0.304,0.0523,-0.055,-0.54,-0.0071,-0.0114,0.0025
2011-06-30,7,3,"['GBP', 'AUD', 'EUR']","['NZD', 'CHF', 'JPY']",0.3383,0.0238,0.085,-0.47,-0.0079,-0.0201,0.01
2011-07-29,7,3,"['GBP', 'AUD', 'EUR']","['NZD', 'CHF', 'JPY']",0.3383,0.0238,0.085,-0.47,-0.0079,-0.0201,0.01
2011-08-31,7,3,"['AUD', 'NZD', 'EUR']","['CHF', 'CAD', 'JPY']",0.2764,0.0079,0.055,0.06,-0.0007,-0.0485,-0.0425
2011-09-30,7,3,"['GBP', 'EUR', 'NZD']","['CHF', 'AUD', 'CAD']",0.127,0.0344,-0.145,0.24,-0.0036,-0.187,-0.0885
2011-10-31,7,3,"['EUR', 'GBP', 'NZD']","['AUD', 'CHF', 'CAD']",0.0479,0.093,-0.1825,0.23,-0.0028,-0.1631,-0.0555
2011-11-30,7,3,"['JPY', 'NZD', 'GBP']","['AUD', 'CHF', 'CAD']",-0.0218,0.141,-0.23,0.05,-0.0028,-0.1843,-0.06
2011-12-30,7,3,"['JPY', 'NZD', 'GBP']","['AUD', 'CHF', 'CAD']",-0.0218,0.141,-0.23,0.05,-0.0028,-0.1843,-0.06
2012-01-31,7,3,"['JPY', 'CHF', 'GBP']","['AUD', 'NZD', 'EUR']",-0.1104,0.1434,-0.3025,-0.19,0.0,0.1411,-0.0425
2012-02-29,7,3,"['JPY', 'GBP', 'CHF']","['EUR', 'AUD', 'CAD']",-0.3536,0.1172,-0.315,-0.02,0.0015,0.1337,-0.0375
2012-03-30,7,3,"['JPY', 'GBP', 'CHF']","['EUR', 'AUD', 'CAD']",-0.3536,0.1172,-0.315,-0.02,0.0015,0.1337,-0.0375
2012-04-30,7,3,"['JPY', 'NZD', 'CAD']","['EUR', 'AUD', 'CHF']",-0.5676,-0.0239,-0.065,0.05,0.0024,-0.0287,0.085
2012-05-31,7,3,"['NZD', 'JPY', 'CAD']","['EUR', 'AUD', 'GBP']",-0.4779,-0.0692,-0.2075,0.0,0.0009,-0.0266,0.1575
2012-06-29,7,3,"['NZD', 'JPY', 'CAD']","['EUR', 'AUD', 'GBP']",-0.4779,-0.0692,-0.2075,0.0,0.0009,-0.0266,0.1575
2012-07-31,7,3,"['GBP', 'CAD', 'JPY']","['AUD', 'EUR', 'NZD']",-0.1996,-0.0878,-0.95,-0.13,0.0029,-0.1086,-0.0325
2012-08-31,7,3,"['CAD', 'NZD', 'JPY']","['AUD', 'EUR', 'GBP']",-0.2473,-0.2006,-0.6575,-0.07,-0.0044,-0.1871,-0.095
2012-09-28,7,3,"['CAD', 'NZD', 'JPY']","['AUD', 'EUR', 'GBP']",-0.2473,-0.2006,-0.6575,-0.07,-0.0044,-0.1871,-0.095
2012-10-31,7,3,"['AUD', 'NZD', 'CAD']","['EUR', 'GBP', 'CHF']",-0.4126,-0.3017,-0.0025,0.03,-0.0073,-0.0933,0.125
2012-11-30,7,3,"['JPY', 'CAD', 'CHF']","['AUD', 'EUR', 'GBP']",-0.2891,-0.2734,-0.3825,-0.02,-0.0009,0.11,0.0885
2012-12-31,7,3,"['JPY', 'NZD', 'CHF']","['AUD', 'GBP', 'EUR']",-0.1404,-0.1803,-0.375,0.0,-0.0091,0.0622,-0.032
2013-01-31,7,3,"['JPY', 'NZD', 'CHF']","['AUD', 'GBP', 'CAD']",-0.0608,-0.1295,-0.3775,0.01,-0.0191,0.0993,-0.0625
2013-02-28,7,3,"['GBP', 'EUR', 'NZD']","['AUD', 'CAD', 'CHF']",-0.003,-0.0317,-0.1625,0.01,-0.0345,-0.0447,-0.056
2013-03-29,7,3,"['GBP', 'EUR', 'NZD']","['AUD', 'CAD', 'CHF']",-0.003,-0.0317,-0.1625,0.01,-0.0345,-0.0447,-0.056
2013-04-30,7,3,"['CHF', 'CAD', 'EUR']","['AUD', 'JPY', 'GBP']",0.0206,-0.0116,-0.0625,-0.01,-0.0582,-0.0083,0.0175
2013-05-31,7,3,"['AUD', 'CHF', 'CAD']","['JPY', 'NZD', 'GBP']",0.004,-0.0067,0.02,-0.01,-0.0636,0.0434,0.0625
2013-06-28,7,3,"['AUD', 'CHF', 'CAD']","['JPY', 'NZD', 'GBP']",0.004,-0.0067,0.02,-0.01,-0.0636,0.0434,0.0625
2013-07-31,7,3,"['GBP', 'EUR', 'CAD']","['AUD', 'JPY', 'CHF']",0.0042,0.0011,-0.25,0.0,-0.0218,-0.0006,0.0625
2013-08-30,7,3,"['GBP', 'EUR', 'CAD']","['AUD', 'JPY', 'CHF']",0.0042,0.0011,-0.25,0.0,-0.0218,-0.0006,0.0625
2013-09-30,7,3,"['NZD', 'GBP', 'EUR']","['AUD', 'CAD', 'CHF']",0.0246,0.007,-0.22,0.0,-0.0002,-0.0018,-0.0055
2013-10-31,7,3,"['CHF', 'NZD', 'EUR']","['AUD', 'CAD', 'JPY']",0.013,0.0089,-0.22,0.01,-0.0002,0.0091,-0.0375
2013-11-29,7,3,"['CHF', 'NZD', 'EUR']","['AUD', 'CAD', 'JPY']",0.013,0.0089,-0.22,0.01,-0.0002,0.0091,-0.0375
2013-12-31,7,3,"['GBP', 'NZD', 'CHF']","['CAD', 'AUD', 'JPY']",-0.0025,0.0108,-0.02,0.02,-0.008,0.0437,-0.0675
2014-01-31,7,3,"['EUR', 'CHF', 'NZD']","['CAD', 'JPY', 'GBP']",0.0503,0.0079,0.02,0.08,-0.008,0.0685,-0.07
2014-02-28,7,3,"['AUD', 'EUR', 'NZD']","['CHF', 'CAD', 'JPY']",0.0662,0.0043,0.04,0.21,-0.001,-0.0593,-0.03
2014-03-31,7,3,"['AUD', 'EUR', 'NZD']","['CAD', 'CHF', 'JPY']",0.0647,-0.0019,0.05,0.27,-0.008,-0.031,-0.055
2014-04-30,7,3,"['EUR', 'AUD', 'NZD']","['CAD', 'CHF', 'JPY']",0.0318,-0.0032,0.05,0.32,-0.008,-0.0574,-0.075
2014-05-30,7,3,"['EUR', 'AUD', 'NZD']","['CAD', 'CHF', 'JPY']",0.0318,-0.0032,0.05,0.32,-0.008,-0.0574,-0.075
2014-06-30,7,3,"['CAD', 'AUD', 'NZD']","['JPY', 'GBP', 'CHF']",0.0365,0.0059,0.06,0.45,-0.002,0.0164,0.055
2014-07-31,7,3,"['AUD', 'CAD', 'NZD']","['EUR', 'JPY', 'GBP']",-0.0639,0.0224,0.05,0.47,-0.002,0.0276,0.0925
2014-08-29,7,3,"['AUD', 'CAD', 'NZD']","['EUR', 'JPY', 'GBP']",-0.0639,0.0224,0.05,0.47,-0.002,0.0276,0.0925
2014-09-30,7,3,"['GBP', 'CHF', 'NZD']","['EUR', 'AUD', 'JPY']",-0.133,0.0337,-0.06,0.31,0.0,0.0696,0.025
2014-10-31,7,3,"['GBP', 'CHF', 'NZD']","['EUR', 'AUD', 'CAD']",-0.1443,0.019,-0.04,0.19,0.0,0.0374,-0.0075
2014-11-28,7,3,"['GBP', 'CHF', 'NZD']","['EUR', 'AUD', 'CAD']",-0.1443,0.019,-0.04,0.19,0.0,0.0374,-0.0075
2014-12-31,7,3,"['GBP', 'CHF', 'AUD']","['EUR', 'CAD', 'JPY']",-0.1107,-0.0049,0.12,-0.02,-0.028,0.0034,-0.0475
2015-01-30,7,3,"['GBP', 'CHF', 'AUD']","['EUR', 'CAD', 'JPY']",-0.1107,-0.0049,0.12,-0.02,-0.028,0.0034,-0.0475
2015-02-27,7,3,"['GBP', 'CHF', 'AUD']","['NZD', 'JPY', 'CAD']",-0.0162,-0.0047,0.09,-0.04,-0.031,0.0152,-0.0255
2015-03-31,7,3,"['EUR', 'JPY', 'GBP']","['CHF', 'AUD', 'CAD']",-0.0327,0.0073,-0.39,-0.04,-0.011,-0.7164,-0.37
2015-04-30,7,3,"['NZD', 'JPY', 'GBP']","['CHF', 'AUD', 'CAD']",-0.0537,0.0062,-0.45,-0.04,-0.009,-0.8291,-0.3495
2015-05-29,7,3,"['NZD', 'JPY', 'GBP']","['CHF', 'AUD', 'CAD']",-0.0537,0.0062,-0.45,-0.04,-0.009,-0.8291,-0.3495
2015-06-30,7,3,"['JPY', 'GBP', 'CAD']","['AUD', 'CHF', 'NZD']",-0.0586,0.0044,-0.21,-0.1,-0.002,-0.1404,0.125
2015-07-31,7,3,"['GBP', 'CHF', 'CAD']","['NZD', 'AUD', 'EUR']",-0.0411,0.0075,-0.15,-0.3,-0.001,0.0213,0.0575
2015-08-31,7,3,"['EUR', 'JPY', 'GBP']","['NZD', 'CAD', 'AUD']",-0.0234,0.0113,-0.11,-0.5,-0.001,-0.0589,-0.148
2015-09-30,7,3,"['JPY', 'GBP', 'CHF']","['NZD', 'CAD', 'EUR']",-0.0173,0.0187,-0.01,-0.58,0.0,0.0342,-0.2725
2015-10-30,7,3,"['JPY', 'GBP', 'CHF']","['NZD', 'CAD', 'EUR']",-0.0173,0.0187,-0.01,-0.58,0.0,0.0342,-0.2725
2015-11-30,7,3,"['GBP', 'JPY', 'AUD']","['NZD', 'CHF', 'CAD']",-0.0349,-0.0008,0.01,-0.27,0.0,-0.1007,-0.0675
2015-12-31,7,3,"['CAD', 'AUD', 'CHF']","['NZD', 'EUR', 'GBP']",-0.06,-0.013,0.08,-0.06,0.0,0.1004,0.0675
2016-01-29,7,3,"['CAD', 'AUD', 'CHF']","['NZD', 'EUR', 'GBP']",-0.06,-0.013,0.08,-0.06,0.0,0.1004,0.0675
2016-02-29,7,3,"['CAD', 'CHF', 'AUD']","['NZD', 'EUR', 'JPY']",-0.0926,0.0097,0.15,-0.13,0.0,0.0991,0.0325
2016-03-31,7,3,"['CAD', 'GBP', 'AUD']","['NZD', 'CHF', 'EUR']",-0.096,0.017,0.06,-0.27,-0.071,-0.2078,0.005
2016-04-29,7,3,"['CAD', 'GBP', 'AUD']","['NZD', 'CHF', 'EUR']",-0.096,0.017,0.06,-0.27,-0.071,-0.2078,0.005
2016-05-31,7,3,"['CHF', 'GBP', 'CAD']","['NZD', 'JPY', 'EUR']",-0.103,-0.0009,-0.04,-0.39,-0.109,-0.001,0.0775
2016-06-30,7,3,"['GBP', 'CAD', 'CHF']","['AUD', 'NZD', 'EUR']",-0.0736,-0.0014,-0.28,-0.24,-0.038,0.1233,0.05
2016-07-29,7,3,"['GBP', 'CAD', 'CHF']","['AUD', 'NZD', 'EUR']",-0.0736,-0.0014,-0.28,-0.24,-0.038,0.1233,0.05
2016-08-31,7,3,"['CAD', 'JPY', 'NZD']","['AUD', 'GBP', 'EUR']",-0.0453,-0.0753,-0.33,0.03,-0.002,-0.0231,-0.0125
2016-09-30,7,3,"['JPY', 'CAD', 'CHF']","['AUD', 'GBP', 'NZD']",-0.041,-0.1832,-0.24,-0.14,-0.002,0.0154,-0.0015
2016-10-31,7,3,"['CHF', 'CAD', 'JPY']","['AUD', 'GBP', 'NZD']",-0.0337,-0.1956,-0.26,-0.14,-0.003,-0.0314,-0.005
2016-11-30,7,3,"['CAD', 'JPY', 'CHF']","['NZD', 'AUD', 'GBP']",-0.0145,-0.1161,-0.19,-0.22,-0.002,0.02,-0.0125
2016-12-30,7,3,"['CAD', 'JPY', 'CHF']","['NZD', 'AUD', 'GBP']",-0.0145,-0.1161,-0.19,-0.22,-0.002,0.02,-0.0125
2017-01-31,7,3,"['GBP', 'JPY', 'AUD']","['NZD', 'CHF', 'CAD']",-0.0141,-0.0068,0.05,-0.2,0.0,-0.05,-0.0275
2017-02-28,7,3,"['EUR', 'JPY', 'AUD']","['CHF', 'NZD', 'CAD']",-0.0165,-0.0354,0.04,-0.17,0.0,-0.18,-0.0375
