month_end,n,k,longs,shorts,cot_EUR,cot_AUD,cot_NZD,cot_JPY,cot_CHF,cot_CAD,cot_GBP
2017-07-31,7,3,"['CAD', 'CHF', 'JPY']","['NZD', 'EUR', 'GBP']",-1.8765,-1.3183,-2.7154,1.4407,-1.0198,-1.2311,-1.7058
2017-08-31,7,3,"['CHF', 'GBP', 'JPY']","['CAD', 'NZD', 'EUR']",-1.4913,-1.1114,-1.6443,0.7062,-0.9453,-1.6655,-0.6406
2017-09-29,7,3,"['CHF', 'NZD', 'JPY']","['GBP', 'CAD', 'AUD']",-1.3099,-1.6058,-0.6219,0.5938,-1.1554,-2.0403,-2.5854
2017-10-31,7,3,"['CHF', 'NZD', 'JPY']","['CAD', 'GBP', 'EUR']",-1.0302,-0.9315,0.1129,0.9136,-0.2003,-1.656,-1.6229
2017-11-30,7,3,"['NZD', 'CHF', 'JPY']","['GBP', 'CAD', 'EUR']",-1.0241,-0.1384,0.8146,1.4469,1.055,-1.0726,-1.4151
2017-12-29,7,3,"['NZD', 'JPY', 'AUD']","['GBP', 'EUR', 'CAD']",-0.7496,2.3187,1.2014,1.5425,-0.3035,-0.3513,-1.4959
2018-01-31,7,3,"['CHF', 'AUD', 'JPY']","['GBP', 'EUR', 'CAD']",-1.0074,0.9025,0.1602,1.3857,0.7253,-0.2576,-1.6322
2018-02-28,7,3,"['CHF', 'JPY', 'AUD']","['GBP', 'EUR', 'CAD']",-0.7672,0.909,0.0255,0.3083,0.1366,-0.3223,-0.851
2018-03-30,7,3,"['CHF', 'AUD', 'CAD']","['JPY', 'GBP', 'EUR']",-1.2635,0.8871,-1.0317,-2.692,0.0734,0.9827,-1.6213
2018-04-30,7,3,"['CHF', 'CAD', 'AUD']","['JPY', 'GBP', 'EUR']",-1.1992,1.2138,-1.0361,-2.2665,-0.3817,0.9761,-1.5381
2018-05-31,7,3,"['CAD', 'CHF', 'AUD']","['JPY', 'GBP', 'EUR']",-0.0217,1.5734,0.5711,-1.7872,1.4176,1.0521,-0.1847
2018-06-29,7,3,"['NZD', 'AUD', 'EUR']","['JPY', 'GBP', 'CAD']",3.0419,1.9256,1.6754,-0.4658,1.5942,1.4616,1.2093
2018-07-31,7,3,"['CHF', 'GBP', 'EUR']","['JPY', 'CAD', 'NZD']",2.2629,1.7344,1.6212,0.3872,1.9304,1.6047,1.9505
2018-08-31,7,3,"['CHF', 'GBP', 'EUR']","['JPY', 'CAD', 'NZD']",2.3296,1.2928,1.2827,-0.2189,1.7458,0.882,2.0423
2018-09-28,7,3,"['AUD', 'EUR', 'GBP']","['CHF', 'JPY', 'CAD']",1.6846,1.6212,1.4602,0.5708,-0.0891,0.755,1.787
2018-10-31,7,3,"['NZD', 'AUD', 'EUR']","['CHF', 'CAD', 'JPY']",1.922,1.4329,1.2594,0.8403,-0.6619,0.1692,1.0364
2018-11-30,7,3,"['JPY', 'AUD', 'EUR']","['CHF', 'CAD', 'NZD']",1.7551,1.0497,0.579,0.845,-0.3819,-0.0119,0.6619
2018-12-31,7,3,"['GBP', 'CAD', 'EUR']","['NZD', 'CHF', 'AUD']",1.5351,0.3436,-0.7373,0.814,0.1645,1.2333,1.0497
2019-01-31,7,3,"['GBP', 'EUR', 'CAD']","['JPY', 'CHF', 'NZD']",1.0847,0.4228,-0.0794,-0.4949,-0.48,1.5475,0.793
2019-02-28,7,3,"['GBP', 'CAD', 'EUR']","['NZD', 'JPY', 'CHF']",1.3353,0.2317,-0.4585,-0.2896,-0.0238,0.6817,0.6303
2019-03-29,7,3,"['AUD', 'JPY', 'EUR']","['GBP', 'NZD', 'CHF']",1.3061,0.7638,-0.5725,0.8187,0.4537,0.7547,-0.5853
2019-04-30,7,3,"['CAD', 'JPY', 'EUR']","['GBP', 'NZD', 'AUD']",1.5186,0.4368,-0.3823,1.075,0.577,1.0209,-1.3625
2019-05-31,7,3,"['CHF', 'CAD', 'EUR']","['GBP', 'JPY', 'NZD']",1.2288,0.45,0.0233,-0.022,0.5674,0.607,-0.3475
2019-06-28,7,3,"['NZD', 'AUD', 'GBP']","['JPY', 'CAD', 'CHF']",0.256,0.9142,0.5432,-2.3755,-0.5768,-1.0987,1.0024
2019-07-31,7,3,"['EUR', 'NZD', 'GBP']","['CAD', 'JPY', 'CHF']",-0.3521,-0.5134,-0.1568,-1.864,-0.9017,-2.7009,1.2469
2019-08-30,7,3,"['AUD', 'NZD', 'GBP']","['CHF', 'JPY', 'CAD']",-0.5153,0.3266,0.7882,-2.5932,-2.8601,-1.4731,1.1761
2019-09-30,7,3,"['EUR', 'GBP', 'NZD']","['JPY', 'CAD', 'CHF']",0.1279,-0.9273,1.4084,-1.4833,-1.038,-1.083,1.2584
2019-10-31,7,3,"['JPY', 'GBP', 'NZD']","['CAD', 'AUD', 'CHF']",-0.53,-1.0836,1.5098,-0.4085,-0.9722,-1.8047,0.0886
2019-11-29,7,3,"['CHF', 'JPY', 'NZD']","['AUD', 'CAD', 'GBP']",-0.3776,-1.4461,1.2556,0.1047,-0.0294,-1.1012,-0.474
2019-12-31,7,3,"['AUD', 'JPY', 'EUR']","['GBP', 'CHF', 'CAD']",0.2446,-0.2847,-0.4593,0.1743,-1.1411,-0.6794,-2.151
2020-01-31,7,3,"['CAD', 'EUR', 'JPY']","['CHF', 'AUD', 'GBP']",-0.6472,-1.8846,-1.4732,0.2261,-2.5643,-1.122,-1.7782
2020-02-28,7,3,"['NZD', 'JPY', 'EUR']","['GBP', 'CHF', 'AUD']",1.2393,-1.2603,-0.0088,0.5376,-1.578,-0.5221,-1.7654
2020-03-31,7,3,"['GBP', 'NZD', 'CAD']","['EUR', 'CHF', 'JPY']",-3.6821,-1.378,0.7607,-1.5717,-2.1196,1.316,-1.058
2020-04-30,7,3,"['AUD', 'NZD', 'CAD']","['EUR', 'CHF', 'JPY']",-2.7996,-0.0629,0.2917,-1.4507,-1.6198,1.2422,-0.6288
2020-05-29,7,3,"['NZD', 'AUD', 'CAD']","['EUR', 'CHF', 'JPY']",-1.8446,0.3684,0.0128,-1.373,-1.734,1.7197,-0.01
2020-06-30,7,3,"['CHF', 'GBP', 'CAD']","['AUD', 'EUR', 'NZD']",-1.9854,-2.9305,-1.8512,-1.0491,-0.5155,1.3155,-0.0166
2020-07-31,7,3,"['JPY', 'GBP', 'CAD']","['AUD', 'EUR', 'NZD']",-1.7763,-1.8689,-1.3274,-0.7934,-1.099,0.501,0.3156
2020-08-31,7,3,"['JPY', 'GBP', 'CAD']","['EUR', 'NZD', 'AUD']",-1.8301,-1.6412,-1.7462,-0.7462,-1.2283,1.1535,-0.6857
2020-09-30,7,3,"['JPY', 'GBP', 'CAD']","['AUD', 'NZD', 'CHF']",-1.4482,-2.4413,-1.5496,-0.8308,-1.5105,0.6679,-0.4721
2020-10-30,7,3,"['JPY', 'GBP', 'CAD']","['AUD', 'NZD', 'CHF']",-0.9615,-1.5655,-1.449,-0.3267,-1.2183,0.4642,0.3079
2020-11-30,7,3,"['AUD', 'CAD', 'GBP']","['NZD', 'CHF', 'JPY']",-0.6568,-0.6435,-1.1793,-0.9263,-1.1329,0.1416,1.1187
2020-12-31,7,3,"['GBP', 'EUR', 'CHF']","['NZD', 'CAD', 'JPY']",-0.5618,-0.6158,-1.5591,-0.8711,-0.4463,-1.3601,-0.5758
2021-01-29,7,3,"['JPY', 'EUR', 'CHF']","['CAD', 'NZD', 'GBP']",-0.6162,-0.7701,-1.4119,-0.7185,-0.272,-1.7301,-0.7742
2021-02-26,7,3,"['CHF', 'EUR', 'JPY']","['GBP', 'CAD', 'NZD']",-0.0254,-0.5358,-1.1941,0.2691,-0.2385,-1.5177,-2.148
2021-03-31,7,3,"['EUR', 'CHF', 'JPY']","['GBP', 'CAD', 'AUD']",1.261,-0.8341,-0.2992,4.6795,1.8269,-1.1819,-1.6156
2021-04-30,7,3,"['EUR', 'JPY', 'CHF']","['GBP', 'CAD', 'NZD']",1.5398,-0.1923,-0.3168,2.2972,2.3368,-1.3958,-1.5777
2021-05-31,7,3,"['EUR', 'CHF', 'JPY']","['CAD', 'GBP', 'NZD']",1.1546,-0.0196,-0.3981,1.8792,1.815,-1.97,-1.3736
2021-06-30,7,3,"['EUR', 'JPY', 'AUD']","['CAD', 'CHF', 'GBP']",1.3134,2.1894,0.7925,1.3951,-1.2954,-1.6668,-0.5292
2021-07-30,7,3,"['NZD', 'EUR', 'AUD']","['CAD', 'CHF', 'GBP']",2.067,2.7836,1.4499,1.2044,-0.0413,-0.171,0.9426
2021-08-31,7,3,"['NZD', 'EUR', 'AUD']","['CAD', 'CHF', 'JPY']",1.9976,2.4066,1.752,1.1722,0.759,-0.071,1.5049
2021-09-30,7,3,"['CAD', 'CHF', 'AUD']","['NZD', 'GBP', 'JPY']",1.8822,2.7045,-0.6102,0.8297,2.4997,2.1442,0.5591
2021-10-29,7,3,"['EUR', 'AUD', 'CHF']","['NZD', 'GBP', 'CAD']",1.8129,1.9223,-0.3897,1.0843,2.6362,0.0859,-0.3488
2021-11-30,7,3,"['CHF', 'EUR', 'GBP']","['NZD', 'CAD', 'JPY']",1.6091,0.9604,-1.228,0.865,1.4183,0.5762,2.2706
2021-12-31,7,3,"['CHF', 'GBP', 'NZD']","['JPY', 'CAD', 'EUR']",1.1799,1.2831,2.6511,0.1767,1.3695,1.0272,2.2064
2022-01-31,7,3,"['CHF', 'AUD', 'NZD']","['CAD', 'EUR', 'JPY']",0.3568,1.03,2.0298,0.471,0.9788,-0.4278,0.5214
2022-02-28,7,3,"['AUD', 'CHF', 'NZD']","['EUR', 'CAD', 'JPY']",-0.3684,0.8788,1.6874,0.1922,0.8975,-0.2485,0.3427
2022-03-31,7,3,"['AUD', 'CAD', 'GBP']","['JPY', 'NZD', 'EUR']",0.3166,0.5887,-0.1037,-0.1483,0.5485,0.6622,1.4073
2022-04-29,7,3,"['CHF', 'JPY', 'GBP']","['AUD', 'CAD', 'NZD']",0.2825,-0.8102,0.2402,1.3295,0.814,-0.8005,1.6262
2022-05-31,7,3,"['JPY', 'GBP', 'NZD']","['AUD', 'EUR', 'CAD']",-0.3179,-0.3872,1.8409,1.3806,1.2873,1.0176,1.7789
2022-06-30,7,3,"['NZD', 'GBP', 'EUR']","['JPY', 'AUD', 'CAD']",1.3477,-0.5342,0.5683,-1.3469,0.121,-0.2022,1.3194
2022-07-29,7,3,"['CHF', 'GBP', 'EUR']","['CAD', 'JPY', 'AUD']",1.9944,-0.652,0.2911,-1.1578,0.3337,-1.1839,0.8489
2022-08-31,7,3,"['AUD', 'NZD', 'EUR']","['JPY', 'CHF', 'CAD']",1.6873,-0.1689,0.0044,-2.0634,-1.9437,-1.4116,-0.3387
2022-09-30,7,3,"['JPY', 'NZD', 'CAD']","['AUD', 'CHF', 'EUR']",-1.029,-1.4742,1.0421,0.1928,-1.3787,1.5948,-0.0003
2022-10-31,7,3,"['JPY', 'NZD', 'CAD']","['EUR', 'AUD', 'GBP']",-2.0669,-0.3494,0.8514,0.6625,0.1552,1.5996,0.0781
2022-11-30,7,3,"['NZD', 'CAD', 'CHF']","['EUR', 'AUD', 'JPY']",-2.4707,-0.6797,-0.2703,-0.3435,1.3901,1.0,-0.2746
2022-12-30,7,3,"['JPY', 'AUD', 'CAD']","['NZD', 'EUR', 'GBP']",-2.0527,-0.3752,-2.576,-1.0994,-1.1114,1.9904,-1.3591
2023-01-31,7,3,"['GBP', 'CHF', 'CAD']","['JPY', 'EUR', 'NZD']",-1.3935,-0.6442,-1.0745,-1.9383,0.4163,1.7208,-0.6272
2023-02-28,7,3,"['GBP', 'CHF', 'CAD']","['NZD', 'EUR', 'AUD']",-1.5362,-1.4506,-1.9097,-1.0545,-0.7073,1.5961,-1.0199
2023-03-31,7,3,"['JPY', 'NZD', 'CAD']","['EUR', 'GBP', 'AUD']",-1.1828,-0.6744,0.7406,0.341,-0.5625,1.8396,-0.7602
2023-04-28,7,3,"['NZD', 'JPY', 'CAD']","['GBP', 'CHF', 'EUR']",-1.2077,-0.9998,0.0827,1.077,-1.3919,1.3061,-2.1911
2023-05-31,7,3,"['AUD', 'JPY', 'CAD']","['GBP', 'CHF', 'EUR']",-1.054,0.0406,-0.2698,1.0599,-1.8606,1.2386,-2.0746
2023-06-30,7,3,"['NZD', 'AUD', 'JPY']","['GBP', 'CAD', 'EUR']",-0.6763,0.4142,-0.0971,1.8302,-0.4733,-0.7813,-3.0453
2023-07-31,7,3,"['CHF', 'JPY', 'AUD']","['GBP', 'CAD', 'EUR']",-0.8877,1.577,-0.0536,0.5437,0.2247,-1.1726,-2.3605
2023-08-31,7,3,"['AUD', 'NZD', 'JPY']","['GBP', 'CHF', 'CAD']",-0.6061,0.3627,0.523,0.8567,-0.8881,-0.6139,-1.9428
2023-09-29,7,3,"['EUR', 'NZD', 'AUD']","['GBP', 'CHF', 'CAD']",1.149,2.5786,1.3646,0.7103,-0.0053,0.1734,-0.4288
2023-10-31,7,3,"['NZD', 'EUR', 'AUD']","['JPY', 'GBP', 'CAD']",2.1672,2.2522,1.1282,0.6496,0.854,0.8394,0.6555
2023-11-30,7,3,"['AUD', 'NZD', 'CHF']","['EUR', 'JPY', 'GBP']",0.1372,1.5674,1.6525,0.7049,1.7412,1.2017,1.0391
2023-12-29,7,3,"['NZD', 'AUD', 'EUR']","['CHF', 'JPY', 'GBP']",0.6163,0.5816,0.1863,-0.5615,-1.1565,-0.0477,-0.3536
2024-01-31,7,3,"['NZD', 'AUD', 'EUR']","['CAD', 'GBP', 'JPY']",1.8116,0.5345,-0.2505,-0.8238,-0.6634,-1.187,-0.9065
2024-02-29,7,3,"['JPY', 'AUD', 'EUR']","['NZD', 'CAD', 'GBP']",1.9439,1.2835,-2.0255,0.584,0.0808,-1.3853,-1.2256
2024-03-29,7,3,"['CHF', 'AUD', 'EUR']","['GBP', 'NZD', 'CAD']",2.3387,2.182,0.1261,1.0804,1.2202,0.7883,-0.5323
2024-04-30,7,3,"['CHF', 'JPY', 'EUR']","['NZD', 'AUD', 'CAD']",2.6676,0.8413,0.7568,2.6212,2.5375,1.4196,1.8428
2024-05-31,7,3,"['CAD', 'JPY', 'CHF']","['AUD', 'NZD', 'GBP']",0.6881,-1.4424,-1.0333,1.3861,1.8955,1.1995,0.0968
2024-06-28,7,3,"['CAD', 'JPY', 'EUR']","['NZD', 'AUD', 'GBP']",1.9306,-2.943,-2.9903,1.7621,1.381,1.7534,-0.7642
2024-07-31,7,3,"['EUR', 'CHF', 'CAD']","['AUD', 'GBP', 'JPY']",0.7613,-2.4454,-0.6197,-0.7526,1.3732,1.956,-2.4089
2024-08-30,7,3,"['NZD', 'CHF', 'CAD']","['JPY', 'AUD', 'GBP']",-0.5843,-1.7634,0.2712,-3.1717,0.5168,0.633,-1.203
2024-09-30,7,3,"['NZD', 'CHF', 'CAD']","['JPY', 'AUD', 'GBP']",-0.2849,-1.6738,-0.1186,-3.0018,0.1316,0.1599,-1.1677
2024-10-31,7,3,"['CAD', 'CHF', 'EUR']","['AUD', 'JPY', 'GBP']",2.0418,-2.3423,-0.1655,-1.3522,1.0932,1.0605,-0.8722
2024-11-29,7,3,"['CHF', 'NZD', 'EUR']","['AUD', 'JPY', 'GBP']",2.1417,-1.8054,1.5254,-0.6613,1.0418,0.9893,0.82
2024-12-31,7,3,"['CAD', 'EUR', 'NZD']","['JPY', 'CHF', 'GBP']",2.1377,0.9369,2.3719,-0.9121,-0.036,1.0734,0.7485
2025-01-31,7,3,"['EUR', 'NZD', 'GBP']","['JPY', 'CAD', 'CHF']",1.6442,0.8292,1.7809,-0.7577,0.7881,0.5155,1.9429
2025-02-28,7,3,"['EUR', 'GBP', 'NZD']","['JPY', 'CAD', 'AUD']",0.5483,0.2697,1.5764,-1.6187,0.2796,0.2672,0.9465
2025-03-31,7,3,"['CHF', 'NZD', 'AUD']","['JPY', 'EUR', 'GBP']",-1.2731,1.2248,1.0854,-1.6857,0.6784,0.465,-0.3736
2025-04-30,7,3,"['GBP', 'AUD', 'NZD']","['CAD', 'JPY', 'EUR']",-1.0665,0.5794,0.7123,-1.683,-0.9102,-1.9974,0.3761
2025-05-30,7,3,"['GBP', 'NZD', 'AUD']","['JPY', 'EUR', 'CHF']",-1.1001,0.8789,0.569,-1.1953,-0.7746,-0.3956,0.1226
2025-06-30,7,3,"['JPY', 'GBP', 'AUD']","['CAD', 'EUR', 'CHF']",-1.4409,1.4575,-1.2265,-1.0306,-1.2382,-1.7246,0.0071
2025-07-31,7,3,"['CHF', 'GBP', 'AUD']","['EUR', 'NZD', 'CAD']",-1.2722,1.3358,-0.9328,-0.6521,-0.4059,-0.6593,1.3239
2025-08-29,7,3,"['CAD', 'AUD', 'GBP']","['EUR', 'NZD', 'CHF']",-1.1027,1.2042,-0.6881,-0.0899,-0.4146,0.7599,1.8781
2025-09-30,7,3,"['AUD', 'GBP', 'CAD']","['EUR', 'CHF', 'JPY']",-0.9353,0.4368,0.3446,-0.1873,-0.8387,1.6411,0.7452
2025-10-31,7,3,"['AUD', 'GBP', 'CAD']","['EUR', 'JPY', 'CHF']",-0.7479,0.5732,0.3202,0.0562,0.122,1.4039,1.1712
2025-11-28,7,3,"['CAD', 'CHF', 'GBP']","['EUR', 'AUD', 'NZD']",-0.5114,0.5968,0.6636,0.9867,1.6718,1.3262,2.2599
2025-12-31,7,3,"['GBP', 'JPY', 'CHF']","['AUD', 'CAD', 'EUR']",-1.1559,-2.6755,0.8682,1.4034,2.3201,-1.5988,1.3478
2026-01-30,7,3,"['NZD', 'CHF', 'JPY']","['CAD', 'AUD', 'EUR']",-0.5522,-2.6703,0.9937,2.0638,1.2007,-2.8163,0.3694
2026-02-27,7,3,"['CHF', 'JPY', 'GBP']","['CAD', 'AUD', 'EUR']",-1.1473,-2.6832,0.351,1.0649,0.7908,-2.8073,1.2932
2026-03-31,7,3,"['GBP', 'JPY', 'EUR']","['AUD', 'CAD', 'CHF']",3.3233,-2.2359,0.4024,1.8618,-0.3479,-1.534,1.1702
2026-04-30,7,3,"['NZD', 'EUR', 'JPY']","['AUD', 'CAD', 'CHF']",1.5824,-1.6279,1.2892,1.848,-0.1433,-0.3695,0.7374
2026-05-29,7,3,"['GBP', 'JPY', 'EUR']","['AUD', 'CHF', 'CAD']",1.5989,-1.1643,0.1402,1.5723,-0.7484,-0.2585,0.7145
2026-06-30,7,3,"['EUR', 'JPY', 'GBP']","['AUD', 'CHF', 'CAD']",1.3095,-0.2185,0.9063,1.6786,0.0326,0.6823,1.7998
2026-07-31,7,3,"['CAD', 'JPY', 'EUR']","['CHF', 'AUD', 'NZD']",2.6019,0.288,0.29,1.5988,-1.5028,0.8221,0.6813
2026-08-31,7,3,"['CAD', 'JPY', 'EUR']","['CHF', 'NZD', 'GBP']",1.5195,0.271,-2.3739,0.4581,-2.9724,0.3194,-0.5672
