month_end,n,k,longs,shorts,ratemom_EUR,ratemom_GBP,ratemom_AUD,ratemom_NZD,ratemom_JPY,ratemom_CHF,ratemom_CAD
2017-02-28,7,3,"['EUR', 'JPY', 'CAD']","['NZD', 'AUD', 'GBP']",-0.1794,-0.2277,-0.52,-0.75,-0.113,-0.1841,0.015
2017-03-31,7,3,"['JPY', 'CAD', 'CHF']","['NZD', 'AUD', 'GBP']",-0.145,-0.234,-0.5,-0.6,-0.042,0.0849,0.0075
2017-04-28,7,3,"['JPY', 'CAD', 'CHF']","['NZD', 'AUD', 'GBP']",-0.145,-0.234,-0.5,-0.6,-0.042,0.0849,0.0075
2017-05-31,7,3,"['CHF', 'JPY', 'CAD']","['AUD', 'NZD', 'GBP']",-0.0812,-0.2538,-0.49,-0.37,-0.004,-0.0432,0.0225
2017-06-30,7,3,"['EUR', 'JPY', 'CAD']","['NZD', 'GBP', 'AUD']",-0.0723,-0.2785,-0.27,-0.4,-0.004,-0.1323,0.0045
2017-07-31,7,3,"['CHF', 'JPY', 'CAD']","['NZD', 'GBP', 'AUD']",-0.0621,-0.2803,-0.27,-0.42,-0.003,-0.0564,0.055
2017-08-31,7,3,"['CHF', 'JPY', 'CAD']","['NZD', 'AUD', 'GBP']",-0.0359,-0.2205,-0.23,-0.41,0.017,-0.0358,0.23
2017-09-29,7,3,"['CHF', 'JPY', 'CAD']","['NZD', 'AUD', 'GBP']",-0.0359,-0.2205,-0.23,-0.41,0.017,-0.0358,0.23
2017-10-31,7,3,"['AUD', 'JPY', 'CAD']","['NZD', 'CHF', 'GBP']",-0.0277,-0.07,-0.01,-0.28,0.0,-0.0952,0.475
2017-11-30,7,3,"['GBP', 'JPY', 'CAD']","['NZD', 'CHF', 'AUD']",-0.0205,-0.0156,-0.04,-0.21,0.007,-0.1752,0.4725
2017-12-29,7,3,"['GBP', 'JPY', 'CAD']","['NZD', 'CHF', 'AUD']",-0.0205,-0.0156,-0.04,-0.21,0.007,-0.1752,0.4725
2018-01-31,7,3,"['JPY', 'GBP', 'CAD']","['NZD', 'CHF', 'EUR']",-0.0121,0.1465,-0.01,-0.15,0.007,-0.0643,0.4825
2018-02-28,7,3,"['CHF', 'GBP', 'CAD']","['NZD', 'EUR', 'AUD']",-0.0029,0.1604,0.01,-0.1,0.012,0.0585,0.714
2018-03-30,7,3,"['CHF', 'GBP', 'CAD']","['NZD', 'EUR', 'AUD']",-0.0029,0.1604,0.01,-0.1,0.012,0.0585,0.714
2018-04-30,7,3,"['AUD', 'GBP', 'CAD']","['NZD', 'EUR', 'CHF']",0.0014,0.2828,0.14,-0.05,0.041,0.0198,0.597
2018-05-31,7,3,"['AUD', 'GBP', 'CAD']","['CHF', 'EUR', 'NZD']",0.0019,0.4212,0.29,0.04,0.041,-0.0101,0.63
2018-06-29,7,3,"['AUD', 'GBP', 'CAD']","['CHF', 'EUR', 'NZD']",0.0019,0.4212,0.29,0.04,0.041,-0.0101,0.63
2018-07-31,7,3,"['GBP', 'AUD', 'CAD']","['CHF', 'EUR', 'JPY']",0.008,0.3443,0.35,0.06,0.022,-0.0155,0.6725
2018-08-31,7,3,"['AUD', 'GBP', 'CAD']","['NZD', 'EUR', 'JPY']",0.0097,0.4531,0.32,-0.02,0.016,0.0254,0.645
2018-09-28,7,3,"['AUD', 'GBP', 'CAD']","['NZD', 'EUR', 'JPY']",0.0097,0.4531,0.32,-0.02,0.016,0.0254,0.645
2018-10-31,7,3,"['AUD', 'GBP', 'CAD']","['NZD', 'JPY', 'EUR']",0.0105,0.4918,0.21,-0.05,-0.006,0.065,0.5375
2018-11-30,7,3,"['AUD', 'GBP', 'CAD']","['NZD', 'JPY', 'EUR']",0.0118,0.4243,0.23,-0.05,-0.013,0.0941,0.7
2018-12-31,7,3,"['AUD', 'GBP', 'CAD']","['JPY', 'EUR', 'NZD']",0.0126,0.3563,0.22,0.05,-0.013,0.0916,0.8325
2019-01-31,7,3,"['AUD', 'GBP', 'CAD']","['JPY', 'EUR', 'CHF']",0.016,0.3857,0.25,0.1,-0.013,0.0883,0.7
2019-02-28,7,3,"['AUD', 'GBP', 'CAD']","['JPY', 'EUR', 'NZD']",0.0205,0.3957,0.28,0.03,-0.038,0.058,0.47
2019-03-29,7,3,"['AUD', 'GBP', 'CAD']","['JPY', 'EUR', 'NZD']",0.0205,0.3957,0.28,0.03,-0.038,0.058,0.47
2019-04-30,7,3,"['CHF', 'GBP', 'CAD']","['AUD', 'NZD', 'JPY']",0.0187,0.2116,-0.1,-0.05,-0.047,0.0387,0.565
2019-05-31,7,3,"['CHF', 'GBP', 'CAD']","['AUD', 'NZD', 'JPY']",0.018,0.0637,-0.38,-0.2,-0.047,0.0527,0.51
2019-06-28,7,3,"['CHF', 'GBP', 'CAD']","['AUD', 'NZD', 'JPY']",0.018,0.0637,-0.38,-0.2,-0.047,0.0527,0.51
2019-07-31,7,3,"['CHF', 'GBP', 'CAD']","['AUD', 'NZD', 'JPY']",-0.0069,0.1413,-0.78,-0.41,-0.029,0.0099,0.4275
2019-08-30,7,3,"['CHF', 'GBP', 'CAD']","['AUD', 'NZD', 'JPY']",-0.0069,0.1413,-0.78,-0.41,-0.029,0.0099,0.4275
2019-09-30,7,3,"['GBP', 'CHF', 'CAD']","['AUD', 'NZD', 'EUR']",-0.0887,-0.0452,-0.98,-0.65,-0.082,-0.0302,0.147
2019-10-31,7,3,"['GBP', 'CHF', 'CAD']","['AUD', 'NZD', 'EUR']",-0.0987,-0.0309,-0.95,-0.75,-0.041,-0.011,0.11
2019-11-29,7,3,"['GBP', 'CHF', 'CAD']","['AUD', 'NZD', 'EUR']",-0.0987,-0.0309,-0.95,-0.75,-0.041,-0.011,0.11
2019-12-31,7,3,"['CAD', 'JPY', 'CHF']","['AUD', 'NZD', 'EUR']",-0.0849,-0.0848,-1.03,-0.8,-0.032,0.1094,-0.05
2020-01-31,7,3,"['JPY', 'CAD', 'CHF']","['AUD', 'NZD', 'GBP']",-0.0828,-0.1144,-1.12,-0.76,-0.029,0.0393,-0.0025
2020-02-28,7,3,"['JPY', 'CAD', 'CHF']","['AUD', 'NZD', 'GBP']",-0.0828,-0.1144,-1.12,-0.76,-0.029,0.0393,-0.0025
2020-03-31,7,3,"['CAD', 'JPY', 'CHF']","['AUD', 'NZD', 'GBP']",-0.1004,-0.126,-1.07,-0.72,-0.009,0.0522,-0.0325
2020-04-30,7,3,"['EUR', 'JPY', 'CHF']","['AUD', 'NZD', 'CAD']",-0.1074,-0.31,-1.3,-1.17,-0.044,0.0816,-0.9875
2020-05-29,7,3,"['EUR', 'JPY', 'CHF']","['AUD', 'NZD', 'CAD']",-0.1074,-0.31,-1.3,-1.17,-0.044,0.0816,-0.9875
2020-06-30,7,3,"['JPY', 'EUR', 'CHF']","['NZD', 'CAD', 'AUD']",0.0399,-0.47,-1.44,-1.46,-0.091,0.1119,-1.443
2020-07-31,7,3,"['JPY', 'EUR', 'CHF']","['CAD', 'NZD', 'AUD']",-0.0471,-0.59,-1.19,-1.32,-0.091,0.1147,-1.4725
2020-08-31,7,3,"['JPY', 'EUR', 'CHF']","['CAD', 'NZD', 'AUD']",-0.0793,-0.67,-1.01,-1.25,-0.114,0.1493,-1.474
2020-09-30,7,3,"['JPY', 'EUR', 'CHF']","['CAD', 'NZD', 'AUD']",-0.072,-0.69,-0.88,-0.96,-0.074,0.1007,-1.4775
2020-10-30,7,3,"['JPY', 'EUR', 'CHF']","['CAD', 'NZD', 'AUD']",-0.072,-0.69,-0.88,-0.96,-0.074,0.1007,-1.4775
2020-11-30,7,3,"['EUR', 'JPY', 'CHF']","['CAD', 'AUD', 'NZD']",-0.0963,-0.73,-0.81,-0.78,-0.064,0.0584,-1.554
2020-12-31,7,3,"['EUR', 'JPY', 'CHF']","['CAD', 'NZD', 'AUD']",-0.1196,-0.75,-0.89,-0.91,-0.073,-0.0244,-1.555
2021-01-29,7,3,"['EUR', 'JPY', 'CHF']","['CAD', 'NZD', 'AUD']",-0.1196,-0.75,-0.89,-0.91,-0.073,-0.0244,-1.555
2021-02-26,7,3,"['EUR', 'JPY', 'CHF']","['CAD', 'NZD', 'AUD']",-0.1434,-0.76,-0.88,-0.96,-0.076,-0.0061,-1.5515
2021-03-31,7,3,"['EUR', 'JPY', 'CHF']","['CAD', 'NZD', 'AUD']",-0.1323,-0.7,-0.88,-0.9,-0.076,-0.016,-1.55
2021-04-30,7,3,"['EUR', 'JPY', 'CHF']","['CAD', 'AUD', 'GBP']",-0.1225,-0.45,-0.5,-0.38,-0.071,-0.055,-0.5665
2021-05-31,7,3,"['CHF', 'NZD', 'JPY']","['GBP', 'EUR', 'CAD']",-0.2841,-0.56,-0.13,-0.05,-0.026,-0.104,-0.1535
2021-06-30,7,3,"['AUD', 'JPY', 'NZD']","['EUR', 'GBP', 'CAD']",-0.2681,-0.25,-0.06,0.09,-0.023,-0.0719,-0.1375
2021-07-30,7,3,"['AUD', 'JPY', 'NZD']","['EUR', 'GBP', 'CAD']",-0.2681,-0.25,-0.06,0.09,-0.023,-0.0719,-0.1375
2021-08-31,7,3,"['CAD', 'JPY', 'NZD']","['EUR', 'AUD', 'CHF']",-0.1007,-0.02,-0.08,0.1,-0.007,-0.0454,-0.0125
2021-09-30,7,3,"['GBP', 'CAD', 'NZD']","['AUD', 'EUR', 'CHF']",-0.0679,0.0,-0.09,0.25,-0.007,-0.0314,0.02
2021-10-29,7,3,"['GBP', 'CAD', 'NZD']","['AUD', 'EUR', 'CHF']",-0.0679,0.0,-0.09,0.25,-0.007,-0.0314,0.02
2021-11-30,7,3,"['CAD', 'GBP', 'NZD']","['EUR', 'AUD', 'CHF']",-0.0407,0.11,-0.03,0.43,-0.017,-0.0285,0.02
2021-12-31,7,3,"['CHF', 'GBP', 'NZD']","['EUR', 'JPY', 'CAD']",-0.0465,0.09,0.02,0.56,-0.017,0.036,0.01
2022-01-31,7,3,"['AUD', 'GBP', 'NZD']","['EUR', 'CAD', 'JPY']",-0.0439,0.13,0.04,0.65,0.006,0.0253,-0.028
2022-02-28,7,3,"['CAD', 'GBP', 'NZD']","['EUR', 'JPY', 'CHF']",-0.013,0.5,0.06,0.75,0.006,0.0156,0.2475
2022-03-31,7,3,"['CAD', 'GBP', 'NZD']","['JPY', 'EUR', 'CHF']",0.0096,0.76,0.06,0.93,0.006,0.0476,0.2425
2022-04-29,7,3,"['CAD', 'GBP', 'NZD']","['JPY', 'EUR', 'CHF']",0.0096,0.76,0.06,0.93,0.006,0.0476,0.2425
2022-05-31,7,3,"['CAD', 'GBP', 'NZD']","['JPY', 'CHF', 'EUR']",0.0903,1.04,0.37,1.47,0.016,0.056,0.955
2022-06-30,7,3,"['GBP', 'CAD', 'NZD']","['JPY', 'CHF', 'EUR']",0.1544,1.23,0.96,1.87,0.016,0.0502,1.27
2022-07-29,7,3,"['GBP', 'CAD', 'NZD']","['JPY', 'CHF', 'EUR']",0.1544,1.23,0.96,1.87,0.016,0.0502,1.27
2022-08-31,7,3,"['AUD', 'CAD', 'NZD']","['JPY', 'EUR', 'CHF']",0.5814,1.76,2.05,2.63,0.041,0.6261,2.2775
2022-09-30,7,3,"['AUD', 'CAD', 'NZD']","['JPY', 'CHF', 'EUR']",0.9423,2.16,2.3,2.77,0.052,0.7136,2.7305
2022-10-31,7,3,"['GBP', 'NZD', 'CAD']","['JPY', 'CHF', 'EUR']",1.5559,2.84,2.75,3.07,0.056,0.9675,3.288
2022-11-30,7,3,"['GBP', 'NZD', 'CAD']","['JPY', 'CHF', 'EUR']",1.9775,3.23,2.91,3.3,0.056,1.2554,3.64
2022-12-30,7,3,"['GBP', 'NZD', 'CAD']","['JPY', 'CHF', 'EUR']",1.9775,3.23,2.91,3.3,0.056,1.2554,3.64
2023-01-31,7,3,"['GBP', 'NZD', 'CAD']","['JPY', 'CHF', 'EUR']",2.6454,3.62,3.11,3.62,0.034,1.4538,4.0895
2023-02-28,7,3,"['GBP', 'NZD', 'CAD']","['JPY', 'CHF', 'EUR']",2.905,3.48,3.25,3.78,0.043,1.7011,4.02
2023-03-31,7,3,"['GBP', 'NZD', 'CAD']","['JPY', 'CHF', 'EUR']",3.1719,3.4,3.39,3.8,0.05,1.6848,4.125
2023-04-28,7,3,"['GBP', 'NZD', 'CAD']","['JPY', 'CHF', 'EUR']",3.1719,3.4,3.39,3.8,0.05,1.6848,4.125
2023-05-31,7,3,"['GBP', 'EUR', 'NZD']","['JPY', 'CHF', 'AUD']",3.6149,3.39,3.25,3.68,0.048,2.1225,3.32
2023-06-30,7,3,"['GBP', 'NZD', 'EUR']","['JPY', 'CHF', 'AUD']",3.7522,3.42,2.9,3.45,0.03,2.135,3.1105
2023-07-31,7,3,"['NZD', 'GBP', 'EUR']","['JPY', 'CHF', 'AUD']",3.7751,3.52,2.65,3.0,-0.008,2.099,2.9985
2023-08-31,7,3,"['NZD', 'EUR', 'GBP']","['JPY', 'CHF', 'AUD']",3.6352,3.65,2.23,2.64,0.028,1.83,2.49
2023-09-29,7,3,"['NZD', 'EUR', 'GBP']","['JPY', 'CHF', 'AUD']",3.6352,3.65,2.23,2.64,0.028,1.83,2.49
2023-10-31,7,3,"['NZD', 'GBP', 'EUR']","['JPY', 'AUD', 'CAD']",2.8692,2.61,1.37,2.04,0.04,1.6225,1.6175
2023-11-30,7,3,"['NZD', 'GBP', 'EUR']","['JPY', 'CHF', 'AUD']",2.54,2.01,1.26,1.68,0.004,1.2412,1.32
2023-12-29,7,3,"['NZD', 'GBP', 'EUR']","['JPY', 'CHF', 'AUD']",2.54,2.01,1.26,1.68,0.004,1.2412,1.32
2024-01-31,7,3,"['AUD', 'GBP', 'EUR']","['JPY', 'CAD', 'CHF']",1.8696,1.44,1.18,1.1,0.067,0.9162,0.78
2024-02-29,7,3,"['AUD', 'GBP', 'EUR']","['JPY', 'CAD', 'CHF']",1.5804,1.19,1.03,0.83,0.031,0.6983,0.623
2024-03-29,7,3,"['AUD', 'GBP', 'EUR']","['JPY', 'CAD', 'CHF']",1.5804,1.19,1.03,0.83,0.031,0.6983,0.623
2024-04-30,7,3,"['AUD', 'GBP', 'EUR']","['JPY', 'CHF', 'NZD']",1.0118,0.87,0.71,0.49,0.117,0.1362,0.517
2024-05-31,7,3,"['GBP', 'AUD', 'EUR']","['CHF', 'JPY', 'NZD']",0.7194,0.66,0.71,0.14,0.11,0.05,0.5575
2024-06-28,7,3,"['GBP', 'AUD', 'EUR']","['CHF', 'JPY', 'NZD']",0.7194,0.66,0.71,0.14,0.11,0.05,0.5575
2024-07-31,7,3,"['AUD', 'JPY', 'EUR']","['CAD', 'CHF', 'NZD']",0.1886,0.07,0.14,-0.06,0.152,-0.1635,-0.185
2024-08-30,7,3,"['AUD', 'JPY', 'EUR']","['CAD', 'CHF', 'NZD']",0.1886,0.07,0.14,-0.06,0.152,-0.1635,-0.185
2024-09-30,7,3,"['EUR', 'AUD', 'JPY']","['CAD', 'CHF', 'GBP']",-0.2327,-0.62,0.23,-0.34,0.258,-0.7008,-0.8215
2024-10-31,7,3,"['EUR', 'JPY', 'AUD']","['CAD', 'CHF', 'GBP']",-0.4463,-0.68,0.29,-0.63,0.232,-0.7479,-0.995
2024-11-29,7,3,"['EUR', 'JPY', 'AUD']","['CAD', 'CHF', 'GBP']",-0.4463,-0.68,0.29,-0.63,0.232,-0.7479,-0.995
2024-12-31,7,3,"['GBP', 'AUD', 'JPY']","['CAD', 'NZD', 'EUR']",-0.9649,-0.68,0.04,-1.21,0.338,-0.9253,-1.516
2025-01-31,7,3,"['GBP', 'AUD', 'JPY']","['CAD', 'NZD', 'EUR']",-1.117,-0.58,0.09,-1.36,0.334,-1.0518,-1.7525
2025-02-28,7,3,"['GBP', 'AUD', 'JPY']","['CAD', 'NZD', 'CHF']",-1.2221,-0.65,-0.02,-1.59,0.7423,-1.2771,-1.89
2025-03-31,7,3,"['GBP', 'AUD', 'JPY']","['CAD', 'NZD', 'EUR']",-1.3982,-0.77,-0.17,-1.9,0.7648,-1.3287,-2.0925
2025-04-30,7,3,"['GBP', 'AUD', 'JPY']","['CAD', 'NZD', 'EUR']",-1.48,-0.81,-0.23,-1.97,0.7119,-1.1871,-2.245
2025-05-30,7,3,"['GBP', 'AUD', 'JPY']","['CAD', 'NZD', 'EUR']",-1.48,-0.81,-0.23,-1.97,0.7119,-1.1871,-2.245
2025-06-30,7,3,"['GBP', 'AUD', 'JPY']","['NZD', 'CAD', 'EUR']",-1.7224,-0.97,-0.58,-2.28,0.6464,-1.408,-2.2455
2025-07-31,7,3,"['GBP', 'AUD', 'JPY']","['NZD', 'CAD', 'EUR']",-1.7409,-1.01,-0.7,-2.32,0.6237,-1.3874,-1.9875
2025-08-29,7,3,"['GBP', 'AUD', 'JPY']","['NZD', 'CAD', 'EUR']",-1.7409,-1.01,-0.7,-2.32,0.6237,-1.3874,-1.9875
2025-09-30,7,3,"['GBP', 'AUD', 'JPY']","['NZD', 'CAD', 'EUR']",-1.5265,-0.93,-0.77,-2.2,0.5177,-1.128,-1.5775
2025-10-31,7,3,"['GBP', 'AUD', 'JPY']","['NZD', 'CAD', 'EUR']",-1.4064,-0.87,-0.84,-2.12,0.5622,-1.0818,-1.55
2025-11-28,7,3,"['GBP', 'AUD', 'JPY']","['NZD', 'CAD', 'EUR']",-1.4064,-0.87,-0.84,-2.12,0.5622,-1.0818,-1.55
2025-12-31,7,3,"['GBP', 'AUD', 'JPY']","['NZD', 'CAD', 'EUR']",-0.9651,-0.84,-0.77,-1.95,0.4444,-0.854,-1.295
2026-01-30,7,3,"['GBP', 'AUD', 'JPY']","['NZD', 'CAD', 'EUR']",-0.9651,-0.84,-0.77,-1.95,0.4444,-0.854,-1.295
2026-02-27,7,3,"['AUD', 'CHF', 'JPY']","['NZD', 'CAD', 'GBP']",-0.7703,-0.89,-0.73,-1.78,0.6867,-0.649,-1.031
2026-03-31,7,3,"['CHF', 'AUD', 'JPY']","['NZD', 'GBP', 'CAD']",-0.525,-0.7126,-0.21,-1.32,0.4373,-0.4148,-0.665
2026-04-30,7,3,"['CHF', 'AUD', 'JPY']","['NZD', 'GBP', 'EUR']",-0.4424,-0.6611,0.07,-1.16,0.4479,-0.3541,-0.43
2026-05-29,7,3,"['CHF', 'AUD', 'JPY']","['NZD', 'GBP', 'EUR']",-0.4424,-0.6611,0.07,-1.16,0.4479,-0.3541,-0.43
2026-06-30,7,3,"['EUR', 'JPY', 'AUD']","['NZD', 'GBP', 'CAD']",-0.0913,-0.4604,0.65,-0.71,0.4986,-0.1314,-0.33
2026-07-31,7,3,"['EUR', 'JPY', 'AUD']","['NZD', 'GBP', 'CAD']",0.133,-0.4202,0.77,-0.62,0.6393,-0.0847,-0.3875
2026-08-31,7,3,"['EUR', 'JPY', 'AUD']","['CAD', 'NZD', 'GBP']",0.2637,-0.3192,0.8,-0.4,0.6857,-0.0042,-0.404
