,ret
2003-06-30,0.023229320512090583
2003-07-31,0.017882160329285492
2003-08-31,0.010723174080880212
2003-09-30,-0.02854534699895474
2003-10-31,0.03150856529735091
2003-11-30,-0.014140413104900712
2003-12-31,-0.009836558206731091
2004-01-31,0.03013042826295577
2004-02-29,0.017552526892687464
2004-03-31,-0.02309228554816528
2004-04-30,0.007877922278594676
2004-05-31,0.0014402240852745508
2004-06-30,-0.019846281535780864
2004-07-31,0.01775015987155333
2004-08-31,-0.014631871100755266
2004-09-30,-0.0002838457289985161
2004-10-31,-0.02074109742858714
2004-11-30,-0.007020107979777519
2004-12-31,-0.006566458881982345
2005-01-31,0.0029037562460978916
2005-02-28,0.00033476061384656464
2005-03-31,0.02467104987367991
2005-04-30,-0.018177519434857917
2005-05-31,0.034112601406821014
2005-06-30,0.010866174707931435
2005-07-31,-0.0017896237113847354
2005-08-31,-0.017156270958991512
2005-09-30,0.040251127330245315
2005-10-31,0.003521652613344209
2005-11-30,0.02682454532034503
2005-12-31,-0.01516582627344882
2006-01-31,0.0036879131995385507
2006-02-28,-0.00827771646653866
2006-03-31,-0.03555183287591831
2006-04-30,0.0031195893411341147
2006-05-31,-0.01635251211655101
2006-06-30,-0.009142257763291063
2006-07-31,0.005051967836237254
2006-08-31,0.011386821744853228
2006-09-30,-0.0010039624379973387
2006-10-31,0.0028559048039130753
2006-11-30,0.014036718503110104
2006-12-31,0.021049125628274053
2007-01-31,0.007394641336605469
2007-02-28,0.0018136759179685213
2007-03-31,0.010515185616857064
2007-04-30,0.017945802154392114
2007-05-31,-0.009783315290515035
2007-06-30,0.02383772562895515
2007-07-31,-0.00887610348784502
2007-08-31,-0.024059174577620763
2007-09-30,-0.0007030950241118316
2007-10-31,-0.0053109866048472966
2007-11-30,-0.014075464993793876
2007-12-31,0.002459776266035484
2008-01-31,-0.009354946803630757
2008-02-29,0.00018006444366677754
2008-03-31,-0.011615896462247598
2008-04-30,0.03003867756249839
2008-05-31,0.01177098007217481
2008-06-30,0.003108305001589517
2008-07-31,-0.006001450985718073
2008-08-31,-0.026915261372605328
2008-09-30,-0.051430134864827025
2008-10-31,-0.07286544811500971
2008-11-30,-0.015789086577246814
2008-12-31,-0.0236862490682878
2009-01-31,-0.003229354616605278
2009-02-28,-0.02960221496847842
2009-03-31,-0.027512753905701157
2009-04-30,0.0057150365671527655
2009-05-31,0.0084757099082336
2009-06-30,-0.02013595255491692
2009-07-31,0.01724555698684535
2009-08-31,0.0028538532352968818
2009-09-30,3.3175602764631915e-05
2009-10-31,0.0022501435569377494
2009-11-30,0.006012814123505509
2009-12-31,-0.007992654838317556
2010-01-31,-0.018914486497233145
2010-02-28,0.02565229038620851
2010-03-31,0.03673685864675117
2010-04-30,0.007654138463458144
2010-05-31,-0.030418933861285184
2010-06-30,-0.026085795644524908
2010-07-31,0.018008692258184814
2010-08-31,-0.03018354506711671
2010-09-30,0.045457143743627595
2010-10-31,0.009021184204344434
2010-11-30,-0.008783388386117636
2010-12-31,0.014976688184231483
2011-01-31,-0.012108647183716237
2011-02-28,0.010574894571840309
2011-03-31,0.022196605838404184
2011-04-30,0.0022218408387091816
2011-05-31,-0.023999612022381937
2011-06-30,-0.005036222670390589
2011-07-31,-0.04846371583485787
2011-08-31,0.0017265949387120592
2011-09-30,0.011635737892287513
2011-10-31,0.027059095082967645
2011-11-30,-0.009787925167055076
2011-12-31,-0.009264339644068097
2012-01-31,0.013892128588246925
2012-02-29,0.022676338019130406
2012-03-31,-0.015105892615433606
2012-04-30,0.009583221475045966
2012-05-31,-0.0252042116284378
2012-06-30,0.022391727952129962
2012-07-31,0.020181995908410216
2012-08-31,-0.002109701661620128
2012-09-30,-0.0021611336480451093
2012-10-31,-0.021640760314632128
2012-11-30,-0.008430895137434915
2012-12-31,-0.02622253171597344
