month_end,n,k,longs,shorts,cot_EUR,cot_AUD,cot_NZD,cot_JPY,cot_CHF,cot_CAD,cot_GBP
2006-04-28,7,3,"['GBP', 'JPY', 'CHF']","['NZD', 'EUR', 'CAD']",-0.3697,-0.1475,-0.395,0.0322,0.2906,-0.1553,-0.1312
2006-05-31,7,3,"['CAD', 'JPY', 'CHF']","['NZD', 'EUR', 'GBP']",-0.3644,-0.1999,-0.5073,-0.0865,-0.0824,-0.1402,-0.2662
2006-06-30,6,3,"['AUD', 'JPY', 'CHF']","['EUR', 'CAD', 'GBP']",-0.4365,-0.0644,,0.2044,0.25,-0.3376,-0.0836
2006-07-31,7,3,"['CAD', 'CHF', 'JPY']","['AUD', 'EUR', 'NZD']",-0.3435,-0.5357,-0.3332,0.3687,0.2849,0.0589,-0.2219
2006-08-31,7,3,"['CAD', 'CHF', 'JPY']","['NZD', 'AUD', 'EUR']",-0.463,-0.4841,-0.5778,0.3305,0.1528,-0.1788,-0.4441
2006-09-29,7,3,"['CAD', 'JPY', 'CHF']","['NZD', 'AUD', 'GBP']",-0.3647,-0.5248,-0.7149,0.3949,0.4147,-0.0692,-0.4665
2006-10-31,7,3,"['CAD', 'JPY', 'CHF']","['NZD', 'AUD', 'GBP']",-0.1718,-0.6448,-0.7118,0.4851,0.6513,0.142,-0.3655
2006-11-30,7,3,"['JPY', 'CAD', 'CHF']","['NZD', 'AUD', 'GBP']",-0.3655,-0.6232,-0.7277,0.3113,0.4601,0.4264,-0.4914
2006-12-29,7,3,"['CHF', 'JPY', 'CAD']","['NZD', 'AUD', 'GBP']",-0.4282,-0.6606,-0.8009,0.3993,0.2153,0.484,-0.5264
2007-01-31,7,3,"['JPY', 'CAD', 'CHF']","['AUD', 'GBP', 'NZD']",-0.3599,-0.6056,-0.5456,0.4779,0.5307,0.5109,-0.5777
2007-02-28,7,3,"['JPY', 'CAD', 'CHF']","['NZD', 'AUD', 'EUR']",-0.4908,-0.5631,-0.7223,0.3498,0.554,0.4622,-0.4005
2007-03-30,7,3,"['CHF', 'JPY', 'CAD']","['NZD', 'AUD', 'EUR']",-0.4859,-0.6704,-0.8253,0.2327,0.2193,0.2794,-0.3808
2007-04-30,7,3,"['CAD', 'CHF', 'JPY']","['NZD', 'AUD', 'EUR']",-0.479,-0.6211,-0.7512,0.3472,0.2162,0.0134,-0.4734
2007-05-31,7,3,"['CAD', 'JPY', 'CHF']","['NZD', 'AUD', 'EUR']",-0.4353,-0.4579,-0.6483,0.4649,0.6567,-0.2265,-0.289
2007-06-29,7,3,"['EUR', 'JPY', 'CHF']","['GBP', 'AUD', 'NZD']",-0.3667,-0.6007,-0.5768,0.5339,0.5771,-0.4923,-0.6016
2007-07-31,7,3,"['EUR', 'JPY', 'CHF']","['NZD', 'AUD', 'GBP']",-0.427,-0.5636,-0.5977,0.3246,0.3716,-0.4842,-0.5253
2007-08-31,7,3,"['AUD', 'JPY', 'CHF']","['CAD', 'GBP', 'EUR']",-0.1937,-0.1237,-0.1308,-0.0355,0.1525,-0.3369,-0.2798
2007-09-28,7,3,"['GBP', 'CHF', 'JPY']","['NZD', 'AUD', 'CAD']",-0.398,-0.5275,-0.6023,0.0143,-0.0891,-0.4673,-0.2885
2007-10-31,7,3,"['EUR', 'CHF', 'JPY']","['NZD', 'AUD', 'CAD']",-0.3523,-0.5126,-0.6379,0.0949,-0.036,-0.5087,-0.366
2007-11-30,7,3,"['CAD', 'JPY', 'CHF']","['AUD', 'NZD', 'EUR']",-0.2986,-0.3973,-0.3033,-0.1627,-0.1612,-0.2581,-0.2891
2007-12-31,7,3,"['GBP', 'JPY', 'CHF']","['NZD', 'AUD', 'EUR']",-0.1947,-0.237,-0.5881,-0.0223,0.1895,-0.1903,-0.1218
2008-01-31,7,3,"['CAD', 'AUD', 'GBP']","['NZD', 'JPY', 'CHF']",-0.1288,-0.0824,-0.525,-0.2165,-0.2144,-0.0889,0.0078
2008-02-29,7,3,"['JPY', 'CHF', 'GBP']","['NZD', 'AUD', 'CAD']",-0.1461,-0.3888,-0.6076,-0.1454,-0.1111,-0.2379,-0.0383
2008-03-31,7,3,"['GBP', 'CHF', 'CAD']","['NZD', 'AUD', 'JPY']",-0.2615,-0.4972,-0.5156,-0.3353,-0.1875,-0.022,-0.2526
2008-04-30,7,3,"['EUR', 'CHF', 'GBP']","['AUD', 'NZD', 'JPY']",-0.1062,-0.5765,-0.3379,-0.2031,-0.0505,-0.1644,-0.0404
2008-05-30,7,3,"['EUR', 'CHF', 'GBP']","['AUD', 'CAD', 'JPY']",0.0153,-0.5311,-0.1545,-0.194,0.1416,-0.3928,0.1517
2008-06-30,7,3,"['CAD', 'JPY', 'GBP']","['AUD', 'NZD', 'EUR']",-0.0097,-0.5554,-0.1047,0.0777,0.0527,0.0532,0.1682
2008-07-31,7,3,"['GBP', 'EUR', 'CHF']","['AUD', 'CAD', 'NZD']",-0.0237,-0.4972,-0.1784,-0.056,0.0322,-0.2192,-0.031
2008-08-29,7,3,"['CHF', 'EUR', 'GBP']","['AUD', 'NZD', 'JPY']",0.2187,-0.0175,0.0173,0.0955,0.2022,0.1356,0.3917
2008-09-30,7,3,"['NZD', 'AUD', 'GBP']","['JPY', 'CHF', 'CAD']",0.2043,0.3534,0.2053,-0.2254,0.1917,0.202,0.4837
2008-10-31,7,3,"['EUR', 'GBP', 'CHF']","['JPY', 'CAD', 'NZD']",0.1499,0.135,0.1329,-0.2225,0.3654,0.0913,0.2531
2008-11-28,7,3,"['EUR', 'GBP', 'CHF']","['JPY', 'CAD', 'AUD']",0.1246,0.1244,0.1245,-0.2833,0.384,0.0748,0.3435
2008-12-31,7,3,"['CHF', 'CAD', 'GBP']","['JPY', 'EUR', 'AUD']",0.0307,0.0441,0.1348,-0.3807,0.1678,0.2295,0.4509
2009-01-30,7,3,"['CHF', 'NZD', 'GBP']","['JPY', 'EUR', 'AUD']",0.0557,0.0756,0.3985,-0.4259,0.3623,0.2304,0.4231
2009-02-27,7,3,"['GBP', 'CHF', 'NZD']","['JPY', 'EUR', 'AUD']",0.0604,0.1217,0.4332,-0.2634,0.3303,0.1742,0.3285
2009-03-31,7,3,"['NZD', 'CAD', 'GBP']","['AUD', 'EUR', 'JPY']",0.0483,-0.1442,0.1898,0.1096,0.1127,0.365,0.4037
2009-04-30,7,3,"['CAD', 'GBP', 'CHF']","['NZD', 'AUD', 'EUR']",-0.015,-0.248,-0.2532,0.1845,0.3597,0.2015,0.2898
2009-05-29,7,3,"['EUR', 'JPY', 'GBP']","['NZD', 'AUD', 'CHF']",-0.1118,-0.3606,-0.5062,-0.0828,-0.1684,-0.1289,0.2653
2009-06-30,7,3,"['EUR', 'JPY', 'GBP']","['NZD', 'AUD', 'CHF']",-0.1476,-0.3793,-0.7501,0.0543,-0.3622,-0.1526,0.1442
2009-07-31,7,3,"['JPY', 'EUR', 'GBP']","['NZD', 'AUD', 'CHF']",-0.1488,-0.4207,-0.7741,-0.2681,-0.3798,-0.3159,0.0873
2009-08-31,7,3,"['EUR', 'JPY', 'GBP']","['NZD', 'AUD', 'CAD']",-0.1412,-0.4523,-0.7247,-0.1346,-0.3636,-0.4036,0.0715
2009-09-30,7,3,"['JPY', 'EUR', 'GBP']","['NZD', 'AUD', 'CHF']",-0.2338,-0.4688,-0.7899,-0.382,-0.4568,-0.388,0.4027
2009-10-30,7,3,"['EUR', 'JPY', 'GBP']","['NZD', 'AUD', 'CAD']",-0.1995,-0.4585,-0.6202,-0.1522,-0.352,-0.3558,0.328
2009-11-30,7,3,"['CAD', 'EUR', 'GBP']","['NZD', 'CHF', 'JPY']",-0.1062,-0.3668,-0.5353,-0.3922,-0.4084,-0.2766,0.1278
2009-12-31,7,3,"['EUR', 'CHF', 'GBP']","['NZD', 'AUD', 'CAD']",0.1064,-0.3443,-0.5031,0.0108,0.1336,-0.2858,0.3317
2010-01-29,7,3,"['JPY', 'EUR', 'GBP']","['AUD', 'NZD', 'CAD']",0.2137,-0.4015,-0.3951,0.0363,-0.1674,-0.2825,0.314
2010-02-26,7,3,"['CHF', 'EUR', 'GBP']","['AUD', 'NZD', 'CAD']",0.3436,-0.36,-0.3164,-0.014,0.1942,-0.2824,0.5026
2010-03-31,7,3,"['CHF', 'EUR', 'GBP']","['AUD', 'CAD', 'NZD']",0.3836,-0.522,-0.3119,-0.1048,0.0352,-0.4777,0.5482
2010-04-30,7,3,"['JPY', 'EUR', 'GBP']","['NZD', 'AUD', 'CAD']",0.3735,-0.4703,-0.5922,0.3613,0.2761,-0.4106,0.456
2010-05-31,7,3,"['CHF', 'EUR', 'GBP']","['NZD', 'CAD', 'AUD']",0.3785,-0.1834,-0.4314,0.0727,0.262,-0.1946,0.4965
2010-06-30,7,3,"['CHF', 'EUR', 'GBP']","['CAD', 'AUD', 'NZD']",0.3168,-0.1957,-0.0785,-0.0397,0.2356,-0.305,0.3694
2010-07-30,7,3,"['CHF', 'EUR', 'GBP']","['NZD', 'AUD', 'CAD']",0.0919,-0.4534,-0.5966,-0.2401,-0.1116,-0.2804,0.1464
2010-08-31,7,3,"['CAD', 'GBP', 'EUR']","['NZD', 'AUD', 'JPY']",0.088,-0.4376,-0.527,-0.3644,-0.242,-0.17,0.0313
2010-09-30,7,3,"['JPY', 'EUR', 'GBP']","['NZD', 'AUD', 'CAD']",-0.0304,-0.4959,-0.6864,-0.2038,-0.2898,-0.2937,0.126
2010-10-29,7,3,"['CAD', 'EUR', 'GBP']","['NZD', 'AUD', 'JPY']",-0.1937,-0.429,-0.5932,-0.3084,-0.25,-0.1943,-0.0588
2010-11-30,7,3,"['JPY', 'GBP', 'EUR']","['NZD', 'AUD', 'CAD']",0.0443,-0.2413,-0.6803,-0.2098,-0.2124,-0.2134,-0.1086
2010-12-31,7,3,"['JPY', 'GBP', 'EUR']","['AUD', 'NZD', 'CAD']",0.1631,-0.5187,-0.3234,-0.2711,-0.3021,-0.3072,0.1597
2011-01-31,7,3,"['CHF', 'EUR', 'GBP']","['AUD', 'NZD', 'JPY']",-0.1147,-0.4003,-0.3293,-0.2762,-0.1629,-0.269,-0.0816
2011-02-28,7,3,"['CHF', 'EUR', 'JPY']","['AUD', 'CAD', 'NZD']",-0.2194,-0.5271,-0.2911,0.2237,-0.2798,-0.4861,-0.2909
2011-03-31,7,3,"['GBP', 'EUR', 'NZD']","['AUD', 'CAD', 'CHF']",-0.2483,-0.5113,0.1061,-0.3081,-0.3751,-0.3882,-0.252
2011-04-29,7,3,"['EUR', 'CHF', 'JPY']","['AUD', 'CAD', 'NZD']",-0.2742,-0.5637,-0.4209,0.3242,-0.2491,-0.4251,-0.2834
2011-05-31,7,3,"['JPY', 'EUR', 'GBP']","['AUD', 'NZD', 'CHF']",-0.074,-0.478,-0.4486,-0.0807,-0.2205,-0.1769,0.1282
2011-06-30,7,3,"['EUR', 'CAD', 'GBP']","['NZD', 'AUD', 'JPY']",-0.1574,-0.5453,-0.6229,-0.329,-0.2303,-0.0251,0.1224
2011-07-29,7,3,"['CHF', 'EUR', 'GBP']","['NZD', 'AUD', 'JPY']",-0.0928,-0.5998,-0.7102,-0.3693,-0.1472,-0.2806,-0.0125
2011-08-31,7,3,"['GBP', 'CAD', 'EUR']","['NZD', 'AUD', 'JPY']",-0.0145,-0.3888,-0.6367,-0.3592,-0.1968,-0.0841,-0.1073
2011-09-30,7,3,"['CAD', 'EUR', 'GBP']","['NZD', 'JPY', 'CHF']",0.3833,-0.0626,-0.4029,-0.3366,-0.1048,0.2385,0.4138
2011-10-31,7,3,"['CAD', 'GBP', 'EUR']","['NZD', 'JPY', 'AUD']",0.3245,-0.1819,-0.3736,-0.3277,0.0434,0.1491,0.2923
2011-11-30,7,3,"['CHF', 'GBP', 'EUR']","['NZD', 'JPY', 'AUD']",0.3271,-0.1401,-0.2946,-0.2887,0.1892,0.1715,0.2286
2011-12-30,7,3,"['CAD', 'CHF', 'EUR']","['AUD', 'JPY', 'NZD']",0.4633,-0.2935,-0.138,-0.1704,0.3021,0.1837,0.1593
2012-01-31,7,3,"['GBP', 'CHF', 'EUR']","['NZD', 'AUD', 'JPY']",0.5434,-0.4973,-0.5058,-0.2918,0.3183,0.1614,0.165
2012-02-29,7,3,"['GBP', 'CHF', 'EUR']","['NZD', 'AUD', 'JPY']",0.4944,-0.4985,-0.6563,-0.1146,0.3876,-0.1092,0.1679
2012-03-30,7,3,"['CHF', 'EUR', 'JPY']","['AUD', 'NZD', 'CAD']",0.3722,-0.4042,-0.1968,0.4648,0.3523,-0.1936,0.0822
2012-04-30,7,3,"['EUR', 'JPY', 'CHF']","['NZD', 'CAD', 'AUD']",0.3947,-0.3138,-0.496,0.4062,0.4144,-0.3278,-0.0435
2012-05-31,7,3,"['JPY', 'CHF', 'EUR']","['CAD', 'GBP', 'NZD']",0.5186,0.1207,0.0704,0.1267,0.4852,-0.2943,-0.0615
2012-06-29,7,3,"['AUD', 'CHF', 'EUR']","['CAD', 'JPY', 'NZD']",0.5063,0.0176,-0.0347,-0.0369,0.4545,-0.0968,0.0066
2012-07-31,7,3,"['GBP', 'CHF', 'EUR']","['NZD', 'AUD', 'JPY']",0.4779,-0.2014,-0.3352,-0.1803,0.403,0.0219,0.0253
2012-08-31,7,3,"['GBP', 'CHF', 'EUR']","['NZD', 'AUD', 'CAD']",0.3256,-0.4095,-0.4535,-0.1442,0.2068,-0.3719,-0.0168
2012-09-28,7,3,"['JPY', 'CHF', 'EUR']","['NZD', 'CAD', 'AUD']",0.2301,-0.5007,-0.6089,-0.1533,0.0242,-0.5015,-0.1577
2012-10-31,7,3,"['CHF', 'JPY', 'EUR']","['NZD', 'CAD', 'AUD']",0.2547,-0.2707,-0.5611,0.1327,-0.0642,-0.5002,-0.1181
2012-11-30,7,3,"['CHF', 'EUR', 'JPY']","['NZD', 'AUD', 'CAD']",0.3172,-0.3908,-0.5865,0.3818,0.0787,-0.3659,-0.0652
2012-12-31,7,3,"['GBP', 'EUR', 'JPY']","['CAD', 'AUD', 'NZD']",0.0126,-0.4357,-0.3672,0.4374,-0.2351,-0.4494,-0.2059
2013-01-31,7,3,"['GBP', 'EUR', 'JPY']","['NZD', 'AUD', 'CAD']",-0.099,-0.4647,-0.6329,0.3168,-0.1617,-0.4089,-0.1115
2013-02-28,7,3,"['CHF', 'GBP', 'JPY']","['NZD', 'AUD', 'CAD']",-0.0816,-0.276,-0.6575,0.3019,0.0158,-0.1241,0.1249
2013-03-29,7,3,"['GBP', 'CAD', 'JPY']","['NZD', 'AUD', 'EUR']",0.2404,-0.423,-0.4844,0.4036,0.2461,0.3895,0.3101
2013-04-30,7,3,"['GBP', 'JPY', 'CAD']","['NZD', 'AUD', 'CHF']",0.1558,-0.1932,-0.6139,0.3905,-0.0235,0.4172,0.3014
2013-05-31,7,3,"['GBP', 'CHF', 'JPY']","['NZD', 'AUD', 'CAD']",0.3204,0.2024,-0.4769,0.4319,0.4138,0.2305,0.3363
2013-06-28,7,3,"['GBP', 'AUD', 'JPY']","['EUR', 'CHF', 'NZD']",-0.082,0.3543,0.0611,0.3814,-0.0783,0.0969,0.1572
2013-07-31,7,3,"['GBP', 'AUD', 'JPY']","['EUR', 'CAD', 'NZD']",0.1271,0.3452,0.1464,0.4673,0.1556,0.1401,0.3353
2013-08-30,7,3,"['GBP', 'AUD', 'JPY']","['EUR', 'NZD', 'CHF']",-0.1612,0.381,-0.0207,0.4462,-0.0096,0.1871,0.256
2013-09-30,7,3,"['CAD', 'AUD', 'JPY']","['NZD', 'EUR', 'CHF']",-0.2588,0.2753,-0.4105,0.5307,-0.1454,0.0474,-0.0072
2013-10-31,7,3,"['CAD', 'AUD', 'JPY']","['NZD', 'EUR', 'CHF']",-0.2604,0.1761,-0.4797,0.4695,-0.2086,0.0491,-0.0786
2013-11-29,7,3,"['CAD', 'AUD', 'JPY']","['NZD', 'CHF', 'GBP']",0.0018,0.3001,-0.4899,0.5205,-0.1097,0.2223,-0.0018
2013-12-31,7,3,"['CAD', 'AUD', 'JPY']","['NZD', 'CHF', 'EUR']",-0.1339,0.4601,-0.3458,0.6014,-0.2331,0.3912,-0.0728
2014-01-31,7,3,"['CAD', 'JPY', 'AUD']","['NZD', 'GBP', 'EUR']",-0.055,0.4817,-0.4443,0.4246,0.0108,0.3994,-0.1014
2014-02-28,7,3,"['AUD', 'CAD', 'JPY']","['NZD', 'GBP', 'EUR']",-0.0468,0.3953,-0.496,0.4176,-0.0065,0.414,-0.1121
2014-03-31,7,3,"['AUD', 'CAD', 'JPY']","['NZD', 'CHF', 'EUR']",-0.1512,0.2437,-0.5562,0.4352,-0.3129,0.2493,-0.1471
2014-04-30,7,3,"['EUR', 'CAD', 'JPY']","['NZD', 'CHF', 'GBP']",-0.0968,-0.152,-0.6193,0.4059,-0.2991,0.2987,-0.2016
2014-05-30,7,3,"['CHF', 'CAD', 'JPY']","['NZD', 'GBP', 'AUD']",0.0607,-0.1452,-0.5855,0.3626,0.0802,0.1678,-0.1481
2014-06-30,7,3,"['CHF', 'EUR', 'JPY']","['AUD', 'NZD', 'GBP']",0.1974,-0.3281,-0.1958,0.4804,0.1599,0.0516,-0.1956
2014-07-31,7,3,"['CHF', 'EUR', 'JPY']","['NZD', 'AUD', 'CAD']",0.2615,-0.3548,-0.4624,0.3328,0.1924,-0.1593,-0.114
2014-08-29,7,3,"['CHF', 'EUR', 'JPY']","['NZD', 'AUD', 'GBP']",0.3741,-0.389,-0.5013,0.472,0.2425,-0.0522,-0.0663
2014-09-30,7,3,"['CHF', 'EUR', 'JPY']","['NZD', 'AUD', 'CAD']",0.3559,-0.0789,-0.114,0.4744,0.2566,-0.04,0.0078
2014-10-31,7,3,"['CHF', 'JPY', 'EUR']","['GBP', 'NZD', 'CAD']",0.3754,0.2819,0.177,0.3661,0.3558,0.2155,0.0451
2014-11-28,7,3,"['EUR', 'CHF', 'JPY']","['NZD', 'CAD', 'GBP']",0.3548,0.3471,0.1087,0.411,0.3838,0.1596,0.1786
2014-12-31,7,3,"['AUD', 'EUR', 'JPY']","['NZD', 'GBP', 'CAD']",0.389,0.3303,0.073,0.4146,0.3062,0.1238,0.1077
2015-01-30,7,3,"['JPY', 'AUD', 'EUR']","['NZD', 'CHF', 'CAD']",0.4108,0.3896,0.143,0.3192,0.1716,0.2126,0.2446
2015-02-27,7,3,"['CAD', 'EUR', 'AUD']","['GBP', 'CHF', 'NZD']",0.4122,0.4517,0.1584,0.2347,0.1463,0.3071,0.1288
2015-03-31,7,3,"['JPY', 'CAD', 'EUR']","['NZD', 'CHF', 'AUD']",0.4794,0.2091,0.0413,0.2536,0.109,0.306,0.2164
2015-04-30,7,3,"['CAD', 'AUD', 'EUR']","['NZD', 'CHF', 'JPY']",0.4691,0.226,-0.3189,0.0763,-0.0106,0.2133,0.1673
2015-05-29,7,3,"['NZD', 'JPY', 'EUR']","['CHF', 'CAD', 'AUD']",0.3976,-0.0444,0.1784,0.2472,-0.2737,-0.0602,0.1445
2015-06-30,7,3,"['EUR', 'NZD', 'JPY']","['CHF', 'AUD', 'GBP']",0.2875,0.0779,0.3161,0.3539,-0.3234,0.216,0.1242
2015-07-31,7,3,"['AUD', 'NZD', 'CAD']","['CHF', 'GBP', 'JPY']",0.2906,0.3052,0.3405,0.258,-0.0038,0.3458,0.0565
2015-08-31,7,3,"['CHF', 'CAD', 'AUD']","['GBP', 'JPY', 'EUR']",0.1762,0.3655,0.1815,0.15,0.3324,0.3537,-0.0186
2015-09-30,7,3,"['EUR', 'CAD', 'AUD']","['GBP', 'CHF', 'NZD']",0.2569,0.3587,0.0982,0.1334,0.0507,0.2819,-0.0086
2015-10-30,7,3,"['JPY', 'AUD', 'EUR']","['NZD', 'CHF', 'GBP']",0.2784,0.2578,-0.1761,0.179,-0.039,0.1538,-0.0269
2015-11-30,7,3,"['JPY', 'AUD', 'EUR']","['NZD', 'GBP', 'CAD']",0.3947,0.3745,-0.1142,0.3125,0.3045,0.2687,0.1871
2015-12-31,7,3,"['AUD', 'CAD', 'EUR']","['CHF', 'NZD', 'GBP']",0.3961,0.1962,0.0092,0.1539,-0.0547,0.3425,0.1372
2016-01-29,7,3,"['AUD', 'EUR', 'CAD']","['JPY', 'CHF', 'GBP']",0.3163,0.2614,0.1774,-0.1995,0.0809,0.4044,0.1743
2016-02-29,7,3,"['GBP', 'NZD', 'CAD']","['JPY', 'AUD', 'CHF']",0.1109,-0.0801,0.2028,-0.2051,0.0485,0.2339,0.1286
2016-03-31,7,3,"['CAD', 'GBP', 'EUR']","['JPY', 'AUD', 'CHF']",0.2037,-0.1614,-0.0374,-0.3643,-0.1112,0.1516,0.1532
2016-04-29,7,3,"['CAD', 'EUR', 'GBP']","['JPY', 'AUD', 'NZD']",0.1166,-0.3824,-0.2185,-0.394,-0.2162,-0.0991,0.1996
2016-05-31,7,3,"['AUD', 'EUR', 'GBP']","['CAD', 'JPY', 'NZD']",0.1082,-0.0011,-0.1085,-0.138,-0.0758,-0.1619,0.1344
2016-06-30,7,3,"['AUD', 'EUR', 'GBP']","['JPY', 'CHF', 'CAD']",0.1933,0.0892,0.0699,-0.3614,-0.1656,-0.022,0.2608
2016-07-29,7,3,"['NZD', 'EUR', 'GBP']","['AUD', 'JPY', 'CAD']",0.2815,-0.3299,-0.0054,-0.2187,-0.0184,-0.1963,0.3478
2016-08-31,7,3,"['NZD', 'EUR', 'GBP']","['AUD', 'JPY', 'CAD']",0.2106,-0.3736,0.0198,-0.3661,-0.0477,-0.1271,0.3834
2016-09-30,7,3,"['CHF', 'EUR', 'GBP']","['JPY', 'AUD', 'CAD']",0.2315,-0.1526,0.1375,-0.444,0.1528,0.1105,0.367
2016-10-31,7,3,"['EUR', 'CHF', 'GBP']","['JPY', 'AUD', 'NZD']",0.2762,-0.2562,0.0089,-0.2735,0.2782,0.1174,0.3139
2016-11-30,7,3,"['EUR', 'GBP', 'CHF']","['AUD', 'JPY', 'NZD']",0.2745,-0.304,0.0107,-0.0581,0.3805,0.1472,0.3059
2016-12-30,7,3,"['NZD', 'GBP', 'JPY']","['AUD', 'CAD', 'EUR']",0.1711,0.016,0.2543,0.3967,0.1848,0.0171,0.2687
2017-01-31,7,3,"['GBP', 'CHF', 'JPY']","['AUD', 'CAD', 'EUR']",0.1263,-0.1091,0.2199,0.3397,0.2999,-0.0253,0.2824
2017-02-28,7,3,"['CHF', 'JPY', 'GBP']","['AUD', 'CAD', 'NZD']",0.1396,-0.2439,-0.0573,0.2444,0.1846,-0.1869,0.3105
2017-03-31,7,3,"['NZD', 'CHF', 'GBP']","['AUD', 'EUR', 'CAD']",0.0194,-0.3953,0.3328,0.2692,0.3891,0.2319,0.4214
2017-04-28,7,3,"['GBP', 'NZD', 'CHF']","['AUD', 'EUR', 'JPY']",0.0508,-0.3934,0.3505,0.1316,0.3694,0.2576,0.3484
2017-05-31,7,3,"['JPY', 'CHF', 'CAD']","['EUR', 'AUD', 'GBP']",-0.1443,-0.0205,0.2087,0.2445,0.3866,0.4758,0.0931
2017-06-30,7,3,"['GBP', 'JPY', 'CAD']","['NZD', 'AUD', 'EUR']",-0.1465,-0.2195,-0.4394,0.334,0.125,0.3442,0.2084
