Date,Shares
2015-10-28,39519200
2016-02-05,39689000
2016-03-01,40199600
2016-05-03,40240300
2016-05-06,40291100
2016-07-26,40480000
2016-07-29,40492300
2016-11-04,40673900
2017-02-10,40793000
2017-03-02,41239000
2017-04-27,41249900
2017-05-05,41265100
2017-07-31,42152300
2018-11-14,42412000
2018-11-15,42412000
2018-11-19,42412000
2018-11-21,42412000
2018-11-22,42412000
2018-11-26,42412000
2018-11-28,42412000
2018-11-29,42412000
2018-12-02,42412000
2018-12-03,42412000
2018-12-04,42412000
2018-12-06,42412000
2018-12-07,42412000
2018-12-09,42412000
2018-12-11,42412000
2018-12-12,42412000
2018-12-14,42412000
2018-12-16,42412000
2018-12-17,42412000
2018-12-21,42412000
2018-12-30,42412000
2019-01-05,42412000
2019-01-07,42412000
2019-01-10,42412000
2019-01-12,42412000
2019-01-14,42412000
2019-01-16,42412000
2019-01-17,42412000
2019-01-22,42412000
2019-01-25,42412000
2019-01-26,42412000
2019-01-28,42412000
2019-02-04,42412000
2019-02-07,42412000
2019-02-10,42412000
2019-02-13,42505000
2019-02-15,42505000
2019-02-17,42505000
2019-02-20,42505000
2019-02-28,42505000
2019-03-07,42916000
2019-03-10,42916000
2019-03-14,42916000
2019-03-17,42916000
2019-03-26,42916000
2019-03-29,42916000
2019-04-01,42916000
2019-04-05,42916000
2019-04-14,42916000
2019-04-17,42916000
2019-04-21,42916000
2019-04-29,42916000
2019-05-02,43036400
2019-05-04,43036400
2019-05-05,43036400
2019-05-08,43036400
2019-05-09,43036400
2019-05-10,43036400
2019-05-12,43036400
2019-05-14,43036400
2019-05-19,43057000
2019-05-22,43057000
2019-05-28,43057000
2019-06-03,43057000
2019-06-05,43057000
2019-06-10,43057000
2019-06-11,43057000
2019-06-17,43057000
2019-06-19,43057000
2019-06-21,43057000
2019-06-23,43057000
2019-06-27,43057000
2019-07-02,43989300
2019-07-03,42349300
2019-07-14,43057000
2019-07-17,42850400
2019-07-18,43057000
2019-07-26,43057000
