Date,Dividend,Split,DividendRaw
2012-12-19,1,,
2014-06-26,0.15,,
2014-09-26,0.15,,
2014-12-29,0.15,,
2015-03-27,0.2,,
2015-06-26,0.2,,
2015-09-28,0.2,,
2015-12-29,0.2,,
2016-03-29,0.2,,
2016-06-28,0.2,,
2016-09-28,0.2,,
2016-12-28,0.2,,
2017-03-29,0.2,,
2017-06-28,0.2,,
2017-09-28,0.2,,
2017-12-28,0.2,,
2018-03-28,0.3,,
2018-06-28,0.3,,
2018-09-27,0.3,,
2018-12-28,0.3,,
2019-03-28,0.4,,
2019-06-27,0.4,,
2019-09-27,0.4,,
2019-12-30,0.4,,
2020-03-30,0.5,,
2020-06-29,0.5,,
2020-09-29,0.5,,
2020-12-30,0.5,,
2021-03-30,0.6,,
2021-06-29,0.6,,
2021-09-29,0.6,,
2021-12-30,0.6,,
2022-03-30,0.75,,
2022-06-29,0.75,,
2022-09-29,0.75,,
2022-12-29,0.75,,
2023-03-30,1,,
2023-06-29,1,,
2023-09-28,1,,
2023-12-28,1,,
2024-03-27,1.25,,
2024-06-28,1.25,,
2024-09-30,1.25,,
2024-12-31,1.25,,
2025-03-31,1.56,,
2025-06-30,1.56,,
2025-09-30,1.56,,
2025-12-31,1.56,,
2026-03-31,2,,
2026-06-30,2,,
