Date,Dividend,Split,DividendRaw
1995-03-27,0.030303,,
1995-06-28,0.030303,,
1995-09-27,0.030303,,
1995-12-27,0.030303,,
1996-03-27,0.030303,,
1996-06-26,0.030303,,
1996-09-26,0.030303,,
1996-12-27,0.030303,,
1997-03-26,0.030303,,
1997-06-26,0.030303,,
1997-09-26,0.030303,,
1997-12-29,0.030303,,
1998-03-27,0.030303,,
1998-06-26,0.030303,,
1998-09-28,0.030303,,
1998-12-29,0.030303,,
1999-03-29,0.030303,,
1999-06-28,0.030303,,
1999-09-28,0.030303,,
1999-12-29,0.030303,,
2000-03-29,0.030303,,
2000-11-13,0.060606,,
2001-10-18,0.04329,,
2001-11-28,0.077922,,
2001-12-27,,1.1,
2002-01-17,0.047619,,
2002-04-18,0.047619,,
2002-07-18,0.047619,,
2002-10-18,0.047619,,
2003-01-17,0.047619,,
2003-03-10,,1.05,
2003-04-17,0.05,,
2003-07-18,0.05,,
2003-10-20,0.06,,
2004-01-15,,2,
2004-01-20,0.06,,
2004-04-20,0.06,,
2004-07-20,0.06,,
2004-10-20,0.08,,
2005-01-19,0.08,,
2005-04-20,0.08,,
2005-07-20,0.08,,
2005-10-20,0.1,,
2006-01-19,0.1,,
2006-04-19,0.1,,
2006-07-19,0.1,,
2006-10-19,0.15,,
2007-01-18,0.15,,
2007-04-19,0.15,,
2007-07-19,0.15,,
2007-10-18,0.15,,
2008-01-17,0.15,,
2008-02-22,0.1,,
2008-04-18,0.15,,
2008-07-18,0.15,,
2008-10-20,0.15,,
2009-01-20,0.15,,
2009-04-20,0.15,,
2009-07-20,0.15,,
2009-10-20,0.15,,
2010-01-20,0.15,,
2010-04-20,0.15,,
2010-07-20,0.15,,
2010-10-20,0.15,,
2011-01-19,0.15,,
2011-04-19,0.15,,
2011-07-20,0.15,,
2011-10-19,0.15,,
2012-01-19,0.15,,
2012-04-19,0.17,,
2012-07-19,0.17,,
2012-10-18,0.17,,
2013-01-17,0.17,,
2013-04-18,0.2,,
2013-07-18,0.2,,
2013-10-18,0.2,,
2014-01-17,0.2,,
2014-04-17,0.25,,
2014-07-18,0.25,,
2014-10-20,0.25,,
2015-01-20,0.25,,
2015-04-20,0.25,,
2015-07-20,0.25,,
2015-10-20,0.25,,
2016-01-20,0.25,,
2016-04-20,0.25,,
2016-07-20,0.25,,
2016-10-19,0.25,,
2017-01-18,0.25,,
2017-04-19,0.25,,
2017-07-19,0.25,,
2017-10-20,0.25,,
2018-01-19,0.25,,
2018-04-20,0.25,,
2018-07-20,0.25,,
2018-10-19,0.25,,
2019-01-18,0.25,,
2019-04-18,0.25,,
2019-07-19,0.25,,
2019-10-21,0.25,,
2020-01-21,0.25,,
2020-04-21,0.025,,
2020-07-21,0.025,,
2020-10-21,0.025,,
2021-01-21,0.025,,
2021-04-21,0.025,,
2021-07-21,0.025,,
2021-10-21,0.063,,
2022-01-20,0.125,,
2022-04-21,0.125,,
2022-07-21,0.125,,
2022-10-20,0.25,,
2023-01-20,0.25,,
2023-04-20,0.25,,
2023-07-20,0.25,,
2023-10-20,0.25,,
2024-01-19,0.25,,
2024-04-19,0.25,,
2024-07-22,0.25,,
2024-10-22,0.25,,
2025-01-22,0.25,,
2025-04-22,0.25,,
2025-07-22,0.25,,
2025-10-22,0.25,,
2026-01-22,0.25,,
2026-04-22,0.25,,
2026-07-22,0.25,,
