month_end,n,k,longs,shorts,carry_EUR,carry_GBP,carry_JPY,carry_CHF,mom_EUR,mom_GBP,mom_JPY,mom_CHF,value_EUR,value_GBP,value_JPY,value_CHF,carry_AUD,carry_CAD,carry_SEK,carry_NOK,mom_AUD,mom_CAD,mom_SEK,mom_NOK,value_AUD,value_CAD,value_SEK,value_NOK,carry_ZAR,mom_ZAR,value_ZAR,carry_NZD,mom_NZD,value_NZD,carry_MXN,carry_TRY,carry_PLN,carry_HUF,mom_MXN,mom_TRY,mom_PLN,mom_HUF,value_MXN,value_TRY,value_PLN,value_HUF
2013-05-31,14,5,"['NOK', 'SEK', 'MXN', 'PLN', 'HUF']","['CHF', 'AUD', 'JPY', 'CAD', 'GBP']",0.2089,0.5056,0.2282,-0.0647,0.0512,-0.0129,-0.2182,0.0172,0.1381,0.0945,0.0738,-0.1014,3.02,0.9825,0.95,1.8214,-0.0152,-0.004,0.0984,0.0417,-0.1503,0.0044,0.0082,0.0201,5.1178,-0.1549,-0.0961,2.65,0.0538,-0.0694,4.34,4.0,3.08,4.5674,0.121,-0.0055,0.0791,0.0641,0.0152,-0.0519,0.1656,0.1047
2013-06-28,14,5,"['SEK', 'EUR', 'MXN', 'PLN', 'HUF']","['AUD', 'JPY', 'CHF', 'NZD', 'CAD']",0.2089,0.5056,0.2282,-0.0647,0.0274,-0.0314,-0.1952,0.0034,0.1381,0.0945,0.0738,-0.1014,3.02,0.9825,0.95,1.8214,-0.1072,-0.0336,0.0329,-0.0187,-0.1503,0.0044,0.0082,0.0201,5.1178,-0.1762,-0.0961,2.65,-0.034,-0.0694,4.34,4.0,3.08,4.5674,0.0338,-0.0626,0.0031,-0.0039,0.0152,-0.0519,0.1656,0.1047
2013-07-31,14,5,"['TRY', 'EUR', 'MXN', 'HUF', 'PLN']","['JPY', 'CHF', 'AUD', 'NZD', 'CAD']",0.2102,0.5079,0.2282,-0.0602,0.082,-0.0315,-0.2015,0.0549,0.111,0.0887,0.0303,-0.1208,2.8,1.025,0.92,1.7335,-0.1459,-0.0242,0.0462,0.0232,-0.0202,0.0156,0.0206,0.0221,5.1212,-0.1631,0.0029,2.64,-0.0156,-0.0486,4.31,3.5,2.73,4.48,0.0473,-0.0729,0.0488,0.0104,0.085,0.0577,0.2027,0.1254
2013-08-30,14,5,"['TRY', 'EUR', 'MXN', 'PLN', 'HUF']","['JPY', 'CHF', 'AUD', 'CAD', 'NZD']",0.2102,0.5079,0.2282,-0.0602,0.0513,-0.0226,-0.2017,0.0264,0.111,0.0887,0.0303,-0.1208,2.8,1.025,0.92,1.7335,-0.1371,-0.0644,0.0005,-0.053,-0.0202,0.0156,0.0206,0.0221,5.1212,-0.1839,0.0029,2.64,-0.0381,-0.0486,4.31,3.5,2.73,4.48,-0.0135,-0.1095,0.0262,-0.0109,0.085,0.0577,0.2027,0.1254
2013-09-30,14,5,"['EUR', 'TRY', 'MXN', 'HUF', 'PLN']","['JPY', 'AUD', 'CHF', 'CAD', 'NZD']",0.2259,0.5126,0.228,-0.0607,0.0519,0.0017,-0.2076,0.0377,0.0794,0.0752,0.0238,-0.1504,2.6,0.9925,0.93,1.7232,-0.1014,-0.0472,0.0214,-0.0476,-0.0392,-0.004,0.0015,0.0377,5.0916,-0.1736,0.0673,2.64,-0.0002,-0.1035,4.31,3.5,2.7,3.9235,-0.0184,-0.1102,0.0193,0.0081,0.1176,0.1534,0.1951,0.1478
2013-10-31,14,5,"['EUR', 'TRY', 'MXN', 'HUF', 'PLN']","['JPY', 'AUD', 'CHF', 'CAD', 'GBP']",0.2232,0.5169,0.228,-0.0511,0.0474,-0.0055,-0.1878,0.0265,0.067,0.0405,0.0842,-0.1402,2.58,0.9875,0.89,1.7138,-0.0877,-0.0412,0.0237,-0.0412,-0.1287,-0.0011,-0.0159,0.0287,5.0587,-0.1381,0.039,2.65,0.005,-0.1518,4.11,3.5,2.67,3.1034,0.0049,-0.1027,0.0359,0.0055,0.0992,0.1645,0.176,0.1246
2013-11-29,14,5,"['EUR', 'TRY', 'HUF', 'MXN', 'PLN']","['AUD', 'JPY', 'CHF', 'CAD', 'NOK']",0.2232,0.5169,0.228,-0.0511,0.0465,0.0222,-0.1948,0.0243,0.067,0.0405,0.0842,-0.1402,2.58,0.9875,0.89,1.7138,-0.1266,-0.0633,0.0169,-0.0742,-0.1287,-0.0011,-0.0159,0.0287,5.0587,-0.1253,0.039,2.65,-0.0108,-0.1518,4.11,3.5,2.67,3.1034,-0.0113,-0.1155,0.0215,-0.024,0.0992,0.1645,0.176,0.1246
2013-12-31,14,5,"['MXN', 'TRY', 'EUR', 'PLN', 'HUF']","['AUD', 'CHF', 'CAD', 'JPY', 'NZD']",0.2234,0.5234,0.22,-0.017,0.0416,0.0196,-0.1766,0.0277,0.0341,-0.0344,0.2306,-0.1112,2.58,0.925,0.92,1.6633,-0.1423,-0.0657,0.0115,-0.0816,-0.3324,-0.0936,-0.0665,-0.0376,5.0746,-0.1926,-0.0875,2.66,-0.0083,-0.2776,3.79,3.5,2.65,3.3335,-0.0168,-0.1703,0.0244,0.0288,-0.0491,0.054,0.0719,0.0193
2014-01-31,14,5,"['TRY', 'EUR', 'MXN', 'HUF', 'PLN']","['AUD', 'CHF', 'CAD', 'SEK', 'NZD']",0.2735,0.5247,0.22,0.0174,-0.0092,0.0359,-0.1008,0.0035,0.0675,-0.1118,0.2956,-0.1151,2.6,0.9175,0.82,1.6589,-0.1604,-0.1042,-0.0312,-0.1313,-0.2782,-0.0941,-0.1136,-0.05,5.1383,-0.194,-0.0731,2.73,-0.0371,-0.3148,3.79,3.5,2.71,2.9968,-0.0499,-0.2218,-0.0225,-0.0685,-0.0799,0.0823,0.0194,0.0503
2014-02-28,14,5,"['ZAR', 'EUR', 'TRY', 'PLN', 'HUF']","['AUD', 'CAD', 'SEK', 'JPY', 'CHF']",0.292,0.5209,0.22,-0.0433,0.0567,0.1043,-0.0904,0.065,0.0718,-0.15,0.3011,-0.0826,2.62,0.894,0.73,1.6491,-0.126,-0.0684,0.0084,-0.045,-0.2509,-0.0638,-0.12,-0.0342,5.226,-0.1605,-0.0141,2.88,0.017,-0.3496,3.8,8.0,2.71,2.9924,-0.0352,-0.1848,0.0542,0.0069,-0.1075,0.1134,-0.0322,0.0083
2014-03-31,14,5,"['NOK', 'EUR', 'PLN', 'TRY', 'HUF']","['AUD', 'SEK', 'CHF', 'CAD', 'NZD']",0.2881,0.5215,0.212,-0.048,0.0745,0.0963,-0.0874,0.0734,0.0646,-0.1177,0.2821,-0.0966,2.63,0.87,0.73,1.699,-0.1104,-0.0795,0.0093,-0.0231,-0.2904,-0.0592,-0.1473,0.0099,5.5621,-0.1238,0.0082,2.93,0.036,-0.4034,3.8,8.0,2.71,2.9893,-0.0574,-0.1539,0.0779,0.0647,-0.1468,0.0949,-0.1311,-0.0213
2014-04-30,14,5,"['NOK', 'TRY', 'PLN', 'EUR', 'HUF']","['AUD', 'SEK', 'CAD', 'NZD', 'CHF']",0.3053,0.5216,0.212,-0.04,0.0532,0.0862,-0.0485,0.0561,0.0687,-0.14,0.2429,-0.1118,2.65,0.8425,0.73,1.7076,-0.105,-0.0819,-0.0017,-0.0295,-0.2667,-0.0675,-0.1647,0.0014,5.7264,-0.1464,-0.0013,3.05,0.0052,-0.396,3.81,8.0,2.71,3.245,-0.0719,-0.1517,0.0424,0.0279,-0.1537,0.0685,-0.1067,-0.0284
2014-05-30,14,5,"['ZAR', 'EUR', 'TRY', 'PLN', 'HUF']","['AUD', 'SEK', 'CAD', 'CHF', 'JPY']",0.3053,0.5216,0.212,-0.04,0.0491,0.1025,-0.0128,0.0669,0.0687,-0.14,0.2429,-0.1118,2.65,0.8425,0.73,1.7076,-0.0274,-0.0435,-0.0104,-0.0175,-0.2667,-0.0675,-0.1647,0.0014,5.7264,-0.0478,-0.0013,3.05,0.0706,-0.396,3.81,8.0,2.71,3.245,-0.0043,-0.106,0.0818,0.0287,-0.1537,0.0685,-0.1067,-0.0284
2014-06-30,14,5,"['HUF', 'NZD', 'TRY', 'ZAR', 'PLN']","['CHF', 'SEK', 'JPY', 'CAD', 'GBP']",0.3246,0.5274,0.21,-0.0316,0.0524,0.1246,-0.0214,0.0654,0.0776,-0.1067,0.1989,-0.0989,2.69,0.925,0.66,1.819,0.0318,-0.0144,0.0028,-0.0101,-0.1678,-0.0117,-0.0861,-0.013,5.7352,-0.0711,0.0987,3.38,0.132,-0.302,3.82,8.0,2.72,2.5497,-0.0029,-0.09,0.0946,0.0023,-0.0717,0.0483,-0.0461,0.0478
2014-07-31,14,5,"['TRY', 'NZD', 'PLN', 'ZAR', 'HUF']","['SEK', 'CHF', 'NOK', 'CAD', 'JPY']",0.2414,0.5439,0.21,-0.0124,0.0067,0.1132,-0.0479,0.0193,0.0959,-0.0708,0.1921,-0.0891,2.7,0.935,0.58,1.804,0.039,-0.0571,-0.0576,-0.0618,-0.1345,0.0003,-0.0988,-0.0012,5.7929,-0.0793,0.1394,3.52,0.068,-0.2493,3.44,8.0,2.68,2.86,-0.0362,-0.0965,0.0225,-0.0377,-0.09,0.042,-0.0702,0.0649
2014-08-29,14,5,"['TRY', 'HUF', 'MXN', 'NZD', 'ZAR']","['SEK', 'CHF', 'JPY', 'CAD', 'NOK']",0.2414,0.5439,0.21,-0.0124,-0.0068,0.0705,-0.0568,0.0126,0.0959,-0.0708,0.1921,-0.0891,2.7,0.935,0.58,1.804,0.0484,-0.0313,-0.0533,-0.0135,-0.1345,0.0003,-0.0988,-0.0012,5.7929,-0.036,0.1394,3.52,0.0818,-0.2493,3.44,8.0,2.68,2.86,0.0226,-0.0582,0.0076,-0.0474,-0.09,0.042,-0.0702,0.0649
2014-09-30,14,5,"['TRY', 'HUF', 'ZAR', 'MXN', 'PLN']","['SEK', 'CHF', 'EUR', 'CAD', 'AUD']",0.1916,0.5612,0.21,0.038,-0.0662,0.0017,-0.1029,-0.0519,0.105,-0.076,0.2025,-0.0943,2.63,0.95,0.22,1.7224,-0.0627,-0.079,-0.1099,-0.0656,-0.0962,0.0293,-0.0178,0.0198,6.0056,-0.1105,0.1286,3.69,-0.059,-0.1702,3.31,7.5,2.59,2.061,-0.0254,-0.1137,-0.0563,-0.1066,-0.0631,0.0622,0.0389,0.1326
2014-10-31,14,5,"['NZD', 'PLN', 'MXN', 'TRY', 'ZAR']","['SEK', 'CHF', 'NOK', 'JPY', 'EUR']",0.0971,0.5629,0.21,0.025,-0.0776,-0.003,-0.1246,-0.0574,0.125,-0.1003,0.2488,-0.0734,2.66,0.9275,0.19,1.7009,-0.0704,-0.074,-0.1238,-0.1195,-0.0587,0.0322,0.0017,0.036,5.9996,-0.0878,0.1838,3.71,-0.0567,-0.1185,3.3,7.5,2.28,1.9832,-0.0342,-0.1016,-0.0876,-0.1165,-0.1012,0.0527,0.0457,0.1368
2014-11-28,14,5,"['MXN', 'PLN', 'NZD', 'TRY', 'ZAR']","['SEK', 'CHF', 'NOK', 'EUR', 'JPY']",0.0971,0.5629,0.21,0.025,-0.0838,-0.0442,-0.1365,-0.0613,0.125,-0.1003,0.2488,-0.0734,2.66,0.9275,0.19,1.7009,-0.0661,-0.0701,-0.1214,-0.1284,-0.0587,0.0322,0.0017,0.036,5.9996,-0.0812,0.1838,3.71,-0.0335,-0.1185,3.3,7.5,2.28,1.9832,-0.0588,-0.0899,-0.0791,-0.1003,-0.1012,0.0527,0.0457,0.1368
2014-12-31,14,5,"['CAD', 'AUD', 'NZD', 'TRY', 'ZAR']","['SEK', 'CHF', 'NOK', 'GBP', 'EUR']",0.0809,0.5563,0.182,0.0414,-0.1197,-0.0592,-0.1209,-0.1018,0.1384,-0.0956,0.2988,-0.0603,2.75,0.9025,0.05,1.659,-0.0838,-0.0858,-0.1753,-0.1855,0.0141,0.0628,-0.0041,0.0946,5.8291,-0.0947,0.1535,3.67,-0.0514,-0.1001,3.3,7.5,2.06,2.04,-0.1155,-0.0798,-0.1471,-0.1739,-0.0821,0.0221,0.0562,0.1302
2015-01-30,14,5,"['HUF', 'AUD', 'JPY', 'TRY', 'ZAR']","['SEK', 'EUR', 'GBP', 'CHF', 'NOK']",0.0809,0.5563,0.182,0.0414,-0.1631,-0.0837,-0.1321,-0.016,0.1384,-0.0956,0.2988,-0.0603,2.75,0.9025,0.05,1.659,-0.1132,-0.1259,-0.2093,-0.1873,0.0141,0.0628,-0.0041,0.0946,5.8291,-0.0447,0.1535,3.67,-0.1025,-0.1001,3.3,7.5,2.06,2.04,-0.1081,-0.0756,-0.1491,-0.1602,-0.0821,0.0221,0.0562,0.1302
2015-02-27,14,5,"['CAD', 'MXN', 'HUF', 'TRY', 'ZAR']","['SEK', 'EUR', 'CHF', 'GBP', 'PLN']",0.0809,0.5582,0.179,0.0402,-0.1888,-0.0779,-0.1491,-0.078,0.1247,-0.1085,0.3025,-0.0638,2.75,0.902,0.06,1.5345,-0.1254,-0.1157,-0.2315,-0.2194,0.0371,0.0792,-0.0054,0.1383,6.0416,-0.0773,0.1821,3.67,-0.0978,-0.1213,3.31,7.5,2.06,2.0641,-0.1139,-0.12,-0.1864,-0.1706,-0.0058,0.0421,0.0555,0.1308
2015-03-31,14,5,"['NZD', 'JPY', 'CAD', 'TRY', 'ZAR']","['SEK', 'EUR', 'CHF', 'NOK', 'PLN']",0.0482,0.5636,0.171,-0.675,-0.2203,-0.1101,-0.1397,-0.0903,0.1306,-0.1392,0.2883,-0.1643,2.36,0.5325,-0.02,1.38,-0.1783,-0.1288,-0.2502,-0.2572,0.0693,0.1414,0.0483,0.1395,5.8843,-0.1318,0.1645,3.63,-0.1413,-0.1181,3.31,7.25,1.81,1.8506,-0.1443,-0.1768,-0.2028,-0.2032,0.0212,0.1005,0.0828,0.1328
2015-04-30,14,5,"['HUF', 'NZD', 'JPY', 'CAD', 'ZAR']","['SEK', 'EUR', 'CHF', 'GBP', 'NOK']",0.0272,0.5644,0.17,-0.7888,-0.1915,-0.0901,-0.1443,-0.0573,0.1477,-0.1818,0.284,-0.1368,2.3,0.5525,-0.11,1.38,-0.1492,-0.0921,-0.2211,-0.2121,0.0881,0.1619,0.0555,0.1601,5.7962,-0.1165,0.2051,3.63,-0.1169,-0.1333,3.33,7.25,1.65,1.8224,-0.1478,-0.2105,-0.1583,-0.1824,0.0631,0.1096,0.1115,0.1497
2015-05-29,14,5,"['TRY', 'JPY', 'MXN', 'CAD', 'ZAR']","['SEK', 'EUR', 'CHF', 'NOK', 'GBP']",0.0272,0.5644,0.17,-0.7888,-0.1941,-0.0872,-0.1802,-0.0478,0.1477,-0.1818,0.284,-0.1368,2.3,0.5525,-0.11,1.38,-0.179,-0.1289,-0.2151,-0.2311,0.0881,0.1619,0.0555,0.1601,5.7962,-0.1297,0.2051,3.63,-0.1638,-0.1333,3.33,7.25,1.65,1.8224,-0.1637,-0.2121,-0.1877,-0.2107,0.0631,0.1096,0.1115,0.1497
2015-06-30,14,5,"['MXN', 'JPY', 'CAD', 'TRY', 'ZAR']","['SEK', 'NZD', 'CHF', 'EUR', 'GBP']",-0.0104,0.568,0.169,-0.8154,-0.1868,-0.0832,-0.1725,-0.0517,0.0956,-0.1647,0.2897,-0.1683,2.15,0.6575,-0.27,1.49,-0.1842,-0.1448,-0.1951,-0.2196,0.0509,0.1358,0.0417,0.1165,5.723,-0.1251,0.2041,3.53,-0.226,-0.0917,3.31,7.25,1.68,1.4201,-0.1742,-0.2104,-0.1934,-0.2002,0.0732,0.1668,0.0427,0.103
2015-07-31,14,5,"['JPY', 'CAD', 'TRY', 'HUF', 'ZAR']","['SEK', 'EUR', 'CHF', 'NZD', 'NOK']",-0.0139,0.5719,0.169,-0.7676,-0.1796,-0.0753,-0.1704,-0.0586,0.0687,-0.1448,0.3214,-0.1515,2.15,0.61,-0.32,1.35,-0.2148,-0.1669,-0.2004,-0.231,0.0574,0.1513,0.0353,0.1333,5.7628,-0.1555,0.2294,3.33,-0.2246,-0.0402,3.31,7.25,1.72,1.575,-0.179,-0.227,-0.172,-0.1633,0.0869,0.1817,0.0405,0.0937
2015-08-31,14,5,"['CAD', 'TRY', 'HUF', 'JPY', 'ZAR']","['SEK', 'NZD', 'CHF', 'GBP', 'NOK']",-0.0187,0.5808,0.169,-0.7443,-0.1453,-0.0745,-0.1406,-0.0487,0.0979,-0.1561,0.3262,-0.1015,2.14,0.47,-0.48,1.27,-0.2385,-0.1724,-0.1735,-0.2502,0.0946,0.1717,0.0654,0.1457,6.0346,-0.1967,0.2202,3.13,-0.2404,0.0077,3.32,7.25,1.72,1.2598,-0.2187,-0.258,-0.1498,-0.1425,0.094,0.1588,0.0557,0.0971
2015-09-30,14,5,"['MXN', 'HUF', 'TRY', 'JPY', 'ZAR']","['SEK', 'CHF', 'EUR', 'GBP', 'NZD']",-0.0277,0.5867,0.169,-0.7812,-0.1154,-0.0674,-0.0852,-0.0197,0.0712,-0.1437,0.3249,-0.0846,2.14,0.385,-0.46,1.2,-0.1979,-0.1585,-0.1381,-0.2455,0.1123,0.1817,0.0711,0.1611,6.1632,-0.184,0.2577,2.95,-0.1819,0.0045,3.35,7.25,1.72,1.1442,-0.2064,-0.2468,-0.1294,-0.1238,0.119,0.206,0.0712,0.0904
2015-10-30,14,5,"['PLN', 'MXN', 'TRY', 'ZAR', 'JPY']","['SEK', 'CHF', 'EUR', 'GBP', 'NOK']",-0.0277,0.5867,0.169,-0.7812,-0.1213,-0.0354,-0.0688,-0.0255,0.0712,-0.1437,0.3249,-0.0846,2.14,0.385,-0.46,1.2,-0.1886,-0.1388,-0.1337,-0.2042,0.1123,0.1817,0.0711,0.1611,6.1632,-0.2022,0.2577,2.95,-0.1304,0.0045,3.35,7.25,1.72,1.1442,-0.1823,-0.2375,-0.1255,-0.127,0.119,0.206,0.0712,0.0904
2015-11-30,14,5,"['CAD', 'TRY', 'ZAR', 'AUD', 'JPY']","['CHF', 'EUR', 'SEK', 'PLN', 'NOK']",-0.0536,0.5801,0.169,-0.845,-0.1512,-0.0376,-0.0372,-0.0619,0.0937,-0.1693,0.3127,-0.061,2.15,0.4025,-0.44,1.11,-0.1498,-0.1449,-0.1448,-0.1908,0.16,0.183,0.0849,0.1597,6.1542,-0.2324,0.2958,2.86,-0.1591,0.0068,3.32,7.25,1.73,1.3185,-0.1595,-0.2376,-0.1682,-0.1627,0.1255,0.2351,0.1115,0.1266
2015-12-31,14,5,"['PLN', 'AUD', 'ZAR', 'TRY', 'JPY']","['EUR', 'CHF', 'SEK', 'GBP', 'NZD']",-0.0876,0.5737,0.169,-0.6808,-0.1025,-0.0539,-0.0039,-0.008,0.1115,-0.1708,0.3124,-0.053,2.22,0.4525,-0.36,1.15,-0.1076,-0.1603,-0.0754,-0.157,0.1611,0.1942,0.0865,0.1564,6.3312,-0.2523,0.3111,2.89,-0.1238,0.0452,3.38,7.25,1.73,1.2489,-0.1427,-0.2007,-0.0975,-0.101,0.1309,0.1885,0.1165,0.129
2016-01-29,14,5,"['HUF', 'ZAR', 'TRY', 'AUD', 'JPY']","['CHF', 'GBP', 'NZD', 'SEK', 'EUR']",-0.0876,0.5737,0.169,-0.6808,-0.0405,-0.0544,-0.0297,-0.0998,0.1115,-0.1708,0.3124,-0.053,2.22,0.4525,-0.36,1.15,-0.0878,-0.0891,-0.0343,-0.1097,0.1611,0.1942,0.0865,0.1564,6.3312,-0.2672,0.3111,2.89,-0.1067,0.0452,3.38,7.25,1.73,1.2489,-0.1734,-0.1738,-0.0918,-0.0427,0.1309,0.1885,0.1165,0.129
2016-02-29,14,5,"['MXN', 'AUD', 'PLN', 'ZAR', 'JPY']","['GBP', 'CHF', 'NZD', 'EUR', 'SEK']",-0.1462,0.5898,0.169,-0.7459,-0.0277,-0.0979,0.0642,-0.0438,0.0642,-0.1098,0.2647,-0.0258,2.3,0.435,-0.46,1.16,-0.0858,-0.0759,-0.0258,-0.1149,0.1785,0.2512,0.0895,0.1857,6.8592,-0.2647,0.3964,2.73,-0.1272,0.0247,3.59,7.25,1.7,1.1855,-0.176,-0.1537,-0.0735,-0.052,0.1988,0.1307,0.1473,0.1166
2016-03-31,14,5,"['HUF', 'AUD', 'ZAR', 'PLN', 'JPY']","['GBP', 'CHF', 'NZD', 'EUR', 'SEK']",-0.1836,0.5907,0.098,-0.8886,0.0595,-0.0314,0.0663,0.0113,0.0652,-0.0717,0.2427,-0.0337,2.28,0.4575,-0.5,1.09,0.0069,-0.0234,0.0625,-0.026,0.1837,0.2324,0.116,0.1774,6.9316,-0.1723,0.3468,2.62,-0.0711,0.0069,3.78,7.25,1.68,1.3377,-0.1159,-0.078,0.0177,0.0154,0.2197,0.101,0.1383,0.1216
2016-04-29,14,5,"['TRY', 'HUF', 'ZAR', 'AUD', 'JPY']","['GBP', 'CHF', 'NZD', 'EUR', 'NOK']",-0.1836,0.5907,0.098,-0.8886,0.0213,-0.0484,0.1236,-0.0269,0.0652,-0.0717,0.2427,-0.0337,2.28,0.4575,-0.5,1.09,-0.0369,-0.0377,0.038,-0.0632,0.1837,0.2324,0.116,0.1774,6.9316,-0.163,0.3468,2.62,-0.0819,0.0069,3.78,7.25,1.68,1.3377,-0.1068,-0.0426,-0.0567,-0.0062,0.2197,0.101,0.1383,0.1216
2016-05-31,14,5,"['CAD', 'MXN', 'HUF', 'ZAR', 'JPY']","['CHF', 'GBP', 'SEK', 'EUR', 'NOK']",-0.2492,0.5889,0.06,-0.7469,0.0133,-0.0531,0.1222,-0.0533,0.0962,-0.0671,0.1962,-0.026,2.26,0.5125,-0.59,0.98,-0.0534,-0.0477,0.0227,-0.0721,0.1649,0.1996,0.0952,0.1738,7.1784,-0.2275,0.3355,2.34,-0.0456,0.0065,4.12,7.25,1.67,1.1846,-0.1672,-0.0968,-0.0507,-0.0018,0.2012,0.0959,0.1294,0.1603
2016-06-30,14,5,"['HUF', 'MXN', 'ZAR', 'AUD', 'JPY']","['GBP', 'CHF', 'SEK', 'EUR', 'NOK']",-0.2572,0.5893,0.06,-0.7654,-0.0027,-0.1501,0.1875,-0.042,0.0799,-0.0889,0.2028,0.0148,2.0,0.5075,-0.6,0.98,-0.032,-0.0371,-0.0182,-0.06,0.2017,0.1944,0.1019,0.1575,7.158,-0.1765,0.3519,2.38,0.0513,0.0152,4.14,7.25,1.68,0.9769,-0.1421,-0.069,-0.0448,-0.006,0.2273,0.1114,0.155,0.1581
2016-07-29,14,5,"['NZD', 'MXN', 'JPY', 'ZAR', 'AUD']","['GBP', 'CHF', 'SEK', 'EUR', 'PLN']",-0.2572,0.5893,0.06,-0.7654,0.0173,-0.1531,0.2138,-0.0043,0.0799,-0.0889,0.2028,0.0148,2.0,0.5075,-0.6,0.98,0.0409,0.0039,0.0076,-0.0321,0.2017,0.1944,0.1019,0.1575,7.158,-0.0867,0.3519,2.38,0.0932,0.0152,4.14,7.25,1.68,0.9769,-0.1408,-0.0728,-0.0326,0.0053,0.2273,0.1114,0.155,0.1581
2016-08-31,14,5,"['CAD', 'MXN', 'JPY', 'ZAR', 'AUD']","['GBP', 'CHF', 'SEK', 'EUR', 'PLN']",-0.2945,0.5136,0.058,-0.77,-0.006,-0.1451,0.1722,-0.0188,0.0786,-0.0118,0.1746,0.0558,1.93,0.5,-0.67,1.01,0.0574,0.0025,-0.012,-0.0081,0.1739,0.2007,0.0991,0.1549,7.3508,-0.0966,0.3051,2.37,0.1405,0.0214,4.66,7.25,1.71,0.889,-0.1091,-0.0139,-0.0368,0.0064,0.2407,0.0263,0.138,0.1542
2016-09-30,14,5,"['MXN', 'JPY', 'NOK', 'AUD', 'ZAR']","['GBP', 'SEK', 'EUR', 'CHF', 'PLN']",-0.2982,0.4061,0.058,-0.75,0.0063,-0.1417,0.183,0.0025,0.0783,0.0157,0.1809,0.0993,1.76,0.506,-0.74,1.08,0.0928,0.0145,-0.0232,0.0677,0.1431,0.1819,0.0984,0.1477,7.2964,0.0077,0.2474,2.24,0.1408,0.0062,4.69,7.25,1.71,0.7529,-0.1269,0.0084,-0.0041,0.0234,0.201,-0.013,0.091,0.131
2016-10-31,14,5,"['MXN', 'NOK', 'JPY', 'AUD', 'ZAR']","['GBP', 'CHF', 'SEK', 'EUR', 'TRY']",-0.3016,0.3791,0.056,-0.75,-0.0032,-0.2069,0.1507,-0.0014,0.0712,0.0108,0.2017,0.0269,1.73,0.505,-0.75,1.09,0.0657,-0.0253,-0.0556,0.0264,0.1378,0.1804,0.1063,0.1402,7.2923,0.0256,0.2319,2.23,0.0557,-0.0205,4.72,7.25,1.71,0.7976,-0.1264,-0.0586,-0.0167,0.0005,0.1848,0.0028,0.041,0.0779
2016-11-30,14,5,"['NZD', 'NOK', 'AUD', 'JPY', 'ZAR']","['CHF', 'GBP', 'SEK', 'EUR', 'HUF']",-0.309,0.3975,0.056,-0.75,0.002,-0.1689,0.0744,0.0118,0.0782,0.0642,0.2127,0.0026,1.74,0.4875,-0.75,1.11,0.0216,-0.0057,-0.0556,0.0196,0.1195,0.1748,0.1215,0.1149,7.3465,0.0229,0.1786,2.15,0.073,-0.0347,5.19,7.25,1.72,0.86,-0.1943,-0.1528,-0.0398,-0.0028,0.1467,0.0293,0.0398,0.0381
2016-12-30,14,5,"['NOK', 'AUD', 'JPY', 'CAD', 'ZAR']","['CHF', 'GBP', 'SEK', 'EUR', 'TRY']",-0.309,0.3975,0.056,-0.75,-0.0313,-0.1622,0.028,-0.0161,0.0782,0.0642,0.2127,0.0026,1.74,0.4875,-0.75,1.11,-0.0116,0.03,-0.0723,0.023,0.1195,0.1748,0.1215,0.1149,7.3465,0.1267,0.1786,2.15,0.0141,-0.0347,5.19,7.25,1.72,0.86,-0.1705,-0.1714,-0.0627,-0.0118,0.1467,0.0293,0.0398,0.0381
2017-01-31,14,5,"['MXN', 'CAD', 'AUD', 'JPY', 'ZAR']","['CHF', 'GBP', 'EUR', 'SEK', 'HUF']",-0.3158,0.3723,0.056,-0.8,-0.0027,-0.1163,0.074,0.0341,0.0732,0.0315,0.2701,-0.0144,1.78,0.4775,-0.79,1.16,0.0696,0.0719,-0.019,0.0526,0.1318,0.171,0.1248,0.1138,7.6096,0.1786,0.1364,2.03,0.125,-0.0744,6.02,7.25,1.73,0.6565,-0.1301,-0.217,0.0195,0.0029,0.1929,0.1214,0.0376,0.0276
2017-02-28,14,5,"['JPY', 'CAD', 'MXN', 'AUD', 'ZAR']","['CHF', 'GBP', 'EUR', 'HUF', 'SEK']",-0.3255,0.3621,0.056,-0.93,-0.0291,-0.1112,-0.006,-0.0086,0.0491,0.0474,0.2754,-0.0232,1.78,0.45,-0.77,1.08,0.0704,0.0169,-0.0538,0.0349,0.1422,0.1668,0.1096,0.1071,7.4632,0.207,0.139,1.98,0.0864,-0.0491,6.28,7.25,1.73,0.2265,-0.0985,-0.1867,-0.0187,-0.0218,0.2375,0.1898,0.0363,0.0116
2017-03-31,14,5,"['CAD', 'MXN', 'AUD', 'JPY', 'ZAR']","['GBP', 'CHF', 'EUR', 'SEK', 'HUF']",-0.3286,0.3567,0.056,-0.8038,-0.0636,-0.1262,0.0101,-0.0415,0.0607,0.0384,0.2461,-0.0194,1.78,0.465,-0.69,1.02,-0.0052,-0.0245,-0.0949,-0.0376,0.1404,0.1726,0.1133,0.1194,7.2642,0.0925,0.1433,2.02,0.0127,-0.0242,6.57,7.25,1.73,0.3004,-0.0771,-0.2254,-0.062,-0.0487,0.231,0.1933,0.0713,0.0721
