month_end,n,k,longs,shorts,carry_EUR,carry_GBP,carry_JPY,carry_CHF,carry_AUD,carry_CAD,carry_SEK,carry_NOK,carry_ZAR,carry_NZD,carry_MXN,carry_PLN,carry_HUF
2017-11-30,13,3,"['NZD', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.3295,0.3819,0.063,-0.9252,1.7,0.96,-0.68,0.82,7.2546,1.94,7.4,1.73,0.0456
2017-12-29,13,3,"['NZD', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.3295,0.3819,0.063,-0.9252,1.7,0.96,-0.68,0.82,7.2546,1.94,7.4,1.73,0.0456
2018-01-31,13,3,"['NZD', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.3279,0.5187,0.063,-0.8643,1.77,0.96,-0.75,0.83,7.5358,1.88,7.56,1.72,0.0644
2018-02-28,13,3,"['NZD', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.3285,0.5225,0.068,-0.8715,1.79,1.164,-0.69,0.84,7.3209,1.88,7.7,1.72,0.0391
2018-03-30,13,3,"['NZD', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.3285,0.5225,0.068,-0.8715,1.79,1.164,-0.69,0.84,7.3209,1.88,7.7,1.72,0.0391
2018-04-30,13,3,"['NZD', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.3279,0.6284,0.097,-0.7952,1.93,1.095,-0.66,1.07,7.0625,1.93,7.86,1.7,0.0437
2018-05-31,13,3,"['AUD', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.3285,0.7563,0.097,-0.8002,2.06,1.165,-0.66,1.14,6.9789,2.01,7.86,1.7,0.073
2018-06-29,13,3,"['AUD', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.3285,0.7563,0.097,-0.8002,2.06,1.165,-0.66,1.14,6.9789,2.01,7.86,1.7,0.073
2018-07-31,13,3,"['AUD', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.322,0.6387,0.078,-0.7905,2.07,1.2375,-0.69,1.01,7.0343,2.01,8.02,1.7,0.1954
2018-08-31,13,3,"['AUD', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.3207,0.7462,0.091,-0.7804,2.02,1.375,-0.67,1.04,7.0682,1.94,8.15,1.7,0.2526
2018-09-28,13,3,"['AUD', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.3207,0.7462,0.091,-0.7804,2.02,1.375,-0.67,1.04,7.0682,1.94,8.15,1.7,0.2526
2018-10-31,13,3,"['AUD', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.3189,0.8009,0.05,-0.7803,1.93,1.5175,-0.73,1.09,7.1442,1.9,8.17,1.72,0.1624
2018-11-30,13,3,"['AUD', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.3177,0.8062,0.05,-0.8311,1.93,1.66,-0.7,1.09,7.1939,1.89,8.17,1.72,0.1366
2018-12-31,13,3,"['NZD', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.3164,0.8748,0.05,-0.815,1.94,1.7125,-0.73,1.2,7.3204,1.98,8.37,1.72,0.1193
2019-01-31,13,3,"['AUD', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.3119,0.9044,0.05,-0.776,2.02,1.66,-0.66,1.28,7.4939,1.98,8.5,1.72,0.1281
2019-02-28,13,3,"['AUD', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.308,0.9182,0.03,-0.8135,2.07,1.634,-0.44,1.26,7.51,1.91,8.62,1.72,0.1313
2019-03-29,13,3,"['AUD', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.308,0.9182,0.03,-0.8135,2.07,1.634,-0.44,1.26,7.51,1.91,8.62,1.72,0.1313
2019-04-30,13,3,"['NZD', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.3092,0.84,0.05,-0.7566,1.83,1.66,-0.4,1.34,7.043,1.88,8.52,1.72,0.1297
2019-05-31,13,3,"['NZD', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.3105,0.82,0.05,-0.7475,1.68,1.675,-0.3995,1.4,7.1035,1.81,8.5,1.72,0.1374
2019-06-28,13,3,"['NZD', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.3105,0.82,0.05,-0.7475,1.68,1.675,-0.3995,1.4,7.1035,1.81,8.5,1.72,0.1374
2019-07-31,13,3,"['PLN', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.3289,0.78,0.049,-0.7806,1.29,1.665,-0.3994,1.51,7.1063,1.6,8.52,1.72,0.2505
2019-08-30,13,3,"['PLN', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.3289,0.78,0.049,-0.7806,1.29,1.665,-0.3994,1.51,7.1063,1.6,8.52,1.72,0.2505
2019-09-30,13,3,"['PLN', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.4077,0.76,0.009,-0.8075,0.98,1.635,-0.4278,1.61,6.9938,1.25,8.33,1.72,0.2698
2019-10-31,13,3,"['PLN', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.4176,0.77,0.009,-0.7913,0.98,1.6275,-0.4094,1.7,6.8575,1.15,8.11,1.72,0.1923
2019-11-29,13,3,"['PLN', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.4176,0.77,0.009,-0.7913,0.98,1.6275,-0.4094,1.7,6.8575,1.15,8.11,1.72,0.1923
2019-12-31,13,3,"['NOK', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.4013,0.79,0.018,-0.7056,0.91,1.6625,-0.4717,1.85,7.0005,1.18,7.7,1.71,0.172
2020-01-31,13,3,"['NOK', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.3947,0.79,0.021,-0.7367,0.9,1.6575,-0.455,1.85,7.1267,1.22,7.56,1.71,0.1535
2020-02-28,13,3,"['NOK', 'ZAR', 'MXN']","['CHF', 'SEK', 'EUR']",-0.3947,0.79,0.021,-0.7367,0.9,1.6575,-0.455,1.85,7.1267,1.22,7.56,1.71,0.1535
2020-03-31,13,3,"['NOK', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.4088,0.75,0.021,-0.7164,0.89,1.6325,-0.1499,1.75,6.334,1.18,7.3,1.71,0.4435
2020-04-30,13,3,"['NOK', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.4166,0.53,0.006,-0.675,0.53,0.6725,-0.1529,1.39,6.0904,0.71,6.98,1.17,0.4876
2020-05-29,13,3,"['NOK', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.4166,0.53,0.006,-0.675,0.53,0.6725,-0.1529,1.39,6.0904,0.71,6.98,1.17,0.4876
2020-06-30,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.272,0.33,-0.042,-0.6633,0.1,0.235,-0.1393,0.3,4.158,0.26,5.93,0.28,0.9251
2020-07-31,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.376,0.19,-0.042,-0.6658,0.1,0.1925,-0.0847,0.34,4.1012,0.28,5.64,0.26,0.8917
2020-08-31,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.4441,0.1,-0.065,-0.6907,0.1,0.18,-0.0845,0.32,3.9459,0.3,5.2,0.23,0.6929
2020-09-30,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.4797,0.07,-0.065,-0.7068,0.1,0.1575,-0.1192,0.25,3.6924,0.29,4.95,0.23,0.6047
2020-10-30,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.4797,0.07,-0.065,-0.7068,0.1,0.1575,-0.1192,0.25,3.6924,0.29,4.95,0.23,0.6047
2020-11-30,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.5091,0.05,-0.055,-0.6982,0.07,0.1,-0.1285,0.33,3.4707,0.27,4.53,0.22,0.7505
2020-12-31,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.5209,0.04,-0.055,-0.73,0.02,0.1075,-0.1245,0.36,3.5916,0.27,4.49,0.22,0.7426
2021-01-29,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.5209,0.04,-0.055,-0.73,0.02,0.1075,-0.1245,0.36,3.5916,0.27,4.49,0.22,0.7426
2021-02-26,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.5381,0.03,-0.055,-0.7427,0.02,0.106,-0.1825,0.49,3.7604,0.26,4.48,0.21,0.7764
2021-03-31,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.5411,0.05,-0.055,-0.7324,0.01,0.0825,-0.1313,0.45,3.77,0.28,4.33,0.21,0.8216
2021-04-30,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.5391,0.08,-0.065,-0.73,0.03,0.106,-0.1596,0.38,3.8156,0.33,4.24,0.21,0.7619
2021-05-31,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.5382,0.09,-0.065,-0.7285,0.04,0.0925,-0.1467,0.3,3.7747,0.34,4.25,0.21,0.7501
2021-06-30,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.5401,0.08,-0.065,-0.7352,0.04,0.0975,-0.1519,0.24,3.6052,0.35,4.26,0.21,0.8768
2021-07-30,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.5401,0.08,-0.065,-0.7352,0.04,0.0975,-0.1519,0.24,3.6052,0.35,4.26,0.21,0.8768
2021-08-31,13,3,"['NZD', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.5448,0.08,-0.072,-0.7361,0.02,0.1675,-0.1551,0.32,3.8736,0.4,4.58,0.21,0.0
2021-09-30,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.5476,0.07,-0.072,-0.7382,0.01,0.1775,-0.1621,0.42,3.7252,0.54,4.71,0.22,1.5576
2021-10-29,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.5476,0.07,-0.072,-0.7382,0.01,0.1775,-0.1621,0.42,3.7252,0.54,4.71,0.22,1.5576
2021-11-30,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.5498,0.16,-0.072,-0.7267,0.04,0.12,-0.2134,0.74,3.7567,0.7,5.06,0.74,2.0029
2021-12-31,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.5674,0.13,-0.072,-0.694,0.04,0.1175,-0.3471,0.83,3.809,0.83,5.27,2.06,2.5767
2022-01-31,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'EUR', 'SEK']",-0.582,0.16,-0.049,-0.7175,0.06,0.078,-0.3847,1.02,3.871,0.91,5.62,2.54,3.7207
2022-02-28,13,3,"['ZAR', 'HUF', 'MXN']","['CHF', 'EUR', 'SEK']",-0.5601,0.53,-0.049,-0.7142,0.07,0.305,-0.1603,1.1,3.8695,1.03,5.87,3.02,4.0645
2022-03-31,13,3,"['PLN', 'HUF', 'MXN']","['CHF', 'EUR', 'SEK']",-0.5315,0.81,-0.049,-0.6848,0.07,0.325,-0.1435,1.17,2.977,1.21,6.18,3.65,4.4217
2022-04-29,13,3,"['PLN', 'HUF', 'MXN']","['CHF', 'EUR', 'SEK']",-0.5315,0.81,-0.049,-0.6848,0.07,0.325,-0.1435,1.17,2.977,1.21,6.18,3.65,4.4217
2022-05-31,13,3,"['PLN', 'HUF', 'MXN']","['CHF', 'EUR', 'SEK']",-0.4479,1.13,-0.049,-0.6725,0.41,1.0475,-0.0985,1.27,4.3017,1.81,6.98,6.05,6.3588
2022-06-30,13,3,"['HUF', 'PLN', 'MXN']","['CHF', 'EUR', 'JPY']",-0.3857,1.31,-0.049,-0.685,1.0,1.3675,0.3131,1.24,4.4581,2.22,7.38,6.59,6.5677
2022-07-29,13,3,"['HUF', 'PLN', 'MXN']","['CHF', 'EUR', 'JPY']",-0.3857,1.31,-0.049,-0.685,1.0,1.3675,0.3131,1.24,4.4581,2.22,7.38,6.59,6.5677
2022-08-31,13,3,"['PLN', 'MXN', 'HUF']","['CHF', 'JPY', 'EUR']",0.0366,1.84,-0.031,-0.11,2.07,2.445,0.7801,2.24,5.3862,3.03,8.35,7.01,11.0891
2022-09-30,13,3,"['PLN', 'MXN', 'HUF']","['CHF', 'JPY', 'EUR']",0.3947,2.23,-0.02,-0.0245,2.31,2.908,1.1317,2.6,5.7377,3.31,8.81,7.11,11.9617
2022-10-31,13,3,"['PLN', 'MXN', 'HUF']","['JPY', 'CHF', 'EUR']",1.0109,2.91,-0.016,0.1475,2.76,3.42,1.5096,2.94,5.7777,3.64,9.22,7.21,13.1012
2022-11-30,13,3,"['PLN', 'MXN', 'HUF']","['JPY', 'CHF', 'EUR']",1.4277,3.39,-0.016,0.5288,2.95,3.76,1.6029,3.33,6.122,4.0,9.9,7.51,16.7051
2022-12-30,13,3,"['PLN', 'MXN', 'HUF']","['JPY', 'CHF', 'EUR']",1.4277,3.39,-0.016,0.5288,2.95,3.76,1.6029,3.33,6.122,4.0,9.9,7.51,16.7051
2023-01-31,13,3,"['PLN', 'MXN', 'HUF']","['JPY', 'CHF', 'SEK']",2.0635,3.78,-0.015,0.7363,3.17,4.1675,2.0206,3.26,6.6053,4.53,10.82,7.02,16.4548
2023-02-28,13,3,"['PLN', 'MXN', 'HUF']","['JPY', 'CHF', 'EUR']",2.3449,4.01,-0.006,0.9869,3.32,4.325,2.657,3.27,6.4681,4.81,10.94,6.95,16.6938
2023-03-31,13,3,"['PLN', 'MXN', 'HUF']","['JPY', 'CHF', 'EUR']",2.6404,4.21,0.001,1.0,3.46,4.45,3.0353,3.25,6.5815,5.01,11.27,6.94,17.0341
2023-04-28,13,3,"['PLN', 'MXN', 'HUF']","['JPY', 'CHF', 'EUR']",2.6404,4.21,0.001,1.0,3.46,4.45,3.0353,3.25,6.5815,5.01,11.27,6.94,17.0341
2023-05-31,13,3,"['ZAR', 'MXN', 'HUF']","['JPY', 'CHF', 'EUR']",3.167,4.52,-0.001,1.45,3.66,4.3675,3.4136,3.74,7.7188,5.49,11.64,6.9,17.1161
2023-06-30,13,3,"['ZAR', 'MXN', 'HUF']","['JPY', 'CHF', 'EUR']",3.3664,4.73,-0.019,1.45,3.9,4.478,3.5012,3.94,8.0432,5.67,11.59,6.9,14.8287
2023-07-31,13,3,"['ZAR', 'MXN', 'HUF']","['JPY', 'CHF', 'EUR']",3.5359,5.09,-0.003,1.5905,4.25,4.8325,3.5381,4.37,8.4857,5.68,11.51,6.9,15.9426
2023-08-31,13,3,"['ZAR', 'HUF', 'MXN']","['JPY', 'CHF', 'EUR']",3.6718,5.49,-0.003,1.72,4.3,4.935,3.7087,4.68,8.5676,5.67,11.5,6.76,10.3116
2023-09-29,13,3,"['ZAR', 'HUF', 'MXN']","['JPY', 'CHF', 'EUR']",3.6718,5.49,-0.003,1.72,4.3,4.935,3.7087,4.68,8.5676,5.67,11.5,6.76,10.3116
2023-10-31,13,3,"['ZAR', 'MXN', 'HUF']","['JPY', 'CHF', 'SEK']",3.88,5.52,0.024,1.77,4.13,5.0375,3.8267,4.72,8.3245,5.68,11.51,5.99,13.4219
2023-11-30,13,3,"['ZAR', 'HUF', 'MXN']","['JPY', 'CHF', 'SEK']",3.9676,5.4,-0.012,1.77,4.21,5.08,3.9563,4.72,8.5518,5.68,11.51,5.68,8.562
2023-12-29,13,3,"['ZAR', 'HUF', 'MXN']","['JPY', 'CHF', 'SEK']",3.9676,5.4,-0.012,1.77,4.21,5.08,3.9563,4.72,8.5518,5.68,11.51,5.68,8.562
2024-01-31,13,3,"['ZAR', 'HUF', 'MXN']","['JPY', 'CHF', 'EUR']",3.9331,5.22,0.052,1.6525,4.35,4.9475,4.0284,4.73,8.4472,5.63,11.5,5.85,10.5735
2024-02-29,13,3,"['HUF', 'ZAR', 'MXN']","['JPY', 'CHF', 'EUR']",3.9253,5.2,0.025,1.6852,4.35,4.948,3.971,4.71,8.4768,5.64,11.66,5.87,7.0533
2024-03-29,13,3,"['HUF', 'ZAR', 'MXN']","['JPY', 'CHF', 'EUR']",3.9253,5.2,0.025,1.6852,4.35,4.948,3.971,4.71,8.4768,5.64,11.66,5.87,7.0533
2024-04-30,13,3,"['HUF', 'ZAR', 'MXN']","['JPY', 'CHF', 'EUR']",3.9224,5.2,0.109,1.5,4.35,4.905,4.0525,4.73,8.4458,5.64,11.61,5.86,8.3762
2024-05-31,13,3,"['HUF', 'ZAR', 'MXN']","['JPY', 'CHF', 'EUR']",3.8864,5.18,0.109,1.5,4.37,4.925,3.9507,4.72,8.4314,5.63,11.41,5.86,7.9571
2024-06-28,13,3,"['HUF', 'ZAR', 'MXN']","['JPY', 'CHF', 'EUR']",3.8864,5.18,0.109,1.5,4.37,4.925,3.9507,4.72,8.4314,5.63,11.41,5.86,7.9571
2024-07-31,13,3,"['HUF', 'ZAR', 'MXN']","['JPY', 'CHF', 'SEK']",3.7245,5.16,0.149,1.427,4.39,4.6475,3.6834,4.73,8.53,5.62,11.39,5.84,7.0258
2024-08-30,13,3,"['HUF', 'ZAR', 'MXN']","['JPY', 'CHF', 'SEK']",3.7245,5.16,0.149,1.427,4.39,4.6475,3.6834,4.73,8.53,5.62,11.39,5.84,7.0258
2024-09-30,13,3,"['HUF', 'ZAR', 'MXN']","['JPY', 'CHF', 'SEK']",3.5476,4.91,0.255,1.0665,4.38,4.2325,3.3658,4.74,8.23,5.3,11.23,5.85,6.7282
2024-10-31,13,3,"['HUF', 'ZAR', 'MXN']","['JPY', 'CHF', 'SEK']",3.4337,4.84,0.256,1.0221,4.42,4.0425,3.1387,4.73,8.1,5.05,11.14,5.85,6.9631
2024-11-29,13,3,"['HUF', 'ZAR', 'MXN']","['JPY', 'CHF', 'SEK']",3.4337,4.84,0.256,1.0221,4.42,4.0425,3.1387,4.73,8.1,5.05,11.14,5.85,6.9631
2024-12-31,13,3,"['HUF', 'ZAR', 'MXN']","['JPY', 'CHF', 'SEK']",3.0068,4.68,0.362,0.8065,4.42,3.48,2.6653,4.7,7.92,4.42,10.8,5.85,6.6044
2025-01-31,13,3,"['HUF', 'ZAR', 'MXN']","['JPY', 'CHF', 'SEK']",2.8161,4.64,0.386,0.6008,4.44,3.195,2.4548,4.68,7.8,4.27,10.64,5.85,6.4943
2025-02-28,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'JPY', 'SEK']",2.7031,4.55,0.7673,0.4081,4.33,3.058,2.331,4.61,7.75,4.05,10.38,5.85,6.5
2025-03-31,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'JPY', 'SEK']",2.525,4.44,0.7918,0.3713,4.17,2.8425,2.2802,4.51,7.42,3.81,9.96,5.87,6.5
2025-04-30,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'JPY', 'SEK']",2.4424,4.39,0.8209,0.3129,4.12,2.66,2.2995,4.57,7.36,3.67,9.82,5.85,6.4717
2025-05-30,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'JPY', 'SEK']",2.4424,4.39,0.8209,0.3129,4.12,2.66,2.2995,4.57,7.36,3.67,9.82,5.85,6.4717
2025-06-30,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'JPY', 'EUR']",2.0913,4.19,0.7754,0.092,3.78,2.6225,2.3026,4.64,7.35,3.34,9.12,5.26,6.5
2025-07-31,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'JPY', 'EUR']",1.9836,4.15,0.7727,0.0396,3.69,2.66,2.1884,4.34,7.3,3.3,8.8,5.22,6.5058
2025-08-29,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'JPY', 'EUR']",1.9836,4.15,0.7727,0.0396,3.69,2.66,2.1884,4.34,7.3,3.3,8.8,5.22,6.5058
2025-09-30,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'JPY', 'EUR']",2.0211,3.98,0.7727,-0.0615,3.61,2.655,2.043,4.26,6.97,3.1,8.14,4.88,6.6085
2025-10-31,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'JPY', 'SEK']",2.0273,3.97,0.8182,-0.0597,3.58,2.4925,1.9834,4.13,6.91,2.93,8.07,4.75,6.6377
2025-11-28,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'JPY', 'SEK']",2.0273,3.97,0.8182,-0.0597,3.58,2.4925,1.9834,4.13,6.91,2.93,8.07,4.75,6.6377
2025-12-31,13,3,"['HUF', 'ZAR', 'MXN']","['CHF', 'JPY', 'SEK']",2.0417,3.84,0.8064,-0.0475,3.65,2.185,1.8687,4.22,6.77,2.47,7.66,4.28,6.5415
2026-01-30,11,3,"['PLN', 'ZAR', 'MXN']","['CHF', 'JPY', 'SEK']",2.0417,3.84,0.8064,-0.0475,3.65,2.185,1.8687,,6.77,2.47,7.66,4.28,
2026-02-27,11,3,"['PLN', 'ZAR', 'MXN']","['CHF', 'JPY', 'SEK']",2.0458,3.75,1.0727,-0.0482,3.71,2.164,1.9289,,6.66,2.49,7.52,4.06,
2026-03-31,11,3,"['AUD', 'ZAR', 'MXN']","['CHF', 'JPY', 'SEK']",2.0,3.7274,1.2291,-0.0435,3.96,2.1775,1.9074,,6.61,2.49,7.33,3.86,
2026-04-30,11,3,"['AUD', 'ZAR', 'MXN']","['CHF', 'JPY', 'SEK']",2.0,3.7289,1.2688,-0.0412,4.19,2.23,1.9362,,6.69,2.51,7.28,3.82,
2026-05-29,11,3,"['AUD', 'ZAR', 'MXN']","['CHF', 'JPY', 'SEK']",2.0,3.7289,1.2688,-0.0412,4.19,2.23,1.9362,,6.69,2.51,7.28,3.82,
2026-06-30,11,3,"['AUD', 'MXN', 'ZAR']","['CHF', 'JPY', 'SEK']",2.0,3.7296,1.2741,-0.0394,4.43,2.2925,1.9566,,6.91,2.63,6.86,3.85,
2026-07-31,11,3,"['AUD', 'MXN', 'ZAR']","['CHF', 'JPY', 'SEK']",2.1167,3.7298,1.412,-0.0451,4.46,2.2725,1.9538,,7.11,2.68,6.76,3.85,
2026-08-31,11,3,"['AUD', 'MXN', 'ZAR']","['CHF', 'JPY', 'SEK']",2.25,3.7308,1.4585,-0.0449,4.48,2.258,1.9493,,6.99,2.85,6.8,3.82,
