,ret
2003-06-30,0.02944554206946103
2003-07-31,0.0029603592820181207
2003-08-31,0.020176122851475117
2003-09-30,0.022758573949291077
2003-10-31,-0.032302643180389765
2003-11-30,0.00205598142781949
2003-12-31,0.006217664588140324
2004-01-31,0.0017102462489819402
2004-02-29,-0.024621424377595284
2004-03-31,0.015431396424734782
2004-04-30,0.007216720726226638
2004-05-31,0.005870746066108705
2004-06-30,-0.0018603943888613802
2004-07-31,-0.024776495123178727
2004-08-31,0.009007017691114677
2004-09-30,-0.02356693157251343
2004-10-31,-0.00210433767876598
2004-11-30,0.00963489291558009
2004-12-31,0.004015191267571064
2005-01-31,-0.011783614523781698
2005-02-28,-0.010209274073041478
2005-03-31,-0.029270540862411126
2005-04-30,0.01891667158954893
2005-05-31,-0.025427117972495937
2005-06-30,-0.05344594987649748
2005-07-31,-0.005283718237636764
2005-08-31,0.006913911029324173
2005-09-30,-0.029114748822428274
2005-10-31,-0.0254905693095106
2005-11-30,-0.02881355589236749
2005-12-31,0.028327639337621943
2006-01-31,0.004625851212105811
2006-02-28,0.0016953495655223465
2006-03-31,0.04402663558355341
2006-04-30,0.01767335585291698
2006-05-31,0.06235252317564864
2006-06-30,0.029413816015290885
2006-07-31,-0.023236420725426272
2006-08-31,-0.02878695565917722
2006-09-30,0.005949682482971298
2006-10-31,-0.006344972946342944
2006-11-30,0.019765197469589664
2006-12-31,0.002407025223273114
2007-01-31,-0.0096141271035318
2007-02-28,0.009289235952435509
2007-03-31,-0.026721135510909894
2007-04-30,-0.01600909766350535
2007-05-31,-0.026513581532321168
2007-06-30,-0.023941417383208662
2007-07-31,0.008195965882048135
2007-08-31,0.008884707969304437
2007-09-30,-0.04258773208701943
2007-10-31,-0.030040892382235215
2007-11-30,0.03400279834857596
2007-12-31,-0.018362220730065146
2008-01-31,0.022106130327851935
2008-02-29,0.011563433231658052
2008-03-31,0.044800698129984315
2008-04-30,-0.036469503133700426
2008-05-31,-0.03268268159883684
2008-06-30,-0.015588571700797731
2008-07-31,0.0023431502431365426
2008-08-31,0.018272206454525874
2008-09-30,0.04073357797732682
2008-10-31,0.1043073615731834
2008-11-30,0.014673858855995965
2008-12-31,0.01437874674006727
2009-01-31,0.059041408337453964
2009-02-28,0.0011053555640049883
2009-03-31,0.02179434036582105
2009-04-30,0.014829612892261554
2009-05-31,0.003334137216308428
2009-06-30,0.002355220933227201
2009-07-31,-0.02043181809264167
2009-08-31,-0.0003798452904587798
2009-09-30,-0.02478539538029998
2009-10-31,0.009596242459617044
2009-11-30,0.005138427889821799
2009-12-31,-0.025919904035304225
2010-01-31,0.017680429241053303
2010-02-28,0.007231819111779934
2010-03-31,-0.031166875915389552
2010-04-30,0.0023069801439301713
2010-05-31,0.026779781738184703
2010-06-30,0.03239202982088259
2010-07-31,-0.011967282051006677
2010-08-31,-0.013076115799711392
2010-09-30,0.001431272023094652
2010-10-31,0.007825306715081996
2010-11-30,-0.01989675423119084
2010-12-31,-0.013798197707977413
2011-01-31,0.06379400380745243
2011-02-28,-0.011499322064725858
2011-03-31,-0.013709451204562215
2011-04-30,-0.009353105696009936
2011-05-31,0.0043173925036658675
2011-06-30,-0.016540886044202664
2011-07-31,-0.0181414962478696
2011-08-31,0.015152954993005181
2011-09-30,0.03169806621002433
2011-10-31,-0.01652035931846982
2011-11-30,0.0003355647033565943
2011-12-31,-0.017350832450243703
2012-01-31,0.031098847939109924
2012-02-29,0.02965006560507261
2012-03-31,0.018242413996980126
2012-04-30,-0.017357038378506905
2012-05-31,-0.00796006362452392
2012-06-30,0.005561778101069749
2012-07-31,-0.012548821287248518
2012-08-31,0.007786783668387797
2012-09-30,0.010748262612266003
2012-10-31,0.0010112770713761132
2012-11-30,0.00015980861105445465
2012-12-31,0.016362573107424578
2013-01-31,-0.015298782878363445
2013-02-28,0.0035312915552645633
2013-03-31,-0.023061038778197002
2013-04-30,-0.002278037510049672
2013-05-31,0.010118506344045135
2013-06-30,0.028919035469951497
2013-07-31,0.0015655916340285634
2013-08-31,0.007279620184129075
2013-09-30,-0.020043299043004545
2013-10-31,0.00055975728636602
2013-11-30,0.0058063357179542075
2013-12-31,-0.0327533412847698
2014-01-31,0.0006474052099314995
2014-02-28,-0.003885469672093766
2014-03-31,-0.003496141167047437
2014-04-30,0.008961153357093578
2014-05-31,0.015591621660289077
2014-06-30,-0.020173559996789298
2014-07-31,0.005863963622716294
2014-08-31,-0.0012179228060719412
2014-09-30,0.0029101961941964344
2014-10-31,0.010030853953170816
2014-11-30,-0.00481258357167713
2014-12-31,-0.016237492779652668
2015-01-31,0.0038907011338327985
