Date,Value
1964-01-01,148.36
1964-02-01,145.59
1964-03-01,146.82
1964-04-01,146.01
1964-05-01,147.59
1964-06-01,147.1
1964-07-01,146.89
1964-08-01,147.83
1964-09-01,147.54
1964-10-01,147.65
1964-11-01,147.8
1964-12-01,147.92
1965-01-01,148.06
1965-02-01,147.78
1965-03-01,148.87
1965-04-01,148.89
1965-05-01,150.97
1965-06-01,150.32
1965-07-01,148.64
1965-08-01,149.27
1965-09-01,149.27
1965-10-01,148.92
1965-11-01,150.44
1965-12-01,150.79
1966-01-01,149.99
1966-02-01,151.24
1966-03-01,150.82
1966-04-01,150.0
1966-05-01,150.48
1966-06-01,150.43
1966-07-01,150.36
1966-08-01,150.61
1966-09-01,151.67
1966-10-01,150.43
1966-11-01,150.69
1966-12-01,151.07
1967-01-01,150.74
1967-02-01,150.76
1967-03-01,150.09
1967-04-01,151.07
1967-05-01,151.04
1967-06-01,150.37
1967-07-01,150.51
1967-08-01,151.2
1967-09-01,150.44
1967-10-01,149.95
1967-11-01,150.26
1967-12-01,151.28
1968-01-01,150.33
1968-02-01,149.5
1968-03-01,148.73
1968-04-01,148.69
1968-05-01,148.63
1968-06-01,149.02
1968-07-01,148.61
1968-08-01,148.25
1968-09-01,147.82
1968-10-01,147.93
1968-11-01,147.53
1968-12-01,147.4
1969-01-01,145.14
1969-02-01,144.49
1969-03-01,143.45
1969-04-01,143.89
1969-05-01,143.55
1969-06-01,142.94
1969-07-01,143.39
1969-08-01,142.82
1969-09-01,143.59
1969-10-01,143.54
1969-11-01,142.99
1969-12-01,143.44
1970-01-01,143.92
1970-02-01,143.23
1970-03-01,142.4
1970-04-01,141.31
1970-05-01,142.22
1970-06-01,141.54
1970-07-01,141.98
1970-08-01,142.91
1970-09-01,142.04
1970-10-01,141.26
1970-11-01,141.8
1970-12-01,142.26
1971-01-01,142.89
1971-02-01,143.55
1971-03-01,143.1
1971-04-01,143.71
1971-05-01,142.93
1971-06-01,143.2
1971-07-01,141.86
1971-08-01,143.3
1971-09-01,142.17
1971-10-01,141.38
1971-11-01,141.26
1971-12-01,140.97
1972-01-01,141.25
1972-02-01,139.99
1972-03-01,140.35
1972-04-01,141.01
1972-05-01,140.57
1972-06-01,141.18
1972-07-01,140.7
1972-08-01,141.15
1972-09-01,141.73
1972-10-01,141.29
1972-11-01,142.15
1972-12-01,141.7
1973-01-01,143.22
1973-02-01,142.22
1973-03-01,140.31
1973-04-01,141.38
1973-05-01,141.79
1973-06-01,140.84
1973-07-01,143.02
1973-08-01,143.42
1973-09-01,146.42
1973-10-01,146.65
1973-11-01,148.83
1973-12-01,153.72
1974-01-01,159.99
1974-02-01,159.99
1974-03-01,157.83
1974-04-01,157.8
1974-05-01,157.34
1974-06-01,158.4
1974-07-01,158.88
1974-08-01,159.48
1974-09-01,160.19
1974-10-01,160.56
1974-11-01,163.6
1974-12-01,163.92
1975-01-01,163.9
1975-02-01,162.76
1975-03-01,163.15
1975-04-01,163.56
1975-05-01,164.56
1975-06-01,166.47
1975-07-01,167.79
1975-08-01,169.94
1975-09-01,169.92
1975-10-01,169.53
1975-11-01,169.99
1975-12-01,171.27
1976-01-01,173.36
1976-02-01,176.11
1976-03-01,177.52
1976-04-01,178.22
1976-05-01,177.81
1976-06-01,177.92
1976-07-01,178.24
1976-08-01,179.38
1976-09-01,114.27
1976-10-01,116.89
1976-11-01,103.79
1976-12-01,127.27
1977-01-01,127.02
1977-02-01,118.37
1977-03-01,118.84
1977-04-01,119.47
1977-05-01,119.37
1977-06-01,119.43
1977-07-01,119.43
1977-08-01,121.63
1977-09-01,123.4
1977-10-01,123.96
1977-11-01,124.05
1977-12-01,124.74
1978-01-01,126.27
1978-02-01,127.0
1978-03-01,126.95
1978-04-01,127.03
1978-05-01,127.88
1978-06-01,127.73
1978-07-01,127.68
1978-08-01,127.5
1978-09-01,128.06
1978-10-01,127.22
1978-11-01,129.06
1978-12-01,129.88
1979-01-01,133.0
1979-02-01,133.78
1979-03-01,134.5
1979-04-01,134.18
1979-05-01,134.75
1979-06-01,134.79
1979-07-01,133.92
1979-08-01,135.08
1979-09-01,135.3
1979-10-01,137.0
1979-11-01,138.24
1979-12-01,138.73
1980-01-01,143.04
1980-02-01,144.91
1980-03-01,147.43
1980-04-01,148.48
1980-05-01,146.91
1980-06-01,147.47
1980-07-01,150.55
1980-08-01,153.22
1980-09-01,153.09
1980-10-01,154.23
1980-11-01,155.96
1980-12-01,158.77
1981-01-01,161.2
1981-02-01,163.92
1981-03-01,165.88
1981-04-01,167.82
1981-05-01,168.8
1981-06-01,169.47
1981-07-01,170.5
1981-08-01,172.56
1981-09-01,170.6
1981-10-01,171.11
1981-11-01,170.82
1981-12-01,172.11
1982-01-01,177.99
1982-02-01,155.75
1982-03-01,112.23
1982-04-01,117.6
1982-05-01,120.21
1982-06-01,124.32
1982-07-01,128.17
1982-08-01,84.84
1982-09-01,103.14
1982-10-01,108.65
1982-11-01,114.47
1982-12-01,84.02
1983-01-01,64.97
1983-02-01,68.63
1983-03-01,71.99
1983-04-01,76.15
1983-05-01,79.0
1983-06-01,82.26
1983-07-01,86.37
1983-08-01,90.0
1983-09-01,92.13
1983-10-01,92.48
1983-11-01,95.63
1983-12-01,97.56
1984-01-01,100.95
1984-02-01,102.79
1984-03-01,103.77
1984-04-01,105.66
1984-05-01,107.1
1984-06-01,108.42
1984-07-01,110.29
1984-08-01,110.77
1984-09-01,112.08
1984-10-01,113.71
1984-11-01,114.64
1984-12-01,117.85
1985-01-01,123.74
1985-02-01,126.35
1985-03-01,127.77
1985-04-01,125.6
1985-05-01,124.79
1985-06-01,123.9
1985-07-01,96.86
1985-08-01,94.83
1985-09-01,90.35
1985-10-01,84.51
1985-11-01,72.0
1985-12-01,79.71
1986-01-01,90.09
1986-02-01,91.07
1986-03-01,91.36
1986-04-01,90.84
1986-05-01,89.19
1986-06-01,81.37
1986-07-01,82.93
1986-08-01,83.03
1986-09-01,80.17
1986-10-01,78.76
1986-11-01,79.52
1986-12-01,81.15
1987-01-01,80.79
1987-02-01,80.58
1987-03-01,79.94
1987-04-01,80.82
1987-05-01,80.9
1987-06-01,81.72
1987-07-01,83.82
1987-08-01,85.91
1987-09-01,86.06
1987-10-01,88.54
1987-11-01,80.82
1987-12-01,76.04
1988-01-01,88.55
1988-02-01,94.54
1988-03-01,97.21
1988-04-01,99.45
1988-05-01,101.16
1988-06-01,103.52
1988-07-01,105.93
1988-08-01,106.86
1988-09-01,106.83
1988-10-01,106.45
1988-11-01,106.76
1988-12-01,108.73
1989-01-01,110.76
1989-02-01,110.7
1989-03-01,110.26
1989-04-01,109.8
1989-05-01,110.26
1989-06-01,110.63
1989-07-01,109.22
1989-08-01,108.99
1989-09-01,108.71
1989-10-01,107.69
1989-11-01,106.78
1989-12-01,108.41
1990-01-01,110.85
1990-02-01,111.51
1990-03-01,112.43
1990-04-01,112.59
1990-05-01,112.48
1990-06-01,113.59
1990-07-01,113.59
1990-08-01,113.15
1990-09-01,113.05
1990-10-01,112.43
1990-11-01,114.05
1990-12-01,117.67
1991-01-01,119.41
1991-02-01,120.19
1991-03-01,123.15
1991-04-01,124.56
1991-05-01,125.02
1991-06-01,126.39
1991-07-01,126.69
1991-08-01,126.15
1991-09-01,125.78
1991-10-01,126.11
1991-11-01,127.67
1991-12-01,129.89
1992-01-01,132.09
1992-02-01,134.23
1992-03-01,135.65
1992-04-01,136.16
1992-05-01,134.87
1992-06-01,133.78
1992-07-01,133.48
1992-08-01,134.89
1992-09-01,135.66
1992-10-01,135.71
1992-11-01,138.71
1992-12-01,140.82
1993-01-01,142.93
1993-02-01,144.16
1993-03-01,143.67
1993-04-01,143.63
1993-05-01,142.9
1993-06-01,143.79
1993-07-01,145.05
1993-08-01,145.84
1993-09-01,146.14
1993-10-01,146.5
1993-11-01,146.12
1993-12-01,149.24
1994-01-01,150.26
1994-02-01,149.44
1994-03-01,141.19
1994-04-01,139.62
1994-05-01,141.23
1994-06-01,139.12
1994-07-01,137.09
1994-08-01,138.1
1994-09-01,137.49
1994-10-01,136.94
1994-11-01,136.9
1994-12-01,120.16
1995-01-01,87.35
1995-02-01,89.89
1995-03-01,78.65
1995-04-01,91.29
1995-05-01,99.17
1995-06-01,97.83
1995-07-01,101.76
1995-08-01,102.79
1995-09-01,103.35
1995-10-01,98.23
1995-11-01,88.37
1995-12-01,91.55
1996-01-01,97.56
1996-02-01,98.8
1996-03-01,99.88
1996-04-01,104.13
1996-05-01,106.08
1996-06-01,106.16
1996-07-01,106.6
1996-08-01,109.19
1996-09-01,110.37
1996-10-01,108.95
1996-11-01,107.71
1996-12-01,111.98
1997-01-01,115.78
1997-02-01,118.62
1997-03-01,117.69
1997-04-01,119.83
1997-05-01,120.63
1997-06-01,120.59
1997-07-01,123.1
1997-08-01,126.06
1997-09-01,127.29
1997-10-01,126.73
1997-11-01,122.07
1997-12-01,127.6
1998-01-01,129.36
1998-02-01,126.72
1998-03-01,126.75
1998-04-01,128.79
1998-05-01,128.42
1998-06-01,125.36
1998-07-01,126.84
1998-08-01,121.89
1998-09-01,112.7
1998-10-01,113.38
1998-11-01,117.47
1998-12-01,121.15
1999-01-01,120.32
1999-02-01,124.61
1999-03-01,129.65
1999-04-01,134.22
1999-05-01,135.79
1999-06-01,134.95
1999-07-01,137.64
1999-08-01,137.22
1999-09-01,138.32
1999-10-01,135.39
1999-11-01,139.04
1999-12-01,140.43
2000-01-01,140.83
2000-02-01,143.19
2000-03-01,145.14
2000-04-01,144.56
2000-05-01,144.14
2000-06-01,138.78
2000-07-01,145.19
2000-08-01,148.98
2000-09-01,148.74
2000-10-01,147.21
2000-11-01,149.11
2000-12-01,151.06
2001-01-01,146.08
2001-02-01,146.72
2001-03-01,149.82
2001-04-01,154.83
2001-05-01,157.84
2001-06-01,159.28
2001-07-01,158.27
2001-08-01,158.62
2001-09-01,154.48
2001-10-01,156.94
2001-11-01,160.56
2001-12-01,162.48
2002-01-01,164.4
2002-02-01,165.31
2002-03-01,165.47
2002-04-01,163.46
2002-05-01,156.37
2002-06-01,151.74
2002-07-01,150.78
2002-08-01,150.58
2002-09-01,147.85
2002-10-01,148.22
2002-11-01,147.28
2002-12-01,147.32
2003-01-01,140.86
2003-02-01,136.06
2003-03-01,136.17
2003-04-01,140.75
2003-05-01,143.3
2003-06-01,139.7
2003-07-01,141.08
2003-08-01,137.28
2003-09-01,135.23
2003-10-01,131.62
2003-11-01,133.31
2003-12-01,131.68
2004-01-01,135.34
2004-02-01,134.12
2004-03-01,134.79
2004-04-01,131.73
2004-05-01,128.54
2004-06-01,129.33
2004-07-01,128.56
2004-08-01,130.32
2004-09-01,129.89
2004-10-01,130.44
2004-11-01,130.47
2004-12-01,132.38
2005-01-01,131.95
2005-02-01,133.47
2005-03-01,132.53
2005-04-01,133.35
2005-05-01,135.15
2005-06-01,137.81
2005-07-01,140.23
2005-08-01,139.09
2005-09-01,137.1
2005-10-01,137.27
2005-11-01,142.01
2005-12-01,143.45
2006-01-01,143.61
2006-02-01,144.92
2006-03-01,140.81
2006-04-01,135.74
2006-05-01,132.35
