Date,Value
1964-01-01,132.52
1964-02-01,132.37
1964-03-01,132.25
1964-04-01,132.79
1964-05-01,134.16
1964-06-01,133.96
1964-07-01,134.43
1964-08-01,134.9
1964-09-01,134.5
1964-10-01,134.27
1964-11-01,134.07
1964-12-01,134.7
1965-01-01,134.48
1965-02-01,134.2
1965-03-01,133.14
1965-04-01,133.55
1965-05-01,133.48
1965-06-01,134.08
1965-07-01,133.99
1965-08-01,134.46
1965-09-01,134.51
1965-10-01,134.2
1965-11-01,135.0
1965-12-01,135.23
1966-01-01,135.12
1966-02-01,134.96
1966-03-01,135.38
1966-04-01,135.18
1966-05-01,135.14
1966-06-01,135.53
1966-07-01,135.33
1966-08-01,135.5
1966-09-01,135.08
1966-10-01,133.92
1966-11-01,133.67
1966-12-01,134.15
1967-01-01,134.29
1967-02-01,134.06
1967-03-01,134.23
1967-04-01,134.49
1967-05-01,135.01
1967-06-01,135.64
1967-07-01,136.35
1967-08-01,136.88
1967-09-01,136.32
1967-10-01,136.23
1967-11-01,135.9
1967-12-01,135.96
1968-01-01,135.34
1968-02-01,134.61
1968-03-01,135.25
1968-04-01,135.39
1968-05-01,135.37
1968-06-01,135.69
1968-07-01,136.84
1968-08-01,137.19
1968-09-01,136.59
1968-10-01,135.92
1968-11-01,136.96
1968-12-01,136.75
1969-01-01,136.25
1969-02-01,135.41
1969-03-01,134.8
1969-04-01,136.26
1969-05-01,135.73
1969-06-01,135.63
1969-07-01,135.38
1969-08-01,135.76
1969-09-01,135.32
1969-10-01,134.17
1969-11-01,134.01
1969-12-01,134.89
1970-01-01,135.06
1970-02-01,134.34
1970-03-01,133.58
1970-04-01,133.21
1970-05-01,132.97
1970-06-01,136.99
1970-07-01,138.4
1970-08-01,139.65
1970-09-01,138.84
1970-10-01,137.26
1970-11-01,136.89
1970-12-01,135.9
1971-01-01,136.85
1971-02-01,137.73
1971-03-01,137.45
1971-04-01,138.15
1971-05-01,137.31
1971-06-01,135.42
1971-07-01,136.59
1971-08-01,138.35
1971-09-01,136.52
1971-10-01,137.58
1971-11-01,137.61
1971-12-01,137.6
1972-01-01,136.59
1972-02-01,136.16
1972-03-01,137.0
1972-04-01,137.66
1972-05-01,138.21
1972-06-01,139.15
1972-07-01,140.03
1972-08-01,140.91
1972-09-01,141.03
1972-10-01,140.67
1972-11-01,139.84
1972-12-01,138.67
1973-01-01,139.09
1973-02-01,137.89
1973-03-01,134.9
1973-04-01,135.24
1973-05-01,134.36
1973-06-01,134.21
1973-07-01,134.51
1973-08-01,134.08
1973-09-01,133.32
1973-10-01,133.37
1973-11-01,134.99
1973-12-01,134.81
1974-01-01,136.66
1974-02-01,136.71
1974-03-01,136.46
1974-04-01,136.66
1974-05-01,138.38
1974-06-01,138.24
1974-07-01,136.84
1974-08-01,136.98
1974-09-01,135.48
1974-10-01,135.78
1974-11-01,134.71
1974-12-01,135.2
1975-01-01,133.06
1975-02-01,132.18
1975-03-01,131.71
1975-04-01,130.89
1975-05-01,128.96
1975-06-01,129.8
1975-07-01,130.74
1975-08-01,131.92
1975-09-01,132.82
1975-10-01,133.06
1975-11-01,135.08
1975-12-01,135.49
1976-01-01,136.08
1976-02-01,137.97
1976-03-01,139.56
1976-04-01,139.73
1976-05-01,140.25
1976-06-01,141.65
1976-07-01,141.84
1976-08-01,138.96
1976-09-01,141.18
1976-10-01,141.85
1976-11-01,140.43
1976-12-01,135.0
1977-01-01,136.34
1977-02-01,133.44
1977-03-01,131.02
1977-04-01,130.44
1977-05-01,131.58
1977-06-01,129.79
1977-07-01,129.79
1977-08-01,127.64
1977-09-01,128.45
1977-10-01,125.41
